"","sp119","sp126","sp140","sp141","sp143","sp149","sp154","sp155","sp160","sp168","sp173","sp178","sp188","sp189","sp191","sp193","sp196","sp198","sp207","sp208","sp210","sp214","sp216","sp217","sp218","sp219","sp221","sp222","sp223","sp225","sp229","sp230","sp237","sp238","sp245","sp246","sp247","sp249","sp251","sp253","sp254","sp259","sp260","sp264","sp269","sp271","sp273","sp276","sp280","sp282","sp283","sp284","sp286","sp287","sp291","sp292","sp293","sp295","sp296","sp298","sp299","sp300","sp301","sp303","sp304","sp306","sp309","sp310","sp311","sp312","sp313","sp314","sp316","sp317","sp318","sp319","sp320","sp321","sp322","sp323","sp324","sp325","sp326","sp327","sp328","sp329","sp330","sp331","sp332","sp333","sp334","sp335","sp336","sp337","sp338","sp339","sp340","sp341","sp342","sp343"
"sp119",0,67.5918047932264,38.1150341543829,38.1150341543829,39.736463151647,74.6682536949736,58.3767665988631,80.7301271341907,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,80.7301271341907,80.7301271341907,54.9874180867151,54.9874180867151,95.2520557811218,54.9874180867151,67.5918047932264,58.3767665988631,39.736463151647,74.6682536949736,67.5918047932264,58.3767665988631,58.3767665988631,54.9874180867151,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,58.3767665988631,58.3767665988631,58.3767665988631,39.736463151647,67.5918047932264,39.736463151647,58.3767665988631,80.7301271341907,80.7301271341907,67.5918047932264,58.3767665988631,67.5918047932264,95.2520557811218,74.6682536949736,67.5918047932264,95.2520557811218,74.6682536949736,58.3767665988631,67.5918047932264,67.5918047932264,80.7301271341907,58.3767665988631,58.3767665988631,58.3767665988631,67.5918047932264,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,67.5918047932264,58.3767665988631,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,58.3767665988631,80.7301271341907,80.7301271341907,58.3767665988631,58.3767665988631,58.3767665988631,58.3767665988631,58.3767665988631,58.3767665988631,80.7301271341907,74.6682536949736,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,58.3767665988631,58.3767665988631,95.2520557811218,95.2520557811218,67.5918047932264,67.5918047932264,74.6682536949736,74.6682536949736,58.3767665988631,58.3767665988631,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907
"sp126",67.5918047932264,0,67.5918047932264,67.5918047932264,67.5918047932264,74.6682536949736,67.5918047932264,80.7301271341907,80.7301271341907,80.7301271341907,36.8290765780841,36.8290765780841,36.8290765780841,80.7301271341907,41.6540797739091,36.8290765780841,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,95.2520557811218,67.5918047932264,36.8290765780841,67.5918047932264,67.5918047932264,74.6682536949736,36.8290765780841,67.5918047932264,67.5918047932264,67.5918047932264,36.8290765780841,80.7301271341907,36.8290765780841,36.8290765780841,67.5918047932264,67.5918047932264,67.5918047932264,67.5918047932264,36.8290765780842,67.5918047932264,67.5918047932264,80.7301271341907,80.7301271341907,36.8290765780841,67.5918047932264,25.9277533481655,95.2520557811218,74.6682536949736,36.8290765780841,95.2520557811218,74.6682536949736,67.5918047932264,41.6540797739091,41.6540797739091,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,36.8290765780841,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,36.8290765780842,67.5918047932264,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,67.5918047932264,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,67.5918047932264,67.5918047932264,67.5918047932264,80.7301271341907,74.6682536949736,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,95.2520557811218,95.2520557811218,36.8290765780841,36.8290765780841,74.6682536949736,74.6682536949736,67.5918047932264,67.5918047932264,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907
"sp140",38.1150341543829,67.5918047932264,0,23.1828801695695,39.736463151647,74.6682536949736,58.376766598863,80.7301271341907,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,80.7301271341907,80.7301271341907,54.9874180867151,54.9874180867151,95.2520557811218,54.9874180867151,67.5918047932264,58.376766598863,39.736463151647,74.6682536949736,67.5918047932264,58.376766598863,58.376766598863,54.9874180867151,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,58.376766598863,58.376766598863,58.376766598863,39.736463151647,67.5918047932264,39.736463151647,58.376766598863,80.7301271341907,80.7301271341907,67.5918047932264,58.376766598863,67.5918047932264,95.2520557811218,74.6682536949736,67.5918047932264,95.2520557811218,74.6682536949736,58.376766598863,67.5918047932264,67.5918047932264,80.7301271341907,58.376766598863,58.376766598863,58.376766598863,67.5918047932264,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,67.5918047932264,58.376766598863,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,58.376766598863,80.7301271341907,80.7301271341907,58.376766598863,58.376766598863,58.376766598863,58.376766598863,58.376766598863,58.376766598863,80.7301271341907,74.6682536949736,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,58.376766598863,58.376766598863,95.2520557811218,95.2520557811218,67.5918047932264,67.5918047932264,74.6682536949736,74.6682536949736,58.376766598863,58.376766598863,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907
"sp141",38.1150341543829,67.5918047932264,23.1828801695695,0,39.736463151647,74.6682536949736,58.376766598863,80.7301271341907,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,80.7301271341907,80.7301271341907,54.9874180867151,54.9874180867151,95.2520557811218,54.9874180867151,67.5918047932264,58.376766598863,39.736463151647,74.6682536949736,67.5918047932264,58.376766598863,58.376766598863,54.9874180867151,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,58.376766598863,58.376766598863,58.376766598863,39.736463151647,67.5918047932264,39.736463151647,58.376766598863,80.7301271341907,80.7301271341907,67.5918047932264,58.376766598863,67.5918047932264,95.2520557811218,74.6682536949736,67.5918047932264,95.2520557811218,74.6682536949736,58.376766598863,67.5918047932264,67.5918047932264,80.7301271341907,58.376766598863,58.376766598863,58.376766598863,67.5918047932264,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,67.5918047932264,58.376766598863,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,58.376766598863,80.7301271341907,80.7301271341907,58.376766598863,58.376766598863,58.376766598863,58.376766598863,58.376766598863,58.376766598863,80.7301271341907,74.6682536949736,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,58.376766598863,58.376766598863,95.2520557811218,95.2520557811218,67.5918047932264,67.5918047932264,74.6682536949736,74.6682536949736,58.376766598863,58.376766598863,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907
"sp143",39.736463151647,67.5918047932264,39.736463151647,39.736463151647,0,74.6682536949736,58.3767665988631,80.7301271341907,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,80.7301271341907,80.7301271341907,54.9874180867151,54.9874180867151,95.2520557811218,54.9874180867151,67.5918047932264,58.3767665988631,39.0616114086216,74.6682536949736,67.5918047932264,58.3767665988631,58.3767665988631,54.9874180867151,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,58.3767665988631,58.3767665988631,58.3767665988631,22.7164191507492,67.5918047932264,39.0616114086216,58.3767665988631,80.7301271341907,80.7301271341907,67.5918047932264,58.3767665988631,67.5918047932264,95.2520557811218,74.6682536949736,67.5918047932264,95.2520557811218,74.6682536949736,58.3767665988631,67.5918047932264,67.5918047932264,80.7301271341907,58.3767665988631,58.3767665988631,58.3767665988631,67.5918047932264,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,67.5918047932264,58.3767665988631,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,58.3767665988631,80.7301271341907,80.7301271341907,58.3767665988631,58.3767665988631,58.3767665988631,58.3767665988631,58.3767665988631,58.3767665988631,80.7301271341907,74.6682536949736,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,58.3767665988631,58.3767665988631,95.2520557811218,95.2520557811218,67.5918047932264,67.5918047932264,74.6682536949736,74.6682536949736,58.3767665988631,58.3767665988631,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907
"sp149",74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,0,74.6682536949736,80.7301271341907,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,74.6682536949736,80.7301271341907,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,95.2520557811218,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,22.2665155602909,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,80.7301271341907,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,74.6682536949736,95.2520557811218,22.2665155602909,74.6682536949736,95.2520557811218,22.2665155602909,74.6682536949736,74.6682536949736,74.6682536949736,80.7301271341907,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,22.2665155602909,22.2665155602909,80.7301271341907,80.7301271341907,22.2665155602909,22.2665155602909,74.6682536949736,74.6682536949736,23.7524501545915,23.7524501545915,95.2520557811218,95.2520557811218,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,74.6682536949736,80.7301271341907,22.2665155602909,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,74.6682536949736,74.6682536949736,23.7524501545915,23.7524501545915,74.6682536949736,74.6682536949736,22.2665155602909,22.2665155602909,80.7301271341907,80.7301271341907
"sp154",58.3767665988631,67.5918047932264,58.376766598863,58.376766598863,58.3767665988631,74.6682536949736,0,80.7301271341907,80.7301271341907,80.7301271341907,67.5918047932264,67.5918047932264,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,80.7301271341907,80.7301271341907,58.376766598863,58.376766598863,95.2520557811218,58.376766598863,67.5918047932264,24.6308465781671,58.376766598863,74.6682536949736,67.5918047932264,21.3907587010002,21.3907587010002,58.376766598863,67.5918047932264,80.7301271341907,67.5918047932264,67.5918047932264,21.3907587010002,21.3907587010002,24.6308465781671,58.3767665988631,67.5918047932264,58.376766598863,35.0739230814906,80.7301271341907,80.7301271341907,67.5918047932264,35.0739230814906,67.5918047932264,95.2520557811218,74.6682536949736,67.5918047932264,95.2520557811218,74.6682536949736,21.3907587010002,67.5918047932264,67.5918047932264,80.7301271341907,35.0739230814906,35.0739230814906,35.0739230814906,67.5918047932264,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907,74.6682536949736,74.6682536949736,67.5918047932264,21.3907587010002,74.6682536949736,74.6682536949736,95.2520557811218,95.2520557811218,21.3907587010001,80.7301271341907,80.7301271341907,21.3907587010002,21.3907587010002,24.6308465781671,24.6308465781671,21.3907587010001,21.3907587010001,80.7301271341907,74.6682536949736,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,24.6308465781671,24.6308465781671,95.2520557811218,95.2520557811218,67.5918047932264,67.5918047932264,74.6682536949736,74.6682536949736,21.3907587010001,21.3907587010001,74.6682536949736,74.6682536949736,80.7301271341907,80.7301271341907
"sp155",80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,0,60.1323587861435,60.1323587861435,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861434,80.7301271341907,80.7301271341907,60.1323587861434,30.1255272549727,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,21.6528457779078,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,60.1323587861435,80.7301271341907,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861434,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861434,60.1323587861434,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,95.2520557811218,95.2520557811218,80.7301271341907,21.6528457779078,21.6528457779078,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,80.7301271341907,95.2520557811218,95.2520557811218,60.1323587861435,60.1323587861435,80.7301271341907,80.7301271341907,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,60.1323587861435
"sp160",80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,0,43.9892273983284,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,80.7301271341907,80.7301271341907,47.8288473339212,60.1323587861435,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,47.8288473339212,80.7301271341907,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,47.8288473339212,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,95.2520557811218,95.2520557811218,80.7301271341907,60.1323587861435,60.1323587861435,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,20.5327401871301,80.7301271341907,95.2520557811218,95.2520557811218,20.5327401871301,20.5327401871301,80.7301271341907,80.7301271341907,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,20.5327401871301,20.5327401871301
"sp168",80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,43.9892273983284,0,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,80.7301271341907,80.7301271341907,47.8288473339212,60.1323587861435,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,60.1323587861435,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,47.8288473339212,80.7301271341907,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,47.8288473339212,47.8288473339212,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,95.2520557811218,95.2520557811218,80.7301271341907,60.1323587861435,60.1323587861435,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,43.9892273983284,80.7301271341907,95.2520557811218,95.2520557811218,43.9892273983284,43.9892273983284,80.7301271341907,80.7301271341907,95.2520557811218,95.2520557811218,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,80.7301271341907,43.9892273983284,43.9892273983284
