,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t115,-3.0384972,0.84744644,-0.91765666,7.6211896,4.5943246,8.442785,8.082992,7.253873,6.866161,7.85964,8.250629,4.945745,0.8549022,3.6559026,1.6018771,9.9394245
t116,-2.9891772,0.90704536,-1.0082692,7.743017,4.5959287,8.359208,8.117377,7.181512,6.8195734,7.7791247,8.319651,5.011471,0.8946326,3.6479769,1.5912822,10.044453
t35,-2.9535382,0.9248442,-1.0259054,7.727999,4.607109,8.387011,8.131962,7.227143,6.873212,7.7869654,8.349246,4.999199,0.8686,3.6425083,1.5741328,10.049638
t84,-2.9851367,0.9717432,-1.0134919,7.6251087,4.7511477,8.339006,8.161588,7.2046647,6.8531494,7.7269816,8.217801,4.854139,0.7467002,3.827645,1.7993433,10.039375
t85,-2.9333916,0.9659786,-0.9528621,7.691244,4.7441573,8.387655,8.216626,7.1189585,6.746119,7.7516165,8.260036,4.9410434,0.8751605,3.8009908,1.7613893,9.997182
t92,-2.9595988,0.9627627,-0.9637156,7.6501107,4.7337317,8.367157,8.198857,7.1377935,6.7705555,7.734024,8.235269,4.9127383,0.83401376,3.7816792,1.7463839,10.011735
t93,-3.067378,0.8986757,-0.91029,7.564586,4.7384605,8.348469,8.122577,7.162652,6.790968,7.7430983,8.1567135,4.848077,0.7937942,3.876629,1.8748212,9.981303
t77,-2.9387546,0.9463886,-1.0107515,7.6788177,4.742454,8.403373,8.132872,7.1938543,6.821442,7.806032,8.260251,4.872545,0.7910096,3.8453562,1.8523569,10.036055
t130,-3.0180233,0.92231524,-1.0435302,7.539141,4.7066245,8.3038,8.181619,7.0681,6.722326,7.6406574,8.176433,4.9790688,0.87233126,3.72938,1.6888056,10.117213
t131,-3.0504477,0.90245944,-1.0413234,7.548287,4.6465006,8.278542,8.124715,7.1239705,6.7817826,7.655442,8.204757,5.005796,0.8546124,3.669031,1.6305504,10.126816
t107,-2.9603672,0.9976452,-0.9525791,7.4710307,4.6015654,8.192222,8.079393,7.1508126,6.798018,7.655733,8.082537,4.8885775,0.7758667,3.637044,1.6082816,10.069527
t108,-2.9577942,0.9788032,-1.0963919,7.570238,4.617172,8.27466,8.132067,7.202536,6.8550014,7.685086,8.173999,4.9107666,0.76817685,3.6492276,1.6074085,10.160131
t68,-3.0088873,0.9312605,-0.90345615,7.608249,4.754616,8.362585,8.192179,7.097709,6.721689,7.7246704,8.187303,4.901696,0.85505193,3.8320153,1.8069248,9.969458
