"","Patima_minor","Galium_×_himmelbaurianum","Galium_kahelianum","Galium_ossirwaense","Rubia_discolor","Coprosma_nitida","Hedyotis_ponapensis","Oldenlandia_pilulifera","Oldenlandia_pumila","Spermacoce_pilifera","Spermacoce_incognita","Arcytophyllum_peruvianum","Phylohydrax_madagascariensis","Otomeria_oculata","Psychotria_diminuta","Psychotria_streimannii","Psychotria_liesneri","Psychotria_sentanensis","Psychotria_croftiana","Psychotria_capuronii","Psychotria_euosma","Chassalia_stenantha","Palicourea_sucllii","Palicourea_brevicollis","Palicourea_schunkei","Gynochthodes_epiphytica","Gaertnera_aphanodioica","Gaertnera_kochummenii","Pagamea_sessiliflora","Faramea_sessilifolia","Lasianthus_kilimandscharicus","Urophyllum_longidens","Pauridiantha_liberiensis","Praravinia_hexamera","Tarenna_joskei","Pavetta_plumosa","Pavetta_brunonis","Pavetta_lasiocalyx","Pavetta_delicatifolia","Sphinctanthus_maculatus","Macrosphyra_brachysiphon","Ridsdalea_uvarioides","Ceriscoides_campanulata","Amaioua_pilosa","Amaioua_pedicellata","Agouticarpa_spinosa","Coffea_brevipes","Wendlandia_dasythyrsa","Vangueria_pallidiflora","Ixora_imitans","Ixora_katchalensis","Ixora_polycephala","Mussaenda_cordifolia","Corynanthe_talbotii","Arachnothryx_bourgaei","Arachnothryx_povedae","Guettarda_crenulata","Chomelia_pubescens","Erithalis_quadrangularis","Phialanthus_glaberrimus","Macrocnemum_stylocarpum","Stapelia_olivacea","Cristobalia_hirsutissima","Larryleachia_perlata","Orbea_cooperi","Tromotriche_longipes","Tavaresia_thompsoniorum","Blepharodon_bicuspidatum","Oxypetalum_teyucuarense","Scyphostelma_nubicola","Asclepias_crassicoronata","Xysmalobium_gerrardii","Aspidoglossum_rhodesicum","Aspidoglossum_lamellatum","Cynanchum_gerrardi","Cynanchum_kintungense","Ceropegia_spatuliloba","Ceropegia_praelonga","Hoya_smithii","Hoya_minima","Hoya_micrantha","Hoya_wayetii","Dischidia_cominsii","Secamone_rhopalophora","Raphionacme_villicorona","Mandevilla_scaberula","Mesechites_acuminatus","Parsonsia_scabra","Ichnocarpus_fulvus","Trachelospermum_vanoverberghii","Apocynum_pictum","Sebaea_minutiflora","Jaeschkea_microsperma","Zeltnera_namatophila","Rogersonanthus_arboreus","Gentianella_tumailica","Gentianella_carneorubra","Tripterospermum_alutaceofolium","Crawfurdia_tsangshanensis","Orianthera_spermacocea"
"Asclepias_crassicoronata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,0,7.40535,7.40535,7.40535,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Xysmalobium_gerrardii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,7.40535,0,5.045226,5.045226,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Aspidoglossum_rhodesicum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,7.40535,5.045226,0,1.832262,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Aspidoglossum_lamellatum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,7.40535,5.045226,1.832262,0,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Cynanchum_gerrardi",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,20.709022,20.709022,20.709022,20.709022,0,20.46444,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Cynanchum_kintungense",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,20.709022,20.709022,20.709022,20.709022,20.46444,0,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ceropegia_spatuliloba",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,0,4.057422,32.075496,32.075496,32.075496,32.075496,32.075496,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ceropegia_praelonga",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,4.057422,0,32.075496,32.075496,32.075496,32.075496,32.075496,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_smithii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,0,9.99944,9.99944,9.99944,10.297596,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_minima",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,0,9.99944,9.99944,10.297596,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_micrantha",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,0,9.99944,10.297596,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_wayetii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,9.99944,9.99944,9.99944,0,10.297596,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Dischidia_cominsii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,32.075496,32.075496,10.297596,10.297596,10.297596,10.297596,0,38.46413,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Secamone_rhopalophora",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,38.46413,0,42.482138,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Raphionacme_villicorona",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,0,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Mandevilla_scaberula",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,0,20.644782,26.46238,32.503744,32.503744,32.503744,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Mesechites_acuminatus",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,20.644782,0,26.46238,32.503744,32.503744,32.503744,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Parsonsia_scabra",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,26.46238,26.46238,0,32.503744,32.503744,32.503744,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ichnocarpus_fulvus",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,32.503744,32.503744,32.503744,0,15.940844,26.406138,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Trachelospermum_vanoverberghii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,32.503744,32.503744,32.503744,15.940844,0,26.406138,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Apocynum_pictum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,32.503744,32.503744,32.503744,26.406138,26.406138,0,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Sebaea_minutiflora",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,0,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,120.09501
"Jaeschkea_microsperma",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,0,55.91799,55.91799,55.91799,55.91799,55.91799,55.91799,120.09501
"Zeltnera_namatophila",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,0,55.91799,55.91799,55.91799,55.91799,55.91799,120.09501
"Rogersonanthus_arboreus",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,55.91799,55.91799,0,55.91799,55.91799,55.91799,55.91799,120.09501
