"accepted_species","Medicinal"
"Pruskortizia_macrocarpa",0
"Oxypetalum_hoehnei",0
"Palicourea_imthurniana",0
"Philibertia_suberecta",0
"Gynochthodes_boninensis",0
"Pavetta_loandensis",0
"Palicourea_duidana",0
"Scyphostelma_pichinchense",0
"Macropharynx_venusta",0
"Kohautia_azurea",0
"Vincetoxicum_anthopotamicum",NA
"Geophila_gracilis",0
"Desmidorchis_edithae",0
"Wendlandia_coriacea",0
"Gelsemium_elegans",NA
"Oxyanthus_pyriformis",0
"Nauclea_parva",0
"Amphineurion_marginatum",1
"Swertia_gonczaroviana",0
"Atractocarpus_decorus",0
"Hedyotis_korrorensis",0
"Spermacoce_subvulgata",1
"Cordiera_longiflora",0
"Matelea_campechiana",0
"Spermacoce_angustifolia",0
"Amaioua_glomerulata",0
"Sacosperma_parviflorum",NA
"Decalepis_salicifolia",1
"Lacmellea_panamensis",0
"Heterophyllaea_lycioides",0
"Psychotria_jamesoniana",NA
"Plumeria_tuberculata",0
"Sommera_purdiei",0
"Palicourea_canescens",0
"Kuepferia_leucantha",0
"Pentagonia_parvifolia",0
"Oxypetalum_acerosum",0
"Ditassa_nigrescens",0
"Strychnos_longicaudata",1
"Uncaria_attenuata",0
"Alafia_calophylla",0
"Metastelma_giuliettianum",0
"Metastelma_penicillatum",0
"Strychnos_penninervis",0
"Oncinotis_gabonica",NA
"Mandevilla_harleyi",0
"Gymnemopsis_phuwuaensis",0
"Duroia_laevis",0
"Peponidium_madagascariense",0
"Cerbera_manghas",1
"Ceropegia_fantastica",NA
"Ceropegia_haygarthii",0
"Ceropegia_taprobanica",0
"Psychotria_submontana",0
"Psychotria_rubropilosa",0
"Psychotria_sitae",0
"Psychotria_parvifolia",0
"Galium_polyanthum",0
"Psychotria_opima",0
"Galium_sichuanense",0
"Galium_brenanii",0
"Manettia_lindenii",0
"Gaertnera_monticola",0
"Minaria_campanuliflora",0
"Gaertnera_spicata",0
"Asperula_fragillima",0
"Ixora_odoratiflora",NA
"Huernia_plowesii",0
"Alyxia_erythrosperma",0
"Ixora_killipii",0
"Huernia_asirensis",0
"Hoya_linearis",0
"Hedyotis_lessertiana",0
"Hoya_longicalyx",0
"Hoya_smithii",0
"Hoya_benvergarae",NA
"Mussaenda_incana",0
"Lacmellea_bahiensis",0
"Leichhardtia_tylophoroides",0
"Funastrum_saganii",0
"Hemipogon_abietoides",NA
"Palicourea_josephi",0
"Paederia_taolagnarensis",0
"Matelea_holstii",0
"Pauridiantha_kahuziensis",0
"Matelea_serpens",NA
"Canthium_angustifolium",1
"Hoffmannia_inamoena",0
"Spermacoce_annua",0
"Timonius_mollis",0
"Timonius_albus",0
"Hamelia_magnifolia",0
"Dischidia_reniformis",0
"Pavetta_subcana",1
"Randia_lonicerioides",0
"Gonzalagunia_surinamensis",0
"Ophiorrhiza_kwangsiensis",0
"Ophiorrhiza_govidjoensis",0
"Neobracea_ekmanii",0
"Eustegia_plicata",0
