"","t5","t6","t32","t120","t121","t89","t94","t95","t118","t119","t77","t78","t3","t28","t29","t79","t80","t54","t46","t96","t131","t132","t83","t14","t115","t116","t47","t76","t129","t130","t23","t53","t69","t70","t30","t31","t20","t35","t125","t126","t113","t114","t39","t8","t59","t60","t40","t37","t100","t101","t56","t81","t82","t24","t25","t26","t13","t41","t74","t75","t127","t128","t99","t86","t87","t62","t92","t93","t19","t4","t104","t105","t38","t122","t123","t84","t9","t110","t133","t134","t61","t72","t73","t10","t11","t33","t63","t64","t48","t18","t111","t112","t21","t42","t57","t58","t34","t49","t50","t106","t107","t51","t141","t142","t52","t135","t136","t124","t117","t139","t140","t44","t45","t43","t36","t71","t88","t102","t103","t85","t97","t98","t108","t109","t55","t90","t91","t65","t66","t22","t7","t2","t17","t67","t68","t137","t138","t27","t15","t16","t12","t1"
"t5",0,0.9991341416,4.4195627282,4.41956272884,4.41956272884,4.419562728611,4.419562728631,4.419562728631,4.41956272856,4.41956272856,4.4195627282,4.4195627282,3.4409716541,6.6530533365,5.472035225,6.6530533362,6.6530533362,6.6530533362,6.6530533362,6.6530533365,6.65305333647,6.65305333647,6.6530533364,4.58901938306,6.6530533357,6.6530533357,6.6530533358,6.6530533357,6.65305333578,6.65305333578,5.4431333285,6.4977881079,6.6530533366,6.5763290294,5.359976955,6.6530533368,5.1533779539,5.8248558104,6.65305333666,6.65305333666,6.6530533367,6.6530533367,5.78525950292,3.95852775,6.6530533366,6.6530533366,6.6530533366,6.1102654479,6.6530533367,6.6530533367,6.6530533367,6.6530533367,6.6054580983,5.27633608022,6.6530533369,5.5445510067,4.5658263322,6.6530533367,6.6530533367,6.6530533367,6.653053336649,6.653053336649,6.653053336639,6.653053336639,6.653053336639,6.65305333668,7.6795859797,7.6795859797,7.6795859794,5.4747672219,7.67958598,7.67958598,7.6795859797,7.67958597945,7.67958597945,7.6795859794,6.748247088,7.6795859795,7.67958597948,7.67958597948,7.6795859795,7.67958598,7.6045956328,7.6795859799,5.25556966291,6.5082789722,7.6795859797,7.6795859797,7.6795859797,6.1337610259,7.6795859801,7.6795859801,6.84605064552,7.07537947542,7.10663298105,7.67958597972,6.99151965852,7.6795859797,7.6795859797,7.6795859797,7.6795859797,7.5888229895,7.679585979722,7.679585979722,7.6795859798,7.67958597977,7.67958597977,7.67958597977,7.6795859798,7.67958597975,7.67958597975,7.20691198661,7.67958597971,7.67958597973,6.70215480503,7.6795859798,7.67958597982,7.67958597975,7.67958597975,7.511548643288,7.67958597975,7.67958597975,7.67958597973,7.67958597973,7.07540381982,7.67958597966,7.67958597966,7.6795859798,7.6795859798,7.0817735914,4.88778124177,5.1933866068,6.2824480339,8.0060813936,8.0060813936,8.00608139363,8.00608139363,6.9217997498,7.9467623991,6.7381375122,6.8712804944,3.787146228
"t6",0.9991341416,0,3.9650443984,3.96504439904,3.96504439904,3.965044398811,3.965044398831,3.965044398831,3.96504439876,3.96504439876,3.9650443984,3.9650443984,2.9864533243,6.1985350067,5.0175168952,6.1985350064,6.1985350064,6.1985350064,6.1985350064,6.1985350067,6.19853500667,6.19853500667,6.1985350066,4.13450105326,6.1985350059,6.1985350059,6.198535006,6.1985350059,6.19853500598,6.19853500598,4.9886149987,6.0432697781,6.1985350068,6.1218106996,4.9054586252,6.198535007,4.6988596241,5.3703374806,6.19853500686,6.19853500686,6.1985350069,6.1985350069,5.33074117312,3.5040094202,6.1985350068,6.1985350068,6.1985350068,5.6557471181,6.1985350069,6.1985350069,6.1985350069,6.1985350069,6.1509397685,4.82181775042,6.1985350071,5.0900326769,4.1113080024,6.1985350069,6.1985350069,6.1985350069,6.198535006849,6.198535006849,6.198535006839,6.198535006839,6.198535006839,6.19853500688,7.2250676499,7.2250676499,7.2250676496,5.0202488921,7.2250676502,7.2250676502,7.2250676499,7.22506764965,7.22506764965,7.2250676496,6.2937287582,7.2250676497,7.22506764968,7.22506764968,7.2250676497,7.2250676502,7.150077303,7.2250676501,4.80105133311,6.0537606424,7.2250676499,7.2250676499,7.2250676499,5.6792426961,7.2250676503,7.2250676503,6.39153231572,6.62086114562,6.65211465125,7.22506764992,6.53700132872,7.2250676499,7.2250676499,7.2250676499,7.2250676499,7.1343046597,7.225067649922,7.225067649922,7.22506765,7.22506764997,7.22506764997,7.22506764997,7.22506765,7.22506764995,7.22506764995,6.75239365681,7.22506764991,7.22506764993,6.24763647523,7.22506765,7.22506765002,7.22506764995,7.22506764995,7.057030313488,7.22506764995,7.22506764995,7.22506764993,7.22506764993,6.62088549002,7.22506764986,7.22506764986,7.22506765,7.22506765,6.6272552616,4.43326291197,4.738868277,5.8279297041,7.5515630638,7.5515630638,7.55156306383,7.55156306383,6.46728142,7.4922440693,6.2836191824,6.4167621646,3.3326278982
"t32",4.4195627282,3.9650443984,0,2.51379672664,2.51379672664,2.513796726411,2.513796726431,2.513796726431,2.51379672636,2.51379672636,3.820360656,3.820360656,5.6063061299,8.8183878123,7.6373697008,8.818387812,8.818387812,8.818387812,8.818387812,8.8183878123,8.81838781227,8.81838781227,8.8183878122,6.75435385886,8.8183878115,8.8183878115,8.8183878116,8.8183878115,8.81838781158,8.81838781158,7.6084678043,8.6631225837,8.8183878124,8.7416635052,7.5253114308,8.8183878126,7.3187124297,7.9901902862,8.81838781246,8.81838781246,8.8183878125,8.8183878125,7.95059397872,6.1238622258,8.8183878124,8.8183878124,8.8183878124,8.2755999237,8.8183878125,8.8183878125,8.8183878125,8.8183878125,8.7707925741,7.44167055602,8.8183878127,7.7098854825,6.731160808,8.8183878125,8.8183878125,8.8183878125,8.818387812449,8.818387812449,8.818387812439,8.818387812439,8.818387812439,8.81838781248,9.8449204555,9.8449204555,9.8449204552,7.6401016977,9.8449204558,9.8449204558,9.8449204555,9.84492045525,9.84492045525,9.8449204552,8.9135815638,9.8449204553,9.84492045528,9.84492045528,9.8449204553,9.8449204558,9.7699301086,9.8449204557,7.42090413871,8.673613448,9.8449204555,9.8449204555,9.8449204555,8.2990955017,9.8449204559,9.8449204559,9.01138512132,9.24071395122,9.27196745685,9.84492045552,9.15685413432,9.8449204555,9.8449204555,9.8449204555,9.8449204555,9.7541574653,9.844920455522,9.844920455522,9.8449204556,9.84492045557,9.84492045557,9.84492045557,9.8449204556,9.84492045555,9.84492045555,9.37224646241,9.84492045551,9.84492045553,8.86748928083,9.8449204556,9.84492045562,9.84492045555,9.84492045555,9.676883119088,9.84492045555,9.84492045555,9.84492045553,9.84492045553,9.24073829562,9.84492045546,9.84492045546,9.8449204556,9.8449204556,9.2471080672,7.05311571757,7.3587210826,8.4477825097,10.1714158694,10.1714158694,10.17141586943,10.17141586943,9.0871342256,10.1120968749,8.903471988,9.0366149702,5.9524807038
"t120",4.41956272884,3.96504439904,2.51379672664,0,0.16739501688,2.247374752651,2.247374752671,2.247374752671,2.2473747526,2.2473747526,3.82036065664,3.82036065664,5.60630613054,8.81838781294,7.63736970144,8.81838781264,8.81838781264,8.81838781264,8.81838781264,8.81838781294,8.81838781291,8.81838781291,8.81838781284,6.7543538595,8.81838781214,8.81838781214,8.81838781224,8.81838781214,8.81838781222,8.81838781222,7.60846780494,8.66312258434,8.81838781304,8.74166350584,7.52531143144,8.81838781324,7.31871243034,7.99019028684,8.8183878131,8.8183878131,8.81838781314,8.81838781314,7.95059397936,6.12386222644,8.81838781304,8.81838781304,8.81838781304,8.27559992434,8.81838781314,8.81838781314,8.81838781314,8.81838781314,8.77079257474,7.44167055666,8.81838781334,7.70988548314,6.73116080864,8.81838781314,8.81838781314,8.81838781314,8.818387813089,8.818387813089,8.818387813079,8.818387813079,8.818387813079,8.81838781312,9.84492045614,9.84492045614,9.84492045584,7.64010169834,9.84492045644,9.84492045644,9.84492045614,9.84492045589,9.84492045589,9.84492045584,8.91358156444,9.84492045594,9.84492045592,9.84492045592,9.84492045594,9.84492045644,9.76993010924,9.84492045634,7.42090413935,8.67361344864,9.84492045614,9.84492045614,9.84492045614,8.29909550234,9.84492045654,9.84492045654,9.01138512196,9.24071395186,9.27196745749,9.84492045616,9.15685413496,9.84492045614,9.84492045614,9.84492045614,9.84492045614,9.75415746594,9.844920456162,9.844920456162,9.84492045624,9.84492045621,9.84492045621,9.84492045621,9.84492045624,9.84492045619,9.84492045619,9.37224646305,9.84492045615,9.84492045617,8.86748928147,9.84492045624,9.84492045626,9.84492045619,9.84492045619,9.676883119728,9.84492045619,9.84492045619,9.84492045617,9.84492045617,9.24073829626,9.8449204561,9.8449204561,9.84492045624,9.84492045624,9.24710806784,7.05311571821,7.35872108324,8.44778251034,10.17141587004,10.17141587004,10.17141587007,10.17141587007,9.08713422624,10.11209687554,8.90347198864,9.03661497084,5.95248070444
"t121",4.41956272884,3.96504439904,2.51379672664,0.16739501688,0,2.247374752651,2.247374752671,2.247374752671,2.2473747526,2.2473747526,3.82036065664,3.82036065664,5.60630613054,8.81838781294,7.63736970144,8.81838781264,8.81838781264,8.81838781264,8.81838781264,8.81838781294,8.81838781291,8.81838781291,8.81838781284,6.7543538595,8.81838781214,8.81838781214,8.81838781224,8.81838781214,8.81838781222,8.81838781222,7.60846780494,8.66312258434,8.81838781304,8.74166350584,7.52531143144,8.81838781324,7.31871243034,7.99019028684,8.8183878131,8.8183878131,8.81838781314,8.81838781314,7.95059397936,6.12386222644,8.81838781304,8.81838781304,8.81838781304,8.27559992434,8.81838781314,8.81838781314,8.81838781314,8.81838781314,8.77079257474,7.44167055666,8.81838781334,7.70988548314,6.73116080864,8.81838781314,8.81838781314,8.81838781314,8.818387813089,8.818387813089,8.818387813079,8.818387813079,8.818387813079,8.81838781312,9.84492045614,9.84492045614,9.84492045584,7.64010169834,9.84492045644,9.84492045644,9.84492045614,9.84492045589,9.84492045589,9.84492045584,8.91358156444,9.84492045594,9.84492045592,9.84492045592,9.84492045594,9.84492045644,9.76993010924,9.84492045634,7.42090413935,8.67361344864,9.84492045614,9.84492045614,9.84492045614,8.29909550234,9.84492045654,9.84492045654,9.01138512196,9.24071395186,9.27196745749,9.84492045616,9.15685413496,9.84492045614,9.84492045614,9.84492045614,9.84492045614,9.75415746594,9.844920456162,9.844920456162,9.84492045624,9.84492045621,9.84492045621,9.84492045621,9.84492045624,9.84492045619,9.84492045619,9.37224646305,9.84492045615,9.84492045617,8.86748928147,9.84492045624,9.84492045626,9.84492045619,9.84492045619,9.676883119728,9.84492045619,9.84492045619,9.84492045617,9.84492045617,9.24073829626,9.8449204561,9.8449204561,9.84492045624,9.84492045624,9.24710806784,7.05311571821,7.35872108324,8.44778251034,10.17141587004,10.17141587004,10.17141587007,10.17141587007,9.08713422624,10.11209687554,8.90347198864,9.03661497084,5.95248070444
"t89",4.419562728611,3.965044398811,2.513796726411,2.247374752651,2.247374752651,0,0.52962931322,0.52962931322,0.549508659971,0.549508659971,3.820360656411,3.820360656411,5.606306130311,8.818387812711,7.637369701211,8.818387812411,8.818387812411,8.818387812411,8.818387812411,8.818387812711,8.818387812681,8.818387812681,8.818387812611,6.754353859271,8.818387811911,8.818387811911,8.818387812011,8.818387811911,8.818387811991,8.818387811991,7.608467804711,8.663122584111,8.818387812811,8.741663505611,7.525311431211,8.818387813011,7.318712430111,7.990190286611,8.818387812871,8.818387812871,8.818387812911,8.818387812911,7.950593979131,6.123862226211,8.818387812811,8.818387812811,8.818387812811,8.275599924111,8.818387812911,8.818387812911,8.818387812911,8.818387812911,8.770792574511,7.441670556431,8.818387813111,7.709885482911,6.731160808411,8.818387812911,8.818387812911,8.818387812911,8.81838781286,8.81838781286,8.81838781285,8.81838781285,8.81838781285,8.818387812891,9.844920455911,9.844920455911,9.844920455611,7.640101698111,9.844920456211,9.844920456211,9.844920455911,9.844920455661,9.844920455661,9.844920455611,8.913581564211,9.844920455711,9.844920455691,9.844920455691,9.844920455711,9.844920456211,9.769930109011,9.844920456111,7.420904139121,8.673613448411,9.844920455911,9.844920455911,9.844920455911,8.299095502111,9.844920456311,9.844920456311,9.011385121731,9.240713951631,9.271967457261,9.844920455931,9.156854134731,9.844920455911,9.844920455911,9.844920455911,9.844920455911,9.754157465711,9.844920455933,9.844920455933,9.844920456011,9.844920455981,9.844920455981,9.844920455981,9.844920456011,9.844920455961,9.844920455961,9.372246462821,9.844920455921,9.844920455941,8.867489281241,9.844920456011,9.844920456031,9.844920455961,9.844920455961,9.676883119499,9.844920455961,9.844920455961,9.844920455941,9.844920455941,9.240738296031,9.844920455871,9.844920455871,9.844920456011,9.844920456011,9.247108067611,7.053115717981,7.358721083011,8.447782510111,10.171415869811,10.171415869811,10.171415869841,10.171415869841,9.087134226011,10.112096875311,8.903471988411,9.036614970611,5.952480704211
"t94",4.419562728631,3.965044398831,2.513796726431,2.247374752671,2.247374752671,0.52962931322,0,0.4713623644,0.549508659991,0.549508659991,3.820360656431,3.820360656431,5.606306130331,8.818387812731,7.637369701231,8.818387812431,8.818387812431,8.818387812431,8.818387812431,8.818387812731,8.818387812701,8.818387812701,8.818387812631,6.754353859291,8.818387811931,8.818387811931,8.818387812031,8.818387811931,8.818387812011,8.818387812011,7.608467804731,8.663122584131,8.818387812831,8.741663505631,7.525311431231,8.818387813031,7.318712430131,7.990190286631,8.818387812891,8.818387812891,8.818387812931,8.818387812931,7.950593979151,6.123862226231,8.818387812831,8.818387812831,8.818387812831,8.275599924131,8.818387812931,8.818387812931,8.818387812931,8.818387812931,8.770792574531,7.441670556451,8.818387813131,7.709885482931,6.731160808431,8.818387812931,8.818387812931,8.818387812931,8.81838781288,8.81838781288,8.81838781287,8.81838781287,8.81838781287,8.818387812911,9.844920455931,9.844920455931,9.844920455631,7.640101698131,9.844920456231,9.844920456231,9.844920455931,9.844920455681,9.844920455681,9.844920455631,8.913581564231,9.844920455731,9.844920455711,9.844920455711,9.844920455731,9.844920456231,9.769930109031,9.844920456131,7.420904139141,8.673613448431,9.844920455931,9.844920455931,9.844920455931,8.299095502131,9.844920456331,9.844920456331,9.011385121751,9.240713951651,9.271967457281,9.844920455951,9.156854134751,9.844920455931,9.844920455931,9.844920455931,9.844920455931,9.754157465731,9.844920455953,9.844920455953,9.844920456031,9.844920456001,9.844920456001,9.844920456001,9.844920456031,9.844920455981,9.844920455981,9.372246462841,9.844920455941,9.844920455961,8.867489281261,9.844920456031,9.844920456051,9.844920455981,9.844920455981,9.676883119519,9.844920455981,9.844920455981,9.844920455961,9.844920455961,9.240738296051,9.844920455891,9.844920455891,9.844920456031,9.844920456031,9.247108067631,7.053115718001,7.358721083031,8.447782510131,10.171415869831,10.171415869831,10.171415869861,10.171415869861,9.087134226031,10.112096875331,8.903471988431,9.036614970631,5.952480704231
"t95",4.419562728631,3.965044398831,2.513796726431,2.247374752671,2.247374752671,0.52962931322,0.4713623644,0,0.549508659991,0.549508659991,3.820360656431,3.820360656431,5.606306130331,8.818387812731,7.637369701231,8.818387812431,8.818387812431,8.818387812431,8.818387812431,8.818387812731,8.818387812701,8.818387812701,8.818387812631,6.754353859291,8.818387811931,8.818387811931,8.818387812031,8.818387811931,8.818387812011,8.818387812011,7.608467804731,8.663122584131,8.818387812831,8.741663505631,7.525311431231,8.818387813031,7.318712430131,7.990190286631,8.818387812891,8.818387812891,8.818387812931,8.818387812931,7.950593979151,6.123862226231,8.818387812831,8.818387812831,8.818387812831,8.275599924131,8.818387812931,8.818387812931,8.818387812931,8.818387812931,8.770792574531,7.441670556451,8.818387813131,7.709885482931,6.731160808431,8.818387812931,8.818387812931,8.818387812931,8.81838781288,8.81838781288,8.81838781287,8.81838781287,8.81838781287,8.818387812911,9.844920455931,9.844920455931,9.844920455631,7.640101698131,9.844920456231,9.844920456231,9.844920455931,9.844920455681,9.844920455681,9.844920455631,8.913581564231,9.844920455731,9.844920455711,9.844920455711,9.844920455731,9.844920456231,9.769930109031,9.844920456131,7.420904139141,8.673613448431,9.844920455931,9.844920455931,9.844920455931,8.299095502131,9.844920456331,9.844920456331,9.011385121751,9.240713951651,9.271967457281,9.844920455951,9.156854134751,9.844920455931,9.844920455931,9.844920455931,9.844920455931,9.754157465731,9.844920455953,9.844920455953,9.844920456031,9.844920456001,9.844920456001,9.844920456001,9.844920456031,9.844920455981,9.844920455981,9.372246462841,9.844920455941,9.844920455961,8.867489281261,9.844920456031,9.844920456051,9.844920455981,9.844920455981,9.676883119519,9.844920455981,9.844920455981,9.844920455961,9.844920455961,9.240738296051,9.844920455891,9.844920455891,9.844920456031,9.844920456031,9.247108067631,7.053115718001,7.358721083031,8.447782510131,10.171415869831,10.171415869831,10.171415869861,10.171415869861,9.087134226031,10.112096875331,8.903471988431,9.036614970631,5.952480704231
"t118",4.41956272856,3.96504439876,2.51379672636,2.2473747526,2.2473747526,0.549508659971,0.549508659991,0.549508659991,0,0.19271735492,3.82036065636,3.82036065636,5.60630613026,8.81838781266,7.63736970116,8.81838781236,8.81838781236,8.81838781236,8.81838781236,8.81838781266,8.81838781263,8.81838781263,8.81838781256,6.75435385922,8.81838781186,8.81838781186,8.81838781196,8.81838781186,8.81838781194,8.81838781194,7.60846780466,8.66312258406,8.81838781276,8.74166350556,7.52531143116,8.81838781296,7.31871243006,7.99019028656,8.81838781282,8.81838781282,8.81838781286,8.81838781286,7.95059397908,6.12386222616,8.81838781276,8.81838781276,8.81838781276,8.27559992406,8.81838781286,8.81838781286,8.81838781286,8.81838781286,8.77079257446,7.44167055638,8.81838781306,7.70988548286,6.73116080836,8.81838781286,8.81838781286,8.81838781286,8.818387812809,8.818387812809,8.818387812799,8.818387812799,8.818387812799,8.81838781284,9.84492045586,9.84492045586,9.84492045556,7.64010169806,9.84492045616,9.84492045616,9.84492045586,9.84492045561,9.84492045561,9.84492045556,8.91358156416,9.84492045566,9.84492045564,9.84492045564,9.84492045566,9.84492045616,9.76993010896,9.84492045606,7.42090413907,8.67361344836,9.84492045586,9.84492045586,9.84492045586,8.29909550206,9.84492045626,9.84492045626,9.01138512168,9.24071395158,9.27196745721,9.84492045588,9.15685413468,9.84492045586,9.84492045586,9.84492045586,9.84492045586,9.75415746566,9.844920455882,9.844920455882,9.84492045596,9.84492045593,9.84492045593,9.84492045593,9.84492045596,9.84492045591,9.84492045591,9.37224646277,9.84492045587,9.84492045589,8.86748928119,9.84492045596,9.84492045598,9.84492045591,9.84492045591,9.676883119448,9.84492045591,9.84492045591,9.84492045589,9.84492045589,9.24073829598,9.84492045582,9.84492045582,9.84492045596,9.84492045596,9.24710806756,7.05311571793,7.35872108296,8.44778251006,10.17141586976,10.17141586976,10.17141586979,10.17141586979,9.08713422596,10.11209687526,8.90347198836,9.03661497056,5.95248070416
"t119",4.41956272856,3.96504439876,2.51379672636,2.2473747526,2.2473747526,0.549508659971,0.549508659991,0.549508659991,0.19271735492,0,3.82036065636,3.82036065636,5.60630613026,8.81838781266,7.63736970116,8.81838781236,8.81838781236,8.81838781236,8.81838781236,8.81838781266,8.81838781263,8.81838781263,8.81838781256,6.75435385922,8.81838781186,8.81838781186,8.81838781196,8.81838781186,8.81838781194,8.81838781194,7.60846780466,8.66312258406,8.81838781276,8.74166350556,7.52531143116,8.81838781296,7.31871243006,7.99019028656,8.81838781282,8.81838781282,8.81838781286,8.81838781286,7.95059397908,6.12386222616,8.81838781276,8.81838781276,8.81838781276,8.27559992406,8.81838781286,8.81838781286,8.81838781286,8.81838781286,8.77079257446,7.44167055638,8.81838781306,7.70988548286,6.73116080836,8.81838781286,8.81838781286,8.81838781286,8.818387812809,8.818387812809,8.818387812799,8.818387812799,8.818387812799,8.81838781284,9.84492045586,9.84492045586,9.84492045556,7.64010169806,9.84492045616,9.84492045616,9.84492045586,9.84492045561,9.84492045561,9.84492045556,8.91358156416,9.84492045566,9.84492045564,9.84492045564,9.84492045566,9.84492045616,9.76993010896,9.84492045606,7.42090413907,8.67361344836,9.84492045586,9.84492045586,9.84492045586,8.29909550206,9.84492045626,9.84492045626,9.01138512168,9.24071395158,9.27196745721,9.84492045588,9.15685413468,9.84492045586,9.84492045586,9.84492045586,9.84492045586,9.75415746566,9.844920455882,9.844920455882,9.84492045596,9.84492045593,9.84492045593,9.84492045593,9.84492045596,9.84492045591,9.84492045591,9.37224646277,9.84492045587,9.84492045589,8.86748928119,9.84492045596,9.84492045598,9.84492045591,9.84492045591,9.676883119448,9.84492045591,9.84492045591,9.84492045589,9.84492045589,9.24073829598,9.84492045582,9.84492045582,9.84492045596,9.84492045596,9.24710806756,7.05311571793,7.35872108296,8.44778251006,10.17141586976,10.17141586976,10.17141586979,10.17141586979,9.08713422596,10.11209687526,8.90347198836,9.03661497056,5.95248070416
