,0,1,2,3,4,5,6,7,8,9,10,11,12
t1,0.32270315,3.4698632,2.6941624,2.419737,3.3515437,4.284353,0.73407197,0.58030295,2.7014556,7.5079007,5.7658277,5.086233,7.276437
t71,0.0213487,11.91741,4.6188493,6.713352,7.426766,8.819478,4.5558724,-0.28133696,5.444367,6.581489,10.601051,1.8877709,5.349396
t72,0.03486891,11.917723,4.5975494,6.750199,7.442673,8.827102,4.589488,-0.23469009,5.4430127,6.491412,10.65305,1.8280833,5.3519073
t35,0.0009398189,11.973512,4.651848,6.7028155,7.4602513,8.883845,4.559098,-0.2384916,5.4838,6.4561825,10.647119,1.8298862,5.332798
t106,-0.0026869953,12.081222,4.695232,6.82631,7.489935,9.0738945,4.5450077,-0.07680745,5.5399127,6.4475045,10.631882,1.8939967,5.3630586
t107,0.00737011,12.0300865,4.643351,6.8470964,7.4687862,9.000626,4.5716753,-0.10758358,5.506517,6.527597,10.6057205,1.9065348,5.383868
t37,-0.050355338,12.02735,4.6176195,6.8276253,7.390088,9.079433,4.477298,-0.10951782,5.442799,6.4749684,10.563227,1.9212093,5.3289647
t7,0.05811201,11.969908,4.8516326,6.5547137,7.495168,9.04912,4.412595,-0.29012436,5.554716,6.4216294,10.694727,1.9563903,5.308262
t52,-0.068498924,12.122575,4.7755146,6.631897,7.5969462,8.879315,4.5951495,-0.3736888,5.688825,6.531651,10.548759,1.7875421,5.3367434
t53,0.06482299,11.9941225,4.76116,6.575391,7.5685887,8.831307,4.580974,-0.40287417,5.5866985,6.5076647,10.697451,1.7912459,5.3539476
t39,-0.030636698,12.085461,4.80309,6.662861,7.643539,8.856876,4.6388726,-0.35332355,5.7276483,6.5947847,10.562566,1.7980299,5.3834386
t25,0.06892056,11.957085,4.7873116,6.641655,7.51468,8.973587,4.495019,-0.27538496,5.563138,6.5010276,10.669453,1.9337021,5.3425617
t61,0.12125001,12.067754,4.832916,6.629244,7.6349583,8.937167,4.5778813,-0.28297046,5.6394196,6.4945726,10.801811,1.8286139,5.403297
t62,0.09135572,12.098611,4.8491817,6.5281706,7.6033516,8.923566,4.5426364,-0.37685257,5.610487,6.4266825,10.742686,1.7865555,5.341702
t3,0.33413002,3.2582097,2.8801265,2.5747015,3.4352226,4.288172,0.91856384,0.72466445,2.7188156,7.4748216,5.61282,5.129996,7.1177187
