"","t18","t19","t130","t131","t17","t33","t53","t58","t128","t129","t132","t133","t40","t90","t91","t88","t41","t12","t9","t87","t106","t117","t118","t4","t2","t22","t113","t114","t62","t45","t107","t108","t35","t21","t27","t46","t47","t24","t70","t71","t56","t57","t34","t96","t97","t73","t38","t36","t55","t85","t86","t121","t122","t10","t119","t120","t54","t92","t93","t42","t101","t102","t39","t103","t104","t98","t109","t110","t111","t112","t51","t52","t37","t43","t44","t25","t28","t63","t64","t126","t127","t105","t72","t65","t78","t79","t94","t95","t89","t69","t115","t116","t7","t11","t15","t16","t3","t48","t49","t59","t76","t77","t67","t68","t14","t8","t29","t83","t84","t74","t75","t66","t20","t23","t30","t31","t5","t6","t13","t123","t124","t125","t60","t61","t32","t50","t99","t100","t80","t81","t82","t26","t1"
"t18",0,4.307755696,7.178080714918,7.178080714918,5.2695114622,9.832560276895,9.832560277275,9.832560277305,9.832560277295,9.832560277295,9.83256027730729,9.83256027730729,9.832560277295,9.832560277285,9.832560277285,9.832560277315,9.832560277315,7.229600647265,7.520068532695,9.832560277295,9.832560277275,9.794817201555,9.832560277285,6.96240617336,6.67070824676,8.99798685563,9.7427300793,9.83256027803,9.83256027803,9.24731239397,9.68144486037,9.83256027797,8.75396730225,8.25616669016,9.83256027756,9.11099735375,9.83256027806,9.83256027756,9.83256027786,9.83256027786,9.83256027796,9.83256027796,9.83256027816,9.83256027787,9.83256027787,9.83256027787,9.83256027787,9.83256027757,9.83256027797,9.649762751721,9.832560278001,9.83256027797,9.83256027797,7.73435754396,9.83256027731,9.83256027731,9.49182947826,9.83256027726,9.83256027726,9.76769036936,9.83256027736,9.83256027736,9.83256027786,9.83256027786,9.83256027786,9.83256027783,9.83256027784,9.83256027784,9.83256027786,9.83256027786,9.83256027763,9.83256027763,9.38436384843,9.61431228575,9.05580894096,9.83256027785,9.83256027765,9.83256027765,9.83256027765,9.83256027771,9.83256027771,9.83256027766,9.83256027766,9.83256027776,9.83256027776,9.83256027776,9.832560277678,9.832560277678,9.83256027774,9.83256027774,9.83256027796,9.83256027796,6.42134648651,7.91242828185,7.51332910419,8.58114557985,6.39784193565,9.83256027725,9.66467581955,9.83256027725,9.83256027725,9.83256027725,9.83256027725,9.83256027725,9.83256027735,7.80330849255,9.83256027785,9.8325602777,9.8325602777,9.83256027779,9.83256027779,9.83256027775,7.96678508775,8.43301821155,9.83256027785,9.83256027785,6.42772453706,9.83256027786,8.76238601126,9.83256027698,9.832560276981,9.832560276981,9.83256027706,9.83256027706,9.83256027716,9.83256027696,9.83256027696,9.83256027696,9.83256027686,9.83256027682,9.83256027682,9.63159278346,6.57504710886
"t19",4.307755696,0,7.178080714918,7.178080714918,5.2695114622,9.832560276895,9.832560277275,9.832560277305,9.832560277295,9.832560277295,9.83256027730729,9.83256027730729,9.832560277295,9.832560277285,9.832560277285,9.832560277315,9.832560277315,7.229600647265,7.520068532695,9.832560277295,9.832560277275,9.794817201555,9.832560277285,6.96240617336,6.67070824676,8.99798685563,9.7427300793,9.83256027803,9.83256027803,9.24731239397,9.68144486037,9.83256027797,8.75396730225,8.25616669016,9.83256027756,9.11099735375,9.83256027806,9.83256027756,9.83256027786,9.83256027786,9.83256027796,9.83256027796,9.83256027816,9.83256027787,9.83256027787,9.83256027787,9.83256027787,9.83256027757,9.83256027797,9.649762751721,9.832560278001,9.83256027797,9.83256027797,7.73435754396,9.83256027731,9.83256027731,9.49182947826,9.83256027726,9.83256027726,9.76769036936,9.83256027736,9.83256027736,9.83256027786,9.83256027786,9.83256027786,9.83256027783,9.83256027784,9.83256027784,9.83256027786,9.83256027786,9.83256027763,9.83256027763,9.38436384843,9.61431228575,9.05580894096,9.83256027785,9.83256027765,9.83256027765,9.83256027765,9.83256027771,9.83256027771,9.83256027766,9.83256027766,9.83256027776,9.83256027776,9.83256027776,9.832560277678,9.832560277678,9.83256027774,9.83256027774,9.83256027796,9.83256027796,6.42134648651,7.91242828185,7.51332910419,8.58114557985,6.39784193565,9.83256027725,9.66467581955,9.83256027725,9.83256027725,9.83256027725,9.83256027725,9.83256027725,9.83256027735,7.80330849255,9.83256027785,9.8325602777,9.8325602777,9.83256027779,9.83256027779,9.83256027775,7.96678508775,8.43301821155,9.83256027785,9.83256027785,6.42772453706,9.83256027786,8.76238601126,9.83256027698,9.832560276981,9.832560276981,9.83256027706,9.83256027706,9.83256027716,9.83256027696,9.83256027696,9.83256027696,9.83256027686,9.83256027682,9.83256027682,9.63159278346,6.57504710886
"t130",7.178080714918,7.178080714918,0,0.012827499836,2.623888431118,9.832560275813,9.832560276193,9.832560276223,9.832560276213,9.832560276213,9.83256027622529,9.83256027622529,9.832560276213,9.832560276203,9.832560276203,9.832560276233,9.832560276233,7.229600646183,7.520068531613,9.832560276213,9.832560276193,9.794817200473,9.832560276203,6.962406172278,6.670708245678,8.997986854548,9.742730078218,9.832560276948,9.832560276948,9.247312392888,9.681444859288,9.832560276888,8.753967301168,8.256166689078,9.832560276478,9.110997352668,9.832560276978,9.832560276478,9.832560276778,9.832560276778,9.832560276878,9.832560276878,9.832560277078,9.832560276788,9.832560276788,9.832560276788,9.832560276788,9.832560276488,9.832560276888,9.649762750639,9.832560276919,9.832560276888,9.832560276888,7.734357542878,9.832560276228,9.832560276228,9.491829477178,9.832560276178,9.832560276178,9.767690368278,9.832560276278,9.832560276278,9.832560276778,9.832560276778,9.832560276778,9.832560276748,9.832560276758,9.832560276758,9.832560276778,9.832560276778,9.832560276548,9.832560276548,9.384363847348,9.614312284668,9.055808939878,9.832560276768,9.832560276568,9.832560276568,9.832560276568,9.832560276628,9.832560276628,9.832560276578,9.832560276578,9.832560276678,9.832560276678,9.832560276678,9.832560276596,9.832560276596,9.832560276658,9.832560276658,9.832560276878,9.832560276878,6.421346485428,7.912428280768,7.513329103108,8.581145578768,6.397841934568,9.832560276168,9.664675818468,9.832560276168,9.832560276168,9.832560276168,9.832560276168,9.832560276168,9.832560276268,7.803308491468,9.832560276768,9.832560276618,9.832560276618,9.832560276708,9.832560276708,9.832560276668,7.966785086668,8.433018210468,9.832560276768,9.832560276768,6.427724535978,9.832560276778,8.762386010178,9.832560275898,9.832560275899,9.832560275899,9.832560275978,9.832560275978,9.832560276078,9.832560275878,9.832560275878,9.832560275878,9.832560275778,9.832560275738,9.832560275738,9.631592782378,6.575047107778
"t131",7.178080714918,7.178080714918,0.012827499836,0,2.623888431118,9.832560275813,9.832560276193,9.832560276223,9.832560276213,9.832560276213,9.83256027622529,9.83256027622529,9.832560276213,9.832560276203,9.832560276203,9.832560276233,9.832560276233,7.229600646183,7.520068531613,9.832560276213,9.832560276193,9.794817200473,9.832560276203,6.962406172278,6.670708245678,8.997986854548,9.742730078218,9.832560276948,9.832560276948,9.247312392888,9.681444859288,9.832560276888,8.753967301168,8.256166689078,9.832560276478,9.110997352668,9.832560276978,9.832560276478,9.832560276778,9.832560276778,9.832560276878,9.832560276878,9.832560277078,9.832560276788,9.832560276788,9.832560276788,9.832560276788,9.832560276488,9.832560276888,9.649762750639,9.832560276919,9.832560276888,9.832560276888,7.734357542878,9.832560276228,9.832560276228,9.491829477178,9.832560276178,9.832560276178,9.767690368278,9.832560276278,9.832560276278,9.832560276778,9.832560276778,9.832560276778,9.832560276748,9.832560276758,9.832560276758,9.832560276778,9.832560276778,9.832560276548,9.832560276548,9.384363847348,9.614312284668,9.055808939878,9.832560276768,9.832560276568,9.832560276568,9.832560276568,9.832560276628,9.832560276628,9.832560276578,9.832560276578,9.832560276678,9.832560276678,9.832560276678,9.832560276596,9.832560276596,9.832560276658,9.832560276658,9.832560276878,9.832560276878,6.421346485428,7.912428280768,7.513329103108,8.581145578768,6.397841934568,9.832560276168,9.664675818468,9.832560276168,9.832560276168,9.832560276168,9.832560276168,9.832560276168,9.832560276268,7.803308491468,9.832560276768,9.832560276618,9.832560276618,9.832560276708,9.832560276708,9.832560276668,7.966785086668,8.433018210468,9.832560276768,9.832560276768,6.427724535978,9.832560276778,8.762386010178,9.832560275898,9.832560275899,9.832560275899,9.832560275978,9.832560275978,9.832560276078,9.832560275878,9.832560275878,9.832560275878,9.832560275778,9.832560275738,9.832560275738,9.631592782378,6.575047107778
"t17",5.2695114622,5.2695114622,2.623888431118,2.623888431118,0,7.923991023095,7.923991023475,7.923991023505,7.923991023495,7.923991023495,7.92399102350729,7.92399102350729,7.923991023495,7.923991023485,7.923991023485,7.923991023515,7.923991023515,5.321031393465,5.611499278895,7.923991023495,7.923991023475,7.886247947755,7.923991023485,5.05383691956,4.76213899296,7.08941760183,7.8341608255,7.92399102423,7.92399102423,7.33874314017,7.77287560657,7.92399102417,6.84539804845,6.34759743636,7.92399102376,7.20242809995,7.92399102426,7.92399102376,7.92399102406,7.92399102406,7.92399102416,7.92399102416,7.92399102436,7.92399102407,7.92399102407,7.92399102407,7.92399102407,7.92399102377,7.92399102417,7.741193497921,7.923991024201,7.92399102417,7.92399102417,5.82578829016,7.92399102351,7.92399102351,7.58326022446,7.92399102346,7.92399102346,7.85912111556,7.92399102356,7.92399102356,7.92399102406,7.92399102406,7.92399102406,7.92399102403,7.92399102404,7.92399102404,7.92399102406,7.92399102406,7.92399102383,7.92399102383,7.47579459463,7.70574303195,7.14723968716,7.92399102405,7.92399102385,7.92399102385,7.92399102385,7.92399102391,7.92399102391,7.92399102386,7.92399102386,7.92399102396,7.92399102396,7.92399102396,7.923991023878,7.923991023878,7.92399102394,7.92399102394,7.92399102416,7.92399102416,4.51277723271,6.00385902805,5.60475985039,6.67257632605,4.48927268185,7.92399102345,7.75610656575,7.92399102345,7.92399102345,7.92399102345,7.92399102345,7.92399102345,7.92399102355,5.89473923875,7.92399102405,7.9239910239,7.9239910239,7.92399102399,7.92399102399,7.92399102395,6.05821583395,6.52444895775,7.92399102405,7.92399102405,4.51915528326,7.92399102406,6.85381675746,7.92399102318,7.923991023181,7.923991023181,7.92399102326,7.92399102326,7.92399102336,7.92399102316,7.92399102316,7.92399102316,7.92399102306,7.92399102302,7.92399102302,7.72302352966,4.66647785506
"t33",9.832560276895,9.832560276895,9.832560275813,9.832560275813,7.923991023095,0,2.36756599238,2.36756599241,2.3675659924,2.3675659924,2.36756599241229,2.36756599241229,2.6399516328,2.63995163279,2.63995163279,2.63995163282,2.63995163282,2.70182420677,3.6357776686,7.1481152296,7.14811522958,7.11037215386,7.14811522959,4.287415643935,4.361153893335,8.596981033405,9.341724257075,9.431554455805,9.431554455805,8.846306571745,9.280439038145,9.431554455745,8.352961480025,7.855160867935,9.431554455335,8.709991531525,9.431554455835,9.431554455335,9.431554455635,9.431554455635,9.431554455735,9.431554455735,9.431554455935,9.431554455645,9.431554455645,9.431554455645,9.431554455645,9.431554455345,9.431554455745,9.248756929496,9.431554455776,9.431554455745,9.431554455745,7.333351721735,9.431554455085,9.431554455085,9.090823656035,9.431554455035,9.431554455035,9.366684547135,9.431554455135,9.431554455135,9.431554455635,9.431554455635,9.431554455635,9.431554455605,9.431554455615,9.431554455615,9.431554455635,9.431554455635,9.431554455405,9.431554455405,8.983358026205,9.213306463525,8.654803118735,9.431554455625,9.431554455425,9.431554455425,9.431554455425,9.431554455485,9.431554455485,9.431554455435,9.431554455435,9.431554455535,9.431554455535,9.431554455535,9.431554455453,9.431554455453,9.431554455515,9.431554455515,9.431554455735,9.431554455735,6.020340664285,7.849494119825,7.450394942165,8.518211417825,6.334907773625,9.769626115225,9.601741657525,9.769626115225,9.769626115225,9.769626115225,9.769626115225,9.769626115225,9.769626115325,7.740374330525,9.769626115825,9.769626115675,9.769626115675,9.769626115765,9.769626115765,9.769626115725,7.903850925725,8.370084049525,9.769626115825,9.769626115825,6.364790375035,9.769626115835,8.699451849235,9.769626114955,9.769626114956,9.769626114956,9.769626115035,9.769626115035,9.769626115135,9.769626114935,9.769626114935,9.769626114935,9.769626114835,9.769626114795,9.769626114795,9.568658621435,6.512112946835
"t53",9.832560277275,9.832560277275,9.832560276193,9.832560276193,7.923991023475,2.36756599238,0,1.25765007563,1.25765007562,1.25765007562,1.43128458359229,1.43128458359229,2.63995163318,2.63995163317,2.63995163317,2.6399516332,2.6399516332,2.70182420715,3.63577766898,7.14811522998,7.14811522996,7.11037215424,7.14811522997,4.287415644315,4.361153893715,8.596981033785,9.341724257455,9.431554456185,9.431554456185,8.846306572125,9.280439038525,9.431554456125,8.352961480405,7.855160868315,9.431554455715,8.709991531905,9.431554456215,9.431554455715,9.431554456015,9.431554456015,9.431554456115,9.431554456115,9.431554456315,9.431554456025,9.431554456025,9.431554456025,9.431554456025,9.431554455725,9.431554456125,9.248756929876,9.431554456156,9.431554456125,9.431554456125,7.333351722115,9.431554455465,9.431554455465,9.090823656415,9.431554455415,9.431554455415,9.366684547515,9.431554455515,9.431554455515,9.431554456015,9.431554456015,9.431554456015,9.431554455985,9.431554455995,9.431554455995,9.431554456015,9.431554456015,9.431554455785,9.431554455785,8.983358026585,9.213306463905,8.654803119115,9.431554456005,9.431554455805,9.431554455805,9.431554455805,9.431554455865,9.431554455865,9.431554455815,9.431554455815,9.431554455915,9.431554455915,9.431554455915,9.431554455833,9.431554455833,9.431554455895,9.431554455895,9.431554456115,9.431554456115,6.020340664665,7.849494120205,7.450394942545,8.518211418205,6.334907774005,9.769626115605,9.601741657905,9.769626115605,9.769626115605,9.769626115605,9.769626115605,9.769626115605,9.769626115705,7.740374330905,9.769626116205,9.769626116055,9.769626116055,9.769626116145,9.769626116145,9.769626116105,7.903850926105,8.370084049905,9.769626116205,9.769626116205,6.364790375415,9.769626116215,8.699451849615,9.769626115335,9.769626115336,9.769626115336,9.769626115415,9.769626115415,9.769626115515,9.769626115315,9.769626115315,9.769626115315,9.769626115215,9.769626115175,9.769626115175,9.568658621815,6.512112947215
"t58",9.832560277305,9.832560277305,9.832560276223,9.832560276223,7.923991023505,2.36756599241,1.25765007563,0,1.18711154459,1.18711154459,1.43128458362229,1.43128458362229,2.63995163321,2.6399516332,2.6399516332,2.63995163323,2.63995163323,2.70182420718,3.63577766901,7.14811523001,7.14811522999,7.11037215427,7.14811523,4.287415644345,4.361153893745,8.596981033815,9.341724257485,9.431554456215,9.431554456215,8.846306572155,9.280439038555,9.431554456155,8.352961480435,7.855160868345,9.431554455745,8.709991531935,9.431554456245,9.431554455745,9.431554456045,9.431554456045,9.431554456145,9.431554456145,9.431554456345,9.431554456055,9.431554456055,9.431554456055,9.431554456055,9.431554455755,9.431554456155,9.248756929906,9.431554456186,9.431554456155,9.431554456155,7.333351722145,9.431554455495,9.431554455495,9.090823656445,9.431554455445,9.431554455445,9.366684547545,9.431554455545,9.431554455545,9.431554456045,9.431554456045,9.431554456045,9.431554456015,9.431554456025,9.431554456025,9.431554456045,9.431554456045,9.431554455815,9.431554455815,8.983358026615,9.213306463935,8.654803119145,9.431554456035,9.431554455835,9.431554455835,9.431554455835,9.431554455895,9.431554455895,9.431554455845,9.431554455845,9.431554455945,9.431554455945,9.431554455945,9.431554455863,9.431554455863,9.431554455925,9.431554455925,9.431554456145,9.431554456145,6.020340664695,7.849494120235,7.450394942575,8.518211418235,6.334907774035,9.769626115635,9.601741657935,9.769626115635,9.769626115635,9.769626115635,9.769626115635,9.769626115635,9.769626115735,7.740374330935,9.769626116235,9.769626116085,9.769626116085,9.769626116175,9.769626116175,9.769626116135,7.903850926135,8.370084049935,9.769626116235,9.769626116235,6.364790375445,9.769626116245,8.699451849645,9.769626115365,9.769626115366,9.769626115366,9.769626115445,9.769626115445,9.769626115545,9.769626115345,9.769626115345,9.769626115345,9.769626115245,9.769626115205,9.769626115205,9.568658621845,6.512112947245
"t128",9.832560277295,9.832560277295,9.832560276213,9.832560276213,7.923991023495,2.3675659924,1.25765007562,1.18711154459,0,0.05184687598,1.43128458361229,1.43128458361229,2.6399516332,2.63995163319,2.63995163319,2.63995163322,2.63995163322,2.70182420717,3.635777669,7.14811523,7.14811522998,7.11037215426,7.14811522999,4.287415644335,4.361153893735,8.596981033805,9.341724257475,9.431554456205,9.431554456205,8.846306572145,9.280439038545,9.431554456145,8.352961480425,7.855160868335,9.431554455735,8.709991531925,9.431554456235,9.431554455735,9.431554456035,9.431554456035,9.431554456135,9.431554456135,9.431554456335,9.431554456045,9.431554456045,9.431554456045,9.431554456045,9.431554455745,9.431554456145,9.248756929896,9.431554456176,9.431554456145,9.431554456145,7.333351722135,9.431554455485,9.431554455485,9.090823656435,9.431554455435,9.431554455435,9.366684547535,9.431554455535,9.431554455535,9.431554456035,9.431554456035,9.431554456035,9.431554456005,9.431554456015,9.431554456015,9.431554456035,9.431554456035,9.431554455805,9.431554455805,8.983358026605,9.213306463925,8.654803119135,9.431554456025,9.431554455825,9.431554455825,9.431554455825,9.431554455885,9.431554455885,9.431554455835,9.431554455835,9.431554455935,9.431554455935,9.431554455935,9.431554455853,9.431554455853,9.431554455915,9.431554455915,9.431554456135,9.431554456135,6.020340664685,7.849494120225,7.450394942565,8.518211418225,6.334907774025,9.769626115625,9.601741657925,9.769626115625,9.769626115625,9.769626115625,9.769626115625,9.769626115625,9.769626115725,7.740374330925,9.769626116225,9.769626116075,9.769626116075,9.769626116165,9.769626116165,9.769626116125,7.903850926125,8.370084049925,9.769626116225,9.769626116225,6.364790375435,9.769626116235,8.699451849635,9.769626115355,9.769626115356,9.769626115356,9.769626115435,9.769626115435,9.769626115535,9.769626115335,9.769626115335,9.769626115335,9.769626115235,9.769626115195,9.769626115195,9.568658621835,6.512112947235
"t129",9.832560277295,9.832560277295,9.832560276213,9.832560276213,7.923991023495,2.3675659924,1.25765007562,1.18711154459,0.05184687598,0,1.43128458361229,1.43128458361229,2.6399516332,2.63995163319,2.63995163319,2.63995163322,2.63995163322,2.70182420717,3.635777669,7.14811523,7.14811522998,7.11037215426,7.14811522999,4.287415644335,4.361153893735,8.596981033805,9.341724257475,9.431554456205,9.431554456205,8.846306572145,9.280439038545,9.431554456145,8.352961480425,7.855160868335,9.431554455735,8.709991531925,9.431554456235,9.431554455735,9.431554456035,9.431554456035,9.431554456135,9.431554456135,9.431554456335,9.431554456045,9.431554456045,9.431554456045,9.431554456045,9.431554455745,9.431554456145,9.248756929896,9.431554456176,9.431554456145,9.431554456145,7.333351722135,9.431554455485,9.431554455485,9.090823656435,9.431554455435,9.431554455435,9.366684547535,9.431554455535,9.431554455535,9.431554456035,9.431554456035,9.431554456035,9.431554456005,9.431554456015,9.431554456015,9.431554456035,9.431554456035,9.431554455805,9.431554455805,8.983358026605,9.213306463925,8.654803119135,9.431554456025,9.431554455825,9.431554455825,9.431554455825,9.431554455885,9.431554455885,9.431554455835,9.431554455835,9.431554455935,9.431554455935,9.431554455935,9.431554455853,9.431554455853,9.431554455915,9.431554455915,9.431554456135,9.431554456135,6.020340664685,7.849494120225,7.450394942565,8.518211418225,6.334907774025,9.769626115625,9.601741657925,9.769626115625,9.769626115625,9.769626115625,9.769626115625,9.769626115625,9.769626115725,7.740374330925,9.769626116225,9.769626116075,9.769626116075,9.769626116165,9.769626116165,9.769626116125,7.903850926125,8.370084049925,9.769626116225,9.769626116225,6.364790375435,9.769626116235,8.699451849635,9.769626115355,9.769626115356,9.769626115356,9.769626115435,9.769626115435,9.769626115535,9.769626115335,9.769626115335,9.769626115335,9.769626115235,9.769626115195,9.769626115195,9.568658621835,6.512112947235
