"","t1","t6","t10","t24","t25","t85","t86","t84","t7","t21","t22","t46","t91","t92","t62","t2","t8","t40","t78","t79","t106","t107","t71","t37","t38","t31","t108","t109","t93","t59","t39","t36","t17","t55","t76","t77","t121","t122","t13","t111","t112","t110","t32","t20","t33","t34","t14","t15","t16","t26","t27","t41","t113","t114","t83","t117","t118","t60","t87","t88","t68","t80","t81","t104","t105","t29","t30","t11","t12","t102","t103","t5","t51","t52","t94","t95","t100","t101","t63","t49","t74","t75","t96","t97","t67","t47","t48","t58","t72","t73","t61","t64","t115","t116","t65","t66","t9","t42","t43","t53","t54","t35","t56","t57","t119","t120","t82","t19","t89","t90","t18","t23","t69","t70","t50","t44","t45","t98","t99","t28","t3","t4"
"t1",0,4.5591467831,4.78158455,5.59321112157,5.59321112157,5.59321112155,5.59321112155,5.5932111216,5.59321112209,5.59321112159,5.59321112159,5.59321112169,5.59321112179,5.59321112179,5.59321112169,4.5218100201,4.4471618038,5.5588299176,5.5932111214,5.5932111214,5.59321112137,5.59321112137,5.59321112141,5.59321112135,5.59321112135,5.5932111214,5.59321112147,5.5686708909,5.59321112151,5.59321112141,5.59321112141,5.49812073237,5.59321112134,5.59321112134,5.59321112124,5.59321112124,5.5932111213751,5.5932111213751,5.59321112143,5.5932111215,5.5932111215,5.5932111215,5.41543553983,5.59321112143,5.59321112143,5.59321112143,5.59321112133,5.59321112141,5.59321112141,5.59321112137,5.59321112137,5.59321112147,5.59321112142,5.59321112142,5.59321112143,5.59321112137,5.59321112137,5.59321112137,5.59321112137,5.59321112137,5.593211121,5.593211121,5.593211121,5.5932111211,5.5932111211,5.420784403,5.5932111214,5.35307069362,4.59944387782,5.5932111214,5.5932111214,5.5932111213,5.5932111215,5.4118546489,5.53075926669,5.59321112104,5.59321112104,5.59321112104,5.5932111211,5.5932111216,5.39015376982,5.5932111217,5.5932111216,5.5932111216,5.5932111217,5.5932111214,5.5932111214,5.5932111215,5.59321112148,5.59321112148,5.59321112146,5.59321112147,5.59321112148,5.59321112148,5.59321112154,5.59321112154,5.593211122,5.5932111215,5.3866417561,5.5932111214,5.5932111214,5.178054657003,5.472512097303,5.593211121403,5.593211121451,5.593211121451,5.59321112142,5.59321112139,5.59321112139,5.59321112139,4.89939854632,5.5932111215,5.59321112136,5.59321112136,5.5932111214,5.5932111214,5.5932111214,5.5932111218,5.5932111218,5.3627770173,3.6274148199,3.4448797078
"t6",4.5591467831,0,1.7334223423,2.54504891387,2.54504891387,2.54504891385,2.54504891385,2.5450489139,2.92360793399,2.92360793349,2.92360793349,2.92360793359,2.92360793369,2.92360793369,2.92360793359,7.286207326,7.2115591097,8.3232272235,8.3576084273,8.3576084273,8.35760842727,8.35760842727,8.35760842731,8.35760842725,8.35760842725,8.3576084273,8.35760842737,8.3330681968,8.35760842741,8.35760842731,8.35760842731,8.26251803827,8.35760842724,8.35760842724,8.35760842714,8.35760842714,8.3576084272751,8.3576084272751,8.35760842733,8.3576084274,8.3576084274,8.3576084274,8.17983284573,8.35760842733,8.35760842733,8.35760842733,8.35760842723,8.35760842731,8.35760842731,8.35760842727,8.35760842727,8.35760842737,8.35760842732,8.35760842732,8.35760842733,8.35760842727,8.35760842727,8.35760842727,8.35760842727,8.35760842727,8.3576084269,8.3576084269,8.3576084269,8.357608427,8.357608427,8.1851817089,8.3576084273,8.11746799952,7.36384118372,8.3576084273,8.3576084273,8.3576084272,8.3576084274,8.1762519548,8.29515657259,8.35760842694,8.35760842694,8.35760842694,8.357608427,8.3576084275,8.15455107572,8.3576084276,8.3576084275,8.3576084275,8.3576084276,8.3576084273,8.3576084273,8.3576084274,8.35760842738,8.35760842738,8.35760842736,8.35760842737,8.35760842738,8.35760842738,8.35760842744,8.35760842744,8.3576084279,8.3576084274,8.151039062,8.3576084273,8.3576084273,7.942451962903,8.236909403203,8.357608427303,8.357608427351,8.357608427351,8.35760842732,8.35760842729,8.35760842729,8.35760842729,7.66379585222,8.3576084274,8.35760842726,8.35760842726,8.3576084273,8.3576084273,8.3576084273,8.3576084277,8.3576084277,8.1271743232,6.3918121258,6.2092770137
"t10",4.78158455,1.7334223423,0,1.45813375837,1.45813375837,1.45813375835,1.45813375835,1.4581337584,3.14604570089,3.14604570039,3.14604570039,3.14604570049,3.14604570059,3.14604570059,3.14604570049,7.5086450929,7.4339968766,8.5456649904,8.5800461942,8.5800461942,8.58004619417,8.58004619417,8.58004619421,8.58004619415,8.58004619415,8.5800461942,8.58004619427,8.5555059637,8.58004619431,8.58004619421,8.58004619421,8.48495580517,8.58004619414,8.58004619414,8.58004619404,8.58004619404,8.5800461941751,8.5800461941751,8.58004619423,8.5800461943,8.5800461943,8.5800461943,8.40227061263,8.58004619423,8.58004619423,8.58004619423,8.58004619413,8.58004619421,8.58004619421,8.58004619417,8.58004619417,8.58004619427,8.58004619422,8.58004619422,8.58004619423,8.58004619417,8.58004619417,8.58004619417,8.58004619417,8.58004619417,8.5800461938,8.5800461938,8.5800461938,8.5800461939,8.5800461939,8.4076194758,8.5800461942,8.33990576642,7.58627895062,8.5800461942,8.5800461942,8.5800461941,8.5800461943,8.3986897217,8.51759433949,8.58004619384,8.58004619384,8.58004619384,8.5800461939,8.5800461944,8.37698884262,8.5800461945,8.5800461944,8.5800461944,8.5800461945,8.5800461942,8.5800461942,8.5800461943,8.58004619428,8.58004619428,8.58004619426,8.58004619427,8.58004619428,8.58004619428,8.58004619434,8.58004619434,8.5800461948,8.5800461943,8.3734768289,8.5800461942,8.5800461942,8.164889729803,8.459347170103,8.580046194203,8.580046194251,8.580046194251,8.58004619422,8.58004619419,8.58004619419,8.58004619419,7.88623361912,8.5800461943,8.58004619416,8.58004619416,8.5800461942,8.5800461942,8.5800461942,8.5800461946,8.5800461946,8.3496120901,6.6142498927,6.4317147806
"t24",5.59321112157,2.54504891387,1.45813375837,0,1.469479559,1.53142219652,1.53142219652,1.53142219657,3.95767227246,3.95767227196,3.95767227196,3.95767227206,3.95767227216,3.95767227216,3.95767227206,8.32027166447,8.24562344817,9.35729156197,9.39167276577,9.39167276577,9.39167276574,9.39167276574,9.39167276578,9.39167276572,9.39167276572,9.39167276577,9.39167276584,9.36713253527,9.39167276588,9.39167276578,9.39167276578,9.29658237674,9.39167276571,9.39167276571,9.39167276561,9.39167276561,9.3916727657451,9.3916727657451,9.3916727658,9.39167276587,9.39167276587,9.39167276587,9.2138971842,9.3916727658,9.3916727658,9.3916727658,9.3916727657,9.39167276578,9.39167276578,9.39167276574,9.39167276574,9.39167276584,9.39167276579,9.39167276579,9.3916727658,9.39167276574,9.39167276574,9.39167276574,9.39167276574,9.39167276574,9.39167276537,9.39167276537,9.39167276537,9.39167276547,9.39167276547,9.21924604737,9.39167276577,9.15153233799,8.39790552219,9.39167276577,9.39167276577,9.39167276567,9.39167276587,9.21031629327,9.32922091106,9.39167276541,9.39167276541,9.39167276541,9.39167276547,9.39167276597,9.18861541419,9.39167276607,9.39167276597,9.39167276597,9.39167276607,9.39167276577,9.39167276577,9.39167276587,9.39167276585,9.39167276585,9.39167276583,9.39167276584,9.39167276585,9.39167276585,9.39167276591,9.39167276591,9.39167276637,9.39167276587,9.18510340047,9.39167276577,9.39167276577,8.976516301373,9.270973741673,9.391672765773,9.391672765821,9.391672765821,9.39167276579,9.39167276576,9.39167276576,9.39167276576,8.69786019069,9.39167276587,9.39167276573,9.39167276573,9.39167276577,9.39167276577,9.39167276577,9.39167276617,9.39167276617,9.16123866167,7.42587646427,7.24334135217
"t25",5.59321112157,2.54504891387,1.45813375837,1.469479559,0,1.53142219652,1.53142219652,1.53142219657,3.95767227246,3.95767227196,3.95767227196,3.95767227206,3.95767227216,3.95767227216,3.95767227206,8.32027166447,8.24562344817,9.35729156197,9.39167276577,9.39167276577,9.39167276574,9.39167276574,9.39167276578,9.39167276572,9.39167276572,9.39167276577,9.39167276584,9.36713253527,9.39167276588,9.39167276578,9.39167276578,9.29658237674,9.39167276571,9.39167276571,9.39167276561,9.39167276561,9.3916727657451,9.3916727657451,9.3916727658,9.39167276587,9.39167276587,9.39167276587,9.2138971842,9.3916727658,9.3916727658,9.3916727658,9.3916727657,9.39167276578,9.39167276578,9.39167276574,9.39167276574,9.39167276584,9.39167276579,9.39167276579,9.3916727658,9.39167276574,9.39167276574,9.39167276574,9.39167276574,9.39167276574,9.39167276537,9.39167276537,9.39167276537,9.39167276547,9.39167276547,9.21924604737,9.39167276577,9.15153233799,8.39790552219,9.39167276577,9.39167276577,9.39167276567,9.39167276587,9.21031629327,9.32922091106,9.39167276541,9.39167276541,9.39167276541,9.39167276547,9.39167276597,9.18861541419,9.39167276607,9.39167276597,9.39167276597,9.39167276607,9.39167276577,9.39167276577,9.39167276587,9.39167276585,9.39167276585,9.39167276583,9.39167276584,9.39167276585,9.39167276585,9.39167276591,9.39167276591,9.39167276637,9.39167276587,9.18510340047,9.39167276577,9.39167276577,8.976516301373,9.270973741673,9.391672765773,9.391672765821,9.391672765821,9.39167276579,9.39167276576,9.39167276576,9.39167276576,8.69786019069,9.39167276587,9.39167276573,9.39167276573,9.39167276577,9.39167276577,9.39167276577,9.39167276617,9.39167276617,9.16123866167,7.42587646427,7.24334135217
"t85",5.59321112155,2.54504891385,1.45813375835,1.53142219652,1.53142219652,0,0.3130667178,0.36725859875,3.95767227244,3.95767227194,3.95767227194,3.95767227204,3.95767227214,3.95767227214,3.95767227204,8.32027166445,8.24562344815,9.35729156195,9.39167276575,9.39167276575,9.39167276572,9.39167276572,9.39167276576,9.3916727657,9.3916727657,9.39167276575,9.39167276582,9.36713253525,9.39167276586,9.39167276576,9.39167276576,9.29658237672,9.39167276569,9.39167276569,9.39167276559,9.39167276559,9.3916727657251,9.3916727657251,9.39167276578,9.39167276585,9.39167276585,9.39167276585,9.21389718418,9.39167276578,9.39167276578,9.39167276578,9.39167276568,9.39167276576,9.39167276576,9.39167276572,9.39167276572,9.39167276582,9.39167276577,9.39167276577,9.39167276578,9.39167276572,9.39167276572,9.39167276572,9.39167276572,9.39167276572,9.39167276535,9.39167276535,9.39167276535,9.39167276545,9.39167276545,9.21924604735,9.39167276575,9.15153233797,8.39790552217,9.39167276575,9.39167276575,9.39167276565,9.39167276585,9.21031629325,9.32922091104,9.39167276539,9.39167276539,9.39167276539,9.39167276545,9.39167276595,9.18861541417,9.39167276605,9.39167276595,9.39167276595,9.39167276605,9.39167276575,9.39167276575,9.39167276585,9.39167276583,9.39167276583,9.39167276581,9.39167276582,9.39167276583,9.39167276583,9.39167276589,9.39167276589,9.39167276635,9.39167276585,9.18510340045,9.39167276575,9.39167276575,8.976516301353,9.270973741653,9.391672765753,9.391672765801,9.391672765801,9.39167276577,9.39167276574,9.39167276574,9.39167276574,8.69786019067,9.39167276585,9.39167276571,9.39167276571,9.39167276575,9.39167276575,9.39167276575,9.39167276615,9.39167276615,9.16123866165,7.42587646425,7.24334135215
"t86",5.59321112155,2.54504891385,1.45813375835,1.53142219652,1.53142219652,0.3130667178,0,0.36725859875,3.95767227244,3.95767227194,3.95767227194,3.95767227204,3.95767227214,3.95767227214,3.95767227204,8.32027166445,8.24562344815,9.35729156195,9.39167276575,9.39167276575,9.39167276572,9.39167276572,9.39167276576,9.3916727657,9.3916727657,9.39167276575,9.39167276582,9.36713253525,9.39167276586,9.39167276576,9.39167276576,9.29658237672,9.39167276569,9.39167276569,9.39167276559,9.39167276559,9.3916727657251,9.3916727657251,9.39167276578,9.39167276585,9.39167276585,9.39167276585,9.21389718418,9.39167276578,9.39167276578,9.39167276578,9.39167276568,9.39167276576,9.39167276576,9.39167276572,9.39167276572,9.39167276582,9.39167276577,9.39167276577,9.39167276578,9.39167276572,9.39167276572,9.39167276572,9.39167276572,9.39167276572,9.39167276535,9.39167276535,9.39167276535,9.39167276545,9.39167276545,9.21924604735,9.39167276575,9.15153233797,8.39790552217,9.39167276575,9.39167276575,9.39167276565,9.39167276585,9.21031629325,9.32922091104,9.39167276539,9.39167276539,9.39167276539,9.39167276545,9.39167276595,9.18861541417,9.39167276605,9.39167276595,9.39167276595,9.39167276605,9.39167276575,9.39167276575,9.39167276585,9.39167276583,9.39167276583,9.39167276581,9.39167276582,9.39167276583,9.39167276583,9.39167276589,9.39167276589,9.39167276635,9.39167276585,9.18510340045,9.39167276575,9.39167276575,8.976516301353,9.270973741653,9.391672765753,9.391672765801,9.391672765801,9.39167276577,9.39167276574,9.39167276574,9.39167276574,8.69786019067,9.39167276585,9.39167276571,9.39167276571,9.39167276575,9.39167276575,9.39167276575,9.39167276615,9.39167276615,9.16123866165,7.42587646425,7.24334135215
"t84",5.5932111216,2.5450489139,1.4581337584,1.53142219657,1.53142219657,0.36725859875,0.36725859875,0,3.95767227249,3.95767227199,3.95767227199,3.95767227209,3.95767227219,3.95767227219,3.95767227209,8.3202716645,8.2456234482,9.357291562,9.3916727658,9.3916727658,9.39167276577,9.39167276577,9.39167276581,9.39167276575,9.39167276575,9.3916727658,9.39167276587,9.3671325353,9.39167276591,9.39167276581,9.39167276581,9.29658237677,9.39167276574,9.39167276574,9.39167276564,9.39167276564,9.3916727657751,9.3916727657751,9.39167276583,9.3916727659,9.3916727659,9.3916727659,9.21389718423,9.39167276583,9.39167276583,9.39167276583,9.39167276573,9.39167276581,9.39167276581,9.39167276577,9.39167276577,9.39167276587,9.39167276582,9.39167276582,9.39167276583,9.39167276577,9.39167276577,9.39167276577,9.39167276577,9.39167276577,9.3916727654,9.3916727654,9.3916727654,9.3916727655,9.3916727655,9.2192460474,9.3916727658,9.15153233802,8.39790552222,9.3916727658,9.3916727658,9.3916727657,9.3916727659,9.2103162933,9.32922091109,9.39167276544,9.39167276544,9.39167276544,9.3916727655,9.391672766,9.18861541422,9.3916727661,9.391672766,9.391672766,9.3916727661,9.3916727658,9.3916727658,9.3916727659,9.39167276588,9.39167276588,9.39167276586,9.39167276587,9.39167276588,9.39167276588,9.39167276594,9.39167276594,9.3916727664,9.3916727659,9.1851034005,9.3916727658,9.3916727658,8.976516301403,9.270973741703,9.391672765803,9.391672765851,9.391672765851,9.39167276582,9.39167276579,9.39167276579,9.39167276579,8.69786019072,9.3916727659,9.39167276576,9.39167276576,9.3916727658,9.3916727658,9.3916727658,9.3916727662,9.3916727662,9.1612386617,7.4258764643,7.2433413522
"t7",5.59321112209,2.92360793399,3.14604570089,3.95767227246,3.95767227246,3.95767227244,3.95767227244,3.95767227249,0,3.1763307475,3.1763307475,3.872846561,3.8728465611,3.8728465611,3.872846561,8.32027166499,8.24562344869,9.35729156249,9.39167276629,9.39167276629,9.39167276626,9.39167276626,9.3916727663,9.39167276624,9.39167276624,9.39167276629,9.39167276636,9.36713253579,9.3916727664,9.3916727663,9.3916727663,9.29658237726,9.39167276623,9.39167276623,9.39167276613,9.39167276613,9.3916727662651,9.3916727662651,9.39167276632,9.39167276639,9.39167276639,9.39167276639,9.21389718472,9.39167276632,9.39167276632,9.39167276632,9.39167276622,9.3916727663,9.3916727663,9.39167276626,9.39167276626,9.39167276636,9.39167276631,9.39167276631,9.39167276632,9.39167276626,9.39167276626,9.39167276626,9.39167276626,9.39167276626,9.39167276589,9.39167276589,9.39167276589,9.39167276599,9.39167276599,9.21924604789,9.39167276629,9.15153233851,8.39790552271,9.39167276629,9.39167276629,9.39167276619,9.39167276639,9.21031629379,9.32922091158,9.39167276593,9.39167276593,9.39167276593,9.39167276599,9.39167276649,9.18861541471,9.39167276659,9.39167276649,9.39167276649,9.39167276659,9.39167276629,9.39167276629,9.39167276639,9.39167276637,9.39167276637,9.39167276635,9.39167276636,9.39167276637,9.39167276637,9.39167276643,9.39167276643,9.39167276689,9.39167276639,9.18510340099,9.39167276629,9.39167276629,8.976516301893,9.270973742193,9.391672766293,9.391672766341,9.391672766341,9.39167276631,9.39167276628,9.39167276628,9.39167276628,8.69786019121,9.39167276639,9.39167276625,9.39167276625,9.39167276629,9.39167276629,9.39167276629,9.39167276669,9.39167276669,9.16123866219,7.42587646479,7.24334135269
"t21",5.59321112159,2.92360793349,3.14604570039,3.95767227196,3.95767227196,3.95767227194,3.95767227194,3.95767227199,3.1763307475,0,1.5868206354,3.8728465605,3.8728465606,3.8728465606,3.8728465605,8.32027166449,8.24562344819,9.35729156199,9.39167276579,9.39167276579,9.39167276576,9.39167276576,9.3916727658,9.39167276574,9.39167276574,9.39167276579,9.39167276586,9.36713253529,9.3916727659,9.3916727658,9.3916727658,9.29658237676,9.39167276573,9.39167276573,9.39167276563,9.39167276563,9.3916727657651,9.3916727657651,9.39167276582,9.39167276589,9.39167276589,9.39167276589,9.21389718422,9.39167276582,9.39167276582,9.39167276582,9.39167276572,9.3916727658,9.3916727658,9.39167276576,9.39167276576,9.39167276586,9.39167276581,9.39167276581,9.39167276582,9.39167276576,9.39167276576,9.39167276576,9.39167276576,9.39167276576,9.39167276539,9.39167276539,9.39167276539,9.39167276549,9.39167276549,9.21924604739,9.39167276579,9.15153233801,8.39790552221,9.39167276579,9.39167276579,9.39167276569,9.39167276589,9.21031629329,9.32922091108,9.39167276543,9.39167276543,9.39167276543,9.39167276549,9.39167276599,9.18861541421,9.39167276609,9.39167276599,9.39167276599,9.39167276609,9.39167276579,9.39167276579,9.39167276589,9.39167276587,9.39167276587,9.39167276585,9.39167276586,9.39167276587,9.39167276587,9.39167276593,9.39167276593,9.39167276639,9.39167276589,9.18510340049,9.39167276579,9.39167276579,8.976516301393,9.270973741693,9.391672765793,9.391672765841,9.391672765841,9.39167276581,9.39167276578,9.39167276578,9.39167276578,8.69786019071,9.39167276589,9.39167276575,9.39167276575,9.39167276579,9.39167276579,9.39167276579,9.39167276619,9.39167276619,9.16123866169,7.42587646429,7.24334135219
