,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t2,-2.631087,1.9749688,18.055391,-4.727933,20.597841,19.272003,-2.7801883,-6.19036,10.680691,32.856834,22.825958,37.877285,-5.9638996,-5.231752
t3,-2.8687549,1.9889816,19.474869,-5.168518,22.505503,20.307209,-3.1096427,-6.593288,11.703419,37.108955,25.27563,41.602444,-6.3283324,-5.6543484
t40,-3.8625412,-0.75343674,26.575031,-7.608482,31.698595,37.103497,-2.8371687,-8.356182,15.063226,39.969086,25.64926,53.88758,-8.2223,-7.4733353
t80,-4.2856855,-0.78777164,29.07573,-8.398372,34.389366,40.13997,-3.2144666,-9.10155,16.062042,44.077354,28.18966,59.445896,-8.958652,-8.222356
t81,-4.281019,-0.7957201,29.204449,-8.378291,34.620754,40.17237,-3.222297,-9.081696,16.054918,44.13892,28.183804,59.26078,-8.970673,-8.19583
t70,-4.2761474,-0.81067795,29.322502,-8.379133,34.43697,40.21353,-3.110041,-9.130229,16.085844,43.895523,28.246025,59.12563,-9.075165,-8.225698
t138,-4.2302065,-0.8499333,29.454292,-8.319823,34.702156,40.274677,-3.130386,-9.181559,15.989817,43.613808,27.969503,59.338257,-9.058409,-8.175461
t139,-4.2299113,-0.8505296,29.450233,-8.319446,34.703533,40.274887,-3.130802,-9.181679,15.989611,43.610104,27.971706,59.340435,-9.057429,-8.174888
t4,-2.6200845,1.252982,18.235136,-4.8572474,20.886164,20.698921,-2.6286614,-6.2452354,11.062229,31.855406,21.828503,38.150265,-5.915542,-5.3031044
t5,-3.001897,1.9290103,20.343687,-5.4083853,22.939102,22.119526,-2.912506,-7.002973,11.903107,35.691555,24.567099,42.560856,-6.6360574,-5.9477277
t1,-1.5074458,6.3971953,9.859024,-2.1723049,12.879635,2.5942774,-2.9650915,-4.180022,4.242347,27.848795,20.477955,23.2825,-4.478732,-3.3082123
t39,-3.0813673,11.174432,31.03874,-4.196157,24.242735,-0.064268686,-4.136824,-6.8308597,5.356203,53.29461,28.913233,42.875835,-5.954715,-5.2716327
t93,-3.0529685,11.292245,31.50316,-4.197111,23.461817,-0.015602494,-4.02225,-6.668606,5.295276,53.16146,28.12597,42.736515,-5.7136354,-5.3047433
t94,-3.0932734,11.267761,31.51683,-4.2389326,23.534714,-0.013944912,-4.0269794,-6.685861,5.432396,53.51128,28.39605,42.99199,-5.732538,-5.3231344
t78,-3.0855215,11.153337,31.173855,-4.1335464,23.823603,-0.05637474,-4.029221,-6.782818,5.5894117,53.118244,28.247166,43.624794,-5.6648784,-5.41268
t79,-3.1090562,11.072021,31.208174,-4.115221,23.92449,-0.05599327,-4.0342345,-6.7172046,5.565819,53.341854,28.338963,43.466938,-5.642027,-5.362935
t124,-2.8504884,11.844649,30.342106,-4.269477,24.28967,-0.1315072,-4.206818,-6.9085245,5.1272097,53.94365,29.220749,42.521374,-5.966235,-5.7089105
t125,-2.8490124,11.850887,30.337605,-4.27213,24.30449,-0.13188162,-4.213738,-6.9130793,5.1269426,53.965702,29.22074,42.500217,-5.97529,-5.708072
t52,-2.7486818,11.406277,29.26022,-4.028119,23.483519,-0.12738381,-4.0623565,-6.6053705,5.049862,52.07244,28.105268,40.588604,-5.773262,-5.404433
t16,-2.1257737,9.031587,22.011024,-2.9936993,17.980747,-0.123669915,-3.27591,-5.357289,3.9649665,40.006096,22.69865,31.413677,-4.741161,-4.157681
t8,-1.7543682,7.882484,16.035934,-2.545775,15.737242,0.4294324,-3.184851,-4.7577696,3.9882753,34.154247,21.694479,26.909058,-4.655481,-3.637088
t9,-2.0640466,7.8113256,9.213852,-2.4714339,17.69194,4.6958127,-3.8503075,-5.534037,7.268055,35.336,27.979042,27.280252,-6.4734206,-4.38417
t136,-2.8779428,10.566355,11.154772,-3.2230687,24.60066,8.184658,-5.1627765,-7.1967897,12.435341,47.89994,37.856976,35.719975,-9.062232,-5.678062
t137,-2.877983,10.567822,11.1516695,-3.221602,24.609123,8.181956,-5.163646,-7.196487,12.435081,47.900303,37.86178,35.718983,-9.064238,-5.675269
