,0,1,2,3,4,5,6,7,8,9,10,11,12
t2,10.478159,5.0532355,2.7056792,4.6896906,4.9679465,2.0112336,4.1966496,5.268812,5.5025334,0.82285076,6.6506643,5.2721825,3.3787856
t4,10.538361,5.0212684,2.809025,4.7310705,4.860248,1.8858154,4.250769,5.2996817,5.491906,0.77771014,6.689676,5.4124374,3.305139
t5,10.397043,5.0734205,2.811697,4.6689835,5.0381827,1.9576093,4.207508,5.348666,5.461283,0.78979754,6.543373,5.2371244,3.4527602
t18,9.933691,7.27126,5.276941,2.6573777,7.3819866,4.2141976,6.51721,4.6477594,5.4848375,1.9334195,5.158751,0.9650744,7.52634
t115,8.888078,12.141652,7.2779474,5.3709536,5.248085,1.463476,3.9662147,6.9413695,7.7809806,4.801638,2.5829706,2.0363858,4.823748
t116,8.859476,12.162867,7.179069,5.332517,5.2510653,1.5354981,3.9846454,6.9466395,7.7900147,4.6973147,2.6842282,1.9877911,4.765363
t69,8.895457,12.20687,7.2764597,5.2979574,5.173089,1.519452,4.040648,6.9168897,7.855164,4.822602,2.6206555,1.9693313,4.8552313
t70,8.903949,12.174608,7.228858,5.3285093,5.255997,1.5287685,3.9716642,6.910536,7.775081,4.7376494,2.6619363,2.02652,4.7920585
t44,8.82795,12.189509,7.2887926,5.3039722,5.070426,1.4981618,4.1525435,6.962124,7.95688,4.8606086,2.5963478,1.8761523,4.8814545
t45,8.868654,12.204082,7.282934,5.2940803,5.1225157,1.5271266,4.100357,6.9213037,7.8991942,4.8132567,2.6371357,1.933411,4.856123
t37,8.999284,12.24582,7.2534723,5.2166224,5.1778593,1.6520907,4.092548,6.818724,7.873424,4.706864,2.7311451,1.9718102,4.8345094
t56,9.279578,12.20366,7.3186116,5.3508806,5.606817,1.1919469,3.4962866,6.929996,7.4796395,4.879497,2.2725184,2.4448383,4.8710403
t57,9.222825,12.142122,7.321848,5.426394,5.6685762,1.2726823,3.484197,7.022762,7.4854393,4.9521403,2.2812507,2.3369527,4.8315053
t47,9.26158,12.183742,7.368831,5.4420023,5.7144895,1.2866596,3.4257615,6.9992595,7.4340086,4.9817133,2.2869544,2.3967226,4.873249
t63,9.277469,12.24617,7.3734746,5.3483973,5.601943,1.3285549,3.4900835,6.821295,7.4555697,4.9140553,2.352326,2.4966729,4.9116273
t110,9.239101,12.304015,7.421069,5.2428017,5.5224333,1.3909578,3.4557922,6.7479577,7.441709,4.842591,2.4302979,2.5506372,4.952007
t111,9.230215,12.258274,7.3432255,5.265811,5.489398,1.3243004,3.5538616,6.765705,7.51319,4.834346,2.394881,2.5097356,4.885881
t67,9.238482,12.164462,7.272506,5.238443,5.48376,1.2488022,3.5709505,6.8124914,7.5565896,4.806423,2.3024154,2.452497,4.8173056
t74,9.5802,12.359233,7.510487,5.614404,6.0161104,1.1550838,3.097959,7.1165266,7.26814,5.1073275,2.237995,2.62224,5.060578
t75,9.522666,12.410934,7.4810452,5.7145767,5.9763117,1.1486801,3.078217,7.1818466,7.1536613,5.1339664,2.2981849,2.594548,4.9948483
t132,9.596083,12.433498,7.579673,5.7013764,6.0472984,1.320541,3.0201979,7.21395,7.2145276,5.276376,2.2123353,2.706935,5.029746
t133,9.616809,12.451965,7.5999765,5.715969,6.063525,1.3471887,3.0077486,7.2260075,7.2266583,5.302695,2.199699,2.7310963,5.041112
t114,9.600638,12.412575,7.570463,5.6739397,6.050214,1.3178622,3.0377743,7.1897407,7.2389174,5.2614975,2.2097318,2.7027328,5.0378504
t123,9.807182,12.420057,7.622516,5.7855997,6.3052096,1.1408049,2.80751,7.2336397,7.2156334,5.35678,2.1713338,2.7913802,5.227423
