"accepted_species","trait_EB_scaled"
"t15",-0.365462406767505
"t16",0.13279774906414
"t76",0.487540745291676
"t77",0.416956007919116
"t78",0.954221774802122
"t42",1.49287404484813
"t12",0.34031350826844
"t39",1.37266573263631
"t40",-0.795902318268122
"t46",-0.286642778004455
"t47",-0.0360223805873311
"t55",0.0814467026052217
"t56",0.642555504910946
"t74",-1.32125819028298
"t87",-1.69803120411405
"t88",-1.99773995016645
"t11",-0.81722532994846
"t7",-1.03783441840291
"t6",-0.450105752000446
"t93",-1.68473577914004
"t94",-1.62930092759266
"t62",1.02311292835368
"t82",0.67052242203088
"t83",0.0183113913816648
"t53",0.408556236976597
"t95",-1.54333174997454
"t96",-1.60828795199679
"t75",-1.48208678586502
"t25",0.473331976570659
"t4",-0.329773725139385
"t8",-0.759472628504529
"t31",-0.789844724106991
"t68",-1.24379383542347
"t69",-1.085562436886
"t19",-1.34590278840283
"t20",-1.59701756662794
"t97",0.155159700284154
"t98",0.0884097187634517
"t58",0.257859152201817
"t63",0.234696499153379
"t84",0.842136788125346
"t99",0.660312593617764
"t100",0.752738520472089
"t79",0.398021595744905
"t13",-1.41261407641537
"t35",-0.371690383607072
"t36",-0.547262124182619
"t26",-1.36437839576109
"t34",0.383567010488177
"t91",1.16246105405303
"t92",1.0436791222267
"t57",1.09901085909546
"t54",1.10450873937639
"t48",0.59946335386259
"t9",2.17783942039389
"t10",0.00194896213199602
"t14",1.68905227853065
"t72",2.02623120263422
"t73",1.40363082701263
"t51",1.54755569828885
"t52",1.86246835513063
"t85",-1.64497655101581
"t86",-1.57459139078935
"t37",-1.22576367639852
"t38",-0.278032946911978
"t49",-0.794443553938796
"t50",0.427082199638317
"t30",-1.52270839368359
"t41",-0.181491689884363
"t66",-0.603897733579947
"t67",-0.210189781735599
"t17",0.938391871893456
"t18",1.00103724042589
"t64",-0.233070982910552
"t65",-1.20229424380544
"t61",-1.03601070039742
"t21",-0.148331047784713
"t22",-0.0163497452714074
"t89",0.868858625246085
"t90",0.776154208871065
"t29",0.905857765347023
"t43",-0.414784932718587
"t44",-0.279532080243135
"t5",1.02339204103149
"t1",-0.435455426757272
"t27",0.729608897106952
"t28",-0.728362564840116
"t2",-1.4392884349724
"t59",0.811804306470451
"t60",0.0527360836969943
"t32",-0.10412915114758
"t33",0.0424300818219051
"t80",0.424339301429363
"t81",0.939592449139304
"t45",0.8112162526057
"t70",0.706611884866228
"t71",0.473835954690918
"t3",0.653460529044963
"t23",0.82741029220583
"t24",1.255207474176
