,0,1,2,3,4,5,6,7,8,9,10,11,12
t1,3.7079566,-2.444209,26.202272,13.251101,-6.8384514,26.022144,39.79499,23.837294,8.602599,-2.6796176,1.8869962,-4.4433784,-0.18584643
t105,3.6178706,-4.559709,41.424923,31.211695,-10.695891,45.602047,62.697086,45.854015,2.287977,-2.5744035,4.3392982,-7.572416,-1.3615009
t116,3.6346657,-4.5467796,41.42266,31.2143,-10.700396,45.58038,62.66897,45.806004,2.3357885,-2.5805795,4.320855,-7.5670114,-1.3509742
t117,3.6200984,-4.5497017,41.394688,31.229465,-10.698798,45.628582,62.64438,45.845154,2.267679,-2.578951,4.355992,-7.556108,-1.354964
t20,2.2817843,-3.6137893,34.046524,26.084545,-8.661066,37.453846,49.61849,37.20132,0.1643408,-2.0324569,3.5897887,-6.111458,-1.2902156
t16,1.3443863,-3.296603,31.857365,24.921858,-8.066173,35.58797,45.816486,35.004463,-0.19519657,-1.8197731,3.3078105,-5.736288,-1.3494315
t33,3.5197432,-4.392388,41.33301,30.922497,-10.493449,44.905922,62.340694,45.69043,0.6343468,-2.6019142,3.9801247,-7.5959253,-1.8581604
t59,3.0850184,-4.3618946,41.220833,31.322224,-10.542942,45.51699,61.857914,46.290142,0.37244493,-2.5978491,4.295873,-7.5511813,-1.8423684
t60,3.3409426,-4.36117,41.08929,31.070078,-10.478671,45.424953,62.1711,46.18098,0.619582,-2.5761151,4.2353053,-7.588777,-1.7851673
t81,3.2372887,-4.3051715,41.165836,31.126795,-10.497322,45.76962,61.79423,46.063446,0.27005082,-2.60346,3.6901143,-7.6074166,-1.7725185
t82,3.2928116,-4.322064,41.136288,31.183472,-10.492763,45.759716,61.710407,46.08109,0.2374323,-2.60729,3.7039616,-7.597591,-1.7594093
t35,3.1084445,-4.390473,41.35574,29.98208,-10.609672,45.85434,62.004543,45.011677,2.0486743,-2.825571,4.4809103,-7.448195,-1.552148
t36,3.326319,-4.366046,41.822308,30.026876,-10.643824,45.8443,62.092236,45.283016,2.2810695,-2.8443494,4.4978123,-7.506664,-1.4952819
t138,3.6830285,-4.5629554,42.883633,31.669271,-11.102106,45.692715,61.77684,45.470764,3.7735717,-3.0763607,6.261345,-7.028507,-1.4578391
t139,3.6829188,-4.563315,42.881786,31.67018,-11.101864,45.693707,61.77692,45.47215,3.772765,-3.0763166,6.2620063,-7.0287437,-1.4580241
t80,4.0050707,-4.539751,42.84558,31.5367,-11.069792,45.525623,61.901573,45.23762,3.8614118,-3.0861108,5.956553,-7.0473657,-1.4388766
t13,2.2276213,-3.3396783,32.626553,24.79041,-8.307234,35.528408,46.417534,34.54242,0.7173012,-2.0710711,3.9782798,-5.5964065,-1.16367
t6,1.3583663,-2.4495282,28.849936,19.590105,-7.3143344,31.448006,38.374744,26.614748,4.1623783,-2.385089,1.898669,-4.699938,-0.4780328
t8,1.3527682,-2.9590728,39.46516,27.37388,-9.992904,45.69475,49.197235,32.61642,6.7449913,-3.566187,1.0040051,-6.335009,-0.11906692
t70,-1.21572,-2.3785522,46.40211,34.997593,-11.039236,55.610596,42.674435,31.616302,4.578511,-3.932436,-0.4688047,-6.435796,-0.0036723258
