"accepted_species","trait_BM_trend_scaled"
"t2",-1.30927732803779
"t3",0.132399287628215
"t20",1.14844039357796
"t24",0.125383393270212
"t56",0.76853928781352
"t57",0.424233465109039
"t26",0.49608066619804
"t27",0.528860700510918
"t54",-1.04910636959536
"t159",-0.723509958296077
"t160",-0.500407356500141
"t161",-0.548287378162712
"t158",-0.332230663462908
"t67",-0.945712124241715
"t63",-1.1082646927393
"t46",-1.21677101956836
"t43",-0.0351794941235746
"t81",-1.08462564984644
"t82",-0.828421696392357
"t96",-0.692962308704022
"t97",-0.671421004965302
"t32",-0.721021101260543
"t77",0.047608509618557
"t78",0.817152711646053
"t129",-0.5850685661304
"t130",-0.708228723628968
"t83",-0.533409063745209
"t84",-0.657156278186187
"t8",0.270127876685898
"t9",-0.211760313004742
"t7",0.171080719961466
"t4",0.562025697213857
"t13",0.216372980214551
"t14",0.324902106972098
"t15",-0.898729599514659
"t18",-0.413584526762696
"t22",-0.291615837638888
"t103",0.0981607143010109
"t104",0.336963499864707
"t92",0.551598424866178
"t69",-0.570816053585018
"t68",0.893843370039473
"t48",-0.38709506712528
"t61",0.632070281293465
"t76",0.163977755423344
"t101",-0.351542386084331
"t102",-0.329925756614476
"t58",-0.0495123322946248
"t115",-1.48728520792472
"t116",-1.40944147905026
"t107",-0.647891381191229
"t146",-0.54974187448691
"t147",-0.632009132339855
"t134",-0.909289686312062
"t135",-1.28648928362194
"t17",-0.561749826192504
"t21",-0.521852360549643
"t28",-0.623980112126139
"t29",-0.914718304556291
"t52",NA
"t123",NA
"t162",NA
"t163",NA
"t65",NA
"t66",NA
"t91",NA
"t105",NA
"t106",NA
"t47",NA
"t150",NA
"t151",NA
"t89",NA
"t127",NA
"t128",-0.0705314090119019
"t100",-0.644229672318583
"t109",-0.704669644760091
"t110",NA
"t60",-0.0927575236180476
"t53",NA
"t111",-1.35088965273383
"t112",-1.41924599969529
"t108",-0.100261962215875
"t152",-0.454279535415838
"t153",-0.753489937646251
"t62",-1.31051950359421
"t131",-0.819533822881771
"t132",-0.898745878237072
"t154",0.0251557951010693
"t155",-0.205345839329508
"t156",-0.0547556746008449
"t157",0.0389134391753354
"t23",-0.429189188700084
"t36",-0.6595528414353
"t37",0.0257586217823791
"t30",-0.241967405591532
"t31",-0.159261804083748
"t39",-1.70165473539523
"t85",-0.169603678453539
"t86",-0.115977759798556
"t19",-0.867905570870187
"t16",-0.501678213846776
"t1",-0.333189058591262
"t5",-0.256721110114505
"t6",0.0586214986088687
"t38",-0.601738409537347
"t140",-0.0622760579545124
"t141",0.361282914623941
"t45",-0.465499213250019
"t40",-0.325235941212304
"t144",-1.45198987333928
"t145",-1.2421558327539
"t126",-1.4840880877164
"t133",-1.48417385646175
"t148",-1.15538999754471
"t149",-1.08235051948311
"t136",-1.19258233754274
"t137",-0.938169426218179
"t44",-0.436830917504663
"t49",-0.670093415752769
"t142",0.422171304968706
"t143",0.386742959409011
"t10",-0.897286659222634
"t11",-0.428226534729006
"t12",0.276286809598697
"t90",0.609399128080959
"t98",0.84088377215302
"t99",0.182823175681827
"t87",1.16417154524369
"t88",1.17416421280715
"t34",1.5077857639238
"t33",1.3202849428097
"t70",1.36673520819724
"t71",1.36932406869301
"t95",0.788128839365695
"t124",0.877300077753114
"t125",0.875721577506845
"t59",1.15071673032004
"t138",1.80567085428654
"t139",1.51644397289928
"t74",1.33766305857409
"t75",1.09296400673731
"t64",1.29212243445432
"t72",1.76614963512979
"t73",1.41247376140347
"t113",1.19057415458267
"t114",1.31760870647297
"t119",1.62394167802297
"t120",2.27163447618244
"t55",1.94644844326994
"t50",1.97468281403832
"t121",2.04201004546234
"t122",2.12028808705903
"t79",2.62895603937408
"t80",2.4110255891562
"t41",2.1511390992846
"t42",1.86876909411023
"t93",1.68735583641485
"t94",1.96266607518492
"t35",1.06852645632614
"t117",1.19128617016939
"t118",1.01552124362333
"t51",1.17702117611326
"t25",1.56452784686048
