,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t2,28.752888,-10.4744215,11.452558,16.699833,-3.4830444,13.324043,-3.0370953,-3.6664906,8.85023,-2.3132179,53.918114,8.150413,-6.135591,-4.483746,-13.50148,-5.451189
t3,26.0234,-9.378526,10.443899,15.172037,-3.2474377,12.786935,-2.6917644,-3.1217349,7.5264397,-2.0844913,47.9401,7.6311655,-5.472078,-4.0119596,-12.147327,-4.712499
t20,42.546753,-11.096271,7.576371,15.920805,-5.983703,24.763205,-4.934303,-1.3915623,6.9278784,-4.842066,54.896725,4.970189,-8.084968,-6.053668,-15.501879,-5.003034
t24,36.454502,-8.731103,5.467041,12.564174,-5.2211065,22.658407,-4.299324,-0.71983993,4.0933876,-4.102099,43.81732,2.9785562,-6.737636,-4.959269,-12.697274,-3.8987
t56,46.303062,-12.034884,8.130142,17.737762,-6.1641183,26.762848,-5.4561396,-1.8789898,6.5987444,-5.0108757,62.091278,5.6081204,-8.763839,-6.4292216,-17.056875,-5.7875037
t57,46.407856,-12.007442,8.23192,17.867271,-6.1956153,26.930204,-5.410975,-1.9231644,6.3945026,-4.966037,62.190407,5.9025793,-8.712676,-6.3627486,-17.023945,-5.851068
t26,36.8507,-8.894837,5.6047535,12.851854,-5.273033,23.002234,-4.397199,-0.7178947,4.383119,-4.1833196,44.635162,2.8684268,-6.877769,-5.1011066,-12.8912,-3.9432545
t27,36.706802,-8.845569,5.585161,12.763871,-5.253837,22.9167,-4.3789725,-0.7049481,4.302417,-4.1666327,44.38239,2.8590775,-6.83773,-5.0728087,-12.823557,-3.919677
t54,47.08797,-11.825166,6.014125,14.37874,-6.506704,29.420486,-5.746982,-1.345862,5.3337407,-5.1734214,58.695435,2.0914812,-8.948091,-6.440277,-16.671635,-5.7086177
t159,47.148785,-11.786866,5.0940623,13.932698,-6.511584,30.074087,-5.7050977,-1.2938224,5.6808486,-5.2369714,57.549366,1.089714,-9.01674,-6.443035,-16.621374,-5.672321
