,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-7.7757416,67.81432,8.40531,7.2092094,15.269182,-3.2671425,-3.655674,26.967796,4.2398,13.447819,-2.008172,47.995613,34.10777,20.124914,-1.5807968,-0.09909504
t2,-7.3597827,64.0084,7.7416267,6.9064937,14.248626,-3.0306098,-3.4809399,25.206907,4.1884203,12.765013,-1.8575356,45.27484,32.210087,18.849089,-1.4546579,-0.05787328
t69,-8.409845,50.416573,22.104418,3.55834,20.170643,-3.9948444,-3.8902187,30.257002,-1.1367332,14.350566,-2.8820617,38.405453,41.761593,15.66269,-4.333011,-1.9505621
t122,-8.482956,50.661896,22.25057,3.8757954,20.373781,-3.9613628,-3.9390705,30.280672,-1.1398739,14.593693,-2.8538196,38.614956,42.280064,15.611371,-4.3753285,-1.9444374
t123,-8.463657,50.559677,22.240368,3.7774715,20.442257,-3.9584622,-3.9393463,30.217049,-1.1442765,14.638011,-2.8517444,38.499046,42.240936,15.612956,-4.3812838,-1.9742116
t27,-7.2311525,39.141777,21.089424,1.914671,17.705723,-3.379566,-3.516442,25.783003,-1.1056477,12.248598,-2.4166765,29.954075,35.029835,12.456727,-3.939359,-1.9925078
t20,-6.5956073,33.028305,20.061182,1.7842431,16.186605,-3.047116,-3.3484313,23.52755,-1.0890771,10.95648,-2.1988313,25.919937,31.259254,10.982572,-3.781393,-1.9022255
t31,-9.05662,51.97399,26.451931,1.0367985,25.980404,-3.6024563,-3.7265127,30.629116,-1.9884787,16.886635,-3.010806,29.887173,39.348637,14.941923,-4.6308217,-3.2315872
t89,-9.5692835,52.408653,29.160994,-0.017099187,28.593193,-3.153953,-3.4111907,29.66071,-2.6734016,17.725552,-2.8008487,23.819592,38.834133,13.609116,-4.8458915,-4.107083
t90,-9.575335,52.503967,28.977253,-0.03399105,28.369362,-3.101293,-3.3668365,29.706184,-2.6857939,17.632177,-2.7900145,23.723576,39.025852,13.416768,-4.776042,-4.084013
t165,-9.611793,52.694923,29.09593,-0.11538925,28.471062,-3.1447773,-3.3932388,29.487453,-2.6723328,17.815193,-2.7314534,23.522818,39.38853,13.909089,-4.753917,-4.145226
t166,-9.611567,52.693287,29.094007,-0.115160756,28.470482,-3.144783,-3.3930156,29.487753,-2.6720119,17.814745,-2.73159,23.526155,39.386154,13.906687,-4.7540107,-4.144593
t83,-9.497925,51.09307,29.080418,-0.06632023,28.083168,-3.0894904,-3.357849,28.941118,-2.707352,17.608765,-2.72426,22.65232,38.662083,13.120335,-4.784486,-4.1421866
t71,-8.942719,47.131004,28.477491,-0.13858147,26.95883,-2.9445138,-3.238489,27.375586,-2.6586213,16.735416,-2.5936081,20.48739,36.833946,12.130228,-4.638903,-4.0323954
t72,-9.466235,52.389427,29.57116,-0.062444117,28.430857,-3.1914418,-3.4118733,29.577896,-2.7015398,17.575966,-2.713411,23.723606,39.365128,13.610834,-4.849777,-4.1793194
t70,-8.846141,46.69232,28.480436,-0.102281384,26.975565,-2.9102716,-3.2908762,26.876358,-2.5960882,16.486732,-2.5493872,20.631351,36.651493,12.300788,-4.6606174,-3.9811676
t75,-9.47631,51.85276,29.9097,-0.052877426,28.548395,-3.1496124,-3.5367095,28.896606,-2.619478,17.318586,-2.7025251,23.915092,39.086163,13.78363,-4.8595424,-4.1329403
t76,-8.915303,47.30152,28.671476,-0.09236832,27.215712,-2.9369674,-3.314785,27.125566,-2.6099794,16.577635,-2.5675797,21.027773,36.984165,12.452181,-4.697614,-4.0085583
t145,-9.45905,52.249405,29.728788,-0.09620152,28.250593,-3.1786351,-3.572886,29.768347,-2.550952,17.531765,-2.710048,23.868729,39.580975,13.653756,-4.8348136,-4.103936
t146,-9.458791,52.223198,29.734114,-0.09630165,28.218761,-3.1827247,-3.5644479,29.778696,-2.554158,17.546925,-2.7169015,23.838148,39.581722,13.642613,-4.832288,-4.103132
t161,-9.45247,51.291782,29.564047,-0.17127304,28.740524,-3.0686707,-3.5134416,29.152523,-2.5918612,17.860924,-2.780618,23.12006,39.818615,13.693088,-4.8646307,-4.2851844
t162,-9.451902,51.29473,29.559843,-0.17127,28.735514,-3.0680463,-3.5118027,29.143568,-2.5921934,17.859808,-2.780865,23.116522,39.82199,13.693333,-4.86432,-4.2850423
t137,-9.451637,51.317528,29.569452,-0.15563165,28.740543,-3.073961,-3.5147183,29.131859,-2.5968063,17.84858,-2.7743204,23.149746,39.80807,13.7240925,-4.8736396,-4.2829995
t18,-6.6220336,32.64045,20.874628,0.63034725,17.576069,-2.8596294,-3.1364992,22.854143,-1.4034722,11.733066,-2.2532167,22.156296,30.443575,10.07574,-3.7733383,-2.2822254
t21,-6.6490707,34.178627,17.906033,1.896944,15.017582,-3.1258662,-3.6488228,24.31234,-0.6583475,10.8195715,-2.2529123,29.102661,31.830242,11.9558735,-3.522112,-1.3947537
t22,-6.770621,34.770935,17.89256,2.1341724,14.868454,-3.144821,-3.6921966,24.762196,-0.64073896,11.008065,-2.2628672,29.591621,32.134857,12.091262,-3.4878628,-1.3369751
t34,-4.6503963,18.539131,22.127035,-0.092999175,15.233813,-4.8996024,-5.6575856,30.93121,-0.4051238,8.777305,-2.830613,41.117386,39.307137,5.6253214,-5.490279,-0.3376879
t117,-5.3528037,26.140228,24.14036,-0.07616921,17.775942,-5.7155814,-6.457578,35.911762,-0.29826245,9.985697,-3.2040613,49.33911,45.740295,7.570726,-6.0688477,-0.30874646
t126,-5.3487897,26.12478,24.145931,-0.052745152,17.661892,-5.7150235,-6.431226,35.914303,-0.31199658,9.917107,-3.2219186,49.322964,45.698055,7.5301843,-6.050878,-0.28848097
t127,-5.341298,26.153751,24.143198,-0.0588377,17.682371,-5.7277937,-6.4245486,35.96679,-0.32373488,9.898242,-3.2237504,49.33335,45.72655,7.4950027,-6.0517836,-0.27913907
t65,-5.235311,26.548555,23.687416,-0.07620411,17.815594,-5.62701,-6.358583,36.760536,-0.25222266,10.133501,-3.193999,49.32909,45.590664,8.028573,-5.979189,-0.2840319
t115,-5.320726,26.1805,23.89189,-0.12610607,17.583488,-5.58353,-6.34298,36.24283,-0.2685037,10.180661,-3.236606,48.816833,45.403168,7.658624,-5.922379,-0.2934298
t116,-5.3179564,26.331747,23.906977,-0.13227682,17.679976,-5.576996,-6.362033,36.381462,-0.25171244,10.133294,-3.2185504,48.883625,45.356365,7.7625628,-5.926878,-0.3032498
t54,-4.8297973,20.918737,22.849863,-0.094018936,16.282177,-5.1848903,-5.9649897,32.889404,-0.34125885,9.220075,-2.9549792,44.041336,41.449703,6.4263897,-5.7024035,-0.3238033
t46,-4.9314785,21.560373,22.71252,-0.15982246,16.23571,-5.1941786,-5.9116898,32.917263,-0.28320926,9.427589,-3.0106723,44.543404,41.525196,6.6770215,-5.696479,-0.32364887
t153,-5.4006586,27.036251,23.305336,-0.1705389,17.783207,-5.6296597,-6.311561,36.6188,-0.11567537,10.853735,-3.3105233,50.10859,46.287716,8.910583,-6.0047417,-0.33572185
t154,-5.401116,27.007847,23.317102,-0.16986084,17.776386,-5.6318336,-6.3093543,36.627224,-0.11873018,10.846498,-3.3136063,50.101494,46.304726,8.89936,-6.008669,-0.33615968
t133,-5.0783615,24.744606,24.095167,-0.13214055,18.983604,-5.845741,-6.426427,35.672558,-0.45311975,10.717397,-3.2834318,50.319496,45.794155,6.9273367,-6.516815,-0.36631653
t134,-5.062362,24.778807,24.056791,-0.12843286,18.945862,-5.8449836,-6.431451,35.72553,-0.4459946,10.731189,-3.2799861,50.347015,45.815704,6.967425,-6.50826,-0.3559979
t132,-5.076025,24.845829,24.054289,-0.1351739,18.941975,-5.8451743,-6.433582,35.749985,-0.44353124,10.704315,-3.2706566,50.390427,45.84985,6.9798527,-6.5052543,-0.35448888
t87,-5.1334834,25.06807,24.021849,-0.112212755,18.661846,-5.8023567,-6.3352666,35.89384,-0.46470997,10.5910015,-3.3092442,50.380783,45.904972,7.001579,-6.47134,-0.32927588
t143,-5.15059,25.010794,24.318607,-0.14172994,18.774712,-5.820602,-6.378139,36.953266,-0.47017023,10.508316,-3.3017006,50.325947,46.185444,6.996756,-6.475019,-0.3425245
