"","t73","t112","t113","t40","t17","t18","t135","t136","t108","t109","t43","t19","t20","t3","t2","t9","t49","t91","t92","t16","t31","t32","t24","t42","t74","t125","t126","t114","t115","t131","t132","t50","t51","t8","t1","t26","t27","t121","t122","t41","t141","t142","t97","t110","t111","t79","t119","t120","t106","t107","t90","t82","t143","t144","t98","t63","t64","t29","t30","t60","t61","t22","t23","t25","t80","t81","t78","t85","t86","t72","t45","t14","t37","t47","t48","t36","t46","t145","t146","t21","t10","t11","t62","t117","t118","t89","t123","t124","t88","t70","t71","t33","t99","t100","t133","t134","t96","t54","t34","t127","t128","t87","t68","t69","t75","t76","t53","t28","t95","t137","t138","t57","t101","t102","t77","t44","t12","t13","t104","t105","t67","t38","t39","t35","t15","t4","t5","t6","t7","t58","t59","t83","t84","t52","t93","t94","t55","t56","t129","t130","t103","t116","t139","t140","t65","t66"
"t73",0,1.1467352321,1.1467352321,2.3643107408,3.3947188006,4.07488844064,4.07488844083,4.07488844083,4.07488844084,4.07488844084,4.07488844124,2.27870875397,2.33178372367,4.5120422372,4.51233064781,5.67973146007,8.96665084228,8.96665084208,8.96665084208,7.39906579058,7.97890077868,7.57965174383,7.44675889988,8.96665084218,8.96665084228,8.96665084231,8.96665084231,8.9666508423,8.9666508423,8.96665084209,8.96665084209,8.96665084228,8.78693324988,5.39543853127,11.9068926646,11.9068926636,10.5144755077,11.90689266432,11.90689266432,11.20946060219,11.90689266465,11.90689266465,11.90689266457,11.90689266457,11.90689266457,11.90689266457,11.90689266459,11.90689266459,11.90689266449,11.90689266449,11.90689266459,11.90689266459,11.90689266448,11.90689266448,11.90689266449,11.90689266459,11.90689266459,11.66184695026,11.09488666466,11.4124317751,11.9068926646,10.3668441707,10.2887943908,10.28054811364,11.90689266458,11.90689266458,11.90689266463,11.40439200825,11.90689266453,11.54541277893,11.906892665,11.906892664,12.40911969221,12.40911969251,12.40911969251,11.73646194691,12.40911969321,12.409119693148,12.409119693148,11.73266268,9.9319385784,9.8328411831,12.4091196927,12.40911969265,12.40911969265,12.40911969265,12.4091196926932,12.3339392586632,12.1365826762932,12.4091196926,12.4091196926,11.7710295358,12.40911969184,12.40911969184,12.40911969212,12.40911969212,12.40911969214,12.40911969214,12.40911969194,12.40911969222,12.34198055144,12.40911969224,11.93773354754,12.09383252224,12.40911969224,12.40911969224,11.53378716384,12.40911969201,12.40911969231,12.40911969236,12.40911969236,12.40911969231,12.40911969241,12.40911969241,12.40911969241,12.19400037681,10.934905944869,10.761295456059,12.409119692059,12.409119692059,12.409119692159,12.409119692239,12.409119692239,11.298099209819,10.924538220859,8.557760297759,8.641826651909,9.230249573909,8.8111998862,12.4091196922,12.1918727494,12.40911969186,12.40911969186,12.40911969156,12.4091196919,12.4091196919,11.92956476458,11.53569272878,12.40911969184,12.40911969184,12.40911969178,12.40911969184,12.40911969178,12.40911969178,12.4091196919,12.4091196919
"t112",1.1467352321,0,0.409818865,2.5568354401,3.5872434999,4.26741313994,4.26741314013,4.26741314013,4.26741314014,4.26741314014,4.26741314054,2.47123345327,2.52430842297,4.7045669365,4.70485534711,5.87225615937,9.15917554158,9.15917554138,9.15917554138,7.59159048988,8.17142547798,7.77217644313,7.63928359918,9.15917554148,9.15917554158,9.15917554161,9.15917554161,9.1591755416,9.1591755416,9.15917554139,9.15917554139,9.15917554158,8.97945794918,5.58796323057,12.0994173639,12.0994173629,10.707000207,12.09941736362,12.09941736362,11.40198530149,12.09941736395,12.09941736395,12.09941736387,12.09941736387,12.09941736387,12.09941736387,12.09941736389,12.09941736389,12.09941736379,12.09941736379,12.09941736389,12.09941736389,12.09941736378,12.09941736378,12.09941736379,12.09941736389,12.09941736389,11.85437164956,11.28741136396,11.6049564744,12.0994173639,10.55936887,10.4813190901,10.47307281294,12.09941736388,12.09941736388,12.09941736393,11.59691670755,12.09941736383,11.73793747823,12.0994173643,12.0994173633,12.60164439151,12.60164439181,12.60164439181,11.92898664621,12.60164439251,12.601644392448,12.601644392448,11.9251873793,10.1244632777,10.0253658824,12.601644392,12.60164439195,12.60164439195,12.60164439195,12.6016443919932,12.5264639579632,12.3291073755932,12.6016443919,12.6016443919,11.9635542351,12.60164439114,12.60164439114,12.60164439142,12.60164439142,12.60164439144,12.60164439144,12.60164439124,12.60164439152,12.53450525074,12.60164439154,12.13025824684,12.28635722154,12.60164439154,12.60164439154,11.72631186314,12.60164439131,12.60164439161,12.60164439166,12.60164439166,12.60164439161,12.60164439171,12.60164439171,12.60164439171,12.38652507611,11.127430644169,10.953820155359,12.601644391359,12.601644391359,12.601644391459,12.601644391539,12.601644391539,11.490623909119,11.117062920159,8.750284997059,8.834351351209,9.422774273209,9.0037245855,12.6016443915,12.3843974487,12.60164439116,12.60164439116,12.60164439086,12.6016443912,12.6016443912,12.12208946388,11.72821742808,12.60164439114,12.60164439114,12.60164439108,12.60164439114,12.60164439108,12.60164439108,12.6016443912,12.6016443912
"t113",1.1467352321,0.409818865,0,2.5568354401,3.5872434999,4.26741313994,4.26741314013,4.26741314013,4.26741314014,4.26741314014,4.26741314054,2.47123345327,2.52430842297,4.7045669365,4.70485534711,5.87225615937,9.15917554158,9.15917554138,9.15917554138,7.59159048988,8.17142547798,7.77217644313,7.63928359918,9.15917554148,9.15917554158,9.15917554161,9.15917554161,9.1591755416,9.1591755416,9.15917554139,9.15917554139,9.15917554158,8.97945794918,5.58796323057,12.0994173639,12.0994173629,10.707000207,12.09941736362,12.09941736362,11.40198530149,12.09941736395,12.09941736395,12.09941736387,12.09941736387,12.09941736387,12.09941736387,12.09941736389,12.09941736389,12.09941736379,12.09941736379,12.09941736389,12.09941736389,12.09941736378,12.09941736378,12.09941736379,12.09941736389,12.09941736389,11.85437164956,11.28741136396,11.6049564744,12.0994173639,10.55936887,10.4813190901,10.47307281294,12.09941736388,12.09941736388,12.09941736393,11.59691670755,12.09941736383,11.73793747823,12.0994173643,12.0994173633,12.60164439151,12.60164439181,12.60164439181,11.92898664621,12.60164439251,12.601644392448,12.601644392448,11.9251873793,10.1244632777,10.0253658824,12.601644392,12.60164439195,12.60164439195,12.60164439195,12.6016443919932,12.5264639579632,12.3291073755932,12.6016443919,12.6016443919,11.9635542351,12.60164439114,12.60164439114,12.60164439142,12.60164439142,12.60164439144,12.60164439144,12.60164439124,12.60164439152,12.53450525074,12.60164439154,12.13025824684,12.28635722154,12.60164439154,12.60164439154,11.72631186314,12.60164439131,12.60164439161,12.60164439166,12.60164439166,12.60164439161,12.60164439171,12.60164439171,12.60164439171,12.38652507611,11.127430644169,10.953820155359,12.601644391359,12.601644391359,12.601644391459,12.601644391539,12.601644391539,11.490623909119,11.117062920159,8.750284997059,8.834351351209,9.422774273209,9.0037245855,12.6016443915,12.3843974487,12.60164439116,12.60164439116,12.60164439086,12.6016443912,12.6016443912,12.12208946388,11.72821742808,12.60164439114,12.60164439114,12.60164439108,12.60164439114,12.60164439108,12.60164439108,12.6016443912,12.6016443912
"t40",2.3643107408,2.5568354401,2.5568354401,0,3.5872434998,4.26741313984,4.26741314003,4.26741314003,4.26741314004,4.26741314004,4.26741314044,2.47123345317,2.52430842287,4.7045669364,4.70485534701,5.87225615927,9.15917554148,9.15917554128,9.15917554128,7.59159048978,8.17142547788,7.77217644303,7.63928359908,9.15917554138,9.15917554148,9.15917554151,9.15917554151,9.1591755415,9.1591755415,9.15917554129,9.15917554129,9.15917554148,8.97945794908,5.58796323047,12.0994173638,12.0994173628,10.7070002069,12.09941736352,12.09941736352,11.40198530139,12.09941736385,12.09941736385,12.09941736377,12.09941736377,12.09941736377,12.09941736377,12.09941736379,12.09941736379,12.09941736369,12.09941736369,12.09941736379,12.09941736379,12.09941736368,12.09941736368,12.09941736369,12.09941736379,12.09941736379,11.85437164946,11.28741136386,11.6049564743,12.0994173638,10.5593688699,10.48131909,10.47307281284,12.09941736378,12.09941736378,12.09941736383,11.59691670745,12.09941736373,11.73793747813,12.0994173642,12.0994173632,12.60164439141,12.60164439171,12.60164439171,11.92898664611,12.60164439241,12.601644392348,12.601644392348,11.9251873792,10.1244632776,10.0253658823,12.6016443919,12.60164439185,12.60164439185,12.60164439185,12.6016443918932,12.5264639578632,12.3291073754932,12.6016443918,12.6016443918,11.963554235,12.60164439104,12.60164439104,12.60164439132,12.60164439132,12.60164439134,12.60164439134,12.60164439114,12.60164439142,12.53450525064,12.60164439144,12.13025824674,12.28635722144,12.60164439144,12.60164439144,11.72631186304,12.60164439121,12.60164439151,12.60164439156,12.60164439156,12.60164439151,12.60164439161,12.60164439161,12.60164439161,12.38652507601,11.127430644069,10.953820155259,12.601644391259,12.601644391259,12.601644391359,12.601644391439,12.601644391439,11.490623909019,11.117062920059,8.750284996959,8.834351351109,9.422774273109,9.0037245854,12.6016443914,12.3843974486,12.60164439106,12.60164439106,12.60164439076,12.6016443911,12.6016443911,12.12208946378,11.72821742798,12.60164439104,12.60164439104,12.60164439098,12.60164439104,12.60164439098,12.60164439098,12.6016443911,12.6016443911
"t17",3.3947188006,3.5872434999,3.5872434999,3.5872434998,0,3.31493957204,3.31493957223,3.31493957223,3.31493957224,3.31493957224,3.31493957264,1.51875988537,1.57183485507,4.0243972962,4.02468570681,5.19208651907,8.47900590128,8.47900590108,8.47900590108,6.91142084958,7.49125583768,7.09200680283,6.95911395888,8.47900590118,8.47900590128,8.47900590131,8.47900590131,8.4790059013,8.4790059013,8.47900590109,8.47900590109,8.47900590128,8.29928830888,4.90779359027,11.4192477236,11.4192477226,10.0268305667,11.41924772332,11.41924772332,10.72181566119,11.41924772365,11.41924772365,11.41924772357,11.41924772357,11.41924772357,11.41924772357,11.41924772359,11.41924772359,11.41924772349,11.41924772349,11.41924772359,11.41924772359,11.41924772348,11.41924772348,11.41924772349,11.41924772359,11.41924772359,11.17420200926,10.60724172366,10.9247868341,11.4192477236,9.8791992297,9.8011494498,9.79290317264,11.41924772358,11.41924772358,11.41924772363,10.91674706725,11.41924772353,11.05776783793,11.419247724,11.419247723,11.92147475121,11.92147475151,11.92147475151,11.24881700591,11.92147475221,11.921474752148,11.921474752148,11.245017739,9.4442936374,9.3451962421,11.9214747517,11.92147475165,11.92147475165,11.92147475165,11.9214747516932,11.8462943176632,11.6489377352932,11.9214747516,11.9214747516,11.2833845948,11.92147475084,11.92147475084,11.92147475112,11.92147475112,11.92147475114,11.92147475114,11.92147475094,11.92147475122,11.85433561044,11.92147475124,11.45008860654,11.60618758124,11.92147475124,11.92147475124,11.04614222284,11.92147475101,11.92147475131,11.92147475136,11.92147475136,11.92147475131,11.92147475141,11.92147475141,11.92147475141,11.70635543581,10.447261003869,10.273650515059,11.921474751059,11.921474751059,11.921474751159,11.921474751239,11.921474751239,10.810454268819,10.436893279859,8.070115356759,8.154181710909,8.742604632909,8.3235549452,11.9214747512,11.7042278084,11.92147475086,11.92147475086,11.92147475056,11.9214747509,11.9214747509,11.44191982358,11.04804778778,11.92147475084,11.92147475084,11.92147475078,11.92147475084,11.92147475078,11.92147475078,11.9214747509,11.9214747509
"t18",4.07488844064,4.26741313994,4.26741313994,4.26741313984,3.31493957204,0,3.72661593019,3.72661593019,3.7266159302,3.7266159302,3.7266159306,2.11365809241,2.16673306211,4.70456693624,4.70485534685,5.87225615911,9.15917554132,9.15917554112,9.15917554112,7.59159048962,8.17142547772,7.77217644287,7.63928359892,9.15917554122,9.15917554132,9.15917554135,9.15917554135,9.15917554134,9.15917554134,9.15917554113,9.15917554113,9.15917554132,8.97945794892,5.58796323031,12.09941736364,12.09941736264,10.70700020674,12.09941736336,12.09941736336,11.40198530123,12.09941736369,12.09941736369,12.09941736361,12.09941736361,12.09941736361,12.09941736361,12.09941736363,12.09941736363,12.09941736353,12.09941736353,12.09941736363,12.09941736363,12.09941736352,12.09941736352,12.09941736353,12.09941736363,12.09941736363,11.8543716493,11.2874113637,11.60495647414,12.09941736364,10.55936886974,10.48131908984,10.47307281268,12.09941736362,12.09941736362,12.09941736367,11.59691670729,12.09941736357,11.73793747797,12.09941736404,12.09941736304,12.60164439125,12.60164439155,12.60164439155,11.92898664595,12.60164439225,12.601644392188,12.601644392188,11.92518737904,10.12446327744,10.02536588214,12.60164439174,12.60164439169,12.60164439169,12.60164439169,12.6016443917332,12.5264639577032,12.3291073753332,12.60164439164,12.60164439164,11.96355423484,12.60164439088,12.60164439088,12.60164439116,12.60164439116,12.60164439118,12.60164439118,12.60164439098,12.60164439126,12.53450525048,12.60164439128,12.13025824658,12.28635722128,12.60164439128,12.60164439128,11.72631186288,12.60164439105,12.60164439135,12.6016443914,12.6016443914,12.60164439135,12.60164439145,12.60164439145,12.60164439145,12.38652507585,11.127430643909,10.953820155099,12.601644391099,12.601644391099,12.601644391199,12.601644391279,12.601644391279,11.490623908859,11.117062919899,8.750284996799,8.834351350949,9.422774272949,9.00372458524,12.60164439124,12.38439744844,12.6016443909,12.6016443909,12.6016443906,12.60164439094,12.60164439094,12.12208946362,11.72821742782,12.60164439088,12.60164439088,12.60164439082,12.60164439088,12.60164439082,12.60164439082,12.60164439094,12.60164439094
"t135",4.07488844083,4.26741314013,4.26741314013,4.26741314003,3.31493957223,3.72661593019,0,0.08083685658,0.67844570759,0.67844570759,2.32114147759,2.1136580926,2.1667330623,4.70456693643,4.70485534704,5.8722561593,9.15917554151,9.15917554131,9.15917554131,7.59159048981,8.17142547791,7.77217644306,7.63928359911,9.15917554141,9.15917554151,9.15917554154,9.15917554154,9.15917554153,9.15917554153,9.15917554132,9.15917554132,9.15917554151,8.97945794911,5.5879632305,12.09941736383,12.09941736283,10.70700020693,12.09941736355,12.09941736355,11.40198530142,12.09941736388,12.09941736388,12.0994173638,12.0994173638,12.0994173638,12.0994173638,12.09941736382,12.09941736382,12.09941736372,12.09941736372,12.09941736382,12.09941736382,12.09941736371,12.09941736371,12.09941736372,12.09941736382,12.09941736382,11.85437164949,11.28741136389,11.60495647433,12.09941736383,10.55936886993,10.48131909003,10.47307281287,12.09941736381,12.09941736381,12.09941736386,11.59691670748,12.09941736376,11.73793747816,12.09941736423,12.09941736323,12.60164439144,12.60164439174,12.60164439174,11.92898664614,12.60164439244,12.601644392378,12.601644392378,11.92518737923,10.12446327763,10.02536588233,12.60164439193,12.60164439188,12.60164439188,12.60164439188,12.6016443919232,12.5264639578932,12.3291073755232,12.60164439183,12.60164439183,11.96355423503,12.60164439107,12.60164439107,12.60164439135,12.60164439135,12.60164439137,12.60164439137,12.60164439117,12.60164439145,12.53450525067,12.60164439147,12.13025824677,12.28635722147,12.60164439147,12.60164439147,11.72631186307,12.60164439124,12.60164439154,12.60164439159,12.60164439159,12.60164439154,12.60164439164,12.60164439164,12.60164439164,12.38652507604,11.127430644099,10.953820155289,12.601644391289,12.601644391289,12.601644391389,12.601644391469,12.601644391469,11.490623909049,11.117062920089,8.750284996989,8.834351351139,9.422774273139,9.00372458543,12.60164439143,12.38439744863,12.60164439109,12.60164439109,12.60164439079,12.60164439113,12.60164439113,12.12208946381,11.72821742801,12.60164439107,12.60164439107,12.60164439101,12.60164439107,12.60164439101,12.60164439101,12.60164439113,12.60164439113
"t136",4.07488844083,4.26741314013,4.26741314013,4.26741314003,3.31493957223,3.72661593019,0.08083685658,0,0.67844570759,0.67844570759,2.32114147759,2.1136580926,2.1667330623,4.70456693643,4.70485534704,5.8722561593,9.15917554151,9.15917554131,9.15917554131,7.59159048981,8.17142547791,7.77217644306,7.63928359911,9.15917554141,9.15917554151,9.15917554154,9.15917554154,9.15917554153,9.15917554153,9.15917554132,9.15917554132,9.15917554151,8.97945794911,5.5879632305,12.09941736383,12.09941736283,10.70700020693,12.09941736355,12.09941736355,11.40198530142,12.09941736388,12.09941736388,12.0994173638,12.0994173638,12.0994173638,12.0994173638,12.09941736382,12.09941736382,12.09941736372,12.09941736372,12.09941736382,12.09941736382,12.09941736371,12.09941736371,12.09941736372,12.09941736382,12.09941736382,11.85437164949,11.28741136389,11.60495647433,12.09941736383,10.55936886993,10.48131909003,10.47307281287,12.09941736381,12.09941736381,12.09941736386,11.59691670748,12.09941736376,11.73793747816,12.09941736423,12.09941736323,12.60164439144,12.60164439174,12.60164439174,11.92898664614,12.60164439244,12.601644392378,12.601644392378,11.92518737923,10.12446327763,10.02536588233,12.60164439193,12.60164439188,12.60164439188,12.60164439188,12.6016443919232,12.5264639578932,12.3291073755232,12.60164439183,12.60164439183,11.96355423503,12.60164439107,12.60164439107,12.60164439135,12.60164439135,12.60164439137,12.60164439137,12.60164439117,12.60164439145,12.53450525067,12.60164439147,12.13025824677,12.28635722147,12.60164439147,12.60164439147,11.72631186307,12.60164439124,12.60164439154,12.60164439159,12.60164439159,12.60164439154,12.60164439164,12.60164439164,12.60164439164,12.38652507604,11.127430644099,10.953820155289,12.601644391289,12.601644391289,12.601644391389,12.601644391469,12.601644391469,11.490623909049,11.117062920089,8.750284996989,8.834351351139,9.422774273139,9.00372458543,12.60164439143,12.38439744863,12.60164439109,12.60164439109,12.60164439079,12.60164439113,12.60164439113,12.12208946381,11.72821742801,12.60164439107,12.60164439107,12.60164439101,12.60164439107,12.60164439101,12.60164439101,12.60164439113,12.60164439113
"t108",4.07488844084,4.26741314014,4.26741314014,4.26741314004,3.31493957224,3.7266159302,0.67844570759,0.67844570759,0,0.4430489068,2.3211414776,2.11365809261,2.16673306231,4.70456693644,4.70485534705,5.87225615931,9.15917554152,9.15917554132,9.15917554132,7.59159048982,8.17142547792,7.77217644307,7.63928359912,9.15917554142,9.15917554152,9.15917554155,9.15917554155,9.15917554154,9.15917554154,9.15917554133,9.15917554133,9.15917554152,8.97945794912,5.58796323051,12.09941736384,12.09941736284,10.70700020694,12.09941736356,12.09941736356,11.40198530143,12.09941736389,12.09941736389,12.09941736381,12.09941736381,12.09941736381,12.09941736381,12.09941736383,12.09941736383,12.09941736373,12.09941736373,12.09941736383,12.09941736383,12.09941736372,12.09941736372,12.09941736373,12.09941736383,12.09941736383,11.8543716495,11.2874113639,11.60495647434,12.09941736384,10.55936886994,10.48131909004,10.47307281288,12.09941736382,12.09941736382,12.09941736387,11.59691670749,12.09941736377,11.73793747817,12.09941736424,12.09941736324,12.60164439145,12.60164439175,12.60164439175,11.92898664615,12.60164439245,12.601644392388,12.601644392388,11.92518737924,10.12446327764,10.02536588234,12.60164439194,12.60164439189,12.60164439189,12.60164439189,12.6016443919332,12.5264639579032,12.3291073755332,12.60164439184,12.60164439184,11.96355423504,12.60164439108,12.60164439108,12.60164439136,12.60164439136,12.60164439138,12.60164439138,12.60164439118,12.60164439146,12.53450525068,12.60164439148,12.13025824678,12.28635722148,12.60164439148,12.60164439148,11.72631186308,12.60164439125,12.60164439155,12.6016443916,12.6016443916,12.60164439155,12.60164439165,12.60164439165,12.60164439165,12.38652507605,11.127430644109,10.953820155299,12.601644391299,12.601644391299,12.601644391399,12.601644391479,12.601644391479,11.490623909059,11.117062920099,8.750284996999,8.834351351149,9.422774273149,9.00372458544,12.60164439144,12.38439744864,12.6016443911,12.6016443911,12.6016443908,12.60164439114,12.60164439114,12.12208946382,11.72821742802,12.60164439108,12.60164439108,12.60164439102,12.60164439108,12.60164439102,12.60164439102,12.60164439114,12.60164439114
"t109",4.07488844084,4.26741314014,4.26741314014,4.26741314004,3.31493957224,3.7266159302,0.67844570759,0.67844570759,0.4430489068,0,2.3211414776,2.11365809261,2.16673306231,4.70456693644,4.70485534705,5.87225615931,9.15917554152,9.15917554132,9.15917554132,7.59159048982,8.17142547792,7.77217644307,7.63928359912,9.15917554142,9.15917554152,9.15917554155,9.15917554155,9.15917554154,9.15917554154,9.15917554133,9.15917554133,9.15917554152,8.97945794912,5.58796323051,12.09941736384,12.09941736284,10.70700020694,12.09941736356,12.09941736356,11.40198530143,12.09941736389,12.09941736389,12.09941736381,12.09941736381,12.09941736381,12.09941736381,12.09941736383,12.09941736383,12.09941736373,12.09941736373,12.09941736383,12.09941736383,12.09941736372,12.09941736372,12.09941736373,12.09941736383,12.09941736383,11.8543716495,11.2874113639,11.60495647434,12.09941736384,10.55936886994,10.48131909004,10.47307281288,12.09941736382,12.09941736382,12.09941736387,11.59691670749,12.09941736377,11.73793747817,12.09941736424,12.09941736324,12.60164439145,12.60164439175,12.60164439175,11.92898664615,12.60164439245,12.601644392388,12.601644392388,11.92518737924,10.12446327764,10.02536588234,12.60164439194,12.60164439189,12.60164439189,12.60164439189,12.6016443919332,12.5264639579032,12.3291073755332,12.60164439184,12.60164439184,11.96355423504,12.60164439108,12.60164439108,12.60164439136,12.60164439136,12.60164439138,12.60164439138,12.60164439118,12.60164439146,12.53450525068,12.60164439148,12.13025824678,12.28635722148,12.60164439148,12.60164439148,11.72631186308,12.60164439125,12.60164439155,12.6016443916,12.6016443916,12.60164439155,12.60164439165,12.60164439165,12.60164439165,12.38652507605,11.127430644109,10.953820155299,12.601644391299,12.601644391299,12.601644391399,12.601644391479,12.601644391479,11.490623909059,11.117062920099,8.750284996999,8.834351351149,9.422774273149,9.00372458544,12.60164439144,12.38439744864,12.6016443911,12.6016443911,12.6016443908,12.60164439114,12.60164439114,12.12208946382,11.72821742802,12.60164439108,12.60164439108,12.60164439102,12.60164439108,12.60164439102,12.60164439102,12.60164439114,12.60164439114
