"accepted_species","sorted"
"t1",-2.21871685835043
"t22",-0.635302289489832
"t48",-0.551848141366939
"t49",-0.477751909674936
"t15",NA
"t16",0.317313434648171
"t12",0.528973414334609
"t44",-0.799492248796956
"t52",-0.320564385028227
"t64",-0.292427478315836
"t65",-0.0203375044897772
"t9",0.247066293451143
"t19",0.427547151262419
"t20",-0.275181794036884
"t68",-0.555435289011954
"t90",-0.165389195252963
"t91",-0.352793644276279
"t84",0.0348541962345479
"t85",0.142654914154947
"t75",NA
"t76",0.827225786028961
"t4",1.08004088068986
"t70",NA
"t71",0.0267135064661073
"t26",NA
"t29",1.06681031946268
"t97",3.0412775687548
"t98",3.16460347474264
"t96",2.68057774551336
"t7",-0.43829739894846
"t5",0.631420241233603
"t56",-0.638507902000921
"t57",-0.569237028643875
"t17",-0.364074849249348
"t45",0.979385502862369
"t54",0.0755344057310178
"t55",0.942876072942146
"t40",0.201888963881364
"t42",0.0689205133197478
"t43",0.416636843287969
"t38",-0.19076756724789
"t23",0.30962548660697
"t32",-0.920803468585037
"t33",-0.534228703348844
"t62",NA
"t63",-1.10114498252381
"t18",0.839508978481459
"t27",0.367958011037924
"t72",0.468624185133377
"t73",1.17909555660226
"t60",1.55113180907947
"t61",1.29860388574894
"t3",1.17958470701193
"t94",1.30939682374383
"t95",1.20924783711341
"t69",0.638440210964988
"t77",-0.395863883478454
"t78",0.0890240284950187
"t66",-0.58840332140829
"t67",NA
"t8",-0.189507239413786
"t99",0.264054015471292
"t100",NA
"t81",0.900371762968158
"t34",0.780812339454707
"t92",0.988310033511972
"t93",0.959007488485421
"t13",NA
"t14",-1.05155116475247
"t39",-1.30142017702852
"t41",-1.17629568061914
"t58",-1.58248313153151
"t59",-1.87529358868996
"t35",-0.598327938008325
"t36",-0.240625152374745
"t86",NA
"t87",-1.04098199460247
"t46",-1.86582183818136
"t6",-1.11156836520793
"t30",-1.79611023678929
"t31",-0.696177938714577
"t28",-1.94106479376172
"t79",-0.0321880317072285
"t80",0.68167220565565
"t47",0.78575748312204
"t21",-1.06542183270516
"t88",-0.147504987226039
"t89",-0.332928222393016
"t50",-0.538564724538659
"t51",0.534183160405911
"t37",-0.593837253645126
"t10",1.38227337559346
"t11",-0.706566609824502
"t2",-0.0225348370101055
"t24",-0.296728474848261
"t25",-1.10146134160928
"t53",NA
"t74",-1.11862016950846
"t82",-0.866776103802193
"t83",-0.895806046180123
