"","t2","t47","t118","t119","t42","t76","t77","t87","t88","t136","t137","t115","t116","t130","t131","t117","t158","t159","t142","t105","t106","t46","t147","t148","t127","t128","t138","t139","t100","t101","t51","t84","t89","t90","t45","t64","t66","t67","t56","t163","t164","t19","t40","t41","t34","t24","t25","t15","t6","t1","t3","t4","t143","t144","t156","t157","t111","t50","t38","t39","t30","t98","t99","t63","t78","t79","t18","t72","t73","t9","t7","t8","t12","t20","t28","t29","t92","t93","t65","t53","t155","t165","t166","t162","t167","t168","t71","t31","t32","t107","t108","t94","t140","t141","t69","t62","t74","t160","t161","t124","t125","t22","t23","t48","t49","t91","t151","t152","t126","t16","t17","t13","t33","t112","t120","t145","t146","t61","t52","t85","t86","t57","t58","t37","t43","t122","t129","t132","t133","t95","t123","t134","t135","t113","t114","t68","t36","t26","t21","t44","t82","t83","t75","t80","t81","t103","t104","t96","t97","t70","t14","t11","t10","t27","t59","t60","t35","t102","t121","t149","t150","t54","t55","t109","t110","t153","t154","t5"
"t2",0,6.5771033769,6.5771033771,6.5771033771,6.5771033768,5.71055809847,6.4501733756,6.5771033765,6.57710337656,6.57710337646,6.57710337646,6.5771033766,6.5771033766,6.5771033765,6.5771033765,6.348630124,6.57710337659,6.57710337659,6.57710337659,6.57710337649,6.57710337649,5.00021670322,6.5771033766,6.5771033766,6.5771033765,6.5771033765,6.5771033765,6.5771033765,6.4759262046,6.5771033766,6.0042772602,5.9697472076,6.5771033773,6.5771033773,5.157798984,6.57710337737,6.57710337771,6.38983291411,6.35556529077,6.57710337765,6.57710337765,3.99209909073,5.08115058223,6.19978130193,5.40533919793,5.5946842578,4.2999248419,4.2254976951,2.6587875206,0.91706752648,2.10116403858,2.92260431222,7.24176693219,7.24176693219,7.24176693222,7.24176693222,7.24176693212,7.24176693202,6.08472261826,5.71765349376,5.17533945382,7.24176693292,7.24176693292,7.24176693332,6.50421303082,7.13365228812,4.87534249042,7.24176693212,7.24176693212,3.55725476672,3.21089384022,5.78236569622,4.33563783843,4.83525866063,5.21222818763,6.11093744963,7.24176693213,7.24176693213,7.24176693193,7.24176693243,7.24176693175,7.24176693175,7.24176693175,7.24176693175,7.241766931843,7.241766931843,7.24176693153,7.24176693223,6.42935066124,7.241766932,7.241766932,7.241766932,7.241766932,7.241766932,7.24176693194,6.14189645904,6.62441282684,7.24176693196,7.24176693196,7.24176693233,7.24176693233,5.26457380155,5.12125488155,5.9842564992,5.8946772595,7.24176693175,7.24176693175,7.24176693175,7.24176693175,5.51080464715,4.33092118333,4.00858935079,5.25868720769,7.24176693194,7.24176693194,7.24176693194,7.24176693194,6.16725293804,7.24176693164,7.24176693194,6.41284149758,7.24176693159,7.24176693159,5.93888764324,5.57360794583,7.24176693201,7.24176693201,7.2417669320214,7.2417669320214,7.24176693191,7.24176693191,7.2417669319,7.2417669319,7.24176693194,7.24176693194,6.24500925004,5.85089002149,5.64062852179,4.94548662739,5.622415243312,7.241766931462,7.241766931462,6.493663801622,7.241766931822,7.241766931822,7.241766931722,6.955348337222,7.241766931822,6.867145819722,7.241766931922,5.16507591489,3.69169620029,3.65967222357,5.47659915622,7.07230477542,7.10362081942,6.30968892732,7.24176693262,7.24176693262,7.24176693262,7.24176693262,7.24176693282,6.12005234592,7.24176693302,7.17366445362,7.241766933,7.241766933,2.26993594582
"t47",6.5771033769,0,3.1682653322,3.1682653322,5.2007080399,4.33416276157,5.0737780387,5.2007080396,5.20070803966,5.20070803956,5.20070803956,5.2007080397,5.2007080397,5.2007080396,5.2007080396,4.9722347871,5.20070803969,5.20070803969,5.20070803969,5.20070803959,5.20070803959,3.62382136632,7.2163940217,7.2163940217,7.2163940216,7.2163940216,7.2163940216,7.2163940216,7.1152168497,7.2163940217,10.6458826373,10.6113525847,11.2187087544,11.2187087544,9.7994043611,11.21870875447,11.21870875481,11.03143829121,10.99717066787,11.21870875475,11.21870875475,8.63370446783,9.72275595933,10.84138667903,10.04694457503,10.2362896349,8.941530219,8.8671030722,7.3003928977,6.45930915178,7.64340566388,8.46484593752,12.78400855749,12.78400855749,12.78400855752,12.78400855752,12.78400855742,12.78400855732,11.62696424356,11.25989511906,10.71758107912,12.78400855822,12.78400855822,12.78400855862,12.04645465612,12.67589391342,10.41758411572,12.78400855742,12.78400855742,9.09949639202,8.75313546552,11.32460732152,9.87787946373,10.37750028593,10.75446981293,11.65317907493,12.78400855743,12.78400855743,12.78400855723,12.78400855773,12.78400855705,12.78400855705,12.78400855705,12.78400855705,12.784008557143,12.784008557143,12.78400855683,12.78400855753,11.97159228654,12.7840085573,12.7840085573,12.7840085573,12.7840085573,12.7840085573,12.78400855724,11.68413808434,12.16665445214,12.78400855726,12.78400855726,12.78400855763,12.78400855763,10.80681542685,10.66349650685,11.5264981245,11.4369188848,12.78400855705,12.78400855705,12.78400855705,12.78400855705,11.05304627245,9.87316280863,9.55083097609,10.80092883299,12.78400855724,12.78400855724,12.78400855724,12.78400855724,11.70949456334,12.78400855694,12.78400855724,11.95508312288,12.78400855689,12.78400855689,11.48112926854,11.11584957113,12.78400855731,12.78400855731,12.7840085573214,12.7840085573214,12.78400855721,12.78400855721,12.7840085572,12.7840085572,12.78400855724,12.78400855724,11.78725087534,11.39313164679,11.18287014709,10.48772825269,11.164656868612,12.784008556762,12.784008556762,12.035905426922,12.784008557122,12.784008557122,12.784008557022,12.497589962522,12.784008557122,12.409387445022,12.784008557222,10.70731754019,9.23393782559,9.20191384887,11.01884078152,12.61454640072,12.64586244472,11.85193055262,12.78400855792,12.78400855792,12.78400855792,12.78400855792,12.78400855812,11.66229397122,12.78400855832,12.71590607892,12.7840085583,12.7840085583,7.81217757112
"t118",6.5771033771,3.1682653322,0,0.5999757984,5.2007080401,4.33416276177,5.0737780389,5.2007080398,5.20070803986,5.20070803976,5.20070803976,5.2007080399,5.2007080399,5.2007080398,5.2007080398,4.9722347873,5.20070803989,5.20070803989,5.20070803989,5.20070803979,5.20070803979,3.62382136652,7.2163940219,7.2163940219,7.2163940218,7.2163940218,7.2163940218,7.2163940218,7.1152168499,7.2163940219,10.6458826375,10.6113525849,11.2187087546,11.2187087546,9.7994043613,11.21870875467,11.21870875501,11.03143829141,10.99717066807,11.21870875495,11.21870875495,8.63370446803,9.72275595953,10.84138667923,10.04694457523,10.2362896351,8.9415302192,8.8671030724,7.3003928979,6.45930915198,7.64340566408,8.46484593772,12.78400855769,12.78400855769,12.78400855772,12.78400855772,12.78400855762,12.78400855752,11.62696424376,11.25989511926,10.71758107932,12.78400855842,12.78400855842,12.78400855882,12.04645465632,12.67589391362,10.41758411592,12.78400855762,12.78400855762,9.09949639222,8.75313546572,11.32460732172,9.87787946393,10.37750028613,10.75446981313,11.65317907513,12.78400855763,12.78400855763,12.78400855743,12.78400855793,12.78400855725,12.78400855725,12.78400855725,12.78400855725,12.784008557343,12.784008557343,12.78400855703,12.78400855773,11.97159228674,12.7840085575,12.7840085575,12.7840085575,12.7840085575,12.7840085575,12.78400855744,11.68413808454,12.16665445234,12.78400855746,12.78400855746,12.78400855783,12.78400855783,10.80681542705,10.66349650705,11.5264981247,11.436918885,12.78400855725,12.78400855725,12.78400855725,12.78400855725,11.05304627265,9.87316280883,9.55083097629,10.80092883319,12.78400855744,12.78400855744,12.78400855744,12.78400855744,11.70949456354,12.78400855714,12.78400855744,11.95508312308,12.78400855709,12.78400855709,11.48112926874,11.11584957133,12.78400855751,12.78400855751,12.7840085575214,12.7840085575214,12.78400855741,12.78400855741,12.7840085574,12.7840085574,12.78400855744,12.78400855744,11.78725087554,11.39313164699,11.18287014729,10.48772825289,11.164656868812,12.784008556962,12.784008556962,12.035905427122,12.784008557322,12.784008557322,12.784008557222,12.497589962722,12.784008557322,12.409387445222,12.784008557422,10.70731754039,9.23393782579,9.20191384907,11.01884078172,12.61454640092,12.64586244492,11.85193055282,12.78400855812,12.78400855812,12.78400855812,12.78400855812,12.78400855832,11.66229397142,12.78400855852,12.71590607912,12.7840085585,12.7840085585,7.81217757132
"t119",6.5771033771,3.1682653322,0.5999757984,0,5.2007080401,4.33416276177,5.0737780389,5.2007080398,5.20070803986,5.20070803976,5.20070803976,5.2007080399,5.2007080399,5.2007080398,5.2007080398,4.9722347873,5.20070803989,5.20070803989,5.20070803989,5.20070803979,5.20070803979,3.62382136652,7.2163940219,7.2163940219,7.2163940218,7.2163940218,7.2163940218,7.2163940218,7.1152168499,7.2163940219,10.6458826375,10.6113525849,11.2187087546,11.2187087546,9.7994043613,11.21870875467,11.21870875501,11.03143829141,10.99717066807,11.21870875495,11.21870875495,8.63370446803,9.72275595953,10.84138667923,10.04694457523,10.2362896351,8.9415302192,8.8671030724,7.3003928979,6.45930915198,7.64340566408,8.46484593772,12.78400855769,12.78400855769,12.78400855772,12.78400855772,12.78400855762,12.78400855752,11.62696424376,11.25989511926,10.71758107932,12.78400855842,12.78400855842,12.78400855882,12.04645465632,12.67589391362,10.41758411592,12.78400855762,12.78400855762,9.09949639222,8.75313546572,11.32460732172,9.87787946393,10.37750028613,10.75446981313,11.65317907513,12.78400855763,12.78400855763,12.78400855743,12.78400855793,12.78400855725,12.78400855725,12.78400855725,12.78400855725,12.784008557343,12.784008557343,12.78400855703,12.78400855773,11.97159228674,12.7840085575,12.7840085575,12.7840085575,12.7840085575,12.7840085575,12.78400855744,11.68413808454,12.16665445234,12.78400855746,12.78400855746,12.78400855783,12.78400855783,10.80681542705,10.66349650705,11.5264981247,11.436918885,12.78400855725,12.78400855725,12.78400855725,12.78400855725,11.05304627265,9.87316280883,9.55083097629,10.80092883319,12.78400855744,12.78400855744,12.78400855744,12.78400855744,11.70949456354,12.78400855714,12.78400855744,11.95508312308,12.78400855709,12.78400855709,11.48112926874,11.11584957133,12.78400855751,12.78400855751,12.7840085575214,12.7840085575214,12.78400855741,12.78400855741,12.7840085574,12.7840085574,12.78400855744,12.78400855744,11.78725087554,11.39313164699,11.18287014729,10.48772825289,11.164656868812,12.784008556962,12.784008556962,12.035905427122,12.784008557322,12.784008557322,12.784008557222,12.497589962722,12.784008557322,12.409387445222,12.784008557422,10.70731754039,9.23393782579,9.20191384907,11.01884078172,12.61454640092,12.64586244492,11.85193055282,12.78400855812,12.78400855812,12.78400855812,12.78400855812,12.78400855832,11.66229397142,12.78400855852,12.71590607912,12.7840085585,12.7840085585,7.81217757132
"t42",6.5771033768,5.2007080399,5.2007080401,5.2007080401,0,2.71861619167,3.4582314688,3.5851614697,3.58516146976,3.58516146966,3.58516146966,4.03741668,4.03741668,4.0374166799,4.0374166799,3.8089434274,4.03741667999,4.03741667999,4.03741667999,4.03741667989,4.03741667989,2.46053000662,7.2163940216,7.2163940216,7.2163940215,7.2163940215,7.2163940215,7.2163940215,7.1152168496,7.2163940216,10.6458826372,10.6113525846,11.2187087543,11.2187087543,9.799404361,11.21870875437,11.21870875471,11.03143829111,10.99717066777,11.21870875465,11.21870875465,8.63370446773,9.72275595923,10.84138667893,10.04694457493,10.2362896348,8.9415302189,8.8671030721,7.3003928976,6.45930915168,7.64340566378,8.46484593742,12.78400855739,12.78400855739,12.78400855742,12.78400855742,12.78400855732,12.78400855722,11.62696424346,11.25989511896,10.71758107902,12.78400855812,12.78400855812,12.78400855852,12.04645465602,12.67589391332,10.41758411562,12.78400855732,12.78400855732,9.09949639192,8.75313546542,11.32460732142,9.87787946363,10.37750028583,10.75446981283,11.65317907483,12.78400855733,12.78400855733,12.78400855713,12.78400855763,12.78400855695,12.78400855695,12.78400855695,12.78400855695,12.784008557043,12.784008557043,12.78400855673,12.78400855743,11.97159228644,12.7840085572,12.7840085572,12.7840085572,12.7840085572,12.7840085572,12.78400855714,11.68413808424,12.16665445204,12.78400855716,12.78400855716,12.78400855753,12.78400855753,10.80681542675,10.66349650675,11.5264981244,11.4369188847,12.78400855695,12.78400855695,12.78400855695,12.78400855695,11.05304627235,9.87316280853,9.55083097599,10.80092883289,12.78400855714,12.78400855714,12.78400855714,12.78400855714,11.70949456324,12.78400855684,12.78400855714,11.95508312278,12.78400855679,12.78400855679,11.48112926844,11.11584957103,12.78400855721,12.78400855721,12.7840085572214,12.7840085572214,12.78400855711,12.78400855711,12.7840085571,12.7840085571,12.78400855714,12.78400855714,11.78725087524,11.39313164669,11.18287014699,10.48772825259,11.164656868512,12.784008556662,12.784008556662,12.035905426822,12.784008557022,12.784008557022,12.784008556922,12.497589962422,12.784008557022,12.409387444922,12.784008557122,10.70731754009,9.23393782549,9.20191384877,11.01884078142,12.61454640062,12.64586244462,11.85193055252,12.78400855782,12.78400855782,12.78400855782,12.78400855782,12.78400855802,11.66229397112,12.78400855822,12.71590607882,12.7840085582,12.7840085582,7.81217757102
"t76",5.71055809847,4.33416276157,4.33416276177,4.33416276177,2.71861619167,0,0.89685025187,1.25339198137,1.25339198143,1.25339198133,1.25339198133,3.17087140167,3.17087140167,3.17087140157,3.17087140157,2.94239814907,3.17087140166,3.17087140166,3.17087140166,3.17087140156,3.17087140156,1.59398472829,6.34984874327,6.34984874327,6.34984874317,6.34984874317,6.34984874317,6.34984874317,6.24867157127,6.34984874327,9.77933735887,9.74480730627,10.35216347597,10.35216347597,8.93285908267,10.35216347604,10.35216347638,10.16489301278,10.13062538944,10.35216347632,10.35216347632,7.7671591894,8.8562106809,9.9748414006,9.1803992966,9.36974435647,8.07498494057,8.00055779377,6.43384761927,5.59276387335,6.77686038545,7.59830065909,11.91746327906,11.91746327906,11.91746327909,11.91746327909,11.91746327899,11.91746327889,10.76041896513,10.39334984063,9.85103580069,11.91746327979,11.91746327979,11.91746328019,11.17990937769,11.80934863499,9.55103883729,11.91746327899,11.91746327899,8.23295111359,7.88659018709,10.45806204309,9.0113341853,9.5109550075,9.8879245345,10.7866337965,11.917463279,11.917463279,11.9174632788,11.9174632793,11.91746327862,11.91746327862,11.91746327862,11.91746327862,11.917463278713,11.917463278713,11.9174632784,11.9174632791,11.10504700811,11.91746327887,11.91746327887,11.91746327887,11.91746327887,11.91746327887,11.91746327881,10.81759280591,11.30010917371,11.91746327883,11.91746327883,11.9174632792,11.9174632792,9.94027014842,9.79695122842,10.65995284607,10.57037360637,11.91746327862,11.91746327862,11.91746327862,11.91746327862,10.18650099402,9.0066175302,8.68428569766,9.93438355456,11.91746327881,11.91746327881,11.91746327881,11.91746327881,10.84294928491,11.91746327851,11.91746327881,11.08853784445,11.91746327846,11.91746327846,10.61458399011,10.2493042927,11.91746327888,11.91746327888,11.9174632788914,11.9174632788914,11.91746327878,11.91746327878,11.91746327877,11.91746327877,11.91746327881,11.91746327881,10.92070559691,10.52658636836,10.31632486866,9.62118297426,10.298111590182,11.917463278332,11.917463278332,11.169360148492,11.917463278692,11.917463278692,11.917463278592,11.631044684092,11.917463278692,11.542842166592,11.917463278792,9.84077226176,8.36739254716,8.33536857044,10.15229550309,11.74800112229,11.77931716629,10.98538527419,11.91746327949,11.91746327949,11.91746327949,11.91746327949,11.91746327969,10.79574869279,11.91746327989,11.84936080049,11.91746327987,11.91746327987,6.94563229269
"t77",6.4501733756,5.0737780387,5.0737780389,5.0737780389,3.4582314688,0.89685025187,0,1.9930072585,1.99300725856,1.99300725846,1.99300725846,3.9104866788,3.9104866788,3.9104866787,3.9104866787,3.6820134262,3.91048667879,3.91048667879,3.91048667879,3.91048667869,3.91048667869,2.33360000542,7.0894640204,7.0894640204,7.0894640203,7.0894640203,7.0894640203,7.0894640203,6.9882868484,7.0894640204,10.518952636,10.4844225834,11.0917787531,11.0917787531,9.6724743598,11.09177875317,11.09177875351,10.90450828991,10.87024066657,11.09177875345,11.09177875345,8.50677446653,9.59582595803,10.71445667773,9.92001457373,10.1093596336,8.8146002177,8.7401730709,7.1734628964,6.33237915048,7.51647566258,8.33791593622,12.65707855619,12.65707855619,12.65707855622,12.65707855622,12.65707855612,12.65707855602,11.50003424226,11.13296511776,10.59065107782,12.65707855692,12.65707855692,12.65707855732,11.91952465482,12.54896391212,10.29065411442,12.65707855612,12.65707855612,8.97256639072,8.62620546422,11.19767732022,9.75094946243,10.25057028463,10.62753981163,11.52624907363,12.65707855613,12.65707855613,12.65707855593,12.65707855643,12.65707855575,12.65707855575,12.65707855575,12.65707855575,12.657078555843,12.657078555843,12.65707855553,12.65707855623,11.84466228524,12.657078556,12.657078556,12.657078556,12.657078556,12.657078556,12.65707855594,11.55720808304,12.03972445084,12.65707855596,12.65707855596,12.65707855633,12.65707855633,10.67988542555,10.53656650555,11.3995681232,11.3099888835,12.65707855575,12.65707855575,12.65707855575,12.65707855575,10.92611627115,9.74623280733,9.42390097479,10.67399883169,12.65707855594,12.65707855594,12.65707855594,12.65707855594,11.58256456204,12.65707855564,12.65707855594,11.82815312158,12.65707855559,12.65707855559,11.35419926724,10.98891956983,12.65707855601,12.65707855601,12.6570785560214,12.6570785560214,12.65707855591,12.65707855591,12.6570785559,12.6570785559,12.65707855594,12.65707855594,11.66032087404,11.26620164549,11.05594014579,10.36079825139,11.037726867312,12.657078555462,12.657078555462,11.908975425622,12.657078555822,12.657078555822,12.657078555722,12.370659961222,12.657078555822,12.282457443722,12.657078555922,10.58038753889,9.10700782429,9.07498384757,10.89191078022,12.48761639942,12.51893244342,11.72500055132,12.65707855662,12.65707855662,12.65707855662,12.65707855662,12.65707855682,11.53536396992,12.65707855702,12.58897607762,12.657078557,12.657078557,7.68524756982
"t87",6.5771033765,5.2007080396,5.2007080398,5.2007080398,3.5851614697,1.25339198137,1.9930072585,0,1.65742075346,1.65742075336,1.65742075336,4.0374166797,4.0374166797,4.0374166796,4.0374166796,3.8089434271,4.03741667969,4.03741667969,4.03741667969,4.03741667959,4.03741667959,2.46053000632,7.2163940213,7.2163940213,7.2163940212,7.2163940212,7.2163940212,7.2163940212,7.1152168493,7.2163940213,10.6458826369,10.6113525843,11.218708754,11.218708754,9.7994043607,11.21870875407,11.21870875441,11.03143829081,10.99717066747,11.21870875435,11.21870875435,8.63370446743,9.72275595893,10.84138667863,10.04694457463,10.2362896345,8.9415302186,8.8671030718,7.3003928973,6.45930915138,7.64340566348,8.46484593712,12.78400855709,12.78400855709,12.78400855712,12.78400855712,12.78400855702,12.78400855692,11.62696424316,11.25989511866,10.71758107872,12.78400855782,12.78400855782,12.78400855822,12.04645465572,12.67589391302,10.41758411532,12.78400855702,12.78400855702,9.09949639162,8.75313546512,11.32460732112,9.87787946333,10.37750028553,10.75446981253,11.65317907453,12.78400855703,12.78400855703,12.78400855683,12.78400855733,12.78400855665,12.78400855665,12.78400855665,12.78400855665,12.784008556743,12.784008556743,12.78400855643,12.78400855713,11.97159228614,12.7840085569,12.7840085569,12.7840085569,12.7840085569,12.7840085569,12.78400855684,11.68413808394,12.16665445174,12.78400855686,12.78400855686,12.78400855723,12.78400855723,10.80681542645,10.66349650645,11.5264981241,11.4369188844,12.78400855665,12.78400855665,12.78400855665,12.78400855665,11.05304627205,9.87316280823,9.55083097569,10.80092883259,12.78400855684,12.78400855684,12.78400855684,12.78400855684,11.70949456294,12.78400855654,12.78400855684,11.95508312248,12.78400855649,12.78400855649,11.48112926814,11.11584957073,12.78400855691,12.78400855691,12.7840085569214,12.7840085569214,12.78400855681,12.78400855681,12.7840085568,12.7840085568,12.78400855684,12.78400855684,11.78725087494,11.39313164639,11.18287014669,10.48772825229,11.164656868212,12.784008556362,12.784008556362,12.035905426522,12.784008556722,12.784008556722,12.784008556622,12.497589962122,12.784008556722,12.409387444622,12.784008556822,10.70731753979,9.23393782519,9.20191384847,11.01884078112,12.61454640032,12.64586244432,11.85193055222,12.78400855752,12.78400855752,12.78400855752,12.78400855752,12.78400855772,11.66229397082,12.78400855792,12.71590607852,12.7840085579,12.7840085579,7.81217757072
"t88",6.57710337656,5.20070803966,5.20070803986,5.20070803986,3.58516146976,1.25339198143,1.99300725856,1.65742075346,0,1.6359544509,1.6359544509,4.03741667976,4.03741667976,4.03741667966,4.03741667966,3.80894342716,4.03741667975,4.03741667975,4.03741667975,4.03741667965,4.03741667965,2.46053000638,7.21639402136,7.21639402136,7.21639402126,7.21639402126,7.21639402126,7.21639402126,7.11521684936,7.21639402136,10.64588263696,10.61135258436,11.21870875406,11.21870875406,9.79940436076,11.21870875413,11.21870875447,11.03143829087,10.99717066753,11.21870875441,11.21870875441,8.63370446749,9.72275595899,10.84138667869,10.04694457469,10.23628963456,8.94153021866,8.86710307186,7.30039289736,6.45930915144,7.64340566354,8.46484593718,12.78400855715,12.78400855715,12.78400855718,12.78400855718,12.78400855708,12.78400855698,11.62696424322,11.25989511872,10.71758107878,12.78400855788,12.78400855788,12.78400855828,12.04645465578,12.67589391308,10.41758411538,12.78400855708,12.78400855708,9.09949639168,8.75313546518,11.32460732118,9.87787946339,10.37750028559,10.75446981259,11.65317907459,12.78400855709,12.78400855709,12.78400855689,12.78400855739,12.78400855671,12.78400855671,12.78400855671,12.78400855671,12.784008556803,12.784008556803,12.78400855649,12.78400855719,11.9715922862,12.78400855696,12.78400855696,12.78400855696,12.78400855696,12.78400855696,12.7840085569,11.684138084,12.1666544518,12.78400855692,12.78400855692,12.78400855729,12.78400855729,10.80681542651,10.66349650651,11.52649812416,11.43691888446,12.78400855671,12.78400855671,12.78400855671,12.78400855671,11.05304627211,9.87316280829,9.55083097575,10.80092883265,12.7840085569,12.7840085569,12.7840085569,12.7840085569,11.709494563,12.7840085566,12.7840085569,11.95508312254,12.78400855655,12.78400855655,11.4811292682,11.11584957079,12.78400855697,12.78400855697,12.7840085569814,12.7840085569814,12.78400855687,12.78400855687,12.78400855686,12.78400855686,12.7840085569,12.7840085569,11.787250875,11.39313164645,11.18287014675,10.48772825235,11.164656868272,12.784008556422,12.784008556422,12.035905426582,12.784008556782,12.784008556782,12.784008556682,12.497589962182,12.784008556782,12.409387444682,12.784008556882,10.70731753985,9.23393782525,9.20191384853,11.01884078118,12.61454640038,12.64586244438,11.85193055228,12.78400855758,12.78400855758,12.78400855758,12.78400855758,12.78400855778,11.66229397088,12.78400855798,12.71590607858,12.78400855796,12.78400855796,7.81217757078
"t136",6.57710337646,5.20070803956,5.20070803976,5.20070803976,3.58516146966,1.25339198133,1.99300725846,1.65742075336,1.6359544509,0,0.381685262,4.03741667966,4.03741667966,4.03741667956,4.03741667956,3.80894342706,4.03741667965,4.03741667965,4.03741667965,4.03741667955,4.03741667955,2.46053000628,7.21639402126,7.21639402126,7.21639402116,7.21639402116,7.21639402116,7.21639402116,7.11521684926,7.21639402126,10.64588263686,10.61135258426,11.21870875396,11.21870875396,9.79940436066,11.21870875403,11.21870875437,11.03143829077,10.99717066743,11.21870875431,11.21870875431,8.63370446739,9.72275595889,10.84138667859,10.04694457459,10.23628963446,8.94153021856,8.86710307176,7.30039289726,6.45930915134,7.64340566344,8.46484593708,12.78400855705,12.78400855705,12.78400855708,12.78400855708,12.78400855698,12.78400855688,11.62696424312,11.25989511862,10.71758107868,12.78400855778,12.78400855778,12.78400855818,12.04645465568,12.67589391298,10.41758411528,12.78400855698,12.78400855698,9.09949639158,8.75313546508,11.32460732108,9.87787946329,10.37750028549,10.75446981249,11.65317907449,12.78400855699,12.78400855699,12.78400855679,12.78400855729,12.78400855661,12.78400855661,12.78400855661,12.78400855661,12.784008556703,12.784008556703,12.78400855639,12.78400855709,11.9715922861,12.78400855686,12.78400855686,12.78400855686,12.78400855686,12.78400855686,12.7840085568,11.6841380839,12.1666544517,12.78400855682,12.78400855682,12.78400855719,12.78400855719,10.80681542641,10.66349650641,11.52649812406,11.43691888436,12.78400855661,12.78400855661,12.78400855661,12.78400855661,11.05304627201,9.87316280819,9.55083097565,10.80092883255,12.7840085568,12.7840085568,12.7840085568,12.7840085568,11.7094945629,12.7840085565,12.7840085568,11.95508312244,12.78400855645,12.78400855645,11.4811292681,11.11584957069,12.78400855687,12.78400855687,12.7840085568814,12.7840085568814,12.78400855677,12.78400855677,12.78400855676,12.78400855676,12.7840085568,12.7840085568,11.7872508749,11.39313164635,11.18287014665,10.48772825225,11.164656868172,12.784008556322,12.784008556322,12.035905426482,12.784008556682,12.784008556682,12.784008556582,12.497589962082,12.784008556682,12.409387444582,12.784008556782,10.70731753975,9.23393782515,9.20191384843,11.01884078108,12.61454640028,12.64586244428,11.85193055218,12.78400855748,12.78400855748,12.78400855748,12.78400855748,12.78400855768,11.66229397078,12.78400855788,12.71590607848,12.78400855786,12.78400855786,7.81217757068
