"","t1","t9","t10","t26","t39","t40","t38","t37","t35","t120","t121","t137","t138","t126","t127","t125","t21","t17","t27","t132","t141","t142","t124","t123","t74","t12","t11","t153","t154","t45","t22","t52","t118","t119","t111","t112","t72","t73","t85","t135","t136","t47","t57","t58","t102","t103","t56","t116","t117","t64","t65","t23","t145","t146","t93","t46","t151","t152","t149","t150","t147","t148","t83","t54","t55","t75","t76","t48","t49","t18","t19","t16","t62","t63","t71","t98","t99","t31","t43","t44","t28","t29","t50","t51","t94","t95","t25","t20","t41","t42","t13","t15","t32","t59","t143","t144","t79","t60","t130","t131","t115","t106","t107","t81","t80","t92","t139","t140","t86","t87","t88","t53","t108","t109","t110","t133","t134","t84","t68","t24","t155","t156","t122","t104","t105","t61","t128","t129","t91","t66","t67","t77","t78","t69","t70","t157","t158","t101","t33","t34","t96","t97","t82","t36","t89","t90","t100","t113","t114","t30","t14","t2","t7","t8","t6","t5","t3","t4"
"t1",0,4.3589609365,5.1829739767,8.83646897009,9.48598631969,8.91258603659,9.14047134485,10.16853179129,8.40747753552,10.16853179118,10.16853179118,10.16853179118,10.16853179118,10.168531791207,10.168531791207,10.16853179119,10.16853179149,9.81963933069,8.53350505969,10.16853179192,10.16853179192,10.16853179192,10.16853179191,10.16853179189,10.16853179189,10.16853179119,6.3947333468,10.1685317925,10.1685317925,10.1685317923,7.802120346861,9.5304768595,10.1685317914,10.1685317914,10.16853179138,10.16853179138,10.168531791453,10.168531791453,9.750208127153,10.168531791453,10.168531791453,10.1685317916,9.9302122518,9.1977098438,10.16853179149,10.16853179149,10.16853179109,10.16853179169,10.16853179169,10.16853179139,10.16853179139,7.84920118442,10.16853179154,10.16853179154,10.1685317915,10.16853179174,10.1685317914,10.1685317914,10.16853179139,10.15708904037,10.1685317914,10.1685317914,10.16853179144,10.16853179125,9.74276211985,10.1685317914,9.8502513839,9.443666837,9.1188637098,7.94366936577,10.16853179167,7.9813691028,10.16853179119,10.16853179119,9.63711383929,10.16853179179,10.16853179179,10.16853179139,9.75472282039,8.78278386512,9.29107498059,10.16853179159,9.31132484239,9.42459783719,10.16853179109,10.16853179109,8.45499922909,8.4868112838,10.1143896122,8.75225548583,7.037642055,10.168531791238,8.622357844518,9.597051626918,10.168531791678,10.168531791678,10.168531791678,10.168531791678,10.168531791718,10.168531791718,10.168531791718,10.168531791718,10.168531791718,10.168531791718,9.601203920528,10.168531791718,10.168531791718,10.168531791718,9.578815037278,10.168531791408,10.168531791408,9.547545210818,10.168531791718,10.168531791718,10.168531791718,10.168531791818,10.168531791818,10.168531791818,10.168531791818,8.563742697098,10.16853179154,10.16853179154,10.118720813743,10.168531791543,10.168531791543,10.168531791543,10.168531791543,10.168531791543,10.168531791543,9.341922988333,10.168531791643,10.168531791643,9.764161486343,10.168531791643,10.168531791643,10.168531791596,10.168531791596,9.828630437073,10.168531792113,8.735008631913,10.168531791598,10.168531791598,10.168531791598,9.029177751098,10.168531791298,9.815091498598,10.168531792098,10.168531791998,10.099582790098,8.112166949908,7.3720904646,3.5170823669,2.53770352845,3.39433953309,2.70431047252,3.5941900322,2.4926312578,3.1370435524
"t9",4.3589609365,0,3.2329218482,6.88641684159,7.53593419119,6.96253390809,7.19041921635,8.21847966279,6.45742540702,8.21847966268,8.21847966268,8.21847966268,8.21847966268,8.218479662707,8.218479662707,8.21847966269,8.21847966299,7.86958720219,6.58345293119,8.21847966342,8.21847966342,8.21847966342,8.21847966341,8.21847966339,8.21847966339,8.21847966269,4.4446812183,8.218479664,8.218479664,8.2184796638,5.852068218361,7.580424731,8.2184796629,8.2184796629,8.21847966288,8.21847966288,8.218479662953,8.218479662953,7.800155998653,8.218479662953,8.218479662953,8.2184796631,7.9801601233,7.2476577153,8.21847966299,8.21847966299,8.21847966259,8.21847966319,8.21847966319,8.21847966289,8.21847966289,5.89914905592,8.21847966304,8.21847966304,8.218479663,8.21847966324,8.2184796629,8.2184796629,8.21847966289,8.20703691187,8.2184796629,8.2184796629,8.21847966294,8.21847966275,7.79270999135,8.2184796629,7.9001992554,7.4936147085,7.1688115813,5.99361723727,8.21847966317,6.0313169743,8.21847966269,8.21847966269,7.68706171079,8.21847966329,8.21847966329,8.21847966289,7.80467069189,6.83273173662,7.34102285209,8.21847966309,7.36127271389,7.47454570869,8.21847966259,8.21847966259,6.50494710059,6.5367591553,8.1643374837,6.80220335733,5.0875899265,8.218479662738,6.672305716018,7.646999498418,8.218479663178,8.218479663178,8.218479663178,8.218479663178,8.218479663218,8.218479663218,8.218479663218,8.218479663218,8.218479663218,8.218479663218,7.651151792028,8.218479663218,8.218479663218,8.218479663218,7.628762908778,8.218479662908,8.218479662908,7.597493082318,8.218479663218,8.218479663218,8.218479663218,8.218479663318,8.218479663318,8.218479663318,8.218479663318,6.613690568598,8.21847966304,8.21847966304,8.168668685243,8.218479663043,8.218479663043,8.218479663043,8.218479663043,8.218479663043,8.218479663043,7.391870859833,8.218479663143,8.218479663143,7.814109357843,8.218479663143,8.218479663143,8.218479663096,8.218479663096,7.878578308573,8.218479663613,6.784956503413,8.218479663098,8.218479663098,8.218479663098,7.079125622598,8.218479662798,7.865039370098,8.218479663598,8.218479663498,8.149530661598,6.162114821408,5.4220383361,4.2402801904,3.26090135195,4.11753735659,3.42750829602,4.3173878557,3.2158290813,3.8602413759
"t10",5.1829739767,3.2329218482,0,3.92356008779,4.57307743739,3.99967715429,4.22756246255,5.25562290899,3.49456865322,5.25562290888,5.25562290888,5.25562290888,5.25562290888,5.255622908907,5.255622908907,5.25562290889,5.25562290919,4.90673044839,3.62059617739,5.25562290962,5.25562290962,5.25562290962,5.25562290961,5.25562290959,5.25562290959,5.25562290889,1.4818244645,5.2556229102,5.2556229102,5.25562291,2.889211464561,4.6175679772,5.2556229091,5.2556229091,5.25562290908,5.25562290908,5.255622909153,5.255622909153,4.837299244853,5.255622909153,5.255622909153,5.2556229093,5.0173033695,4.2848009615,5.25562290919,5.25562290919,5.25562290879,5.25562290939,5.25562290939,5.25562290909,5.25562290909,2.93629230212,5.25562290924,5.25562290924,5.2556229092,5.25562290944,5.2556229091,5.2556229091,5.25562290909,5.24418015807,5.2556229091,5.2556229091,5.25562290914,5.25562290895,4.82985323755,5.2556229091,4.9373425016,4.5307579547,4.2059548275,3.03076048347,5.25562290937,3.0684602205,5.25562290889,5.25562290889,4.72420495699,5.25562290949,5.25562290949,5.25562290909,4.84181393809,3.86987498282,4.37816609829,5.25562290929,4.39841596009,4.51168895489,5.25562290879,5.25562290879,3.54209034679,3.5739024015,5.2014807299,3.83934660353,2.1247331727,5.255622908938,3.709448962218,4.684142744618,5.255622909378,5.255622909378,5.255622909378,5.255622909378,5.255622909418,5.255622909418,5.255622909418,5.255622909418,5.255622909418,5.255622909418,4.688295038228,5.255622909418,5.255622909418,5.255622909418,4.665906154978,5.255622909108,5.255622909108,4.634636328518,5.255622909418,5.255622909418,5.255622909418,5.255622909518,5.255622909518,5.255622909518,5.255622909518,3.650833814798,5.25562290924,5.25562290924,5.205811931443,5.255622909243,5.255622909243,5.255622909243,5.255622909243,5.255622909243,5.255622909243,4.429014106033,5.255622909343,5.255622909343,4.851252604043,5.255622909343,5.255622909343,5.255622909296,5.255622909296,4.915721554773,5.255622909813,3.822099749613,5.255622909298,5.255622909298,5.255622909298,4.116268868798,5.255622908998,4.902182616298,5.255622909798,5.255622909698,5.186673907798,3.199258067608,2.4591815823,5.0642932306,4.08491439215,4.94155039679,4.25152133622,5.1414008959,4.0398421215,4.6842544161
"t26",8.83646897009,6.88641684159,3.92356008779,0,2.5782796308,2.0048793477,2.23276465596,3.2608251024,4.67689847463,6.43795273029,6.43795273029,6.43795273029,6.43795273029,6.437952730317,6.437952730317,6.4379527303,6.4379527306,6.0890602698,4.8029259988,6.43795273103,6.43795273103,6.43795273103,6.43795273102,6.437952731,6.437952731,6.4379527303,2.86037732129,7.02563576019,7.02563576019,7.02563575999,4.659224314551,6.38758082719,7.02563575909,7.02563575909,7.02563575907,7.02563575907,7.025635759143,7.025635759143,6.607312094843,7.025635759143,7.025635759143,7.02563575929,6.78731621949,6.05481381149,7.02563575918,7.02563575918,7.02563575878,7.02563575938,7.02563575938,7.02563575908,7.02563575908,4.70630515211,7.02563575923,7.02563575923,7.02563575919,7.02563575943,7.02563575909,7.02563575909,7.02563575908,7.01419300806,7.02563575909,7.02563575909,7.02563575913,7.02563575894,6.59986608754,7.02563575909,6.70735535159,6.30077080469,5.97596767749,4.80077333346,7.02563575936,4.83847307049,7.02563575888,7.02563575888,6.49421780698,7.02563575948,7.02563575948,7.02563575908,6.61182678808,5.63988783281,6.14817894828,7.02563575928,6.16842881008,6.28170180488,7.02563575878,7.02563575878,5.31210319678,5.34391525149,6.97149357989,5.60935945352,3.89474602269,7.395433623728,5.849259677008,6.823953459408,7.395433624168,7.395433624168,7.395433624168,7.395433624168,7.395433624208,7.395433624208,7.395433624208,7.395433624208,7.395433624208,7.395433624208,6.828105753018,7.395433624208,7.395433624208,7.395433624208,6.805716869768,7.395433623898,7.395433623898,6.774447043308,7.395433624208,7.395433624208,7.395433624208,7.395433624308,7.395433624308,7.395433624308,7.395433624308,5.790644529588,7.39543362403,7.39543362403,7.345622646233,7.395433624033,7.395433624033,7.395433624033,7.395433624033,7.395433624033,7.395433624033,6.568824820823,7.395433624133,7.395433624133,6.991063318833,7.395433624133,7.395433624133,7.395433624086,7.395433624086,7.055532269563,7.395433624603,5.961910464403,7.395433624088,7.395433624088,7.395433624088,6.256079583588,7.395433623788,7.041993331088,7.395433624588,7.395433624488,7.326484622588,5.339068782398,4.59899229709,8.71778822399,7.73840938554,8.59504539018,7.90501632961,8.79489588929,7.69333711489,8.33774940949
"t39",9.48598631969,7.53593419119,4.57307743739,2.5782796308,0,0.9874174307,1.27761245344,2.4291740984,5.32641582423,7.08747007989,7.08747007989,7.08747007989,7.08747007989,7.087470079917,7.087470079917,7.0874700799,7.0874700802,6.7385776194,5.4524433484,7.08747008063,7.08747008063,7.08747008063,7.08747008062,7.0874700806,7.0874700806,7.0874700799,3.50989467089,7.67515310979,7.67515310979,7.67515310959,5.308741664151,7.03709817679,7.67515310869,7.67515310869,7.67515310867,7.67515310867,7.675153108743,7.675153108743,7.256829444443,7.675153108743,7.675153108743,7.67515310889,7.43683356909,6.70433116109,7.67515310878,7.67515310878,7.67515310838,7.67515310898,7.67515310898,7.67515310868,7.67515310868,5.35582250171,7.67515310883,7.67515310883,7.67515310879,7.67515310903,7.67515310869,7.67515310869,7.67515310868,7.66371035766,7.67515310869,7.67515310869,7.67515310873,7.67515310854,7.24938343714,7.67515310869,7.35687270119,6.95028815429,6.62548502709,5.45029068306,7.67515310896,5.48799042009,7.67515310848,7.67515310848,7.14373515658,7.67515310908,7.67515310908,7.67515310868,7.26134413768,6.28940518241,6.79769629788,7.67515310888,6.81794615968,6.93121915448,7.67515310838,7.67515310838,5.96162054638,5.99343260109,7.62101092949,6.25887680312,4.54426337229,8.044950973328,6.498777026608,7.473470809008,8.044950973768,8.044950973768,8.044950973768,8.044950973768,8.044950973808,8.044950973808,8.044950973808,8.044950973808,8.044950973808,8.044950973808,7.477623102618,8.044950973808,8.044950973808,8.044950973808,7.455234219368,8.044950973498,8.044950973498,7.423964392908,8.044950973808,8.044950973808,8.044950973808,8.044950973908,8.044950973908,8.044950973908,8.044950973908,6.440161879188,8.04495097363,8.04495097363,7.995139995833,8.044950973633,8.044950973633,8.044950973633,8.044950973633,8.044950973633,8.044950973633,7.218342170423,8.044950973733,8.044950973733,7.640580668433,8.044950973733,8.044950973733,8.044950973686,8.044950973686,7.705049619163,8.044950974203,6.611427814003,8.044950973688,8.044950973688,8.044950973688,6.905596933188,8.044950973388,7.691510680688,8.044950974188,8.044950974088,7.976001972188,5.988586131998,5.24850964669,9.36730557359,8.38792673514,9.24456273978,8.55453367921,9.44441323889,8.34285446449,8.98726675909
"t40",8.91258603659,6.96253390809,3.99967715429,2.0048793477,0.9874174307,0,0.70421217034,1.8557738153,4.75301554113,6.51406979679,6.51406979679,6.51406979679,6.51406979679,6.514069796817,6.514069796817,6.5140697968,6.5140697971,6.1651773363,4.8790430653,6.51406979753,6.51406979753,6.51406979753,6.51406979752,6.5140697975,6.5140697975,6.5140697968,2.93649438779,7.10175282669,7.10175282669,7.10175282649,4.735341381051,6.46369789369,7.10175282559,7.10175282559,7.10175282557,7.10175282557,7.101752825643,7.101752825643,6.683429161343,7.101752825643,7.101752825643,7.10175282579,6.86343328599,6.13093087799,7.10175282568,7.10175282568,7.10175282528,7.10175282588,7.10175282588,7.10175282558,7.10175282558,4.78242221861,7.10175282573,7.10175282573,7.10175282569,7.10175282593,7.10175282559,7.10175282559,7.10175282558,7.09031007456,7.10175282559,7.10175282559,7.10175282563,7.10175282544,6.67598315404,7.10175282559,6.78347241809,6.37688787119,6.05208474399,4.87689039996,7.10175282586,4.91459013699,7.10175282538,7.10175282538,6.57033487348,7.10175282598,7.10175282598,7.10175282558,6.68794385458,5.71600489931,6.22429601478,7.10175282578,6.24454587658,6.35781887138,7.10175282528,7.10175282528,5.38822026328,5.42003231799,7.04761064639,5.68547652002,3.97086308919,7.471550690228,5.925376743508,6.900070525908,7.471550690668,7.471550690668,7.471550690668,7.471550690668,7.471550690708,7.471550690708,7.471550690708,7.471550690708,7.471550690708,7.471550690708,6.904222819518,7.471550690708,7.471550690708,7.471550690708,6.881833936268,7.471550690398,7.471550690398,6.850564109808,7.471550690708,7.471550690708,7.471550690708,7.471550690808,7.471550690808,7.471550690808,7.471550690808,5.866761596088,7.47155069053,7.47155069053,7.421739712733,7.471550690533,7.471550690533,7.471550690533,7.471550690533,7.471550690533,7.471550690533,6.644941887323,7.471550690633,7.471550690633,7.067180385333,7.471550690633,7.471550690633,7.471550690586,7.471550690586,7.131649336063,7.471550691103,6.038027530903,7.471550690588,7.471550690588,7.471550690588,6.332196650088,7.471550690288,7.118110397588,7.471550691088,7.471550690988,7.402601689088,5.415185848898,4.67510936359,8.79390529049,7.81452645204,8.67116245668,7.98113339611,8.87101295579,7.76945418139,8.41386647599
"t38",9.14047134485,7.19041921635,4.22756246255,2.23276465596,1.27761245344,0.70421217034,0,2.08365912356,4.98090084939,6.74195510505,6.74195510505,6.74195510505,6.74195510505,6.741955105077,6.741955105077,6.74195510506,6.74195510536,6.39306264456,5.10692837356,6.74195510579,6.74195510579,6.74195510579,6.74195510578,6.74195510576,6.74195510576,6.74195510506,3.16437969605,7.32963813495,7.32963813495,7.32963813475,4.963226689311,6.69158320195,7.32963813385,7.32963813385,7.32963813383,7.32963813383,7.329638133903,7.329638133903,6.911314469603,7.329638133903,7.329638133903,7.32963813405,7.09131859425,6.35881618625,7.32963813394,7.32963813394,7.32963813354,7.32963813414,7.32963813414,7.32963813384,7.32963813384,5.01030752687,7.32963813399,7.32963813399,7.32963813395,7.32963813419,7.32963813385,7.32963813385,7.32963813384,7.31819538282,7.32963813385,7.32963813385,7.32963813389,7.3296381337,6.9038684623,7.32963813385,7.01135772635,6.60477317945,6.27997005225,5.10477570822,7.32963813412,5.14247544525,7.32963813364,7.32963813364,6.79822018174,7.32963813424,7.32963813424,7.32963813384,6.91582916284,5.94389020757,6.45218132304,7.32963813404,6.47243118484,6.58570417964,7.32963813354,7.32963813354,5.61610557154,5.64791762625,7.27549595465,5.91336182828,4.19874839745,7.699435998488,6.153262051768,7.127955834168,7.699435998928,7.699435998928,7.699435998928,7.699435998928,7.699435998968,7.699435998968,7.699435998968,7.699435998968,7.699435998968,7.699435998968,7.132108127778,7.699435998968,7.699435998968,7.699435998968,7.109719244528,7.699435998658,7.699435998658,7.078449418068,7.699435998968,7.699435998968,7.699435998968,7.699435999068,7.699435999068,7.699435999068,7.699435999068,6.094646904348,7.69943599879,7.69943599879,7.649625020993,7.699435998793,7.699435998793,7.699435998793,7.699435998793,7.699435998793,7.699435998793,6.872827195583,7.699435998893,7.699435998893,7.295065693593,7.699435998893,7.699435998893,7.699435998846,7.699435998846,7.359534644323,7.699435999363,6.265912839163,7.699435998848,7.699435998848,7.699435998848,6.560081958348,7.699435998548,7.345995705848,7.699435999348,7.699435999248,7.630486997348,5.643071157158,4.90299467185,9.02179059875,8.0424117603,8.89904776494,8.20901870437,9.09889826405,7.99733948965,8.64175178425
"t37",10.16853179129,8.21847966279,5.25562290899,3.2608251024,2.4291740984,1.8557738153,2.08365912356,0,6.00896129583,7.77001555149,7.77001555149,7.77001555149,7.77001555149,7.770015551517,7.770015551517,7.7700155515,7.7700155518,7.421123091,6.13498882,7.77001555223,7.77001555223,7.77001555223,7.77001555222,7.7700155522,7.7700155522,7.7700155515,4.19244014249,8.35769858139,8.35769858139,8.35769858119,5.991287135751,7.71964364839,8.35769858029,8.35769858029,8.35769858027,8.35769858027,8.357698580343,8.357698580343,7.939374916043,8.357698580343,8.357698580343,8.35769858049,8.11937904069,7.38687663269,8.35769858038,8.35769858038,8.35769857998,8.35769858058,8.35769858058,8.35769858028,8.35769858028,6.03836797331,8.35769858043,8.35769858043,8.35769858039,8.35769858063,8.35769858029,8.35769858029,8.35769858028,8.34625582926,8.35769858029,8.35769858029,8.35769858033,8.35769858014,7.93192890874,8.35769858029,8.03941817279,7.63283362589,7.30803049869,6.13283615466,8.35769858056,6.17053589169,8.35769858008,8.35769858008,7.82628062818,8.35769858068,8.35769858068,8.35769858028,7.94388960928,6.97195065401,7.48024176948,8.35769858048,7.50049163128,7.61376462608,8.35769857998,8.35769857998,6.64416601798,6.67597807269,8.30355640109,6.94142227472,5.22680884389,8.727496444928,7.181322498208,8.156016280608,8.727496445368,8.727496445368,8.727496445368,8.727496445368,8.727496445408,8.727496445408,8.727496445408,8.727496445408,8.727496445408,8.727496445408,8.160168574218,8.727496445408,8.727496445408,8.727496445408,8.137779690968,8.727496445098,8.727496445098,8.106509864508,8.727496445408,8.727496445408,8.727496445408,8.727496445508,8.727496445508,8.727496445508,8.727496445508,7.122707350788,8.72749644523,8.72749644523,8.677685467433,8.727496445233,8.727496445233,8.727496445233,8.727496445233,8.727496445233,8.727496445233,7.900887642023,8.727496445333,8.727496445333,8.323126140033,8.727496445333,8.727496445333,8.727496445286,8.727496445286,8.387595090763,8.727496445803,7.293973285603,8.727496445288,8.727496445288,8.727496445288,7.588142404788,8.727496444988,8.374056152288,8.727496445788,8.727496445688,8.658547443788,6.671131603598,5.93105511829,10.04985104519,9.07047220674,9.92710821138,9.23707915081,10.12695871049,9.02539993609,9.66981223069
"t35",8.40747753552,6.45742540702,3.49456865322,4.67689847463,5.32641582423,4.75301554113,4.98090084939,6.00896129583,0,1.91451812832,1.91451812832,1.91451812832,1.91451812832,1.914518128347,1.914518128347,1.91451812833,3.11520085203,3.40328468483,3.94993582263,5.58496255486,5.58496255486,5.58496255486,5.58496255485,5.58496255483,5.58496255483,5.58496255413,2.43138588672,6.59664432562,6.59664432562,6.59664432542,4.230232879981,5.95858939262,6.59664432452,6.59664432452,6.5966443245,6.5966443245,6.596644324573,6.596644324573,6.178320660273,6.596644324573,6.596644324573,6.59664432472,6.35832478492,5.62582237692,6.59664432461,6.59664432461,6.59664432421,6.59664432481,6.59664432481,6.59664432451,6.59664432451,4.27731371754,6.59664432466,6.59664432466,6.59664432462,6.59664432486,6.59664432452,6.59664432452,6.59664432451,6.58520157349,6.59664432452,6.59664432452,6.59664432456,6.59664432437,6.17087465297,6.59664432452,6.27836391702,5.87177937012,5.54697624292,4.37178189889,6.59664432479,4.40948163592,6.59664432431,6.59664432431,6.06522637241,6.59664432491,6.59664432491,6.59664432451,6.18283535351,5.21089639824,5.71918751371,6.59664432471,5.73943737551,5.85271037031,6.59664432421,6.59664432421,4.88311176221,4.91492381692,6.54250214532,5.18036801895,3.46575458812,6.966442189158,5.420268242438,6.394962024838,6.966442189598,6.966442189598,6.966442189598,6.966442189598,6.966442189638,6.966442189638,6.966442189638,6.966442189638,6.966442189638,6.966442189638,6.399114318448,6.966442189638,6.966442189638,6.966442189638,6.376725435198,6.966442189328,6.966442189328,6.345455608738,6.966442189638,6.966442189638,6.966442189638,6.966442189738,6.966442189738,6.966442189738,6.966442189738,5.361653095018,6.96644218946,6.96644218946,6.916631211663,6.966442189463,6.966442189463,6.966442189463,6.966442189463,6.966442189463,6.966442189463,6.139833386253,6.966442189563,6.966442189563,6.562071884263,6.966442189563,6.966442189563,6.966442189516,6.966442189516,6.626540834993,6.966442190033,5.532919029833,6.966442189518,6.966442189518,6.966442189518,5.827088149018,6.966442189218,6.613001896518,6.966442190018,6.966442189918,6.897493188018,4.910077347828,4.17000086252,8.28879678942,7.30941795097,8.16605395561,7.47602489504,8.36590445472,7.26434568032,7.90875797492
"t120",10.16853179118,8.21847966268,5.25562290888,6.43795273029,7.08747007989,6.51406979679,6.74195510505,7.77001555149,1.91451812832,0,0.4617615998,0.8089682004,0.8089682004,0.956581930007,0.956581930007,0.95658192999,4.87625510769,5.16433894049,5.71099007829,7.34601681052,7.34601681052,7.34601681052,7.34601681051,7.34601681049,7.34601681049,7.34601680979,4.19244014238,8.35769858128,8.35769858128,8.35769858108,5.991287135641,7.71964364828,8.35769858018,8.35769858018,8.35769858016,8.35769858016,8.357698580233,8.357698580233,7.939374915933,8.357698580233,8.357698580233,8.35769858038,8.11937904058,7.38687663258,8.35769858027,8.35769858027,8.35769857987,8.35769858047,8.35769858047,8.35769858017,8.35769858017,6.0383679732,8.35769858032,8.35769858032,8.35769858028,8.35769858052,8.35769858018,8.35769858018,8.35769858017,8.34625582915,8.35769858018,8.35769858018,8.35769858022,8.35769858003,7.93192890863,8.35769858018,8.03941817268,7.63283362578,7.30803049858,6.13283615455,8.35769858045,6.17053589158,8.35769857997,8.35769857997,7.82628062807,8.35769858057,8.35769858057,8.35769858017,7.94388960917,6.9719506539,7.48024176937,8.35769858037,7.50049163117,7.61376462597,8.35769857987,8.35769857987,6.64416601787,6.67597807258,8.30355640098,6.94142227461,5.22680884378,8.727496444818,7.181322498098,8.156016280498,8.727496445258,8.727496445258,8.727496445258,8.727496445258,8.727496445298,8.727496445298,8.727496445298,8.727496445298,8.727496445298,8.727496445298,8.160168574108,8.727496445298,8.727496445298,8.727496445298,8.137779690858,8.727496444988,8.727496444988,8.106509864398,8.727496445298,8.727496445298,8.727496445298,8.727496445398,8.727496445398,8.727496445398,8.727496445398,7.122707350678,8.72749644512,8.72749644512,8.677685467323,8.727496445123,8.727496445123,8.727496445123,8.727496445123,8.727496445123,8.727496445123,7.900887641913,8.727496445223,8.727496445223,8.323126139923,8.727496445223,8.727496445223,8.727496445176,8.727496445176,8.387595090653,8.727496445693,7.293973285493,8.727496445178,8.727496445178,8.727496445178,7.588142404678,8.727496444878,8.374056152178,8.727496445678,8.727496445578,8.658547443678,6.671131603488,5.93105511818,10.04985104508,9.07047220663,9.92710821127,9.2370791507,10.12695871038,9.02539993598,9.66981223058
