,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t5,4.891403,8.197957,9.492787,4.7097025,4.6717153,5.8469105,2.835928,3.8606622,3.714914,4.7187376,6.376558,6.2566466,6.6867514,7.36474,5.849219
t55,11.961981,0.7253658,7.240319,4.3461685,3.9417849,0.111764334,1.6694167,-0.051408906,5.4553537,3.4497528,-2.6497874,5.3833404,7.379783,4.224153,1.3837025
t88,11.993903,0.8504877,7.348641,4.4881516,3.7969577,0.06662,1.6907073,-0.16853483,5.3182397,3.3298314,-2.5430079,5.4124556,7.470841,4.3564963,1.4197056
t89,11.958286,0.7991048,7.331875,4.397876,3.8622553,0.11356654,1.7564658,-0.17153944,5.3838296,3.391411,-2.5743964,5.4117255,7.487429,4.291135,1.41805
t92,12.060155,0.82850134,7.1875796,4.277982,3.9213648,0.022896055,1.7790681,-0.24165754,5.5010915,3.49689,-2.5358386,5.308344,7.3965564,4.288476,1.4902195
t93,11.967732,0.7771697,7.267333,4.289978,3.9285734,0.109515786,1.7781897,-0.17136823,5.470958,3.465284,-2.6076448,5.372088,7.4512677,4.2452693,1.4258608
t152,12.038576,0.8143636,7.1487045,4.2924476,3.9174054,0.027270662,1.7066913,-0.17995813,5.503953,3.49422,-2.6345463,5.293566,7.338692,4.256484,1.435684
t153,11.988303,0.77291214,7.2412057,4.284906,3.9241247,0.09425064,1.7657256,-0.18055168,5.4860377,3.4729328,-2.579125,5.357175,7.4369073,4.239474,1.4312892
t49,12.043891,0.8097196,7.294477,4.3772106,3.91571,0.054217644,1.7810445,-0.18802066,5.4320416,3.4418252,-2.4318504,5.3843546,7.45141,4.345283,1.5111376
t64,12.038629,0.8170005,7.358736,4.3252044,3.9173663,0.06289412,1.8781744,-0.26510057,5.426853,3.4457471,-2.3864057,5.3999634,7.5417295,4.363016,1.5271096
t65,12.082875,0.90666133,7.1283097,4.363661,3.8323128,-0.026191974,1.6381127,-0.2346217,5.463784,3.4669344,-2.6811798,5.2374973,7.306448,4.267978,1.4611046
t111,12.008077,0.90363413,7.7729855,4.5671277,3.8059378,0.06979745,1.9931341,-0.3101361,5.202334,3.2580876,-2.1975634,5.5543303,7.9206386,4.5743747,1.4864135
t132,11.963202,0.8468881,7.6900525,4.5750127,3.771124,0.11982171,2.0066485,-0.32348406,5.175364,3.2132792,-2.2313976,5.60238,7.835128,4.572472,1.4738729
t133,12.00042,0.86574334,7.7316275,4.560918,3.7679317,0.09344551,1.9844971,-0.34429538,5.1766343,3.2278275,-2.1906147,5.5830216,7.878372,4.544161,1.517102
t74,12.1257515,0.9317172,7.8657,4.645906,3.664936,0.012808097,1.913581,-0.42033184,5.0418315,3.1428645,-2.0484314,5.5763655,8.00612,4.543875,1.6099176
t125,12.048298,0.8829793,7.862883,4.633885,3.742897,0.09837632,1.9757091,-0.3242069,5.125008,3.1725004,-2.1319764,5.6237326,7.9653244,4.5185065,1.6068541
t126,12.080862,0.91074896,7.865533,4.6350703,3.674459,0.03508833,1.9707963,-0.4230017,5.063325,3.1523302,-2.0625749,5.6045475,8.003481,4.572644,1.5819099
