"accepted_species","trait_BM_trend_scaled"
"t5",1
"t55",0
"t88",1
"t89",0
"t92",0
"t93",0
"t152",0
"t153",0
"t49",1
"t64",1
"t65",1
"t111",0
"t132",0
"t133",0
"t74",NA
"t125",0
"t126",0
"t75",1
"t99",NA
"t100",1
"t22",1
"t23",NA
"t154",1
"t155",1
"t48",1
"t69",1
"t90",0
"t124",0
"t140",1
"t141",0
"t119",0
"t76",1
"t36",1
"t81",1
"t148",1
"t149",1
"t9",NA
"t20",0
"t21",1
"t134",0
"t135",0
"t129",0
"t60",NA
"t61",0
"t51",NA
"t116",1
"t146",1
"t147",1
"t105",0
"t106",1
"t97",NA
"t98",0
"t109",0
"t110",0
"t56",NA
"t107",1
"t108",0
"t67",1
"t95",1
"t96",1
"t127",1
"t128",1
"t130",1
"t131",1
"t57",NA
"t66",1
"t144",1
"t145",1
"t37",1
"t27",1
"t39",1
"t112",NA
"t113",1
"t85",1
"t101",1
"t102",1
"t70",1
"t71",1
"t72",1
"t38",1
"t4",1
"t35",1
"t58",0
"t59",0
"t10",1
"t77",NA
"t78",1
"t118",1
"t120",1
"t121",1
"t86",NA
"t87",1
"t136",1
"t137",1
"t68",1
"t16",1
"t17",1
"t11",1
"t91",1
"t150",1
"t151",1
"t73",1
"t24",1
"t103",1
"t104",0
"t94",1
"t117",NA
"t142",1
"t143",1
"t2",1
"t7",1
"t52",1
"t83",1
"t84",1
"t50",1
"t25",1
"t15",1
"t114",1
"t115",1
"t30",1
"t47",1
"t82",1
"t122",1
"t123",1
"t26",1
"t33",1
"t34",1
"t14",1
"t41",1
"t42",1
"t18",1
"t19",1
"t62",1
"t63",1
"t28",1
"t53",0
"t54",0
"t79",NA
"t80",1
"t138",1
"t139",0
"t40",0
"t45",1
"t46",NA
"t43",1
"t44",0
"t8",1
"t1",1
"t12",1
"t13",NA
"t31",1
"t32",1
"t29",1
"t6",1
"t3",1
