,lambda,kappa,Ev Model,corHMM,picante,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
0,0.679723236477003,0.373075367650017,SYM,0.2096619193012414,0.21054063937947473,0.2574074074074074,0.21679579535843727,0.2605437892026891,0.19377329399936594,0.26145723400888,0.2619913027691932,0.21591533683676234,0.23111341629382326,0.23738352057385176,0.20416318991739887,0.22062647366373275
1,0.932076094904914,0.476183333201334,ARD,0.00406641224193832,1.5082324108859155e-05,0.08888888888888889,0.007736288421447178,0.002788617011787192,0.011437651931638463,0.047075457674478294,0.021611597531878295,0.006244650683899901,0.004332854315843808,0.034885613593876805,0.019144845904386743,0.008477688263200165
2,0.874251067172736,0.354039853205904,ARD,0.21355733088373913,0.23066895105663363,0.27481674151126667,0.23500026539096872,0.24694956828195186,0.2419838559690058,0.22259646725473173,0.2577840879900034,0.2728625015553908,0.250059837811077,0.19634341790928542,0.18886413453664425,0.20901735706455757
3,0.716029567644,0.671306958654895,ARD,0.19326942300271754,0.23426251631190778,0.2506172839506173,0.2556525212440635,0.24706801728699,0.22967073407242206,0.2730118223071614,0.2449303395830625,0.16889635545305084,0.27459737432345055,0.20905932373375427,0.24156979686922259,0.20139849805999158
4,0.689346042228863,0.738661099458113,ARD,0.16486599942589694,0.1788996571666257,0.17600000000023408,0.17428969426680116,0.17508567422197915,0.19242916685558337,0.18006186267803503,0.17116610868439194,0.22536460912084616,0.11049731507274599,0.21703353751476206,0.17975243657684922,0.19533180217028923
5,0.599194515496492,0.636029576417059,ARD,0.22852252522471436,0.22143614051017954,0.2690945193875178,0.2385647992181681,0.23786198399877206,0.2068241721699236,0.23526807852926832,0.19088499400514844,0.20020491633326407,0.21084316632497915,0.2098106970064256,0.22904727208972955,0.2183460487935512
6,0.487546782474965,0.487199063878506,SYM,0.1198301939528724,0.13735225179721275,0.0912582814154944,0.13733395472337534,0.14775194396609975,0.14823658113973076,0.11538526393150943,0.0887498963647566,0.10043377850832116,0.11882736721405522,0.23291391096448422,0.10374595318488615,0.0651304596219754
7,0.62820504582487,0.91853723837994,SYM,0.06078644492103512,0.13933924548749743,0.10098765432098766,0.001973396929843105,0.0019656963435634557,0.0019782156853066146,0.0019812987739311694,0.002150305337599588,0.0019621505065305278,0.0019560928439463676,0.0020204901747117657,0.0020562793554508734,0.0020212802694143744
8,0.473582398612052,0.912659163121134,SYM,0.16899247318717028,0.26940239693171386,0.15463249849932265,0.14980252046211348,0.16214511183380498,0.1539826865550394,0.15628333272723388,0.15737635663653654,0.18549129220341973,0.1836739971303447,0.1620453427941781,0.15410204270936495,0.22659115298207017
9,0.357866066042334,0.790863311616704,SYM,0.0916237750602114,0.08632359100339886,0.09074074074074075,0.09190365074635781,0.09187384391445536,0.09193744650626531,0.09203213190647383,0.09199901353887714,0.09195581846165561,0.09081880559682227,0.09223959647003802,0.09280601820283077,0.09291145223664864
10,0.115040743723512,0.361590256448835,SYM,0.0018119627509188782,2.153945188972531e-06,0.0013333333333333372,0.008943064148985927,0.005184358365665287,0.022729999817918296,0.011247412177688886,0.01647556316215181,0.0057091954096688885,0.07118376096480179,0.1698190504780874,0.004067674642756612,0.0016045679577857696
11,0.153133203042671,0.399756976170465,SYM,0.2892483921039724,0.27129308471904123,0.3155767389434584,0.3111169160878421,0.26928106339465363,0.29522419384969234,0.31515871517757366,0.30577682359755937,0.29870074315823547,0.26194900327466936,0.37977499309614543,0.31394198849310856,0.4490044238545406
12,0.0269637804012746,0.0281450734473765,ER,0.26683352655837306,0.26936271916952037,0.2321111111111111,0.26164133887886065,0.2548743235503377,0.2988199178650372,0.24423994846635377,0.2347315649840181,0.23735882456886487,0.27614748858168425,0.284745483467009,0.1983799852288736,0.2640945650767085
13,0.802689752308652,0.114347623893991,ARD,0.23217943221232304,0.22854047738046823,0.28686419753086423,0.16393312299037807,0.1908613853205711,0.20204299755627142,0.1788997291531397,0.1968643417182328,0.26318019319643116,0.1739497927652613,0.34024264091260725,0.15643367106390554,0.1842551485693413
14,0.137260468443856,0.938455149764195,ARD,0.01529345895069525,0.048624924536208536,0.006999999999999997,0.010000156987160863,0.00992721045158451,0.006994450314417209,0.009993360953979269,0.009967674957770529,0.00858890693795401,0.008697969018332809,0.020805119802417,0.008694034646436982,0.009220851384110761
15,0.827253582887352,0.0169322062283754,SYM,0.17436254430356077,0.20599775552100894,0.18296854609211682,0.19908148180964053,0.17182157944894294,0.1710202780751578,0.1874966748324921,0.1271498398698236,0.17027881755232904,0.19850227925418581,0.6185615650659344,0.2134463142198176,0.11663474600830952
