,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t6,12.022819,-2.3756568,11.425897,18.558397,32.75082,18.894917,-5.6529236,24.836916,-1.7070411,23.14597,10.633673,16.40995,12.949428,-4.563509,37.445724,-2.3588011
t25,17.654617,-3.431033,15.427872,28.87137,43.263996,23.174126,-8.130935,33.961758,-2.4287674,33.771732,17.529238,22.024574,15.54687,-5.846197,50.057175,-2.770648
t26,13.732065,-2.6356256,12.587877,21.816935,35.159374,19.614414,-6.299878,27.17013,-1.9421774,26.956953,12.781284,17.38841,13.557183,-4.835363,41.139633,-2.4093487
t19,12.905655,-2.4263394,11.916101,20.37133,33.004047,18.546144,-5.8978057,25.321348,-1.8710816,25.381506,11.631408,16.29145,12.986655,-4.5405307,38.92631,-2.3583624
t31,12.326715,-2.5263946,14.823018,14.51822,37.715633,29.370888,-5.2338448,28.795519,-0.9751283,22.062078,14.640357,14.3272085,18.1747,-5.6231246,43.785297,-2.848605
t90,12.575959,-2.611304,15.121233,14.011946,37.25381,29.095556,-5.368497,29.109753,-1.1557717,21.873575,14.972298,14.589816,18.739357,-5.7183642,44.059093,-2.7824552
t110,12.681707,-2.5986204,15.154032,13.751012,37.109943,29.192066,-5.353542,29.10476,-1.1514106,21.730597,14.904113,14.607096,18.87316,-5.748677,44.09274,-2.715076
t111,12.691716,-2.5947695,15.089395,13.8260355,37.050827,29.134584,-5.3606224,29.092604,-1.1610227,21.75173,14.971715,14.614661,18.918407,-5.7371197,44.037273,-2.7255387
t11,9.945935,-2.017865,12.485306,8.965145,31.069502,26.139427,-3.5433145,22.625362,-0.48770007,16.928295,10.893295,9.818259,14.793053,-4.6585746,36.402203,-2.216759
t23,11.374639,-2.1392848,17.386236,8.928244,30.294222,30.392632,-3.315083,20.782814,-0.32205418,16.492582,11.875928,8.876859,18.18986,-4.0435677,36.99206,-1.9185034
t86,14.349886,-2.8049746,25.338242,12.92375,31.953651,36.133945,-3.916476,21.636976,-0.61075747,18.872982,15.878357,9.945166,24.456795,-3.603597,42.20043,-1.5624446
t97,14.390933,-2.8387764,25.375841,12.98975,32.068394,36.072865,-3.938266,21.786524,-0.61453456,18.927214,15.754412,9.889996,24.638893,-3.624548,42.31607,-1.5593495
t98,14.189254,-2.829354,25.33686,13.004477,32.06859,36.038456,-3.9398243,21.599924,-0.59567994,18.760536,15.554316,9.943349,24.666052,-3.6063962,42.260967,-1.5691031
t91,14.253766,-2.7769039,25.262302,12.984926,31.979462,36.186623,-3.9272473,21.580809,-0.63559717,18.795841,15.696451,10.077822,24.555182,-3.6110253,42.279716,-1.6154928
