"accepted_species","Medicinal"
"Leichhardtia_ericoides",0
"Morinda_morindoides",1
"Ixora_solomonensis",0
"Gentianella_praecox",0
"Spermacoce_nesiotica",0
"Nostolachma_viridiflora",0
"Psychotria_maroensis",0
"Cordiera_humilis",NA
"Mandevilla_coccinea",0
"Vincetoxicum_bilobatum",NA
"Pyrostria_sambavensis",0
"Peplonia_asteria",0
"Forsteronia_umbellata",0
"Limnosipanea_palustris",0
"Ixora_harveyi",0
"Streblosa_tortilis",0
"Gentianella_fiebrigii",0
"Edrastima_uniflora",0
"Pseudaidia_speciosa",0
"Payera_madagascariensis",0
"Uncaria_cordata",1
"Richardia_tricocca",0
"Psychotria_spachiana",0
"Neanotis_longiflora",0
"Gongronemopsis_latifolia",1
"Symbolanthus_frigidus",0
"Leichhardtia_tumida",NA
"Pentacyphus_andinus",0
"Praravinia_stenophylla",0
"Arachnothryx_nebulosa",0
"Rytigynia_obscura",0
"Ceropegia_stellata",0
"Strychnos_chromatoxylon",0
"Urophyllum_brochidodromum",0
"Kutchubaea_insignis",0
"Oncinotis_gabonica",0
"Mandevilla_tricolor",0
"Ceropegia_hirsuta",1
"Psychotria_laxiflora",0
"Psychotria_schlechteriana",0
"Psychotria_letouzeyi",0
"Galium_floribundum",0
"Galium_cinereum",0
"Galium_tomentosum",1
"Coprosma_tenuifolia",0
"Ixora_patula",0
"Ixora_cumingiana",0
"Ixora_rugosirama",0
"Alyxia_scabrida",0
"Hoya_pusilliflora",0
"Hoya_obovata",0
"Hoya_imbricata",1
"Leptactina_laurentiana",0
"Hoya_lanotooensis",0
"Hoya_caudata",1
"Hedyotis_minutopuberula",0
"Hoya_imperialis",0
"Mussaenda_oreadum",NA
"Rosenbergiodendron_densiflorum",1
"Pentanisia_schweinfurthii",1
"Coffea_floresiana",0
"Aspidosperma_oblongum",1
"Mitracarpus_aristatus",0
"Macrocarpaea_lucubrans",0
"Palicourea_pustulata",0
"Palicourea_obtusata",0
"Fagraea_rarissima",0
"Fadogia_andersonii",0
"Canthium_lasianthoides",NA
"Matelea_vargasii",0
"Hoffmannia_limonensis",0
"Spermacoce_oligantha",0
"Gonolobus_manarae",NA
"Dischidia_sarasinorum",0
"Malanea_revolutifolia",0
"Timonius_gracilipes",0
"Morinda_coreia",1
"Wrightia_demartiniana",1
"Lasianthus_montanus",0
"Lasianthus_macrobracteatus",0
"Geniostoma_rapense",0
"Tromotriche_pedunculata",0
"Carapichea_lucida",0
"Alstonia_boonei",1
"Halenia_herzogii",0
"Elaeagia_pastoensis",0
"Wendlandia_budleioides",NA
"Anodendron_pauciflorum",0
"Carruthersia_latifolia",0
"Gentianella_stellata",0
"Tricalysia_schliebenii",NA
"Xysmalobium_stockenstromense",0
"Posoqueria_platysiphonia",0
"Ophiorrhiza_japonica",1
"Coffea_fotsoana",0
"Oldenlandia_thomsonii",NA
"Raphionacme_grandiflora",0
"Gentiana_elwesii",0
"Gentiana_muscicola",0
"Gentiana_davidi",NA
