,phylopars_picante,phylopars_phylnn_fill_means,phylopars_linear_eigenvecs,phylopars_linear_umap,phylopars_linear_autoencoded,phylopars_xgb_eigenvecs,phylopars_xgb_umap,phylopars_xgb_autoencoded,picante_phylnn_fill_means,picante_linear_eigenvecs,picante_linear_umap,picante_linear_autoencoded,picante_xgb_eigenvecs,picante_xgb_umap,picante_xgb_autoencoded,phylnn_fill_means_linear_eigenvecs,phylnn_fill_means_linear_umap,phylnn_fill_means_linear_autoencoded,phylnn_fill_means_xgb_eigenvecs,phylnn_fill_means_xgb_umap,phylnn_fill_means_xgb_autoencoded,linear_eigenvecs_linear_umap,linear_eigenvecs_linear_autoencoded,linear_eigenvecs_xgb_eigenvecs,linear_eigenvecs_xgb_umap,linear_eigenvecs_xgb_autoencoded,linear_umap_linear_autoencoded,linear_umap_xgb_eigenvecs,linear_umap_xgb_umap,linear_umap_xgb_autoencoded,linear_autoencoded_xgb_eigenvecs,linear_autoencoded_xgb_umap,linear_autoencoded_xgb_autoencoded,xgb_eigenvecs_xgb_umap,xgb_eigenvecs_xgb_autoencoded,xgb_umap_xgb_autoencoded
stat,-5.117108721486969,-27.013311132085843,-3.8594102616849586,-8.133746343079233,-8.34308854008844,-13.658956780375064,-20.229530135249483,-14.255745707179173,-24.841057475865426,-3.7284115252672367,-7.628100924121666,-7.823496508333821,-9.49982616325794,-16.1908812653852,-10.450555118750117,-1.005070238474689,2.5536179351336323,2.556374579822767,19.62915704961703,15.369424232016659,18.706936181882668,1.7340277708746281,1.7542954894394467,3.2653635277851363,2.668375822827823,3.135516951188366,-0.031916033732503984,5.6924912841392645,3.5793823147031962,5.249337954778326,5.865881953660284,3.6669013096924523,5.386651046402424,-7.878629073964007,-1.4832189863336167,6.96496070388256
p value,3.8886615804606943e-07,1.094118676996601e-114,0.0001228326063450674,1.5860553175750913e-15,3.162968227496931e-16,2.5088048009713403e-38,8.56400490309174e-74,2.9958717039336734e-41,2.179214625050597e-101,0.00020629037443476537,6.777356344887413e-14,1.626116539440389e-14,2.3751809869750876e-20,3.334285503780567e-51,4.762570713709635e-24,0.3151673076457364,0.01084562386785721,0.010760776226888983,2.5832317319369362e-70,6.785804595824414e-47,4.838021486621686e-65,0.08329886850516721,0.07976321437535894,0.0011398047721581004,0.00777639352655077,0.001778302224450169,0.9745469827585934,1.758200574006449e-08,0.0003651862310646773,1.9580004933744195e-07,6.539132392047335e-09,0.00026175859786668385,9.448644234889284e-08,1.0811637322239816e-14,0.13841056553634767,6.8645370710349595e-12
