"","t2","t7","t10","t11","t12","t9","t38","t44","t45","t23","t113","t114","t27","t43","t117","t118","t6","t15","t73","t74","t35","t8","t80","t81","t46","t42","t109","t110","t39","t40","t21","t30","t48","t49","t19","t37","t85","t86","t65","t66","t105","t106","t52","t69","t70","t88","t89","t51","t53","t56","t82","t83","t77","t78","t63","t79","t98","t99","t60","t16","t31","t107","t115","t116","t131","t132","t100","t101","t102","t71","t57","t108","t119","t125","t126","t50","t127","t128","t129","t130","t122","t14","t58","t59","t64","t67","t68","t133","t134","t84","t61","t26","t28","t29","t32","t96","t97","t72","t24","t34","t47","t54","t55","t36","t17","t22","t103","t104","t90","t120","t121","t75","t76","t62","t92","t93","t111","t112","t18","t94","t95","t33","t25","t20","t13","t87","t123","t124","t91","t41","t5","t3","t4","t1"
"t2",0,1.86935371555,4.85888186856,1.52678863044,1.93139104214,1.342319632339,4.858881868889,4.858881869119,4.486562878219,4.858881868889,4.858881868609,4.858881868609,3.768052573109,4.858881868309,4.858881868719,4.858881868719,1.6625363972,3.6673440283,5.8017954194,5.8017954194,5.8017954192,2.21538108184,5.8821296066,5.8821296066,5.3379140391,5.13733611777,5.88212960657,5.88212960657,4.87131391717,4.96145328108,4.26934949747,5.88212960624,5.88212960674,5.88212960674,5.88212960698,5.88212960718,5.88212960678,5.88212960678,5.88212960668,5.88212960668,5.88212960658,5.88212960658,5.88212960658,5.88212960668,5.58484061368,5.88212960658,5.88212960658,5.88212960668,5.88212960698,5.88212960688,5.88212960698,5.88212960698,5.88212960698,5.88212960698,5.88212960698,5.88212960628,5.88212960628,5.88212960628,5.88212960628,4.47460451538,4.89318089694,5.88212960664,5.88212960666,5.88212960666,5.882129607084,5.882129607084,5.88212960705,5.882129607046,5.882129607046,5.88212960704,5.88212960704,5.88212960654,5.88212960655,5.88212960655,5.88212960655,5.55965142354,5.882129607044,5.882129607044,5.882129607044,5.882129607044,5.88212960705,4.49032775744,5.88212960654,5.88212960654,5.88212960654,5.88212960658,5.88212960658,5.882129606571,5.882129606571,5.88212960664,5.88212960664,5.88212960674,5.882129606725,4.955692098525,5.20975968434,5.88212960644,5.88212960644,5.88212960644,5.88212960594,5.03821679344,5.88212960622,5.34810860362,5.32535850942,5.88212960602,5.88212960648,5.88212960658,5.88212960658,5.88212960658,5.88212960648,5.88212960645,5.88212960645,5.882129606509,5.882129606509,5.88212960648,5.88212960646,5.88212960646,5.85430806086,5.88212960646,4.82092038678,5.88212960655,5.88212960655,5.56761172815,5.88212960698,4.43303341228,3.26539122418,5.88212960698,5.88212960699,5.88212960699,5.88212960701,5.88212960678,3.04209104388,2.5435764766,4.1641877148,2.0758694694
"t7",1.86935371555,0,4.49428502021,1.16219178209,1.56679419379,0.977722783989,4.494285020539,4.494285020769,4.121966029869,4.494285020539,4.494285020259,4.494285020259,3.403455724759,4.494285019959,4.494285020369,4.494285020369,1.37857654595,4.69318812045,6.82763951155,6.82763951155,6.82763951135,3.24122517399,6.90797369875,6.90797369875,6.36375813125,6.16318020992,6.90797369872,6.90797369872,5.89715800932,5.98729737323,5.29519358962,6.90797369839,6.90797369889,6.90797369889,6.90797369913,6.90797369933,6.90797369893,6.90797369893,6.90797369883,6.90797369883,6.90797369873,6.90797369873,6.90797369873,6.90797369883,6.61068470583,6.90797369873,6.90797369873,6.90797369883,6.90797369913,6.90797369903,6.90797369913,6.90797369913,6.90797369913,6.90797369913,6.90797369913,6.90797369843,6.90797369843,6.90797369843,6.90797369843,5.50044860753,5.91902498909,6.90797369879,6.90797369881,6.90797369881,6.907973699234,6.907973699234,6.9079736992,6.907973699196,6.907973699196,6.90797369919,6.90797369919,6.90797369869,6.9079736987,6.9079736987,6.9079736987,6.58549551569,6.907973699194,6.907973699194,6.907973699194,6.907973699194,6.9079736992,5.51617184959,6.90797369869,6.90797369869,6.90797369869,6.90797369873,6.90797369873,6.907973698721,6.907973698721,6.90797369879,6.90797369879,6.90797369889,6.907973698875,5.981536190675,6.23560377649,6.90797369859,6.90797369859,6.90797369859,6.90797369809,6.06406088559,6.90797369837,6.37395269577,6.35120260157,6.90797369817,6.90797369863,6.90797369873,6.90797369873,6.90797369873,6.90797369863,6.9079736986,6.9079736986,6.907973698659,6.907973698659,6.90797369863,6.90797369861,6.90797369861,6.88015215301,6.90797369861,5.84676447893,6.9079736987,6.9079736987,6.5934558203,6.90797369913,5.45887750443,4.29123531633,6.90797369913,6.90797369914,6.90797369914,6.90797369916,6.90797369893,4.06793513603,3.56942056875,5.19003180695,3.10171356155
"t10",4.85888186856,4.49428502021,0,3.70047137388,4.10507378558,3.657678475799,7.174240712349,7.174240712579,6.801921721679,7.174240712349,7.174240712069,7.174240712069,6.083411416569,7.174240711769,7.174240712179,7.174240712179,4.36810469896,7.68271627346,9.81716766456,9.81716766456,9.81716766436,6.230753327,9.89750185176,9.89750185176,9.35328628426,9.15270836293,9.89750185173,9.89750185173,8.88668616233,8.97682552624,8.28472174263,9.8975018514,9.8975018519,9.8975018519,9.89750185214,9.89750185234,9.89750185194,9.89750185194,9.89750185184,9.89750185184,9.89750185174,9.89750185174,9.89750185174,9.89750185184,9.60021285884,9.89750185174,9.89750185174,9.89750185184,9.89750185214,9.89750185204,9.89750185214,9.89750185214,9.89750185214,9.89750185214,9.89750185214,9.89750185144,9.89750185144,9.89750185144,9.89750185144,8.48997676054,8.9085531421,9.8975018518,9.89750185182,9.89750185182,9.897501852244,9.897501852244,9.89750185221,9.897501852206,9.897501852206,9.8975018522,9.8975018522,9.8975018517,9.89750185171,9.89750185171,9.89750185171,9.5750236687,9.897501852204,9.897501852204,9.897501852204,9.897501852204,9.89750185221,8.5057000026,9.8975018517,9.8975018517,9.8975018517,9.89750185174,9.89750185174,9.897501851731,9.897501851731,9.8975018518,9.8975018518,9.8975018519,9.897501851885,8.971064343685,9.2251319295,9.8975018516,9.8975018516,9.8975018516,9.8975018511,9.0535890386,9.89750185138,9.36348084878,9.34073075458,9.89750185118,9.89750185164,9.89750185174,9.89750185174,9.89750185174,9.89750185164,9.89750185161,9.89750185161,9.897501851669,9.897501851669,9.89750185164,9.89750185162,9.89750185162,9.86968030602,9.89750185162,8.83629263194,9.89750185171,9.89750185171,9.58298397331,9.89750185214,8.44840565744,7.28076346934,9.89750185214,9.89750185215,9.89750185215,9.89750185217,9.89750185194,7.05746328904,6.55894872176,8.17955995996,6.09124171456
"t11",1.52678863044,1.16219178209,3.70047137388,0,0.6709830393,0.325585237679,3.842147474229,3.842147474459,3.469828483559,3.842147474229,3.842147473949,3.842147473949,2.751318178449,3.842147473649,3.842147474059,3.842147474059,1.03601146084,4.35062303534,6.48507442644,6.48507442644,6.48507442624,2.89866008888,6.56540861364,6.56540861364,6.02119304614,5.82061512481,6.56540861361,6.56540861361,5.55459292421,5.64473228812,4.95262850451,6.56540861328,6.56540861378,6.56540861378,6.56540861402,6.56540861422,6.56540861382,6.56540861382,6.56540861372,6.56540861372,6.56540861362,6.56540861362,6.56540861362,6.56540861372,6.26811962072,6.56540861362,6.56540861362,6.56540861372,6.56540861402,6.56540861392,6.56540861402,6.56540861402,6.56540861402,6.56540861402,6.56540861402,6.56540861332,6.56540861332,6.56540861332,6.56540861332,5.15788352242,5.57645990398,6.56540861368,6.5654086137,6.5654086137,6.565408614124,6.565408614124,6.56540861409,6.565408614086,6.565408614086,6.56540861408,6.56540861408,6.56540861358,6.56540861359,6.56540861359,6.56540861359,6.24293043058,6.565408614084,6.565408614084,6.565408614084,6.565408614084,6.56540861409,5.17360676448,6.56540861358,6.56540861358,6.56540861358,6.56540861362,6.56540861362,6.565408613611,6.565408613611,6.56540861368,6.56540861368,6.56540861378,6.565408613765,5.638971105565,5.89303869138,6.56540861348,6.56540861348,6.56540861348,6.56540861298,5.72149580048,6.56540861326,6.03138761066,6.00863751646,6.56540861306,6.56540861352,6.56540861362,6.56540861362,6.56540861362,6.56540861352,6.56540861349,6.56540861349,6.565408613549,6.565408613549,6.56540861352,6.5654086135,6.5654086135,6.5375870679,6.5654086135,5.50419939382,6.56540861359,6.56540861359,6.25089073519,6.56540861402,5.11631241932,3.94867023122,6.56540861402,6.56540861403,6.56540861403,6.56540861405,6.56540861382,3.72537005092,3.22685548364,4.84746672184,2.75914847644
"t12",1.93139104214,1.56679419379,4.10507378558,0.6709830393,0,0.730187649379,4.246749885929,4.246749886159,3.874430895259,4.246749885929,4.246749885649,4.246749885649,3.155920590149,4.246749885349,4.246749885759,4.246749885759,1.44061387254,4.75522544704,6.88967683814,6.88967683814,6.88967683794,3.30326250058,6.97001102534,6.97001102534,6.42579545784,6.22521753651,6.97001102531,6.97001102531,5.95919533591,6.04933469982,5.35723091621,6.97001102498,6.97001102548,6.97001102548,6.97001102572,6.97001102592,6.97001102552,6.97001102552,6.97001102542,6.97001102542,6.97001102532,6.97001102532,6.97001102532,6.97001102542,6.67272203242,6.97001102532,6.97001102532,6.97001102542,6.97001102572,6.97001102562,6.97001102572,6.97001102572,6.97001102572,6.97001102572,6.97001102572,6.97001102502,6.97001102502,6.97001102502,6.97001102502,5.56248593412,5.98106231568,6.97001102538,6.9700110254,6.9700110254,6.970011025824,6.970011025824,6.97001102579,6.970011025786,6.970011025786,6.97001102578,6.97001102578,6.97001102528,6.97001102529,6.97001102529,6.97001102529,6.64753284228,6.970011025784,6.970011025784,6.970011025784,6.970011025784,6.97001102579,5.57820917618,6.97001102528,6.97001102528,6.97001102528,6.97001102532,6.97001102532,6.970011025311,6.970011025311,6.97001102538,6.97001102538,6.97001102548,6.970011025465,6.043573517265,6.29764110308,6.97001102518,6.97001102518,6.97001102518,6.97001102468,6.12609821218,6.97001102496,6.43599002236,6.41323992816,6.97001102476,6.97001102522,6.97001102532,6.97001102532,6.97001102532,6.97001102522,6.97001102519,6.97001102519,6.970011025249,6.970011025249,6.97001102522,6.9700110252,6.9700110252,6.9421894796,6.9700110252,5.90880180552,6.97001102529,6.97001102529,6.65549314689,6.97001102572,5.52091483102,4.35327264292,6.97001102572,6.97001102573,6.97001102573,6.97001102575,6.97001102552,4.12997246262,3.63145789534,5.25206913354,3.16375088814
"t9",1.342319632339,0.977722783989,3.657678475799,0.325585237679,0.730187649379,0,3.64360943101,3.64360943124,3.27129044034,3.64360943101,3.64360943073,3.64360943073,2.55278013523,3.64360943043,3.64360943084,3.64360943084,0.851542462739,4.166154037239,6.300605428339,6.300605428339,6.300605428139,2.714191090779,6.380939615539,6.380939615539,5.836724048039,5.636146126709,6.380939615509,6.380939615509,5.370123926109,5.460263290019,4.768159506409,6.380939615179,6.380939615679,6.380939615679,6.380939615919,6.380939616119,6.380939615719,6.380939615719,6.380939615619,6.380939615619,6.380939615519,6.380939615519,6.380939615519,6.380939615619,6.083650622619,6.380939615519,6.380939615519,6.380939615619,6.380939615919,6.380939615819,6.380939615919,6.380939615919,6.380939615919,6.380939615919,6.380939615919,6.380939615219,6.380939615219,6.380939615219,6.380939615219,4.973414524319,5.391990905879,6.380939615579,6.380939615599,6.380939615599,6.380939616023,6.380939616023,6.380939615989,6.380939615985,6.380939615985,6.380939615979,6.380939615979,6.380939615479,6.380939615489,6.380939615489,6.380939615489,6.058461432479,6.380939615983,6.380939615983,6.380939615983,6.380939615983,6.380939615989,4.989137766379,6.380939615479,6.380939615479,6.380939615479,6.380939615519,6.380939615519,6.38093961551,6.38093961551,6.380939615579,6.380939615579,6.380939615679,6.380939615664,5.454502107464,5.708569693279,6.380939615379,6.380939615379,6.380939615379,6.380939614879,5.537026802379,6.380939615159,5.846918612559,5.824168518359,6.380939614959,6.380939615419,6.380939615519,6.380939615519,6.380939615519,6.380939615419,6.380939615389,6.380939615389,6.380939615448,6.380939615448,6.380939615419,6.380939615399,6.380939615399,6.353118069799,6.380939615399,5.319730395719,6.380939615489,6.380939615489,6.066421737089,6.380939615919,4.931843421219,3.764201233119,6.380939615919,6.380939615929,6.380939615929,6.380939615949,6.380939615719,3.540901052819,3.042386485539,4.662997723739,2.574679478339
"t38",4.858881868889,4.494285020539,7.174240712349,3.842147474229,4.246749885929,3.64360943101,0,2.22162194423,1.84930295333,2.780591884,2.84888036388,2.84888036388,3.01652477578,4.10735407098,4.10735407139,4.10735407139,4.368104699289,7.682716273789,9.817167664889,9.817167664889,9.817167664689,6.230753327329,9.897501852089,9.897501852089,9.353286284589,9.152708363259,9.897501852059,9.897501852059,8.886686162659,8.976825526569,8.284721742959,9.897501851729,9.897501852229,9.897501852229,9.897501852469,9.897501852669,9.897501852269,9.897501852269,9.897501852169,9.897501852169,9.897501852069,9.897501852069,9.897501852069,9.897501852169,9.600212859169,9.897501852069,9.897501852069,9.897501852169,9.897501852469,9.897501852369,9.897501852469,9.897501852469,9.897501852469,9.897501852469,9.897501852469,9.897501851769,9.897501851769,9.897501851769,9.897501851769,8.489976760869,8.908553142429,9.897501852129,9.897501852149,9.897501852149,9.897501852573,9.897501852573,9.897501852539,9.897501852535,9.897501852535,9.897501852529,9.897501852529,9.897501852029,9.897501852039,9.897501852039,9.897501852039,9.575023669029,9.897501852533,9.897501852533,9.897501852533,9.897501852533,9.897501852539,8.505700002929,9.897501852029,9.897501852029,9.897501852029,9.897501852069,9.897501852069,9.89750185206,9.89750185206,9.897501852129,9.897501852129,9.897501852229,9.897501852214,8.971064344014,9.225131929829,9.897501851929,9.897501851929,9.897501851929,9.897501851429,9.053589038929,9.897501851709,9.363480849109,9.340730754909,9.897501851509,9.897501851969,9.897501852069,9.897501852069,9.897501852069,9.897501851969,9.897501851939,9.897501851939,9.897501851998,9.897501851998,9.897501851969,9.897501851949,9.897501851949,9.869680306349,9.897501851949,8.836292632269,9.897501852039,9.897501852039,9.582983973639,9.897501852469,8.448405657769,7.280763469669,9.897501852469,9.897501852479,9.897501852479,9.897501852499,9.897501852269,7.057463289369,6.558948722089,8.179559960289,6.091241714889
"t44",4.858881869119,4.494285020769,7.174240712579,3.842147474459,4.246749886159,3.64360943124,2.22162194423,0,1.7156252491,2.78059188423,2.84888036411,2.84888036411,3.01652477601,4.10735407121,4.10735407162,4.10735407162,4.368104699519,7.682716274019,9.817167665119,9.817167665119,9.817167664919,6.230753327559,9.897501852319,9.897501852319,9.353286284819,9.152708363489,9.897501852289,9.897501852289,8.886686162889,8.976825526799,8.284721743189,9.897501851959,9.897501852459,9.897501852459,9.897501852699,9.897501852899,9.897501852499,9.897501852499,9.897501852399,9.897501852399,9.897501852299,9.897501852299,9.897501852299,9.897501852399,9.600212859399,9.897501852299,9.897501852299,9.897501852399,9.897501852699,9.897501852599,9.897501852699,9.897501852699,9.897501852699,9.897501852699,9.897501852699,9.897501851999,9.897501851999,9.897501851999,9.897501851999,8.489976761099,8.908553142659,9.897501852359,9.897501852379,9.897501852379,9.897501852803,9.897501852803,9.897501852769,9.897501852765,9.897501852765,9.897501852759,9.897501852759,9.897501852259,9.897501852269,9.897501852269,9.897501852269,9.575023669259,9.897501852763,9.897501852763,9.897501852763,9.897501852763,9.897501852769,8.505700003159,9.897501852259,9.897501852259,9.897501852259,9.897501852299,9.897501852299,9.89750185229,9.89750185229,9.897501852359,9.897501852359,9.897501852459,9.897501852444,8.971064344244,9.225131930059,9.897501852159,9.897501852159,9.897501852159,9.897501851659,9.053589039159,9.897501851939,9.363480849339,9.340730755139,9.897501851739,9.897501852199,9.897501852299,9.897501852299,9.897501852299,9.897501852199,9.897501852169,9.897501852169,9.897501852228,9.897501852228,9.897501852199,9.897501852179,9.897501852179,9.869680306579,9.897501852179,8.836292632499,9.897501852269,9.897501852269,9.582983973869,9.897501852699,8.448405657999,7.280763469899,9.897501852699,9.897501852709,9.897501852709,9.897501852729,9.897501852499,7.057463289599,6.558948722319,8.179559960519,6.091241715119
"t45",4.486562878219,4.121966029869,6.801921721679,3.469828483559,3.874430895259,3.27129044034,1.84930295333,1.7156252491,0,2.40827289333,2.47656137321,2.47656137321,2.64420578511,3.73503508031,3.73503508072,3.73503508072,3.995785708619,7.310397283119,9.444848674219,9.444848674219,9.444848674019,5.858434336659,9.525182861419,9.525182861419,8.980967293919,8.780389372589,9.525182861389,9.525182861389,8.514367171989,8.604506535899,7.912402752289,9.525182861059,9.525182861559,9.525182861559,9.525182861799,9.525182861999,9.525182861599,9.525182861599,9.525182861499,9.525182861499,9.525182861399,9.525182861399,9.525182861399,9.525182861499,9.227893868499,9.525182861399,9.525182861399,9.525182861499,9.525182861799,9.525182861699,9.525182861799,9.525182861799,9.525182861799,9.525182861799,9.525182861799,9.525182861099,9.525182861099,9.525182861099,9.525182861099,8.117657770199,8.536234151759,9.525182861459,9.525182861479,9.525182861479,9.525182861903,9.525182861903,9.525182861869,9.525182861865,9.525182861865,9.525182861859,9.525182861859,9.525182861359,9.525182861369,9.525182861369,9.525182861369,9.202704678359,9.525182861863,9.525182861863,9.525182861863,9.525182861863,9.525182861869,8.133381012259,9.525182861359,9.525182861359,9.525182861359,9.525182861399,9.525182861399,9.52518286139,9.52518286139,9.525182861459,9.525182861459,9.525182861559,9.525182861544,8.598745353344,8.852812939159,9.525182861259,9.525182861259,9.525182861259,9.525182860759,8.681270048259,9.525182861039,8.991161858439,8.968411764239,9.525182860839,9.525182861299,9.525182861399,9.525182861399,9.525182861399,9.525182861299,9.525182861269,9.525182861269,9.525182861328,9.525182861328,9.525182861299,9.525182861279,9.525182861279,9.497361315679,9.525182861279,8.463973641599,9.525182861369,9.525182861369,9.210664982969,9.525182861799,8.076086667099,6.908444478999,9.525182861799,9.525182861809,9.525182861809,9.525182861829,9.525182861599,6.685144298699,6.186629731419,7.807240969619,5.718922724219
"t23",4.858881868889,4.494285020539,7.174240712349,3.842147474229,4.246749885929,3.64360943101,2.780591884,2.78059188423,2.40827289333,0,2.84888036388,2.84888036388,3.01652477578,4.10735407098,4.10735407139,4.10735407139,4.368104699289,7.682716273789,9.817167664889,9.817167664889,9.817167664689,6.230753327329,9.897501852089,9.897501852089,9.353286284589,9.152708363259,9.897501852059,9.897501852059,8.886686162659,8.976825526569,8.284721742959,9.897501851729,9.897501852229,9.897501852229,9.897501852469,9.897501852669,9.897501852269,9.897501852269,9.897501852169,9.897501852169,9.897501852069,9.897501852069,9.897501852069,9.897501852169,9.600212859169,9.897501852069,9.897501852069,9.897501852169,9.897501852469,9.897501852369,9.897501852469,9.897501852469,9.897501852469,9.897501852469,9.897501852469,9.897501851769,9.897501851769,9.897501851769,9.897501851769,8.489976760869,8.908553142429,9.897501852129,9.897501852149,9.897501852149,9.897501852573,9.897501852573,9.897501852539,9.897501852535,9.897501852535,9.897501852529,9.897501852529,9.897501852029,9.897501852039,9.897501852039,9.897501852039,9.575023669029,9.897501852533,9.897501852533,9.897501852533,9.897501852533,9.897501852539,8.505700002929,9.897501852029,9.897501852029,9.897501852029,9.897501852069,9.897501852069,9.89750185206,9.89750185206,9.897501852129,9.897501852129,9.897501852229,9.897501852214,8.971064344014,9.225131929829,9.897501851929,9.897501851929,9.897501851929,9.897501851429,9.053589038929,9.897501851709,9.363480849109,9.340730754909,9.897501851509,9.897501851969,9.897501852069,9.897501852069,9.897501852069,9.897501851969,9.897501851939,9.897501851939,9.897501851998,9.897501851998,9.897501851969,9.897501851949,9.897501851949,9.869680306349,9.897501851949,8.836292632269,9.897501852039,9.897501852039,9.582983973639,9.897501852469,8.448405657769,7.280763469669,9.897501852469,9.897501852479,9.897501852479,9.897501852499,9.897501852269,7.057463289369,6.558948722089,8.179559960289,6.091241714889
