"","t1","t2","t4","t25","t95","t96","t27","t127","t128","t73","t125","t126","t38","t39","t13","t62","t63","t70","t81","t82","t64","t99","t100","t105","t106","t47","t34","t35","t56","t111","t112","t29","t14","t22","t23","t7","t8","t9","t31","t32","t16","t84","t85","t80","t48","t43","t123","t124","t83","t3","t57","t58","t42","t97","t98","t75","t76","t134","t135","t61","t66","t67","t88","t89","t50","t51","t37","t10","t5","t77","t117","t118","t94","t52","t53","t107","t108","t93","t119","t120","t46","t40","t41","t26","t24","t30","t59","t60","t71","t121","t122","t87","t45","t103","t104","t138","t139","t72","t115","t116","t55","t33","t36","t86","t109","t110","t130","t131","t15","t49","t74","t78","t79","t19","t20","t28","t54","t91","t92","t101","t102","t113","t114","t90","t12","t21","t44","t136","t137","t129","t132","t133","t11","t6","t17","t18","t68","t69","t65"
"t1",0,0.81783303174,1.38026463944,3.6979624938,4.78572170903,5.0003867554,5.0003867561,5.0003867558,5.0003867558,4.49370009979,5.00038675545,5.00038675545,4.79514609744,5.00038675614,3.7038335941,5.8183658257,5.8183658257,5.81836582567,5.81836582567,5.81836582567,5.818365825613,5.818365825613,5.818365825613,5.8183658257,5.8183658257,5.8183658257,5.818365826,4.6072600037,5.8183658258,5.8183658258,5.8183658258,4.40017259888,4.6918879496,5.8183658265,5.8183658265,2.4815158897,2.9717075668,3.1561221366,6.5778860033,6.5778860033,5.7362061204,6.57788600434,6.57788600434,6.57788600429,6.57788600429,5.61408444368,6.5778860046,6.5778860046,6.5281847981,2.4854341254,6.9769310777,6.6549013072,6.9769310777,6.9769310781,6.9769310781,6.9769310772,6.7361311206,6.97693107761,6.97693107761,6.9769310776,6.97693107753,6.55852492523,6.97693107753,6.97693107753,6.9769310775,6.9769310775,6.3727262331,5.101630896,4.0747763866,6.9769310771,6.9769310771,6.9769310771,6.9769310771,6.9769310771,6.6415541779,6.9769310771,6.9769310771,6.9769310771,6.9769310771,6.9769310771,6.9769310771,6.9769310768,6.9769310768,5.9493924821,6.9769310772,5.76816231979,6.97693107709,6.97693107709,6.97693107699,6.97693107699,6.97693107699,6.97693107699,6.97693107669,6.97693107709,6.97693107709,6.9769310771063,6.9769310771063,6.74092193049,6.97693107709,6.97693107709,6.97693107709,6.97693107693,5.95216660219,6.97693107699,6.97693107699,6.976931077012,6.976931077032,6.976931077032,5.58389024719,6.801151502,6.9769310772,6.97693107719,6.97693107719,5.201136368,5.1681761413,6.6047059068,6.9769310771,6.976931077,6.976931077,6.9769310772,6.9769310772,6.9769310771,6.9769310771,6.8798538918,6.9769310773,6.9769310773,6.9769310768,6.97693107703,6.97693107703,6.97693107702,6.97693107702,6.97693107702,4.7454343624,3.3703659245,5.8216768903,5.69548008292,6.9769310774,6.9769310774,6.97693107742
"t2",0.81783303174,0,1.7489407297,4.06663858406,5.15439779929,5.36906284566,5.36906284636,5.36906284606,5.36906284606,4.86237619005,5.36906284571,5.36906284571,5.1638221877,5.3690628464,4.20908940744,6.32362163904,6.32362163904,6.32362163901,6.32362163901,6.32362163901,6.323621638953,6.323621638953,6.323621638953,6.32362163904,6.32362163904,6.32362163904,6.32362163934,5.11251581704,6.32362163914,6.32362163914,6.32362163914,4.90542841222,5.19714376294,6.32362163984,6.32362163984,2.98677170304,3.47696338014,3.66137794994,7.08314181664,7.08314181664,6.24146193374,7.08314181768,7.08314181768,7.08314181763,7.08314181763,6.11934025702,7.08314181794,7.08314181794,7.03344061144,2.99068993874,7.48218689104,7.16015712054,7.48218689104,7.48218689144,7.48218689144,7.48218689054,7.24138693394,7.48218689095,7.48218689095,7.48218689094,7.48218689087,7.06378073857,7.48218689087,7.48218689087,7.48218689084,7.48218689084,6.87798204644,5.60688670934,4.58003219994,7.48218689044,7.48218689044,7.48218689044,7.48218689044,7.48218689044,7.14680999124,7.48218689044,7.48218689044,7.48218689044,7.48218689044,7.48218689044,7.48218689044,7.48218689014,7.48218689014,6.45464829544,7.48218689054,6.27341813313,7.48218689043,7.48218689043,7.48218689033,7.48218689033,7.48218689033,7.48218689033,7.48218689003,7.48218689043,7.48218689043,7.4821868904463,7.4821868904463,7.24617774383,7.48218689043,7.48218689043,7.48218689043,7.48218689027,6.45742241553,7.48218689033,7.48218689033,7.482186890352,7.482186890372,7.482186890372,6.08914606053,7.30640731534,7.48218689054,7.48218689053,7.48218689053,5.70639218134,5.67343195464,7.10996172014,7.48218689044,7.48218689034,7.48218689034,7.48218689054,7.48218689054,7.48218689044,7.48218689044,7.38510970514,7.48218689064,7.48218689064,7.48218689014,7.48218689037,7.48218689037,7.48218689036,7.48218689036,7.48218689036,5.25069017574,3.87562173784,6.32693270364,6.20073589626,7.48218689074,7.48218689074,7.48218689076
"t4",1.38026463944,1.7489407297,0,2.89228574316,3.98004495839,4.19471000476,4.19471000546,4.19471000516,4.19471000516,3.68802334915,4.19471000481,4.19471000481,3.9894693468,4.1947100055,4.77152101514,6.88605324674,6.88605324674,6.88605324671,6.88605324671,6.88605324671,6.886053246653,6.886053246653,6.886053246653,6.88605324674,6.88605324674,6.88605324674,6.88605324704,5.67494742474,6.88605324684,6.88605324684,6.88605324684,5.46786001992,5.75957537064,6.88605324754,6.88605324754,3.54920331074,4.03939498784,4.22380955764,7.64557342434,7.64557342434,6.80389354144,7.64557342538,7.64557342538,7.64557342533,7.64557342533,6.68177186472,7.64557342564,7.64557342564,7.59587221914,3.55312154644,8.04461849874,7.72258872824,8.04461849874,8.04461849914,8.04461849914,8.04461849824,7.80381854164,8.04461849865,8.04461849865,8.04461849864,8.04461849857,7.62621234627,8.04461849857,8.04461849857,8.04461849854,8.04461849854,7.44041365414,6.16931831704,5.14246380764,8.04461849814,8.04461849814,8.04461849814,8.04461849814,8.04461849814,7.70924159894,8.04461849814,8.04461849814,8.04461849814,8.04461849814,8.04461849814,8.04461849814,8.04461849784,8.04461849784,7.01707990314,8.04461849824,6.83584974083,8.04461849813,8.04461849813,8.04461849803,8.04461849803,8.04461849803,8.04461849803,8.04461849773,8.04461849813,8.04461849813,8.0446184981463,8.0446184981463,7.80860935153,8.04461849813,8.04461849813,8.04461849813,8.04461849797,7.01985402323,8.04461849803,8.04461849803,8.044618498052,8.044618498072,8.044618498072,6.65157766823,7.86883892304,8.04461849824,8.04461849823,8.04461849823,6.26882378904,6.23586356234,7.67239332784,8.04461849814,8.04461849804,8.04461849804,8.04461849824,8.04461849824,8.04461849814,8.04461849814,7.94754131284,8.04461849834,8.04461849834,8.04461849784,8.04461849807,8.04461849807,8.04461849806,8.04461849806,8.04461849806,5.81312178344,4.43805334554,6.88936431134,6.76316750396,8.04461849844,8.04461849844,8.04461849846
"t25",3.6979624938,4.06663858406,2.89228574316,0,2.10870262523,2.3233676716,2.3233676723,2.6557282626,2.6557282626,2.14904160659,2.65572826225,2.65572826225,2.57072193116,2.77596258986,7.0892188695,9.2037511011,9.2037511011,9.20375110107,9.20375110107,9.20375110107,9.203751101013,9.203751101013,9.203751101013,9.2037511011,9.2037511011,9.2037511011,9.2037511014,7.9926452791,9.2037511012,9.2037511012,9.2037511012,7.78555787428,8.077273225,9.2037511019,9.2037511019,5.8669011651,6.3570928422,6.541507412,9.9632712787,9.9632712787,9.1215913958,9.96327127974,9.96327127974,9.96327127969,9.96327127969,8.99946971908,9.96327128,9.96327128,9.9135700735,5.8708194008,10.3623163531,10.0402865826,10.3623163531,10.3623163535,10.3623163535,10.3623163526,10.121516396,10.36231635301,10.36231635301,10.362316353,10.36231635293,9.94391020063,10.36231635293,10.36231635293,10.3623163529,10.3623163529,9.7581115085,8.4870161714,7.460161662,10.3623163525,10.3623163525,10.3623163525,10.3623163525,10.3623163525,10.0269394533,10.3623163525,10.3623163525,10.3623163525,10.3623163525,10.3623163525,10.3623163525,10.3623163522,10.3623163522,9.3347777575,10.3623163526,9.15354759519,10.36231635249,10.36231635249,10.36231635239,10.36231635239,10.36231635239,10.36231635239,10.36231635209,10.36231635249,10.36231635249,10.3623163525063,10.3623163525063,10.12630720589,10.36231635249,10.36231635249,10.36231635249,10.36231635233,9.33755187759,10.36231635239,10.36231635239,10.362316352412,10.362316352432,10.362316352432,8.96927552259,10.1865367774,10.3623163526,10.36231635259,10.36231635259,8.5865216434,8.5535614167,9.9900911822,10.3623163525,10.3623163524,10.3623163524,10.3623163526,10.3623163526,10.3623163525,10.3623163525,10.2652391672,10.3623163527,10.3623163527,10.3623163522,10.36231635243,10.36231635243,10.36231635242,10.36231635242,10.36231635242,8.1308196378,6.7557511999,9.2070621657,9.08086535832,10.3623163528,10.3623163528,10.36231635282
"t95",4.78572170903,5.15439779929,3.98004495839,2.10870262523,0,0.27472526823,2.89610424493,3.74348747783,3.74348747783,3.23680082182,3.74348747748,3.74348747748,3.65848114639,3.86372180509,8.17697808473,10.29151031633,10.29151031633,10.2915103163,10.2915103163,10.2915103163,10.291510316243,10.291510316243,10.291510316243,10.29151031633,10.29151031633,10.29151031633,10.29151031663,9.08040449433,10.29151031643,10.29151031643,10.29151031643,8.87331708951,9.16503244023,10.29151031713,10.29151031713,6.95466038033,7.44485205743,7.62926662723,11.05103049393,11.05103049393,10.20935061103,11.05103049497,11.05103049497,11.05103049492,11.05103049492,10.08722893431,11.05103049523,11.05103049523,11.00132928873,6.95857861603,11.45007556833,11.12804579783,11.45007556833,11.45007556873,11.45007556873,11.45007556783,11.20927561123,11.45007556824,11.45007556824,11.45007556823,11.45007556816,11.03166941586,11.45007556816,11.45007556816,11.45007556813,11.45007556813,10.84587072373,9.57477538663,8.54792087723,11.45007556773,11.45007556773,11.45007556773,11.45007556773,11.45007556773,11.11469866853,11.45007556773,11.45007556773,11.45007556773,11.45007556773,11.45007556773,11.45007556773,11.45007556743,11.45007556743,10.42253697273,11.45007556783,10.24130681042,11.45007556772,11.45007556772,11.45007556762,11.45007556762,11.45007556762,11.45007556762,11.45007556732,11.45007556772,11.45007556772,11.4500755677363,11.4500755677363,11.21406642112,11.45007556772,11.45007556772,11.45007556772,11.45007556756,10.42531109282,11.45007556762,11.45007556762,11.450075567642,11.450075567662,11.450075567662,10.05703473782,11.27429599263,11.45007556783,11.45007556782,11.45007556782,9.67428085863,9.64132063193,11.07785039743,11.45007556773,11.45007556763,11.45007556763,11.45007556783,11.45007556783,11.45007556773,11.45007556773,11.35299838243,11.45007556793,11.45007556793,11.45007556743,11.45007556766,11.45007556766,11.45007556765,11.45007556765,11.45007556765,9.21857885303,7.84351041513,10.29482138093,10.16862457355,11.45007556803,11.45007556803,11.45007556805
"t96",5.0003867554,5.36906284566,4.19471000476,2.3233676716,0.27472526823,0,3.1107692913,3.9581525242,3.9581525242,3.45146586819,3.95815252385,3.95815252385,3.87314619276,4.07838685146,8.3916431311,10.5061753627,10.5061753627,10.50617536267,10.50617536267,10.50617536267,10.506175362613,10.506175362613,10.506175362613,10.5061753627,10.5061753627,10.5061753627,10.506175363,9.2950695407,10.5061753628,10.5061753628,10.5061753628,9.08798213588,9.3796974866,10.5061753635,10.5061753635,7.1693254267,7.6595171038,7.8439316736,11.2656955403,11.2656955403,10.4240156574,11.26569554134,11.26569554134,11.26569554129,11.26569554129,10.30189398068,11.2656955416,11.2656955416,11.2159943351,7.1732436624,11.6647406147,11.3427108442,11.6647406147,11.6647406151,11.6647406151,11.6647406142,11.4239406576,11.66474061461,11.66474061461,11.6647406146,11.66474061453,11.24633446223,11.66474061453,11.66474061453,11.6647406145,11.6647406145,11.0605357701,9.789440433,8.7625859236,11.6647406141,11.6647406141,11.6647406141,11.6647406141,11.6647406141,11.3293637149,11.6647406141,11.6647406141,11.6647406141,11.6647406141,11.6647406141,11.6647406141,11.6647406138,11.6647406138,10.6372020191,11.6647406142,10.45597185679,11.66474061409,11.66474061409,11.66474061399,11.66474061399,11.66474061399,11.66474061399,11.66474061369,11.66474061409,11.66474061409,11.6647406141063,11.6647406141063,11.42873146749,11.66474061409,11.66474061409,11.66474061409,11.66474061393,10.63997613919,11.66474061399,11.66474061399,11.664740614012,11.664740614032,11.664740614032,10.27169978419,11.488961039,11.6647406142,11.66474061419,11.66474061419,9.888945905,9.8559856783,11.2925154438,11.6647406141,11.664740614,11.664740614,11.6647406142,11.6647406142,11.6647406141,11.6647406141,11.5676634288,11.6647406143,11.6647406143,11.6647406138,11.66474061403,11.66474061403,11.66474061402,11.66474061402,11.66474061402,9.4332438994,8.0581754615,10.5094864273,10.38328961992,11.6647406144,11.6647406144,11.66474061442
"t27",5.0003867561,5.36906284636,4.19471000546,2.3233676723,2.89610424493,3.1107692913,0,3.9581525249,3.9581525249,3.45146586889,3.95815252455,3.95815252455,3.87314619346,4.07838685216,8.3916431318,10.5061753634,10.5061753634,10.50617536337,10.50617536337,10.50617536337,10.506175363313,10.506175363313,10.506175363313,10.5061753634,10.5061753634,10.5061753634,10.5061753637,9.2950695414,10.5061753635,10.5061753635,10.5061753635,9.08798213658,9.3796974873,10.5061753642,10.5061753642,7.1693254274,7.6595171045,7.8439316743,11.265695541,11.265695541,10.4240156581,11.26569554204,11.26569554204,11.26569554199,11.26569554199,10.30189398138,11.2656955423,11.2656955423,11.2159943358,7.1732436631,11.6647406154,11.3427108449,11.6647406154,11.6647406158,11.6647406158,11.6647406149,11.4239406583,11.66474061531,11.66474061531,11.6647406153,11.66474061523,11.24633446293,11.66474061523,11.66474061523,11.6647406152,11.6647406152,11.0605357708,9.7894404337,8.7625859243,11.6647406148,11.6647406148,11.6647406148,11.6647406148,11.6647406148,11.3293637156,11.6647406148,11.6647406148,11.6647406148,11.6647406148,11.6647406148,11.6647406148,11.6647406145,11.6647406145,10.6372020198,11.6647406149,10.45597185749,11.66474061479,11.66474061479,11.66474061469,11.66474061469,11.66474061469,11.66474061469,11.66474061439,11.66474061479,11.66474061479,11.6647406148063,11.6647406148063,11.42873146819,11.66474061479,11.66474061479,11.66474061479,11.66474061463,10.63997613989,11.66474061469,11.66474061469,11.664740614712,11.664740614732,11.664740614732,10.27169978489,11.4889610397,11.6647406149,11.66474061489,11.66474061489,9.8889459057,9.855985679,11.2925154445,11.6647406148,11.6647406147,11.6647406147,11.6647406149,11.6647406149,11.6647406148,11.6647406148,11.5676634295,11.664740615,11.664740615,11.6647406145,11.66474061473,11.66474061473,11.66474061472,11.66474061472,11.66474061472,9.4332439001,8.0581754622,10.509486428,10.38328962062,11.6647406151,11.6647406151,11.66474061512
"t127",5.0003867558,5.36906284606,4.19471000516,2.6557282626,3.74348747783,3.9581525242,3.9581525249,0,0.1784048812,0.54351607819,2.33614015945,2.33614015945,3.87314619316,4.07838685186,8.3916431315,10.5061753631,10.5061753631,10.50617536307,10.50617536307,10.50617536307,10.506175363013,10.506175363013,10.506175363013,10.5061753631,10.5061753631,10.5061753631,10.5061753634,9.2950695411,10.5061753632,10.5061753632,10.5061753632,9.08798213628,9.379697487,10.5061753639,10.5061753639,7.1693254271,7.6595171042,7.843931674,11.2656955407,11.2656955407,10.4240156578,11.26569554174,11.26569554174,11.26569554169,11.26569554169,10.30189398108,11.265695542,11.265695542,11.2159943355,7.1732436628,11.6647406151,11.3427108446,11.6647406151,11.6647406155,11.6647406155,11.6647406146,11.423940658,11.66474061501,11.66474061501,11.664740615,11.66474061493,11.24633446263,11.66474061493,11.66474061493,11.6647406149,11.6647406149,11.0605357705,9.7894404334,8.762585924,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.3293637153,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406142,11.6647406142,10.6372020195,11.6647406146,10.45597185719,11.66474061449,11.66474061449,11.66474061439,11.66474061439,11.66474061439,11.66474061439,11.66474061409,11.66474061449,11.66474061449,11.6647406145063,11.6647406145063,11.42873146789,11.66474061449,11.66474061449,11.66474061449,11.66474061433,10.63997613959,11.66474061439,11.66474061439,11.664740614412,11.664740614432,11.664740614432,10.27169978459,11.4889610394,11.6647406146,11.66474061459,11.66474061459,9.8889459054,9.8559856787,11.2925154442,11.6647406145,11.6647406144,11.6647406144,11.6647406146,11.6647406146,11.6647406145,11.6647406145,11.5676634292,11.6647406147,11.6647406147,11.6647406142,11.66474061443,11.66474061443,11.66474061442,11.66474061442,11.66474061442,9.4332438998,8.0581754619,10.5094864277,10.38328962032,11.6647406148,11.6647406148,11.66474061482
"t128",5.0003867558,5.36906284606,4.19471000516,2.6557282626,3.74348747783,3.9581525242,3.9581525249,0.1784048812,0,0.54351607819,2.33614015945,2.33614015945,3.87314619316,4.07838685186,8.3916431315,10.5061753631,10.5061753631,10.50617536307,10.50617536307,10.50617536307,10.506175363013,10.506175363013,10.506175363013,10.5061753631,10.5061753631,10.5061753631,10.5061753634,9.2950695411,10.5061753632,10.5061753632,10.5061753632,9.08798213628,9.379697487,10.5061753639,10.5061753639,7.1693254271,7.6595171042,7.843931674,11.2656955407,11.2656955407,10.4240156578,11.26569554174,11.26569554174,11.26569554169,11.26569554169,10.30189398108,11.265695542,11.265695542,11.2159943355,7.1732436628,11.6647406151,11.3427108446,11.6647406151,11.6647406155,11.6647406155,11.6647406146,11.423940658,11.66474061501,11.66474061501,11.664740615,11.66474061493,11.24633446263,11.66474061493,11.66474061493,11.6647406149,11.6647406149,11.0605357705,9.7894404334,8.762585924,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.3293637153,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406145,11.6647406142,11.6647406142,10.6372020195,11.6647406146,10.45597185719,11.66474061449,11.66474061449,11.66474061439,11.66474061439,11.66474061439,11.66474061439,11.66474061409,11.66474061449,11.66474061449,11.6647406145063,11.6647406145063,11.42873146789,11.66474061449,11.66474061449,11.66474061449,11.66474061433,10.63997613959,11.66474061439,11.66474061439,11.664740614412,11.664740614432,11.664740614432,10.27169978459,11.4889610394,11.6647406146,11.66474061459,11.66474061459,9.8889459054,9.8559856787,11.2925154442,11.6647406145,11.6647406144,11.6647406144,11.6647406146,11.6647406146,11.6647406145,11.6647406145,11.5676634292,11.6647406147,11.6647406147,11.6647406142,11.66474061443,11.66474061443,11.66474061442,11.66474061442,11.66474061442,9.4332438998,8.0581754619,10.5094864277,10.38328962032,11.6647406148,11.6647406148,11.66474061482
"t73",4.49370009979,4.86237619005,3.68802334915,2.14904160659,3.23680082182,3.45146586819,3.45146586889,0.54351607819,0.54351607819,0,1.82945350344,1.82945350344,3.36645953715,3.57170019585,7.88495647549,9.99948870709,9.99948870709,9.99948870706,9.99948870706,9.99948870706,9.999488707003,9.999488707003,9.999488707003,9.99948870709,9.99948870709,9.99948870709,9.99948870739,8.78838288509,9.99948870719,9.99948870719,9.99948870719,8.58129548027,8.87301083099,9.99948870789,9.99948870789,6.66263877109,7.15283044819,7.33724501799,10.75900888469,10.75900888469,9.91732900179,10.75900888573,10.75900888573,10.75900888568,10.75900888568,9.79520732507,10.75900888599,10.75900888599,10.70930767949,6.66655700679,11.15805395909,10.83602418859,11.15805395909,11.15805395949,11.15805395949,11.15805395859,10.91725400199,11.158053959,11.158053959,11.15805395899,11.15805395892,10.73964780662,11.15805395892,11.15805395892,11.15805395889,11.15805395889,10.55384911449,9.28275377739,8.25589926799,11.15805395849,11.15805395849,11.15805395849,11.15805395849,11.15805395849,10.82267705929,11.15805395849,11.15805395849,11.15805395849,11.15805395849,11.15805395849,11.15805395849,11.15805395819,11.15805395819,10.13051536349,11.15805395859,9.94928520118,11.15805395848,11.15805395848,11.15805395838,11.15805395838,11.15805395838,11.15805395838,11.15805395808,11.15805395848,11.15805395848,11.1580539584963,11.1580539584963,10.92204481188,11.15805395848,11.15805395848,11.15805395848,11.15805395832,10.13328948358,11.15805395838,11.15805395838,11.158053958402,11.158053958422,11.158053958422,9.76501312858,10.98227438339,11.15805395859,11.15805395858,11.15805395858,9.38225924939,9.34929902269,10.78582878819,11.15805395849,11.15805395839,11.15805395839,11.15805395859,11.15805395859,11.15805395849,11.15805395849,11.06097677319,11.15805395869,11.15805395869,11.15805395819,11.15805395842,11.15805395842,11.15805395841,11.15805395841,11.15805395841,8.92655724379,7.55148880589,10.00279977169,9.87660296431,11.15805395879,11.15805395879,11.15805395881
