"","t1","t58","t59","t135","t136","t36","t48","t49","t39","t34","t33","t65","t66","t37","t26","t83","t84","t6","t19","t20","t41","t42","t24","t25","t76","t150","t151","t73","t86","t87","t77","t46","t67","t68","t17","t2","t10","t11","t8","t9","t3","t7","t22","t43","t71","t90","t91","t96","t97","t45","t47","t152","t153","t116","t117","t92","t78","t101","t142","t143","t44","t21","t28","t29","t18","t27","t30","t104","t128","t129","t113","t162","t163","t119","t130","t170","t171","t111","t69","t32","t15","t5","t13","t14","t55","t74","t75","t99","t100","t52","t79","t105","t106","t93","t94","t51","t64","t154","t164","t165","t60","t70","t80","t81","t133","t134","t108","t109","t156","t157","t160","t161","t110","t146","t147","t141","t56","t23","t16","t31","t148","t149","t63","t126","t127","t107","t120","t121","t114","t115","t38","t40","t95","t123","t137","t138","t102","t103","t72","t174","t175","t118","t131","t132","t82","t166","t167","t168","t169","t85","t112","t144","t145","t122","t155","t172","t173","t61","t88","t89","t98","t158","t159","t139","t140","t50","t53","t54","t35","t124","t125","t57","t62","t176","t177","t12","t4"
"t91",7.08802227127,12.85636516928,12.77789608698,13.23616097777,13.23616097777,11.15707488677,13.23616097752,12.17542887482,11.43732144082,11.78661024015,11.18236897327,13.23616097737,13.23616097737,11.62557516617,13.23616097727,12.96819711877,13.23616097697,9.65869390947,12.35383435127,11.60791325327,13.23616097673,12.20557830593,13.23616097723,10.77522763333,13.16883429763,13.23616097733,13.22426731539,12.98636680133,13.23616097733,13.23616097733,13.23616097733,13.23616097773,13.23616097733,12.37590154823,10.14056970003,7.31008126357,9.91567091688,8.78674505349,8.50284065738,8.65982521468,7.01604489554,5.88773152158,4.10039189678,2.81272380828,2.05476739403,0.9360262643,0,1.7975828946,2.008555908,2.76355570784,3.39741349253,4.0104786713,4.0104786713,3.68172240712,4.01047867113,4.01047867113,4.01047867123,4.01047867133,4.01047867133,4.01047867133,2.74638138674,3.8088763541,4.7651674985,4.6630610612,3.76369920326,4.89374523938,7.21460052738,7.214600527028,7.214600527028,7.214600527028,7.21460052708,7.21460052702,7.21460052702,6.94340546656,7.21460052698,7.21460052703,7.21460052703,7.21460052698,7.21460052748,6.29539957428,4.07703814118,8.78201397897,9.46277224077,10.23818741737,11.79121905622,12.97443744472,12.74106999812,12.97443744462,12.97443744462,12.97443744432,12.97443744412,12.555504838082,12.974437444132,12.974437444132,12.819517033532,11.61669731932,12.97443744462,12.97443744498,12.97443744498,12.97443744498,11.69433004849,12.51816787002,12.97443744442,12.97443744442,12.97443744439,12.88156782959,12.89044817659,12.97443744439,12.97443744449,12.97443744449,12.97443744445,12.97443744445,12.97443744445,12.97443744494,12.97443744494,12.97443744492,11.72068374212,12.23090247232,10.07339230127,11.01457599317,12.86641147875,12.88891400453,11.77331590774,12.97443744465,12.97443744465,12.97443744465,12.97443744455,12.97443744455,12.97443744477,12.65053539295,11.00043668874,10.95850447727,12.62903600057,12.97443744447,12.9744374445,12.9744374445,12.97443744447,12.67349955167,12.12497445377,12.97443744455,12.97443744455,12.974437444516,12.974437444516,12.974437444516,12.974437444516,12.974437444496,12.974437444496,12.974437444446,12.974437444446,12.974437444506,12.974437444506,12.974437444506,12.974437444506,12.974437445016,12.974437445076,12.974437445081,12.974437445081,12.974437444956,12.974437444556,12.344698132726,12.974437444626,12.974437444586,12.974437444586,12.974437444616,12.974437444616,11.43499875503,12.38327710392,12.56412592702,11.01702078087,12.97443744547,12.73962696928,12.97443744507,12.26047423067,12.974437444701,12.974437444701,9.93156653337,7.30485092187
"t96",6.87704925787,12.64539215588,12.56692307358,13.02518796437,13.02518796437,10.94610187337,13.02518796412,11.96445586142,11.22634842742,11.57563722675,10.97139595987,13.02518796397,13.02518796397,11.41460215277,13.02518796387,12.75722410537,13.02518796357,9.44772089607,12.14286133787,11.39694023987,13.02518796333,11.99460529253,13.02518796383,10.56425461993,12.95786128423,13.02518796393,13.01329430199,12.77539378793,13.02518796393,13.02518796393,13.02518796393,13.02518796433,13.02518796393,12.16492853483,9.92959668663,7.09910825017,9.70469790348,8.57577204009,8.29186764398,8.44885220128,6.80507188214,5.67675850818,3.88941888338,2.60175079488,1.84379438063,1.3758366839,1.7975828946,0,1.1075553616,2.55258269444,3.18644047913,3.7995056579,3.7995056579,3.47074939372,3.79950565773,3.79950565773,3.79950565783,3.79950565793,3.79950565793,3.79950565793,2.53540837334,3.5979033407,4.5541944851,4.4520880478,3.55272618986,4.68277222598,7.00362751398,7.003627513628,7.003627513628,7.003627513628,7.00362751368,7.00362751362,7.00362751362,6.73243245316,7.00362751358,7.00362751363,7.00362751363,7.00362751358,7.00362751408,6.08442656088,3.86606512778,8.57104096557,9.25179922737,10.02721440397,11.58024604282,12.76346443132,12.53009698472,12.76346443122,12.76346443122,12.76346443092,12.76346443072,12.344531824682,12.763464430732,12.763464430732,12.608544020132,11.40572430592,12.76346443122,12.76346443158,12.76346443158,12.76346443158,11.48335703509,12.30719485662,12.76346443102,12.76346443102,12.76346443099,12.67059481619,12.67947516319,12.76346443099,12.76346443109,12.76346443109,12.76346443105,12.76346443105,12.76346443105,12.76346443154,12.76346443154,12.76346443152,11.50971072872,12.01992945892,9.86241928787,10.80360297977,12.65543846535,12.67794099113,11.56234289434,12.76346443125,12.76346443125,12.76346443125,12.76346443115,12.76346443115,12.76346443137,12.43956237955,10.78946367534,10.74753146387,12.41806298717,12.76346443107,12.7634644311,12.7634644311,12.76346443107,12.46252653827,11.91400144037,12.76346443115,12.76346443115,12.763464431116,12.763464431116,12.763464431116,12.763464431116,12.763464431096,12.763464431096,12.763464431046,12.763464431046,12.763464431106,12.763464431106,12.763464431106,12.763464431106,12.763464431616,12.763464431676,12.763464431681,12.763464431681,12.763464431556,12.763464431156,12.133725119326,12.763464431226,12.763464431186,12.763464431186,12.763464431216,12.763464431216,11.22402574163,12.17230409052,12.35315291362,10.80604776747,12.76346443207,12.52865395588,12.76346443167,12.04950121727,12.763464431301,12.763464431301,9.72059351997,7.09387790847
"t97",7.08802227127,12.85636516928,12.77789608698,13.23616097777,13.23616097777,11.15707488677,13.23616097752,12.17542887482,11.43732144082,11.78661024015,11.18236897327,13.23616097737,13.23616097737,11.62557516617,13.23616097727,12.96819711877,13.23616097697,9.65869390947,12.35383435127,11.60791325327,13.23616097673,12.20557830593,13.23616097723,10.77522763333,13.16883429763,13.23616097733,13.22426731539,12.98636680133,13.23616097733,13.23616097733,13.23616097733,13.23616097773,13.23616097733,12.37590154823,10.14056970003,7.31008126357,9.91567091688,8.78674505349,8.50284065738,8.65982521468,7.01604489554,5.88773152158,4.10039189678,2.81272380828,2.05476739403,1.5868096973,2.008555908,1.1075553616,0,2.76355570784,3.39741349253,4.0104786713,4.0104786713,3.68172240712,4.01047867113,4.01047867113,4.01047867123,4.01047867133,4.01047867133,4.01047867133,2.74638138674,3.8088763541,4.7651674985,4.6630610612,3.76369920326,4.89374523938,7.21460052738,7.214600527028,7.214600527028,7.214600527028,7.21460052708,7.21460052702,7.21460052702,6.94340546656,7.21460052698,7.21460052703,7.21460052703,7.21460052698,7.21460052748,6.29539957428,4.07703814118,8.78201397897,9.46277224077,10.23818741737,11.79121905622,12.97443744472,12.74106999812,12.97443744462,12.97443744462,12.97443744432,12.97443744412,12.555504838082,12.974437444132,12.974437444132,12.819517033532,11.61669731932,12.97443744462,12.97443744498,12.97443744498,12.97443744498,11.69433004849,12.51816787002,12.97443744442,12.97443744442,12.97443744439,12.88156782959,12.89044817659,12.97443744439,12.97443744449,12.97443744449,12.97443744445,12.97443744445,12.97443744445,12.97443744494,12.97443744494,12.97443744492,11.72068374212,12.23090247232,10.07339230127,11.01457599317,12.86641147875,12.88891400453,11.77331590774,12.97443744465,12.97443744465,12.97443744465,12.97443744455,12.97443744455,12.97443744477,12.65053539295,11.00043668874,10.95850447727,12.62903600057,12.97443744447,12.9744374445,12.9744374445,12.97443744447,12.67349955167,12.12497445377,12.97443744455,12.97443744455,12.974437444516,12.974437444516,12.974437444516,12.974437444516,12.974437444496,12.974437444496,12.974437444446,12.974437444446,12.974437444506,12.974437444506,12.974437444506,12.974437444506,12.974437445016,12.974437445076,12.974437445081,12.974437445081,12.974437444956,12.974437444556,12.344698132726,12.974437444626,12.974437444586,12.974437444586,12.974437444616,12.974437444616,11.43499875503,12.38327710392,12.56412592702,11.01702078087,12.97443744547,12.73962696928,12.97443744507,12.26047423067,12.974437444701,12.974437444701,9.93156653337,7.30485092187
"t45",5.84109930785,11.60944220586,11.53097312356,11.98923801435,11.98923801435,9.91015192335,11.9892380141,10.9285059114,10.1903984774,10.53968727673,9.93544600985,11.98923801395,11.98923801395,10.37865220275,11.98923801385,11.72127415535,11.98923801355,8.41177094605,11.10691138785,10.36099028985,11.98923801331,10.95865534251,11.98923801381,9.52830466991,11.92191133421,11.98923801391,11.97734435197,11.73944383791,11.98923801391,11.98923801391,11.98923801391,11.98923801431,11.98923801391,11.12897858481,8.89364673661,6.06315830015,8.66874795346,7.53982209007,7.25591769396,7.41290225126,5.76912193212,4.64080855816,2.85346893336,1.56580084486,2.76355570781,2.34180949714,2.76355570784,2.55258269444,2.76355570784,0,1.85554444509,2.46860962386,2.46860962386,2.13985335968,2.46860962369,2.46860962369,2.46860962379,2.46860962389,2.46860962389,2.46860962389,1.4651442077,2.56195339068,3.51824453508,3.41613809778,2.51677623984,3.64682227596,5.96767756396,5.967677563608,5.967677563608,5.967677563608,5.96767756366,5.9676775636,5.9676775636,5.69648250314,5.96767756356,5.96767756361,5.96767756361,5.96767756356,5.96767756406,5.04847661086,2.83011517776,7.53509101555,8.21584927735,8.99126445395,10.5442960928,11.7275144813,11.4941470347,11.7275144812,11.7275144812,11.7275144809,11.7275144807,11.308581874662,11.727514480712,11.727514480712,11.572594070112,10.3697743559,11.7275144812,11.72751448156,11.72751448156,11.72751448156,10.44740708507,11.2712449066,11.727514481,11.727514481,11.72751448097,11.63464486617,11.64352521317,11.72751448097,11.72751448107,11.72751448107,11.72751448103,11.72751448103,11.72751448103,11.72751448152,11.72751448152,11.7275144815,10.4737607787,10.9839795089,8.82646933785,9.76765302975,11.61948851533,11.64199104111,10.52639294432,11.72751448123,11.72751448123,11.72751448123,11.72751448113,11.72751448113,11.72751448135,11.40361242953,9.75351372532,9.71158151385,11.38211303715,11.72751448105,11.72751448108,11.72751448108,11.72751448105,11.42657658825,10.87805149035,11.72751448113,11.72751448113,11.727514481096,11.727514481096,11.727514481096,11.727514481096,11.727514481076,11.727514481076,11.727514481026,11.727514481026,11.727514481086,11.727514481086,11.727514481086,11.727514481086,11.727514481596,11.727514481656,11.727514481661,11.727514481661,11.727514481536,11.727514481136,11.097775169306,11.727514481206,11.727514481166,11.727514481166,11.727514481196,11.727514481196,10.18807579161,11.1363541405,11.3172029636,9.77009781745,11.72751448205,11.49270400586,11.72751448165,11.01355126725,11.727514481281,11.727514481281,8.68464356995,6.05792795845
"t47",6.47495709254,12.24329999055,12.16483090825,12.62309579904,12.62309579904,10.54400970804,12.62309579879,11.56236369609,10.82425626209,11.17354506142,10.56930379454,12.62309579864,12.62309579864,11.01250998744,12.62309579854,12.35513194004,12.62309579824,9.04562873074,11.74076917254,10.99484807454,12.623095798,11.5925131272,12.6230957985,10.1621624546,12.5557691189,12.6230957986,12.61120213666,12.3733016226,12.6230957986,12.6230957986,12.6230957986,12.623095799,12.6230957986,11.7628363695,9.5275045213,6.69701608484,9.30260573815,8.17367987476,7.88977547865,8.04676003595,6.40297971681,5.27466634285,3.48732671805,2.19965862955,3.3974134925,2.97566728183,3.39741349253,3.18644047913,3.39741349253,1.85554444509,0,2.91354637077,2.91354637077,2.58479010659,2.9135463706,2.9135463706,2.9135463707,2.9135463708,2.9135463708,2.9135463708,2.09900199239,3.19581117537,4.15210231977,4.04999588247,3.15063402453,4.28068006065,6.60153534865,6.601535348298,6.601535348298,6.601535348298,6.60153534835,6.60153534829,6.60153534829,6.33034028783,6.60153534825,6.6015353483,6.6015353483,6.60153534825,6.60153534875,5.68233439555,3.46397296245,8.16894880024,8.84970706204,9.62512223864,11.17815387749,12.36137226599,12.12800481939,12.36137226589,12.36137226589,12.36137226559,12.36137226539,11.942439659352,12.361372265402,12.361372265402,12.206451854802,11.00363214059,12.36137226589,12.36137226625,12.36137226625,12.36137226625,11.08126486976,11.90510269129,12.36137226569,12.36137226569,12.36137226566,12.26850265086,12.27738299786,12.36137226566,12.36137226576,12.36137226576,12.36137226572,12.36137226572,12.36137226572,12.36137226621,12.36137226621,12.36137226619,11.10761856339,11.61783729359,9.46032712254,10.40151081444,12.25334630002,12.2758488258,11.16025072901,12.36137226592,12.36137226592,12.36137226592,12.36137226582,12.36137226582,12.36137226604,12.03747021422,10.38737151001,10.34543929854,12.01597082184,12.36137226574,12.36137226577,12.36137226577,12.36137226574,12.06043437294,11.51190927504,12.36137226582,12.36137226582,12.361372265786,12.361372265786,12.361372265786,12.361372265786,12.361372265766,12.361372265766,12.361372265716,12.361372265716,12.361372265776,12.361372265776,12.361372265776,12.361372265776,12.361372266286,12.361372266346,12.361372266351,12.361372266351,12.361372266226,12.361372265826,11.731632953996,12.361372265896,12.361372265856,12.361372265856,12.361372265886,12.361372265886,10.8219335763,11.77021192519,11.95106074829,10.40395560214,12.36137226674,12.12656179055,12.36137226634,11.64740905194,12.361372265971,12.361372265971,9.31850135464,6.69178574314
"t152",7.08802227131,12.85636516932,12.77789608702,13.23616097781,13.23616097781,11.15707488681,13.23616097756,12.17542887486,11.43732144086,11.78661024019,11.18236897331,13.23616097741,13.23616097741,11.62557516621,13.23616097731,12.96819711881,13.23616097701,9.65869390951,12.35383435131,11.60791325331,13.23616097677,12.20557830597,13.23616097727,10.77522763337,13.16883429767,13.23616097737,13.22426731543,12.98636680137,13.23616097737,13.23616097737,13.23616097737,13.23616097777,13.23616097737,12.37590154827,10.14056970007,7.31008126361,9.91567091692,8.78674505353,8.50284065742,8.65982521472,7.01604489558,5.88773152162,4.10039189682,2.81272380832,4.01047867127,3.5887324606,4.0104786713,3.7995056579,4.0104786713,2.46860962386,2.91354637077,0,0.16099247254,1.62272582936,1.95148209337,1.95148209337,1.95148209347,2.34831828057,2.34831828057,2.34831828057,2.71206717116,3.80887635414,4.76516749854,4.66306106124,3.7636992033,4.89374523942,7.21460052742,7.214600527068,7.214600527068,7.214600527068,7.21460052712,7.21460052706,7.21460052706,6.9434054666,7.21460052702,7.21460052707,7.21460052707,7.21460052702,7.21460052752,6.29539957432,4.07703814122,8.78201397901,9.46277224081,10.23818741741,11.79121905626,12.97443744476,12.74106999816,12.97443744466,12.97443744466,12.97443744436,12.97443744416,12.555504838122,12.974437444172,12.974437444172,12.819517033572,11.61669731936,12.97443744466,12.97443744502,12.97443744502,12.97443744502,11.69433004853,12.51816787006,12.97443744446,12.97443744446,12.97443744443,12.88156782963,12.89044817663,12.97443744443,12.97443744453,12.97443744453,12.97443744449,12.97443744449,12.97443744449,12.97443744498,12.97443744498,12.97443744496,11.72068374216,12.23090247236,10.07339230131,11.01457599321,12.86641147879,12.88891400457,11.77331590778,12.97443744469,12.97443744469,12.97443744469,12.97443744459,12.97443744459,12.97443744481,12.65053539299,11.00043668878,10.95850447731,12.62903600061,12.97443744451,12.97443744454,12.97443744454,12.97443744451,12.67349955171,12.12497445381,12.97443744459,12.97443744459,12.974437444556,12.974437444556,12.974437444556,12.974437444556,12.974437444536,12.974437444536,12.974437444486,12.974437444486,12.974437444546,12.974437444546,12.974437444546,12.974437444546,12.974437445056,12.974437445116,12.974437445121,12.974437445121,12.974437444996,12.974437444596,12.344698132766,12.974437444666,12.974437444626,12.974437444626,12.974437444656,12.974437444656,11.43499875507,12.38327710396,12.56412592706,11.01702078091,12.97443744551,12.73962696932,12.97443744511,12.26047423071,12.974437444741,12.974437444741,9.93156653341,7.30485092191
"t153",7.08802227131,12.85636516932,12.77789608702,13.23616097781,13.23616097781,11.15707488681,13.23616097756,12.17542887486,11.43732144086,11.78661024019,11.18236897331,13.23616097741,13.23616097741,11.62557516621,13.23616097731,12.96819711881,13.23616097701,9.65869390951,12.35383435131,11.60791325331,13.23616097677,12.20557830597,13.23616097727,10.77522763337,13.16883429767,13.23616097737,13.22426731543,12.98636680137,13.23616097737,13.23616097737,13.23616097737,13.23616097777,13.23616097737,12.37590154827,10.14056970007,7.31008126361,9.91567091692,8.78674505353,8.50284065742,8.65982521472,7.01604489558,5.88773152162,4.10039189682,2.81272380832,4.01047867127,3.5887324606,4.0104786713,3.7995056579,4.0104786713,2.46860962386,2.91354637077,0.16099247254,0,1.62272582936,1.95148209337,1.95148209337,1.95148209347,2.34831828057,2.34831828057,2.34831828057,2.71206717116,3.80887635414,4.76516749854,4.66306106124,3.7636992033,4.89374523942,7.21460052742,7.214600527068,7.214600527068,7.214600527068,7.21460052712,7.21460052706,7.21460052706,6.9434054666,7.21460052702,7.21460052707,7.21460052707,7.21460052702,7.21460052752,6.29539957432,4.07703814122,8.78201397901,9.46277224081,10.23818741741,11.79121905626,12.97443744476,12.74106999816,12.97443744466,12.97443744466,12.97443744436,12.97443744416,12.555504838122,12.974437444172,12.974437444172,12.819517033572,11.61669731936,12.97443744466,12.97443744502,12.97443744502,12.97443744502,11.69433004853,12.51816787006,12.97443744446,12.97443744446,12.97443744443,12.88156782963,12.89044817663,12.97443744443,12.97443744453,12.97443744453,12.97443744449,12.97443744449,12.97443744449,12.97443744498,12.97443744498,12.97443744496,11.72068374216,12.23090247236,10.07339230131,11.01457599321,12.86641147879,12.88891400457,11.77331590778,12.97443744469,12.97443744469,12.97443744469,12.97443744459,12.97443744459,12.97443744481,12.65053539299,11.00043668878,10.95850447731,12.62903600061,12.97443744451,12.97443744454,12.97443744454,12.97443744451,12.67349955171,12.12497445381,12.97443744459,12.97443744459,12.974437444556,12.974437444556,12.974437444556,12.974437444556,12.974437444536,12.974437444536,12.974437444486,12.974437444486,12.974437444546,12.974437444546,12.974437444546,12.974437444546,12.974437445056,12.974437445116,12.974437445121,12.974437445121,12.974437444996,12.974437444596,12.344698132766,12.974437444666,12.974437444626,12.974437444626,12.974437444656,12.974437444656,11.43499875507,12.38327710396,12.56412592706,11.01702078091,12.97443744551,12.73962696932,12.97443744511,12.26047423071,12.974437444741,12.974437444741,9.93156653341,7.30485092191
"t116",6.75926600713,12.52760890514,12.44913982284,12.90740471363,12.90740471363,10.82831862263,12.90740471338,11.84667261068,11.10856517668,11.45785397601,10.85361270913,12.90740471323,12.90740471323,11.29681890203,12.90740471313,12.63944085463,12.90740471283,9.32993764533,12.02507808713,11.27915698913,12.90740471259,11.87682204179,12.90740471309,10.44647136919,12.84007803349,12.90740471319,12.89551105125,12.65761053719,12.90740471319,12.90740471319,12.90740471319,12.90740471359,12.90740471319,12.04714528409,9.81181343589,6.98132499943,9.58691465274,8.45798878935,8.17408439324,8.33106895054,6.6872886314,5.55897525744,3.77163563264,2.48396754414,3.68172240709,3.25997619642,3.68172240712,3.47074939372,3.68172240712,2.13985335968,2.58479010659,1.62272582936,1.62272582936,0,0.46451663339,1.01895726159,1.38012315269,2.01956201639,2.01956201639,2.01956201639,2.38331090698,3.48012008996,4.43641123436,4.33430479706,3.43494293912,4.56498897524,6.88584426324,6.885844262888,6.885844262888,6.885844262888,6.88584426294,6.88584426288,6.88584426288,6.61464920242,6.88584426284,6.88584426289,6.88584426289,6.88584426284,6.88584426334,5.96664331014,3.74828187704,8.45325771483,9.13401597663,9.90943115323,11.46246279208,12.64568118058,12.41231373398,12.64568118048,12.64568118048,12.64568118018,12.64568117998,12.226748573942,12.645681179992,12.645681179992,12.490760769392,11.28794105518,12.64568118048,12.64568118084,12.64568118084,12.64568118084,11.36557378435,12.18941160588,12.64568118028,12.64568118028,12.64568118025,12.55281156545,12.56169191245,12.64568118025,12.64568118035,12.64568118035,12.64568118031,12.64568118031,12.64568118031,12.6456811808,12.6456811808,12.64568118078,11.39192747798,11.90214620818,9.74463603713,10.68581972903,12.53765521461,12.56015774039,11.4445596436,12.64568118051,12.64568118051,12.64568118051,12.64568118041,12.64568118041,12.64568118063,12.32177912881,10.6716804246,10.62974821313,12.30027973643,12.64568118033,12.64568118036,12.64568118036,12.64568118033,12.34474328753,11.79621818963,12.64568118041,12.64568118041,12.645681180376,12.645681180376,12.645681180376,12.645681180376,12.645681180356,12.645681180356,12.645681180306,12.645681180306,12.645681180366,12.645681180366,12.645681180366,12.645681180366,12.645681180876,12.645681180936,12.645681180941,12.645681180941,12.645681180816,12.645681180416,12.015941868586,12.645681180486,12.645681180446,12.645681180446,12.645681180476,12.645681180476,11.10624249089,12.05452083978,12.23536966288,10.68826451673,12.64568118133,12.41087070514,12.64568118093,11.93171796653,12.645681180561,12.645681180561,9.60281026923,6.97609465773
"t117",7.08802227114,12.85636516915,12.77789608685,13.23616097764,13.23616097764,11.15707488664,13.23616097739,12.17542887469,11.43732144069,11.78661024002,11.18236897314,13.23616097724,13.23616097724,11.62557516604,13.23616097714,12.96819711864,13.23616097684,9.65869390934,12.35383435114,11.60791325314,13.2361609766,12.2055783058,13.2361609771,10.7752276332,13.1688342975,13.2361609772,13.22426731526,12.9863668012,13.2361609772,13.2361609772,13.2361609772,13.2361609776,13.2361609772,12.3759015481,10.1405696999,7.31008126344,9.91567091675,8.78674505336,8.50284065725,8.65982521455,7.01604489541,5.88773152145,4.10039189665,2.81272380815,4.0104786711,3.58873246043,4.01047867113,3.79950565773,4.01047867113,2.46860962369,2.9135463706,1.95148209337,1.95148209337,0.46451663339,0,1.3477135256,1.7088794167,2.3483182804,2.3483182804,2.3483182804,2.71206717099,3.80887635397,4.76516749837,4.66306106107,3.76369920313,4.89374523925,7.21460052725,7.214600526898,7.214600526898,7.214600526898,7.21460052695,7.21460052689,7.21460052689,6.94340546643,7.21460052685,7.2146005269,7.2146005269,7.21460052685,7.21460052735,6.29539957415,4.07703814105,8.78201397884,9.46277224064,10.23818741724,11.79121905609,12.97443744459,12.74106999799,12.97443744449,12.97443744449,12.97443744419,12.97443744399,12.555504837952,12.974437444002,12.974437444002,12.819517033402,11.61669731919,12.97443744449,12.97443744485,12.97443744485,12.97443744485,11.69433004836,12.51816786989,12.97443744429,12.97443744429,12.97443744426,12.88156782946,12.89044817646,12.97443744426,12.97443744436,12.97443744436,12.97443744432,12.97443744432,12.97443744432,12.97443744481,12.97443744481,12.97443744479,11.72068374199,12.23090247219,10.07339230114,11.01457599304,12.86641147862,12.8889140044,11.77331590761,12.97443744452,12.97443744452,12.97443744452,12.97443744442,12.97443744442,12.97443744464,12.65053539282,11.00043668861,10.95850447714,12.62903600044,12.97443744434,12.97443744437,12.97443744437,12.97443744434,12.67349955154,12.12497445364,12.97443744442,12.97443744442,12.974437444386,12.974437444386,12.974437444386,12.974437444386,12.974437444366,12.974437444366,12.974437444316,12.974437444316,12.974437444376,12.974437444376,12.974437444376,12.974437444376,12.974437444886,12.974437444946,12.974437444951,12.974437444951,12.974437444826,12.974437444426,12.344698132596,12.974437444496,12.974437444456,12.974437444456,12.974437444486,12.974437444486,11.4349987549,12.38327710379,12.56412592689,11.01702078074,12.97443744534,12.73962696915,12.97443744494,12.26047423054,12.974437444571,12.974437444571,9.93156653324,7.30485092174
"t92",7.08802227114,12.85636516915,12.77789608685,13.23616097764,13.23616097764,11.15707488664,13.23616097739,12.17542887469,11.43732144069,11.78661024002,11.18236897314,13.23616097724,13.23616097724,11.62557516604,13.23616097714,12.96819711864,13.23616097684,9.65869390934,12.35383435114,11.60791325314,13.2361609766,12.2055783058,13.2361609771,10.7752276332,13.1688342975,13.2361609772,13.22426731526,12.9863668012,13.2361609772,13.2361609772,13.2361609772,13.2361609776,13.2361609772,12.3759015481,10.1405696999,7.31008126344,9.91567091675,8.78674505336,8.50284065725,8.65982521455,7.01604489541,5.88773152145,4.10039189665,2.81272380815,4.0104786711,3.58873246043,4.01047867113,3.79950565773,4.01047867113,2.46860962369,2.9135463706,1.95148209337,1.95148209337,1.01895726159,1.3477135256,0,1.7088794167,2.3483182804,2.3483182804,2.3483182804,2.71206717099,3.80887635397,4.76516749837,4.66306106107,3.76369920313,4.89374523925,7.21460052725,7.214600526898,7.214600526898,7.214600526898,7.21460052695,7.21460052689,7.21460052689,6.94340546643,7.21460052685,7.2146005269,7.2146005269,7.21460052685,7.21460052735,6.29539957415,4.07703814105,8.78201397884,9.46277224064,10.23818741724,11.79121905609,12.97443744459,12.74106999799,12.97443744449,12.97443744449,12.97443744419,12.97443744399,12.555504837952,12.974437444002,12.974437444002,12.819517033402,11.61669731919,12.97443744449,12.97443744485,12.97443744485,12.97443744485,11.69433004836,12.51816786989,12.97443744429,12.97443744429,12.97443744426,12.88156782946,12.89044817646,12.97443744426,12.97443744436,12.97443744436,12.97443744432,12.97443744432,12.97443744432,12.97443744481,12.97443744481,12.97443744479,11.72068374199,12.23090247219,10.07339230114,11.01457599304,12.86641147862,12.8889140044,11.77331590761,12.97443744452,12.97443744452,12.97443744452,12.97443744442,12.97443744442,12.97443744464,12.65053539282,11.00043668861,10.95850447714,12.62903600044,12.97443744434,12.97443744437,12.97443744437,12.97443744434,12.67349955154,12.12497445364,12.97443744442,12.97443744442,12.974437444386,12.974437444386,12.974437444386,12.974437444386,12.974437444366,12.974437444366,12.974437444316,12.974437444316,12.974437444376,12.974437444376,12.974437444376,12.974437444376,12.974437444886,12.974437444946,12.974437444951,12.974437444951,12.974437444826,12.974437444426,12.344698132596,12.974437444496,12.974437444456,12.974437444456,12.974437444486,12.974437444486,11.4349987549,12.38327710379,12.56412592689,11.01702078074,12.97443744534,12.73962696915,12.97443744494,12.26047423054,12.974437444571,12.974437444571,9.93156653324,7.30485092174
