"accepted_species","trait_BM_trend_scaled"
"t1",0
"t24",1
"t135",1
"t136",1
"t22",1
"t23",1
"t7",1
"t85",1
"t90",1
"t91",1
"t31",1
"t3",1
"t4",0
"t5",0
"t15",0
"t25",0
"t32",NA
"t33",NA
"t9",1
"t10",1
"t75",1
"t76",1
"t50",1
"t129",NA
"t130",0
"t61",NA
"t111",0
"t112",0
"t57",0
"t34",1
"t18",0
"t137",1
"t138",1
"t131",1
"t55",1
"t123",1
"t124",1
"t92",0
"t93",0
"t81",0
"t82",0
"t80",0
"t107",0
"t108",0
"t38",1
"t97",1
"t98",1
"t113",0
"t114",0
"t53",1
"t54",1
"t41",0
"t42",0
"t44",1
"t68",1
"t69",1
"t58",1
"t105",1
"t106",1
"t121",1
"t122",1
"t94",1
"t95",1
"t77",1
"t74",1
"t26",1
"t119",1
"t120",1
"t139",1
"t140",1
"t49",1
"t43",1
"t103",1
"t104",1
"t52",1
"t70",1
"t71",1
"t51",1
"t37",1
"t109",1
"t110",1
"t17",0
"t45",1
"t56",1
"t83",1
"t84",1
"t11",0
"t12",0
"t60",1
"t99",1
"t100",1
"t101",1
"t102",1
"t88",NA
"t89",1
"t29",1
"t48",NA
"t72",1
"t73",1
"t127",1
"t128",1
"t47",1
"t66",1
"t67",1
"t20",1
"t21",0
"t19",0
"t27",NA
"t35",NA
"t36",1
"t62",1
"t63",1
"t13",0
"t14",0
"t79",1
"t133",1
"t134",NA
"t132",1
"t125",1
"t126",1
"t115",NA
"t116",0
"t78",1
"t46",NA
"t117",0
"t118",NA
"t96",NA
"t64",0
"t65",0
"t59",NA
"t28",0
"t39",0
"t40",1
"t8",0
"t6",0
"t2",0
"t86",1
"t87",1
"t30",1
"t16",0
