"","t1","t24","t135","t136","t22","t23","t7","t85","t90","t91","t31","t3","t4","t5","t15","t25","t32","t33","t9","t10","t75","t76","t50","t129","t130","t61","t111","t112","t57","t34","t18","t137","t138","t131","t55","t123","t124","t92","t93","t81","t82","t80","t107","t108","t38","t97","t98","t113","t114","t53","t54","t41","t42","t44","t68","t69","t58","t105","t106","t121","t122","t94","t95","t77","t74","t26","t119","t120","t139","t140","t49","t43","t103","t104","t52","t70","t71","t51","t37","t109","t110","t17","t45","t56","t83","t84","t11","t12","t60","t99","t100","t101","t102","t88","t89","t29","t48","t72","t73","t127","t128","t47","t66","t67","t20","t21","t19","t27","t35","t36","t62","t63","t13","t14","t79","t133","t134","t132","t125","t126","t115","t116","t78","t46","t117","t118","t96","t64","t65","t59","t28","t39","t40","t8","t6","t2","t86","t87","t30","t16"
"t1",0,6.03956670243,7.56693907289,7.56693907289,7.2039516473,7.5669390723,5.0451240886,7.5669390729,7.5669390729,7.5669390729,6.6703587122,4.9806111761,6.1466215347,4.673727545321,5.161592445951,6.133009120481,7.465206947481,7.566939072481,7.566939072981,5.894353191981,7.566939072681,7.566939072681,7.566939072581,7.566939072581,7.566939072581,7.566939072581,7.512749804741,7.566939072481,7.566939072581,7.566939072381,6.348295516481,7.566939072831,7.566939072831,7.566939072821,7.566939072841,7.566939072921,7.566939072921,7.556913197631,7.566939072631,7.566939072581,7.566939072581,7.566939072621,7.566939072721,7.501250975081,7.566939072121,7.467112243391,7.566939072161,7.566939072101,7.566939072101,7.566939072141,7.566939072141,7.566939072166,7.566939072166,7.489376232971,7.566939072971,7.566939072971,7.046957617611,7.566939072971,7.566939072971,7.566939072591,7.566939072591,7.566939073032,7.566939073032,7.566939073032,7.566939073071,6.051786408501,7.566939072931,7.566939072931,7.5669390728944,7.5669390728944,6.971783872131,7.566939073131,7.566939073131,7.566939073131,7.566939073131,7.566939073031,7.566939073031,7.566939073031,7.167334645831,7.566939073031,7.566939073031,5.689480501771,7.566939072671,7.566939072671,7.566939072671,7.566939072671,6.1109232798,7.2794789225,7.566939072,7.566939072042,7.566939072042,7.566939072042,7.566939072042,7.5669390722,7.5669390722,7.56693907237,7.56693907217,7.56693907217,7.56693907217,7.5669390721,7.5669390721,7.56693907206,7.56693907207,7.56693907207,7.42101845647,5.7921794509,7.56693907227,6.75266527897,7.56693907166,7.56693907166,7.26084847127,7.56693907207,5.11986553891,5.12188269303,7.56693907207,7.566939072049,7.566939072049,7.56693907205,7.56693907206,7.56693907206,7.56693907204,7.56693907204,7.56693907213,7.1980321607,7.56693907246,7.56693907246,7.56693907247,7.56693907228,7.15634767518,7.56693907235,6.14433077401,7.07125371415,7.56693907225,5.64036325647,4.39168682507,3.2471139114,7.566939073,7.566939073,6.3810844119,6.0770878146
"t24",6.03956670243,0,1.63110528752,1.63110528752,3.12587999933,3.48886742433,2.33981463883,5.27854144333,5.27854144333,5.27854144333,4.38196108263,4.20880049853,5.37481085713,5.256777887151,5.744642787781,6.716059462311,8.048257289311,8.149989414311,8.149989414811,6.477403533811,8.149989414511,8.149989414511,8.149989414411,8.149989414411,8.149989414411,8.149989414411,8.095800146571,8.149989414311,8.149989414411,8.149989414211,6.931345858311,8.149989414661,8.149989414661,8.149989414651,8.149989414671,8.149989414751,8.149989414751,8.139963539461,8.149989414461,8.149989414411,8.149989414411,8.149989414451,8.149989414551,8.084301316911,8.149989413951,8.050162585221,8.149989413991,8.149989413931,8.149989413931,8.149989413971,8.149989413971,8.149989413996,8.149989413996,8.072426574801,8.149989414801,8.149989414801,7.630007959441,8.149989414801,8.149989414801,8.149989414421,8.149989414421,8.149989414862,8.149989414862,8.149989414862,8.149989414901,6.634836750331,8.149989414761,8.149989414761,8.1499894147244,8.1499894147244,7.554834213961,8.149989414961,8.149989414961,8.149989414961,8.149989414961,8.149989414861,8.149989414861,8.149989414861,7.750384987661,8.149989414861,8.149989414861,6.272530843601,8.149989414501,8.149989414501,8.149989414501,8.149989414501,6.69397362163,7.86252926433,8.14998941383,8.149989413872,8.149989413872,8.149989413872,8.149989413872,8.14998941403,8.14998941403,8.1499894142,8.149989414,8.149989414,8.149989414,8.14998941393,8.14998941393,8.14998941389,8.1499894139,8.1499894139,8.0040687983,6.37522979273,8.1499894141,7.3357156208,8.14998941349,8.14998941349,7.8438988131,8.1499894139,5.70291588074,5.70493303486,8.1499894139,8.149989413879,8.149989413879,8.14998941388,8.14998941389,8.14998941389,8.14998941387,8.14998941387,8.14998941396,7.78108250253,8.14998941429,8.14998941429,8.1499894143,8.14998941411,7.73939801701,8.14998941418,6.72738111584,7.65430405598,8.14998941408,6.2234135983,4.9747371669,3.83016425323,8.52014868143,8.52014868143,7.33429402033,7.03029742303
"t135",7.56693907289,1.63110528752,0,0.04072025998,4.65325236979,5.01623979479,3.86718700929,6.80591381379,6.80591381379,6.80591381379,5.90933345309,5.73617286899,6.90218322759,6.784150257611,7.272015158241,8.243431832771,9.575629659771,9.677361784771,9.677361785271,8.004775904271,9.677361784971,9.677361784971,9.677361784871,9.677361784871,9.677361784871,9.677361784871,9.623172517031,9.677361784771,9.677361784871,9.677361784671,8.458718228771,9.677361785121,9.677361785121,9.677361785111,9.677361785131,9.677361785211,9.677361785211,9.667335909921,9.677361784921,9.677361784871,9.677361784871,9.677361784911,9.677361785011,9.611673687371,9.677361784411,9.577534955681,9.677361784451,9.677361784391,9.677361784391,9.677361784431,9.677361784431,9.677361784456,9.677361784456,9.599798945261,9.677361785261,9.677361785261,9.157380329901,9.677361785261,9.677361785261,9.677361784881,9.677361784881,9.677361785322,9.677361785322,9.677361785322,9.677361785361,8.162209120791,9.677361785221,9.677361785221,9.6773617851844,9.6773617851844,9.082206584421,9.677361785421,9.677361785421,9.677361785421,9.677361785421,9.677361785321,9.677361785321,9.677361785321,9.277757358121,9.677361785321,9.677361785321,7.799903214061,9.677361784961,9.677361784961,9.677361784961,9.677361784961,8.22134599209,9.38990163479,9.67736178429,9.677361784332,9.677361784332,9.677361784332,9.677361784332,9.67736178449,9.67736178449,9.67736178466,9.67736178446,9.67736178446,9.67736178446,9.67736178439,9.67736178439,9.67736178435,9.67736178436,9.67736178436,9.53144116876,7.90260216319,9.67736178456,8.86308799126,9.67736178395,9.67736178395,9.37127118356,9.67736178436,7.2302882512,7.23230540532,9.67736178436,9.677361784339,9.677361784339,9.67736178434,9.67736178435,9.67736178435,9.67736178433,9.67736178433,9.67736178442,9.30845487299,9.67736178475,9.67736178475,9.67736178476,9.67736178457,9.26677038747,9.67736178464,8.2547534863,9.18167642644,9.67736178454,7.75078596876,6.50210953736,5.35753662369,10.04752105189,10.04752105189,8.86166639079,8.55766979349
"t136",7.56693907289,1.63110528752,0.04072025998,0,4.65325236979,5.01623979479,3.86718700929,6.80591381379,6.80591381379,6.80591381379,5.90933345309,5.73617286899,6.90218322759,6.784150257611,7.272015158241,8.243431832771,9.575629659771,9.677361784771,9.677361785271,8.004775904271,9.677361784971,9.677361784971,9.677361784871,9.677361784871,9.677361784871,9.677361784871,9.623172517031,9.677361784771,9.677361784871,9.677361784671,8.458718228771,9.677361785121,9.677361785121,9.677361785111,9.677361785131,9.677361785211,9.677361785211,9.667335909921,9.677361784921,9.677361784871,9.677361784871,9.677361784911,9.677361785011,9.611673687371,9.677361784411,9.577534955681,9.677361784451,9.677361784391,9.677361784391,9.677361784431,9.677361784431,9.677361784456,9.677361784456,9.599798945261,9.677361785261,9.677361785261,9.157380329901,9.677361785261,9.677361785261,9.677361784881,9.677361784881,9.677361785322,9.677361785322,9.677361785322,9.677361785361,8.162209120791,9.677361785221,9.677361785221,9.6773617851844,9.6773617851844,9.082206584421,9.677361785421,9.677361785421,9.677361785421,9.677361785421,9.677361785321,9.677361785321,9.677361785321,9.277757358121,9.677361785321,9.677361785321,7.799903214061,9.677361784961,9.677361784961,9.677361784961,9.677361784961,8.22134599209,9.38990163479,9.67736178429,9.677361784332,9.677361784332,9.677361784332,9.677361784332,9.67736178449,9.67736178449,9.67736178466,9.67736178446,9.67736178446,9.67736178446,9.67736178439,9.67736178439,9.67736178435,9.67736178436,9.67736178436,9.53144116876,7.90260216319,9.67736178456,8.86308799126,9.67736178395,9.67736178395,9.37127118356,9.67736178436,7.2302882512,7.23230540532,9.67736178436,9.677361784339,9.677361784339,9.67736178434,9.67736178435,9.67736178435,9.67736178433,9.67736178433,9.67736178442,9.30845487299,9.67736178475,9.67736178475,9.67736178476,9.67736178457,9.26677038747,9.67736178464,8.2547534863,9.18167642644,9.67736178454,7.75078596876,6.50210953736,5.35753662369,10.04752105189,10.04752105189,8.86166639079,8.55766979349
"t22",7.2039516473,3.12587999933,4.65325236979,4.65325236979,0,3.003091743,3.5041995837,6.4429263882,6.4429263882,6.4429263882,5.5463460275,5.3731854434,6.539195802,6.421162832021,6.909027732651,7.880444407181,9.212642234181,9.314374359181,9.314374359681,7.641788478681,9.314374359381,9.314374359381,9.314374359281,9.314374359281,9.314374359281,9.314374359281,9.260185091441,9.314374359181,9.314374359281,9.314374359081,8.095730803181,9.314374359531,9.314374359531,9.314374359521,9.314374359541,9.314374359621,9.314374359621,9.304348484331,9.314374359331,9.314374359281,9.314374359281,9.314374359321,9.314374359421,9.248686261781,9.314374358821,9.214547530091,9.314374358861,9.314374358801,9.314374358801,9.314374358841,9.314374358841,9.314374358866,9.314374358866,9.236811519671,9.314374359671,9.314374359671,8.794392904311,9.314374359671,9.314374359671,9.314374359291,9.314374359291,9.314374359732,9.314374359732,9.314374359732,9.314374359771,7.799221695201,9.314374359631,9.314374359631,9.3143743595944,9.3143743595944,8.719219158831,9.314374359831,9.314374359831,9.314374359831,9.314374359831,9.314374359731,9.314374359731,9.314374359731,8.914769932531,9.314374359731,9.314374359731,7.436915788471,9.314374359371,9.314374359371,9.314374359371,9.314374359371,7.8583585665,9.0269142092,9.3143743587,9.314374358742,9.314374358742,9.314374358742,9.314374358742,9.3143743589,9.3143743589,9.31437435907,9.31437435887,9.31437435887,9.31437435887,9.3143743588,9.3143743588,9.31437435876,9.31437435877,9.31437435877,9.16845374317,7.5396147376,9.31437435897,8.50010056567,9.31437435836,9.31437435836,9.00828375797,9.31437435877,6.86730082561,6.86931797973,9.31437435877,9.314374358749,9.314374358749,9.31437435875,9.31437435876,9.31437435876,9.31437435874,9.31437435874,9.31437435883,8.9454674474,9.31437435916,9.31437435916,9.31437435917,9.31437435898,8.90378296188,9.31437435905,7.89176606071,8.81868900085,9.31437435895,7.38779854317,6.13912211177,4.9945491981,9.6845336263,9.6845336263,8.4986789652,8.1946823679
"t23",7.5669390723,3.48886742433,5.01623979479,5.01623979479,3.003091743,0,3.8671870087,6.8059138132,6.8059138132,6.8059138132,5.9093334525,5.7361728684,6.902183227,6.784150257021,7.272015157651,8.243431832181,9.575629659181,9.677361784181,9.677361784681,8.004775903681,9.677361784381,9.677361784381,9.677361784281,9.677361784281,9.677361784281,9.677361784281,9.623172516441,9.677361784181,9.677361784281,9.677361784081,8.458718228181,9.677361784531,9.677361784531,9.677361784521,9.677361784541,9.677361784621,9.677361784621,9.667335909331,9.677361784331,9.677361784281,9.677361784281,9.677361784321,9.677361784421,9.611673686781,9.677361783821,9.577534955091,9.677361783861,9.677361783801,9.677361783801,9.677361783841,9.677361783841,9.677361783866,9.677361783866,9.599798944671,9.677361784671,9.677361784671,9.157380329311,9.677361784671,9.677361784671,9.677361784291,9.677361784291,9.677361784732,9.677361784732,9.677361784732,9.677361784771,8.162209120201,9.677361784631,9.677361784631,9.6773617845944,9.6773617845944,9.082206583831,9.677361784831,9.677361784831,9.677361784831,9.677361784831,9.677361784731,9.677361784731,9.677361784731,9.277757357531,9.677361784731,9.677361784731,7.799903213471,9.677361784371,9.677361784371,9.677361784371,9.677361784371,8.2213459915,9.3899016342,9.6773617837,9.677361783742,9.677361783742,9.677361783742,9.677361783742,9.6773617839,9.6773617839,9.67736178407,9.67736178387,9.67736178387,9.67736178387,9.6773617838,9.6773617838,9.67736178376,9.67736178377,9.67736178377,9.53144116817,7.9026021626,9.67736178397,8.86308799067,9.67736178336,9.67736178336,9.37127118297,9.67736178377,7.23028825061,7.23230540473,9.67736178377,9.677361783749,9.677361783749,9.67736178375,9.67736178376,9.67736178376,9.67736178374,9.67736178374,9.67736178383,9.3084548724,9.67736178416,9.67736178416,9.67736178417,9.67736178398,9.26677038688,9.67736178405,8.25475348571,9.18167642585,9.67736178395,7.75078596817,6.50210953677,5.3575366231,10.0475210513,10.0475210513,8.8616663902,8.5576697929
"t7",5.0451240886,2.33981463883,3.86718700929,3.86718700929,3.5041995837,3.8671870087,0,4.2840988295,4.2840988295,4.2840988295,3.3875184688,3.2143578847,4.3803682433,4.262335273321,4.750200173951,5.721616848481,7.053814675481,7.155546800481,7.155546800981,5.482960919981,7.155546800681,7.155546800681,7.155546800581,7.155546800581,7.155546800581,7.155546800581,7.101357532741,7.155546800481,7.155546800581,7.155546800381,5.936903244481,7.155546800831,7.155546800831,7.155546800821,7.155546800841,7.155546800921,7.155546800921,7.145520925631,7.155546800631,7.155546800581,7.155546800581,7.155546800621,7.155546800721,7.089858703081,7.155546800121,7.055719971391,7.155546800161,7.155546800101,7.155546800101,7.155546800141,7.155546800141,7.155546800166,7.155546800166,7.077983960971,7.155546800971,7.155546800971,6.635565345611,7.155546800971,7.155546800971,7.155546800591,7.155546800591,7.155546801032,7.155546801032,7.155546801032,7.155546801071,5.640394136501,7.155546800931,7.155546800931,7.1555468008944,7.1555468008944,6.560391600131,7.155546801131,7.155546801131,7.155546801131,7.155546801131,7.155546801031,7.155546801031,7.155546801031,6.755942373831,7.155546801031,7.155546801031,5.278088229771,7.155546800671,7.155546800671,7.155546800671,7.155546800671,5.6995310078,6.8680866505,7.1555468,7.155546800042,7.155546800042,7.155546800042,7.155546800042,7.1555468002,7.1555468002,7.15554680037,7.15554680017,7.15554680017,7.15554680017,7.1555468001,7.1555468001,7.15554680006,7.15554680007,7.15554680007,7.00962618447,5.3807871789,7.15554680027,6.34127300697,7.15554679966,7.15554679966,6.84945619927,7.15554680007,4.70847326691,4.71049042103,7.15554680007,7.155546800049,7.155546800049,7.15554680005,7.15554680006,7.15554680006,7.15554680004,7.15554680004,7.15554680013,6.7866398887,7.15554680046,7.15554680046,7.15554680047,7.15554680028,6.74495540318,7.15554680035,5.73293850201,6.65986144215,7.15554680025,5.22897098447,3.98029455307,2.8357216394,7.5257060676,7.5257060676,6.3398514065,6.0358548092
"t85",7.5669390729,5.27854144333,6.80591381379,6.80591381379,6.4429263882,6.8059138132,4.2840988295,0,0.5527367038,0.5527367038,1.6839042031,5.736172869,6.9021832276,6.784150257621,7.272015158251,8.243431832781,9.575629659781,9.677361784781,9.677361785281,8.004775904281,9.677361784981,9.677361784981,9.677361784881,9.677361784881,9.677361784881,9.677361784881,9.623172517041,9.677361784781,9.677361784881,9.677361784681,8.458718228781,9.677361785131,9.677361785131,9.677361785121,9.677361785141,9.677361785221,9.677361785221,9.667335909931,9.677361784931,9.677361784881,9.677361784881,9.677361784921,9.677361785021,9.611673687381,9.677361784421,9.577534955691,9.677361784461,9.677361784401,9.677361784401,9.677361784441,9.677361784441,9.677361784466,9.677361784466,9.599798945271,9.677361785271,9.677361785271,9.157380329911,9.677361785271,9.677361785271,9.677361784891,9.677361784891,9.677361785332,9.677361785332,9.677361785332,9.677361785371,8.162209120801,9.677361785231,9.677361785231,9.6773617851944,9.6773617851944,9.082206584431,9.677361785431,9.677361785431,9.677361785431,9.677361785431,9.677361785331,9.677361785331,9.677361785331,9.277757358131,9.677361785331,9.677361785331,7.799903214071,9.677361784971,9.677361784971,9.677361784971,9.677361784971,8.2213459921,9.3899016348,9.6773617843,9.677361784342,9.677361784342,9.677361784342,9.677361784342,9.6773617845,9.6773617845,9.67736178467,9.67736178447,9.67736178447,9.67736178447,9.6773617844,9.6773617844,9.67736178436,9.67736178437,9.67736178437,9.53144116877,7.9026021632,9.67736178457,8.86308799127,9.67736178396,9.67736178396,9.37127118357,9.67736178437,7.23028825121,7.23230540533,9.67736178437,9.677361784349,9.677361784349,9.67736178435,9.67736178436,9.67736178436,9.67736178434,9.67736178434,9.67736178443,9.308454873,9.67736178476,9.67736178476,9.67736178477,9.67736178458,9.26677038748,9.67736178465,8.25475348631,9.18167642645,9.67736178455,7.75078596877,6.50210953737,5.3575366237,10.0475210519,10.0475210519,8.8616663908,8.5576697935
"t90",7.5669390729,5.27854144333,6.80591381379,6.80591381379,6.4429263882,6.8059138132,4.2840988295,0.5527367038,0,0.3505103384,1.6839042031,5.736172869,6.9021832276,6.784150257621,7.272015158251,8.243431832781,9.575629659781,9.677361784781,9.677361785281,8.004775904281,9.677361784981,9.677361784981,9.677361784881,9.677361784881,9.677361784881,9.677361784881,9.623172517041,9.677361784781,9.677361784881,9.677361784681,8.458718228781,9.677361785131,9.677361785131,9.677361785121,9.677361785141,9.677361785221,9.677361785221,9.667335909931,9.677361784931,9.677361784881,9.677361784881,9.677361784921,9.677361785021,9.611673687381,9.677361784421,9.577534955691,9.677361784461,9.677361784401,9.677361784401,9.677361784441,9.677361784441,9.677361784466,9.677361784466,9.599798945271,9.677361785271,9.677361785271,9.157380329911,9.677361785271,9.677361785271,9.677361784891,9.677361784891,9.677361785332,9.677361785332,9.677361785332,9.677361785371,8.162209120801,9.677361785231,9.677361785231,9.6773617851944,9.6773617851944,9.082206584431,9.677361785431,9.677361785431,9.677361785431,9.677361785431,9.677361785331,9.677361785331,9.677361785331,9.277757358131,9.677361785331,9.677361785331,7.799903214071,9.677361784971,9.677361784971,9.677361784971,9.677361784971,8.2213459921,9.3899016348,9.6773617843,9.677361784342,9.677361784342,9.677361784342,9.677361784342,9.6773617845,9.6773617845,9.67736178467,9.67736178447,9.67736178447,9.67736178447,9.6773617844,9.6773617844,9.67736178436,9.67736178437,9.67736178437,9.53144116877,7.9026021632,9.67736178457,8.86308799127,9.67736178396,9.67736178396,9.37127118357,9.67736178437,7.23028825121,7.23230540533,9.67736178437,9.677361784349,9.677361784349,9.67736178435,9.67736178436,9.67736178436,9.67736178434,9.67736178434,9.67736178443,9.308454873,9.67736178476,9.67736178476,9.67736178477,9.67736178458,9.26677038748,9.67736178465,8.25475348631,9.18167642645,9.67736178455,7.75078596877,6.50210953737,5.3575366237,10.0475210519,10.0475210519,8.8616663908,8.5576697935
"t91",7.5669390729,5.27854144333,6.80591381379,6.80591381379,6.4429263882,6.8059138132,4.2840988295,0.5527367038,0.3505103384,0,1.6839042031,5.736172869,6.9021832276,6.784150257621,7.272015158251,8.243431832781,9.575629659781,9.677361784781,9.677361785281,8.004775904281,9.677361784981,9.677361784981,9.677361784881,9.677361784881,9.677361784881,9.677361784881,9.623172517041,9.677361784781,9.677361784881,9.677361784681,8.458718228781,9.677361785131,9.677361785131,9.677361785121,9.677361785141,9.677361785221,9.677361785221,9.667335909931,9.677361784931,9.677361784881,9.677361784881,9.677361784921,9.677361785021,9.611673687381,9.677361784421,9.577534955691,9.677361784461,9.677361784401,9.677361784401,9.677361784441,9.677361784441,9.677361784466,9.677361784466,9.599798945271,9.677361785271,9.677361785271,9.157380329911,9.677361785271,9.677361785271,9.677361784891,9.677361784891,9.677361785332,9.677361785332,9.677361785332,9.677361785371,8.162209120801,9.677361785231,9.677361785231,9.6773617851944,9.6773617851944,9.082206584431,9.677361785431,9.677361785431,9.677361785431,9.677361785431,9.677361785331,9.677361785331,9.677361785331,9.277757358131,9.677361785331,9.677361785331,7.799903214071,9.677361784971,9.677361784971,9.677361784971,9.677361784971,8.2213459921,9.3899016348,9.6773617843,9.677361784342,9.677361784342,9.677361784342,9.677361784342,9.6773617845,9.6773617845,9.67736178467,9.67736178447,9.67736178447,9.67736178447,9.6773617844,9.6773617844,9.67736178436,9.67736178437,9.67736178437,9.53144116877,7.9026021632,9.67736178457,8.86308799127,9.67736178396,9.67736178396,9.37127118357,9.67736178437,7.23028825121,7.23230540533,9.67736178437,9.677361784349,9.677361784349,9.67736178435,9.67736178436,9.67736178436,9.67736178434,9.67736178434,9.67736178443,9.308454873,9.67736178476,9.67736178476,9.67736178477,9.67736178458,9.26677038748,9.67736178465,8.25475348631,9.18167642645,9.67736178455,7.75078596877,6.50210953737,5.3575366237,10.0475210519,10.0475210519,8.8616663908,8.5576697935
