"","t1","t63","t68","t72","t117","t118","t121","t122","t92","t70","t93","t94","t127","t128","t36","t100","t101","t49","t7","t35","t104","t105","t3","t4","t6","t22","t23","t28","t29","t88","t111","t112","t69","t86","t87","t67","t19","t75","t83","t84","t51","t73","t74","t13","t12","t8","t42","t98","t99","t76","t16","t30","t31","t129","t130","t34","t44","t115","t116","t125","t126","t9","t5","t2","t37","t64","t65","t59","t60","t81","t82","t45","t46","t48","t66","t79","t80","t54","t55","t89","t140","t141","t135","t95","t96","t102","t103","t56","t133","t134","t77","t78","t33","t11","t38","t39","t26","t14","t15","t57","t58","t10","t136","t137","t50","t62","t106","t107","t61","t24","t40","t47","t90","t91","t71","t43","t108","t109","t119","t120","t41","t138","t139","t32","t17","t25","t27","t52","t53","t85","t113","t114","t97","t110","t131","t132","t123","t124","t18","t20","t21"
"t1",0,3.25970034994,3.25970034995,3.25970035,3.25970035,3.25970035,3.25970034991,3.25970034991,3.25970034999,3.25970034989,3.25970035029,3.25970035029,3.25970035031,3.25970035031,3.25970035049,3.25970035049,3.25970035049,3.25970035049,1.86726891529,2.83423802879,3.19619871379,3.25970034979,1.5726179137,1.0610384475,2.0884774065,4.1022297582,4.1022297582,4.10222975787,2.82467816447,4.10222975857,4.10222975857,4.10222975857,3.68027379581,4.10222975848,4.10222975848,4.10222975847,3.4277047826,4.102229758,4.10222975808,4.10222975808,4.10222975804,4.10222975804,4.10222975804,3.4385848141,3.54657794777,2.05731831797,4.6006857171,4.6006857171,4.6006857171,4.6006857171,3.1112802357,4.0982632083,4.4285079284,4.60068571698,4.60068571698,4.1886187937,4.6006857174,4.6006857174,4.6006857174,4.60068571745,4.60068571745,4.6006857172,1.7895968191,3.3657838305,4.600685717082,4.325203847982,4.600685717482,4.600685717482,4.376784825882,4.360841492452,4.600685717452,3.858108411772,4.068394298752,4.600685717352,4.600685717492,4.600685717412,4.600685717412,4.600685717392,4.600685717362,4.600685717342,4.600685717352,4.600685717352,4.600685717362,4.600685717362,4.600685717362,4.600685717312,4.600685717312,4.600685717482,4.600685717522,4.600685717522,4.600685717482,4.600685717482,4.056057668682,2.750608568202,3.698985358502,4.600685717902,3.249229606702,2.973903990202,4.600685717702,4.122176401022,4.600685717232,2.268445261632,4.600685717872,4.600685717872,4.600685717932,4.600685717912,4.600685718012,4.516137831212,4.545655676232,3.214080090722,4.600685717922,4.600685717622,4.600685717522,4.600685717522,4.600685717622,4.600685717572,4.600685717572,4.600685717572,4.600685717592,4.600685717592,4.305153320672,4.600685717262,4.600685717262,3.921261747172,3.050840247882,3.217705286232,3.199917395602,4.600685717232,4.600685717232,4.600685717032,4.600685717132,4.600685717132,4.528298420832,4.600685717062,4.600685717062,4.600685717062,4.600685717132,4.600685717132,6.3015376477,6.3015376475,5.9619570145
"t63",3.25970034994,0,0.95923462061,0.95923462066,0.95923462066,0.95923462066,1.15703089587,1.15703089587,1.15703089595,1.15703089585,3.72526307825,3.72526307825,3.72526307827,3.72526307827,3.72526307845,4.72323094425,4.72323094425,4.72323094425,3.71168241065,5.91362538715,6.27558607215,6.33908770815,4.73411658784,4.22253712164,5.24997608064,7.26372843234,7.26372843234,7.26372843201,5.98617683861,7.26372843271,7.26372843271,7.26372843271,6.84177246995,7.26372843262,7.26372843262,7.26372843261,6.58920345674,7.26372843214,7.26372843222,7.26372843222,7.26372843218,7.26372843218,7.26372843218,6.60008348824,6.70807662191,5.21881699211,7.76218439124,7.76218439124,7.76218439124,7.76218439124,6.27277890984,7.25976188244,7.59000660254,7.76218439112,7.76218439112,7.35011746784,7.76218439154,7.76218439154,7.76218439154,7.76218439159,7.76218439159,7.76218439134,4.95109549324,6.52728250464,7.762184391222,7.486702522122,7.762184391622,7.762184391622,7.538283500022,7.522340166592,7.762184391592,7.019607085912,7.229892972892,7.762184391492,7.762184391632,7.762184391552,7.762184391552,7.762184391532,7.762184391502,7.762184391482,7.762184391492,7.762184391492,7.762184391502,7.762184391502,7.762184391502,7.762184391452,7.762184391452,7.762184391622,7.762184391662,7.762184391662,7.762184391622,7.762184391622,7.217556342822,5.912107242342,6.860484032642,7.762184392042,6.410728280842,6.135402664342,7.762184391842,7.283675075162,7.762184391372,5.429943935772,7.762184392012,7.762184392012,7.762184392072,7.762184392052,7.762184392152,7.677636505352,7.707154350372,6.375578764862,7.762184392062,7.762184391762,7.762184391662,7.762184391662,7.762184391762,7.762184391712,7.762184391712,7.762184391712,7.762184391732,7.762184391732,7.466651994812,7.762184391402,7.762184391402,7.082760421312,6.212338922022,6.379203960372,6.361416069742,7.762184391372,7.762184391372,7.762184391172,7.762184391272,7.762184391272,7.689797094972,7.762184391202,7.762184391202,7.762184391202,7.762184391272,7.762184391272,9.46303632184,9.46303632164,9.12345568864
"t68",3.25970034995,0.95923462061,0,0.89468308465,0.89468308465,0.89468308465,1.15703089588,1.15703089588,1.15703089596,1.15703089586,3.72526307826,3.72526307826,3.72526307828,3.72526307828,3.72526307846,4.72323094426,4.72323094426,4.72323094426,3.71168241066,5.91362538716,6.27558607216,6.33908770816,4.73411658785,4.22253712165,5.24997608065,7.26372843235,7.26372843235,7.26372843202,5.98617683862,7.26372843272,7.26372843272,7.26372843272,6.84177246996,7.26372843263,7.26372843263,7.26372843262,6.58920345675,7.26372843215,7.26372843223,7.26372843223,7.26372843219,7.26372843219,7.26372843219,6.60008348825,6.70807662192,5.21881699212,7.76218439125,7.76218439125,7.76218439125,7.76218439125,6.27277890985,7.25976188245,7.59000660255,7.76218439113,7.76218439113,7.35011746785,7.76218439155,7.76218439155,7.76218439155,7.7621843916,7.7621843916,7.76218439135,4.95109549325,6.52728250465,7.762184391232,7.486702522132,7.762184391632,7.762184391632,7.538283500032,7.522340166602,7.762184391602,7.019607085922,7.229892972902,7.762184391502,7.762184391642,7.762184391562,7.762184391562,7.762184391542,7.762184391512,7.762184391492,7.762184391502,7.762184391502,7.762184391512,7.762184391512,7.762184391512,7.762184391462,7.762184391462,7.762184391632,7.762184391672,7.762184391672,7.762184391632,7.762184391632,7.217556342832,5.912107242352,6.860484032652,7.762184392052,6.410728280852,6.135402664352,7.762184391852,7.283675075172,7.762184391382,5.429943935782,7.762184392022,7.762184392022,7.762184392082,7.762184392062,7.762184392162,7.677636505362,7.707154350382,6.375578764872,7.762184392072,7.762184391772,7.762184391672,7.762184391672,7.762184391772,7.762184391722,7.762184391722,7.762184391722,7.762184391742,7.762184391742,7.466651994822,7.762184391412,7.762184391412,7.082760421322,6.212338922032,6.379203960382,6.361416069752,7.762184391382,7.762184391382,7.762184391182,7.762184391282,7.762184391282,7.689797094982,7.762184391212,7.762184391212,7.762184391212,7.762184391282,7.762184391282,9.46303632185,9.46303632165,9.12345568865
"t72",3.25970035,0.95923462066,0.89468308465,0,0.8386238738,0.8386238738,1.15703089593,1.15703089593,1.15703089601,1.15703089591,3.72526307831,3.72526307831,3.72526307833,3.72526307833,3.72526307851,4.72323094431,4.72323094431,4.72323094431,3.71168241071,5.91362538721,6.27558607221,6.33908770821,4.7341165879,4.2225371217,5.2499760807,7.2637284324,7.2637284324,7.26372843207,5.98617683867,7.26372843277,7.26372843277,7.26372843277,6.84177247001,7.26372843268,7.26372843268,7.26372843267,6.5892034568,7.2637284322,7.26372843228,7.26372843228,7.26372843224,7.26372843224,7.26372843224,6.6000834883,6.70807662197,5.21881699217,7.7621843913,7.7621843913,7.7621843913,7.7621843913,6.2727789099,7.2597618825,7.5900066026,7.76218439118,7.76218439118,7.3501174679,7.7621843916,7.7621843916,7.7621843916,7.76218439165,7.76218439165,7.7621843914,4.9510954933,6.5272825047,7.762184391282,7.486702522182,7.762184391682,7.762184391682,7.538283500082,7.522340166652,7.762184391652,7.019607085972,7.229892972952,7.762184391552,7.762184391692,7.762184391612,7.762184391612,7.762184391592,7.762184391562,7.762184391542,7.762184391552,7.762184391552,7.762184391562,7.762184391562,7.762184391562,7.762184391512,7.762184391512,7.762184391682,7.762184391722,7.762184391722,7.762184391682,7.762184391682,7.217556342882,5.912107242402,6.860484032702,7.762184392102,6.410728280902,6.135402664402,7.762184391902,7.283675075222,7.762184391432,5.429943935832,7.762184392072,7.762184392072,7.762184392132,7.762184392112,7.762184392212,7.677636505412,7.707154350432,6.375578764922,7.762184392122,7.762184391822,7.762184391722,7.762184391722,7.762184391822,7.762184391772,7.762184391772,7.762184391772,7.762184391792,7.762184391792,7.466651994872,7.762184391462,7.762184391462,7.082760421372,6.212338922082,6.379203960432,6.361416069802,7.762184391432,7.762184391432,7.762184391232,7.762184391332,7.762184391332,7.689797095032,7.762184391262,7.762184391262,7.762184391262,7.762184391332,7.762184391332,9.4630363219,9.4630363217,9.1234556887
"t117",3.25970035,0.95923462066,0.89468308465,0.8386238738,0,0.2153822416,1.15703089593,1.15703089593,1.15703089601,1.15703089591,3.72526307831,3.72526307831,3.72526307833,3.72526307833,3.72526307851,4.72323094431,4.72323094431,4.72323094431,3.71168241071,5.91362538721,6.27558607221,6.33908770821,4.7341165879,4.2225371217,5.2499760807,7.2637284324,7.2637284324,7.26372843207,5.98617683867,7.26372843277,7.26372843277,7.26372843277,6.84177247001,7.26372843268,7.26372843268,7.26372843267,6.5892034568,7.2637284322,7.26372843228,7.26372843228,7.26372843224,7.26372843224,7.26372843224,6.6000834883,6.70807662197,5.21881699217,7.7621843913,7.7621843913,7.7621843913,7.7621843913,6.2727789099,7.2597618825,7.5900066026,7.76218439118,7.76218439118,7.3501174679,7.7621843916,7.7621843916,7.7621843916,7.76218439165,7.76218439165,7.7621843914,4.9510954933,6.5272825047,7.762184391282,7.486702522182,7.762184391682,7.762184391682,7.538283500082,7.522340166652,7.762184391652,7.019607085972,7.229892972952,7.762184391552,7.762184391692,7.762184391612,7.762184391612,7.762184391592,7.762184391562,7.762184391542,7.762184391552,7.762184391552,7.762184391562,7.762184391562,7.762184391562,7.762184391512,7.762184391512,7.762184391682,7.762184391722,7.762184391722,7.762184391682,7.762184391682,7.217556342882,5.912107242402,6.860484032702,7.762184392102,6.410728280902,6.135402664402,7.762184391902,7.283675075222,7.762184391432,5.429943935832,7.762184392072,7.762184392072,7.762184392132,7.762184392112,7.762184392212,7.677636505412,7.707154350432,6.375578764922,7.762184392122,7.762184391822,7.762184391722,7.762184391722,7.762184391822,7.762184391772,7.762184391772,7.762184391772,7.762184391792,7.762184391792,7.466651994872,7.762184391462,7.762184391462,7.082760421372,6.212338922082,6.379203960432,6.361416069802,7.762184391432,7.762184391432,7.762184391232,7.762184391332,7.762184391332,7.689797095032,7.762184391262,7.762184391262,7.762184391262,7.762184391332,7.762184391332,9.4630363219,9.4630363217,9.1234556887
"t118",3.25970035,0.95923462066,0.89468308465,0.8386238738,0.2153822416,0,1.15703089593,1.15703089593,1.15703089601,1.15703089591,3.72526307831,3.72526307831,3.72526307833,3.72526307833,3.72526307851,4.72323094431,4.72323094431,4.72323094431,3.71168241071,5.91362538721,6.27558607221,6.33908770821,4.7341165879,4.2225371217,5.2499760807,7.2637284324,7.2637284324,7.26372843207,5.98617683867,7.26372843277,7.26372843277,7.26372843277,6.84177247001,7.26372843268,7.26372843268,7.26372843267,6.5892034568,7.2637284322,7.26372843228,7.26372843228,7.26372843224,7.26372843224,7.26372843224,6.6000834883,6.70807662197,5.21881699217,7.7621843913,7.7621843913,7.7621843913,7.7621843913,6.2727789099,7.2597618825,7.5900066026,7.76218439118,7.76218439118,7.3501174679,7.7621843916,7.7621843916,7.7621843916,7.76218439165,7.76218439165,7.7621843914,4.9510954933,6.5272825047,7.762184391282,7.486702522182,7.762184391682,7.762184391682,7.538283500082,7.522340166652,7.762184391652,7.019607085972,7.229892972952,7.762184391552,7.762184391692,7.762184391612,7.762184391612,7.762184391592,7.762184391562,7.762184391542,7.762184391552,7.762184391552,7.762184391562,7.762184391562,7.762184391562,7.762184391512,7.762184391512,7.762184391682,7.762184391722,7.762184391722,7.762184391682,7.762184391682,7.217556342882,5.912107242402,6.860484032702,7.762184392102,6.410728280902,6.135402664402,7.762184391902,7.283675075222,7.762184391432,5.429943935832,7.762184392072,7.762184392072,7.762184392132,7.762184392112,7.762184392212,7.677636505412,7.707154350432,6.375578764922,7.762184392122,7.762184391822,7.762184391722,7.762184391722,7.762184391822,7.762184391772,7.762184391772,7.762184391772,7.762184391792,7.762184391792,7.466651994872,7.762184391462,7.762184391462,7.082760421372,6.212338922082,6.379203960432,6.361416069802,7.762184391432,7.762184391432,7.762184391232,7.762184391332,7.762184391332,7.689797095032,7.762184391262,7.762184391262,7.762184391262,7.762184391332,7.762184391332,9.4630363219,9.4630363217,9.1234556887
"t121",3.25970034991,1.15703089587,1.15703089588,1.15703089593,1.15703089593,1.15703089593,0,0.14554940204,0.62047580692,0.86989827062,3.72526307822,3.72526307822,3.72526307824,3.72526307824,3.72526307842,4.72323094422,4.72323094422,4.72323094422,3.71168241062,5.91362538712,6.27558607212,6.33908770812,4.73411658781,4.22253712161,5.24997608061,7.26372843231,7.26372843231,7.26372843198,5.98617683858,7.26372843268,7.26372843268,7.26372843268,6.84177246992,7.26372843259,7.26372843259,7.26372843258,6.58920345671,7.26372843211,7.26372843219,7.26372843219,7.26372843215,7.26372843215,7.26372843215,6.60008348821,6.70807662188,5.21881699208,7.76218439121,7.76218439121,7.76218439121,7.76218439121,6.27277890981,7.25976188241,7.59000660251,7.76218439109,7.76218439109,7.35011746781,7.76218439151,7.76218439151,7.76218439151,7.76218439156,7.76218439156,7.76218439131,4.95109549321,6.52728250461,7.762184391192,7.486702522092,7.762184391592,7.762184391592,7.538283499992,7.522340166562,7.762184391562,7.019607085882,7.229892972862,7.762184391462,7.762184391602,7.762184391522,7.762184391522,7.762184391502,7.762184391472,7.762184391452,7.762184391462,7.762184391462,7.762184391472,7.762184391472,7.762184391472,7.762184391422,7.762184391422,7.762184391592,7.762184391632,7.762184391632,7.762184391592,7.762184391592,7.217556342792,5.912107242312,6.860484032612,7.762184392012,6.410728280812,6.135402664312,7.762184391812,7.283675075132,7.762184391342,5.429943935742,7.762184391982,7.762184391982,7.762184392042,7.762184392022,7.762184392122,7.677636505322,7.707154350342,6.375578764832,7.762184392032,7.762184391732,7.762184391632,7.762184391632,7.762184391732,7.762184391682,7.762184391682,7.762184391682,7.762184391702,7.762184391702,7.466651994782,7.762184391372,7.762184391372,7.082760421282,6.212338921992,6.379203960342,6.361416069712,7.762184391342,7.762184391342,7.762184391142,7.762184391242,7.762184391242,7.689797094942,7.762184391172,7.762184391172,7.762184391172,7.762184391242,7.762184391242,9.46303632181,9.46303632161,9.12345568861
"t122",3.25970034991,1.15703089587,1.15703089588,1.15703089593,1.15703089593,1.15703089593,0.14554940204,0,0.62047580692,0.86989827062,3.72526307822,3.72526307822,3.72526307824,3.72526307824,3.72526307842,4.72323094422,4.72323094422,4.72323094422,3.71168241062,5.91362538712,6.27558607212,6.33908770812,4.73411658781,4.22253712161,5.24997608061,7.26372843231,7.26372843231,7.26372843198,5.98617683858,7.26372843268,7.26372843268,7.26372843268,6.84177246992,7.26372843259,7.26372843259,7.26372843258,6.58920345671,7.26372843211,7.26372843219,7.26372843219,7.26372843215,7.26372843215,7.26372843215,6.60008348821,6.70807662188,5.21881699208,7.76218439121,7.76218439121,7.76218439121,7.76218439121,6.27277890981,7.25976188241,7.59000660251,7.76218439109,7.76218439109,7.35011746781,7.76218439151,7.76218439151,7.76218439151,7.76218439156,7.76218439156,7.76218439131,4.95109549321,6.52728250461,7.762184391192,7.486702522092,7.762184391592,7.762184391592,7.538283499992,7.522340166562,7.762184391562,7.019607085882,7.229892972862,7.762184391462,7.762184391602,7.762184391522,7.762184391522,7.762184391502,7.762184391472,7.762184391452,7.762184391462,7.762184391462,7.762184391472,7.762184391472,7.762184391472,7.762184391422,7.762184391422,7.762184391592,7.762184391632,7.762184391632,7.762184391592,7.762184391592,7.217556342792,5.912107242312,6.860484032612,7.762184392012,6.410728280812,6.135402664312,7.762184391812,7.283675075132,7.762184391342,5.429943935742,7.762184391982,7.762184391982,7.762184392042,7.762184392022,7.762184392122,7.677636505322,7.707154350342,6.375578764832,7.762184392032,7.762184391732,7.762184391632,7.762184391632,7.762184391732,7.762184391682,7.762184391682,7.762184391682,7.762184391702,7.762184391702,7.466651994782,7.762184391372,7.762184391372,7.082760421282,6.212338921992,6.379203960342,6.361416069712,7.762184391342,7.762184391342,7.762184391142,7.762184391242,7.762184391242,7.689797094942,7.762184391172,7.762184391172,7.762184391172,7.762184391242,7.762184391242,9.46303632181,9.46303632161,9.12345568861
"t92",3.25970034999,1.15703089595,1.15703089596,1.15703089601,1.15703089601,1.15703089601,0.62047580692,0.62047580692,0,0.8698982707,3.7252630783,3.7252630783,3.72526307832,3.72526307832,3.7252630785,4.7232309443,4.7232309443,4.7232309443,3.7116824107,5.9136253872,6.2755860722,6.3390877082,4.73411658789,4.22253712169,5.24997608069,7.26372843239,7.26372843239,7.26372843206,5.98617683866,7.26372843276,7.26372843276,7.26372843276,6.84177247,7.26372843267,7.26372843267,7.26372843266,6.58920345679,7.26372843219,7.26372843227,7.26372843227,7.26372843223,7.26372843223,7.26372843223,6.60008348829,6.70807662196,5.21881699216,7.76218439129,7.76218439129,7.76218439129,7.76218439129,6.27277890989,7.25976188249,7.59000660259,7.76218439117,7.76218439117,7.35011746789,7.76218439159,7.76218439159,7.76218439159,7.76218439164,7.76218439164,7.76218439139,4.95109549329,6.52728250469,7.762184391272,7.486702522172,7.762184391672,7.762184391672,7.538283500072,7.522340166642,7.762184391642,7.019607085962,7.229892972942,7.762184391542,7.762184391682,7.762184391602,7.762184391602,7.762184391582,7.762184391552,7.762184391532,7.762184391542,7.762184391542,7.762184391552,7.762184391552,7.762184391552,7.762184391502,7.762184391502,7.762184391672,7.762184391712,7.762184391712,7.762184391672,7.762184391672,7.217556342872,5.912107242392,6.860484032692,7.762184392092,6.410728280892,6.135402664392,7.762184391892,7.283675075212,7.762184391422,5.429943935822,7.762184392062,7.762184392062,7.762184392122,7.762184392102,7.762184392202,7.677636505402,7.707154350422,6.375578764912,7.762184392112,7.762184391812,7.762184391712,7.762184391712,7.762184391812,7.762184391762,7.762184391762,7.762184391762,7.762184391782,7.762184391782,7.466651994862,7.762184391452,7.762184391452,7.082760421362,6.212338922072,6.379203960422,6.361416069792,7.762184391422,7.762184391422,7.762184391222,7.762184391322,7.762184391322,7.689797095022,7.762184391252,7.762184391252,7.762184391252,7.762184391322,7.762184391322,9.46303632189,9.46303632169,9.12345568869
"t70",3.25970034989,1.15703089585,1.15703089586,1.15703089591,1.15703089591,1.15703089591,0.86989827062,0.86989827062,0.8698982707,0,3.7252630782,3.7252630782,3.72526307822,3.72526307822,3.7252630784,4.7232309442,4.7232309442,4.7232309442,3.7116824106,5.9136253871,6.2755860721,6.3390877081,4.73411658779,4.22253712159,5.24997608059,7.26372843229,7.26372843229,7.26372843196,5.98617683856,7.26372843266,7.26372843266,7.26372843266,6.8417724699,7.26372843257,7.26372843257,7.26372843256,6.58920345669,7.26372843209,7.26372843217,7.26372843217,7.26372843213,7.26372843213,7.26372843213,6.60008348819,6.70807662186,5.21881699206,7.76218439119,7.76218439119,7.76218439119,7.76218439119,6.27277890979,7.25976188239,7.59000660249,7.76218439107,7.76218439107,7.35011746779,7.76218439149,7.76218439149,7.76218439149,7.76218439154,7.76218439154,7.76218439129,4.95109549319,6.52728250459,7.762184391172,7.486702522072,7.762184391572,7.762184391572,7.538283499972,7.522340166542,7.762184391542,7.019607085862,7.229892972842,7.762184391442,7.762184391582,7.762184391502,7.762184391502,7.762184391482,7.762184391452,7.762184391432,7.762184391442,7.762184391442,7.762184391452,7.762184391452,7.762184391452,7.762184391402,7.762184391402,7.762184391572,7.762184391612,7.762184391612,7.762184391572,7.762184391572,7.217556342772,5.912107242292,6.860484032592,7.762184391992,6.410728280792,6.135402664292,7.762184391792,7.283675075112,7.762184391322,5.429943935722,7.762184391962,7.762184391962,7.762184392022,7.762184392002,7.762184392102,7.677636505302,7.707154350322,6.375578764812,7.762184392012,7.762184391712,7.762184391612,7.762184391612,7.762184391712,7.762184391662,7.762184391662,7.762184391662,7.762184391682,7.762184391682,7.466651994762,7.762184391352,7.762184391352,7.082760421262,6.212338921972,6.379203960322,6.361416069692,7.762184391322,7.762184391322,7.762184391122,7.762184391222,7.762184391222,7.689797094922,7.762184391152,7.762184391152,7.762184391152,7.762184391222,7.762184391222,9.46303632179,9.46303632159,9.12345568859
