"","Hydnophytum_lucidulum","Aitchisonia_rosea","Galium_×_lindbergii","Galium_propinquum","Rubia_davisiana","Saprosma_fruticosa","Leptodermis_yui","Argostemma_densifolium","Kohautia_pappii","Kohautia_microflora","Oldenlandia_mairei","Oldenlandia_adscensionis","Kadua_rapensis","Houstonia_rosea","Crusea_coronata","Otiophora_multicaulis","Danais_masoalana","Psychotria_shaferi","Psychotria_deltata","Psychotria_holoxantha","Psychotria_beddomei","Psychotria_aquatica","Psychotria_marmeladensis","Psychotria_callensii","Psychotria_ossaeana","Psychotria_heterosticta","Psychotria_sparsipila","Psychotria_valleculata","Psychotria_cornifer","Psychotria_janssensii","Psychotria_horizontalis","Amaracarpus_major","Puffia_gerrardii","Rudgea_pachyphylla","Palicourea_ottonis","Palicourea_jauaensis","Eumachia_balabacensis","Gaertnera_sralensis","Pagamea_standleyana","Coussarea_viridis","Lasianthus_wightianus","Urophyllum_maingayi","Ophiorrhiza_peploides","Ophiorrhiza_solomonensis","Ophiorrhiza_carstensensis","Ophiorrhiza_rufinervis","Tarenna_ridleyi","Pavetta_oligantha","Pavetta_hookeriana","Randia_ciliolata","Randia_mollis","Gardenia_cornuta","Coffea_affinis","Diplospora_wrayi","Cyclophyllum_guillauminianum","Sabicea_panamensis","Adina_malaccensis","Arachnothryx_secunda","Timonius_dumagat","Timonius_carstensensis","Stenostomum_pedicellare","Simira_macrocrater","Stapelia_surrecta","Schizostephanus_alatus","Cerberiopsis_obtusifolia","Huernia_namaquensis","Quaqua_ramosa","Boucerosia_crenulata","Ditassa_tamayoi","Oxypetalum_guaraniticum","Funastrum_utahense","Tassadia_medinae","Vincetoxicum_zeylanicum","Vincetoxicum_roylei","Vincetoxicum_badium","Asclepias_pumila","Xysmalobium_kaessneri","Cynanchum_folotsioides","Cynanchum_macrolobum","Cynanchum_microstemma","Hoya_galeraensis","Hoya_ranauensis","Hoya_brevialata","Dischidia_soronensis","Ruehssia_stevensiana","Raphionacme_vignei","Cryptolepis_sinensis","Mandevilla_tricolor","Mandevilla_similaris","Parsonsia_crebriflora","Odontadenia_anomala","Tabernaemontana_gamblei","Rauvolfia_mannii","Alyxia_squamulosa","Sebaea_marlothii","Gentianella_briquetiana","Swertia_fasciculata","Gentiana_frigida","Crawfurdia_campanulacea","Strychnos_poeppigii"
"Vincetoxicum_zeylanicum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,0,10.121694,10.121694,19.836684,19.836684,20.709022,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Vincetoxicum_roylei",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,10.121694,0,10.121694,19.836684,19.836684,20.709022,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Vincetoxicum_badium",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,10.121694,10.121694,0,19.836684,19.836684,20.709022,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Asclepias_pumila",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,19.836684,19.836684,19.836684,0,7.40535,20.709022,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Xysmalobium_kaessneri",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,19.836684,19.836684,19.836684,7.40535,0,20.709022,20.709022,20.709022,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Cynanchum_folotsioides",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,20.709022,20.709022,20.709022,20.709022,20.709022,0,20.46444,20.46444,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Cynanchum_macrolobum",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,20.709022,20.709022,20.709022,20.709022,20.709022,20.46444,0,20.46444,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Cynanchum_microstemma",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,24.414594,24.414594,24.414594,24.414594,20.709022,20.709022,20.709022,20.709022,20.709022,20.46444,20.46444,0,33.87846,33.87846,33.87846,33.87846,33.87846,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_galeraensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,0,9.99944,9.99944,10.297596,16.377514,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_ranauensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,9.99944,0,9.99944,10.297596,16.377514,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Hoya_brevialata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,9.99944,9.99944,0,10.297596,16.377514,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Dischidia_soronensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,10.297596,10.297596,10.297596,0,16.377514,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Ruehssia_stevensiana",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,33.87846,16.377514,16.377514,16.377514,16.377514,0,42.482138,42.482138,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Raphionacme_vignei",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,0,7.471922,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Cryptolepis_sinensis",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,42.482138,7.471922,0,43.788918,43.788918,43.788918,43.788918,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Mandevilla_tricolor",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,0,14.553046,26.46238,26.46238,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Mandevilla_similaris",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,14.553046,0,26.46238,26.46238,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Parsonsia_crebriflora",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,26.46238,26.46238,0,25.798274,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Odontadenia_anomala",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,43.788918,26.46238,26.46238,25.798274,0,61.78901,61.78901,61.78901,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Tabernaemontana_gamblei",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,0,46.883208,50.884194,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Rauvolfia_mannii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,46.883208,0,50.884194,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Alyxia_squamulosa",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,61.78901,50.884194,50.884194,0,104.146234,104.146234,104.146234,104.146234,104.146234,120.09501
"Sebaea_marlothii",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,0,55.91799,55.91799,55.91799,55.91799,120.09501
"Gentianella_briquetiana",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,0,25.907998,38.49716,38.49716,120.09501
"Swertia_fasciculata",135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,104.146234,55.91799,25.907998,0,38.49716,38.49716,120.09501
