,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,1.7926201,7.1705465,3.942227,4.4300113,5.280919,5.653471,5.3878074,5.0614176,4.207854,5.541745,3.6042342,6.226502,5.808831,4.8159204,5.6221204,6.918769,4.3337226
t43,-1.0459217,0.98005646,7.116971,6.337989,1.2136966,5.364317,4.3190155,1.6345444,2.8030238,6.997506,4.3373156,3.545877,3.5859182,5.5207767,7.104203,6.9410677,2.6708496
t163,-1.0221972,1.0037624,7.1685505,6.285547,1.2966677,5.3377643,4.277439,1.6703897,2.8646493,7.0393696,4.3591466,3.4884205,3.6389406,5.5536017,7.118913,6.9982758,2.6304033
t164,-1.046938,1.0395873,7.086267,6.297682,1.2545488,5.3371124,4.363598,1.6766129,2.8108416,7.058613,4.2649508,3.604232,3.5618675,5.448002,7.174901,6.9655685,2.622485
t91,-1.0189217,0.94034785,7.1432157,6.3519125,1.2258179,5.4022703,4.306685,1.6021543,2.8441746,6.981706,4.3636703,3.523114,3.611537,5.542135,7.0807843,6.962429,2.6724324
t92,-1.0271096,0.9599345,7.142675,6.338532,1.2383177,5.3847,4.3084,1.6212422,2.8452299,7.006137,4.352485,3.5226974,3.6128643,5.5354786,7.099562,6.9626017,2.651831
t76,-1.3897395,1.1679448,6.9338984,6.018954,1.6736166,5.392079,4.8170986,1.9030384,3.2107785,7.5364647,3.8851,3.8878336,3.3252447,5.085273,7.7429643,7.002378,2.485484
t77,-1.5619541,1.2716382,6.965627,5.837716,1.8758348,5.3179455,4.8529615,1.8759279,3.2890272,7.540956,3.8050253,4.0230627,3.2587717,4.971171,7.953694,7.0066366,2.4921756
t37,-1.6491387,1.3385484,6.949017,5.769668,1.9211104,5.3087053,4.874934,1.8779416,3.3222764,7.5436177,3.7809975,4.096839,3.2291117,4.905778,8.01886,6.9904084,2.520158
t17,-2.2016096,1.796073,6.853734,5.165748,2.3203092,5.111226,4.709844,1.6563526,3.3319387,7.4200983,3.6367352,4.631156,3.104543,4.4830236,8.342954,6.867302,2.8355553
t31,-2.2189467,1.8154796,6.8298597,5.150829,2.3443031,5.116971,4.7101107,1.6506276,3.3556008,7.4274,3.6438365,4.65131,3.10897,4.460314,8.360581,6.878682,2.8606179
t39,-1.507383,1.2503518,6.8941455,5.9467072,1.7801318,5.417013,4.9872365,1.9801074,3.36072,7.633923,3.7579286,3.9572706,3.2550273,4.9945884,7.9550476,7.0425587,2.4856896
t40,-1.4185817,1.1981848,6.907332,6.033124,1.7387476,5.4776163,5.028848,2.038247,3.4053967,7.67549,3.7608988,3.8818588,3.2838447,5.0451617,7.971421,7.089332,2.4623897
t115,-1.2792104,1.1190072,6.810553,6.162427,1.6042752,5.421706,4.927583,2.0225682,3.2192574,7.659054,3.8335068,3.7537105,3.3364983,5.1668406,7.673251,7.0247917,2.3610892
t116,-1.2784309,1.1149124,6.8606324,6.183536,1.6061654,5.484945,5.0373554,2.074384,3.3429027,7.7070713,3.8048644,3.7397041,3.3506126,5.167103,7.780832,7.0977182,2.4314487
t119,-1.2282852,1.0602169,6.8968267,6.2153583,1.5283574,5.523129,4.9637513,2.050517,3.2870975,7.640464,3.8883224,3.7163,3.406315,5.211136,7.691415,7.086623,2.4730933
t120,-1.2870063,1.1061019,6.830172,6.1925592,1.597602,5.505773,5.0567408,2.1016872,3.3505085,7.723878,3.794571,3.7451417,3.3565454,5.1599474,7.789558,7.103071,2.4228983
t19,-2.2182052,1.7391832,6.908007,5.2075834,2.2717505,5.109138,4.7093897,1.6606992,3.3208282,7.4138575,3.6265502,4.5840564,3.06443,4.52024,8.320357,6.898166,2.8269906
t90,-0.23978628,0.97692484,6.483486,7.44477,0.7083934,6.4333224,7.155285,2.7227237,3.8180258,8.816163,3.4162562,2.9918942,3.4336097,5.2466493,8.214447,7.935983,2.7587912
t169,-0.24135517,0.9952927,6.4952674,7.5476108,0.6129835,6.4247603,7.2794404,2.6951628,3.8381114,8.759581,3.46472,2.890658,3.4397092,5.244634,8.099822,7.9554796,2.6291907
t170,-0.19926003,1.0324628,6.5159464,7.5585465,0.5776238,6.4640484,7.3525224,2.6238759,3.9290857,8.832809,3.4845164,2.9654248,3.4796479,5.283153,8.187172,7.945662,2.6716545
t167,-0.2891629,1.069711,6.5187936,7.45727,0.6566926,6.3828917,7.3294845,2.574893,3.9102502,8.826974,3.5185444,3.0068512,3.5422068,5.2961802,8.243608,7.8716135,2.7032053
t168,-0.25564364,1.051189,6.5158806,7.495258,0.6282848,6.390377,7.309104,2.6356552,3.8871608,8.815415,3.4976425,2.943332,3.5114572,5.2905755,8.205412,7.8972445,2.6966102
t121,-0.1906466,1.0023053,6.594616,7.5402727,0.57037735,6.4808745,7.3455954,2.5845737,3.8930528,8.789164,3.43234,3.0095937,3.490375,5.3140182,8.242222,7.8972025,2.6248705
t64,-0.32239595,1.0470608,6.5460925,7.3583784,0.7263884,6.375129,7.199214,2.5719972,3.830053,8.778451,3.4750063,3.0627472,3.5046887,5.3084517,8.228105,7.805911,2.6877384
t65,-0.38816994,1.0370947,6.558846,7.3068023,0.7795693,6.3708944,7.069692,2.498331,3.83327,8.711588,3.5087943,3.1277416,3.5022256,5.303915,8.024415,7.7667627,2.6122544
t93,-0.31274483,0.9664702,6.4136925,7.3504176,0.868906,6.5044765,7.001429,2.5045924,3.8002963,8.770198,3.4356751,3.1767335,3.2692919,5.2493243,8.074119,7.8277926,2.7632165
t137,-0.34493512,0.90923405,6.391773,7.370468,0.8266018,6.459967,7.0236588,2.49804,3.8098884,8.716,3.3973548,3.1598687,3.2486706,5.189049,8.042649,7.831146,2.6511574
t138,-0.25517192,1.0112855,6.430852,7.37262,0.8542159,6.574442,7.0972953,2.4480803,3.855934,8.823997,3.4662395,3.2029727,3.2670646,5.293369,8.141969,7.854751,2.8403916
t108,-0.3388653,0.9562496,6.4366274,7.346544,0.8498817,6.4597297,6.9697757,2.5334246,3.7944992,8.729484,3.441165,3.1375747,3.3021655,5.234517,8.022663,7.830738,2.715175
