"accepted_species","trait_BM_trend_scaled"
"t35",0
"t36",0
"t27",0
"t28",0
"t99",1
"t100",1
"t54",1
"t41",1
"t16",0
"t65",0
"t66",0
"t10",0
"t11",0
"t19",0
"t31",0
"t32",0
"t17",0
"t18",0
"t2",0
"t69",0
"t77",0
"t78",NA
"t9",0
"t3",0
"t6",0
"t106",0
"t107",0
"t25",0
"t71",0
"t72",0
"t52",0
"t70",0
"t82",NA
"t115",NA
"t116",0
"t46",0
"t12",0
"t45",0
"t47",0
"t48",0
"t37",1
"t111",0
"t112",0
"t26",NA
"t24",0
"t103",1
"t104",1
"t105",1
"t59",NA
"t76",1
"t79",1
"t91",1
"t92",1
"t1",NA
"t101",0
"t102",0
"t137",0
"t138",0
"t130",0
"t30",0
"t13",0
"t34",0
"t125",1
"t128",1
"t129",NA
"t131",1
"t132",0
"t43",0
"t44",0
"t93",0
"t94",0
"t119",0
"t120",0
"t20",0
"t123",1
"t124",0
"t5",0
"t29",0
"t81",1
"t117",1
"t118",1
"t23",0
"t121",0
"t122",0
"t60",0
"t61",0
"t126",0
"t127",0
"t49",NA
"t95",0
"t96",0
"t80",0
"t89",0
"t90",NA
"t50",0
"t51",0
"t33",0
"t63",0
"t64",NA
"t40",0
"t22",0
"t135",NA
"t136",0
"t113",1
"t114",0
"t73",1
"t55",0
"t74",0
"t75",1
"t62",1
"t14",NA
"t15",1
"t4",0
"t56",0
"t57",0
"t109",0
"t110",0
"t58",NA
"t133",NA
"t134",0
"t108",0
"t86",0
"t83",0
"t84",0
"t87",0
"t88",0
"t85",0
"t53",0
"t67",0
"t68",0
"t21",0
"t38",0
"t39",0
"t42",0
"t97",0
"t98",0
"t7",0
"t8",0
