"accepted_species","trait_BM_trend_scaled"
"t16",-0.867318474507325
"t17",-1.15719499793603
"t7",0.286506562011715
"t12",-0.193025214456119
"t65",-0.151558281699904
"t66",0.0497023305740139
"t14",-0.143765298714652
"t129",0.461112870275418
"t130",0.512469416778352
"t90",0.317868694840593
"t27",0.400014691767691
"t38",1.34963659505198
"t42",0.769524348134237
"t57",1.00773799146211
"t125",1.23778180135284
"t126",1.21745346463992
"t74",0.837020570178397
"t77",1.64945677326887
"t121",1.55237398302376
"t122",1.74894050206465
"t56",1.99307368788854
"t50",1.71762260227805
"t51",1.53172966597984
"t100",1.25168911310032
"t101",1.45717647144338
"t96",1.61972377504542
"t59",0.937370309753043
"t75",1.21176583759921
"t112",0.715921622110281
"t113",0.715901019760475
"t99",1.06631557518424
"t45",1.12172725882147
"t86",-0.233911829767458
"t87",0.148809996860917
"t78",-0.32259404513297
"t76",0.22584603467719
"t30",0.475690525663371
"t81",0.906984061832203
"t97",0.331525298114179
"t98",0.305482752074761
"t94",-0.358791847982237
"t95",0.311120844211553
"t43",1.25151970262389
"t39",0.703665774485629
"t82",0.76091674229389
"t108",0.901222942316391
"t109",0.632565745517954
"t116",1.13059937845289
"t117",0.942470409504755
"t102",1.2220521648396
"t103",1.46003650953937
"t70",0.910633176886518
"t55",0.51270093559731
"t19",0.385227374215725
"t35",-1.20446904677596
"t36",-0.835018874297645
"t20",-0.530324105581619
"t21",-0.948501364113252
"t47",0.906156592302744
"t48",0.081608863830846
"t58",-1.61211143537646
"t83",-1.79598562804448
"t127",-1.03552612354522
"t128",-0.996235615118267
"t8",-0.419568373573938
"t131",0.378852819355879
"t132",0.385519433526275
"t118",-0.362645339397586
"t123",-0.662747357074633
"t124",-0.479270163966833
"t52",0.395140771354618
"t84",0.0329022321723782
"t85",-1.06096321304068
"t93",-0.678317822110712
"t110",-0.197688533177609
"t111",-0.581752660523219
"t79",-1.04880786513009
"t60",-1.18420969954284
"t40",-0.692118473529568
"t34",-1.20589348140732
"t63",-0.877383317409649
"t64",-0.43646890625417
"t28",-1.08632813254909
"t68",0.821998689658308
"t69",0.78972814177143
"t41",1.27518869988726
"t106",1.88529709700338
"t107",1.29726954845429
"t119",0.944401950338749
"t120",0.976036071436076
"t18",1.21446239930576
"t37",0.401517829612182
"t114",0.460626410654227
"t115",0.719318063499038
"t67",1.08333268394293
"t49",0.412542349591962
"t31",0.639115760869231
"t2",-1.94697520815024
"t3",-0.9743325090264
"t4",-1.1071772674695
"t6",-0.895691465033056
"t26",-2.09514632780842
"t53",-1.80390775179985
"t54",-1.08033353572052
"t80",-1.60134309442274
"t133",-1.64833435934338
"t134",-1.65227565013492
"t104",-0.639842034636391
"t105",-0.62700944319735
"t32",-1.24097878045947
"t5",0.496325196268282
"t15",-1.17444153984837
"t91",-0.305361309659496
"t92",-0.139711510762169
"t9",-0.834372566502099
"t24",-0.300875805022463
"t25",0.165723249217844
"t33",-0.392404127294129
"t44",-0.948961926460961
"t88",-0.880925448666884
"t89",-1.12911372722665
"t13",-1.13192906654378
"t46",-1.00156005269469
"t61",-0.550916684014157
"t62",-0.847386110421349
"t10",-1.11634655295483
"t11",-0.923388270955241
"t22",-1.25988095249528
"t23",-1.33558287648244
"t72",-1.17642957597406
"t73",0.46393127707674
"t71",-0.389497550867611
"t29",-1.50169319315327
"t1",-0.469062238287616
