"accepted_species","trait_BM_trend_scaled"
"t2",1.41193149953746
"t6",-0.350810823960242
"t7",-0.764497277242519
"t5",-0.902232119185014
"t42",0.403632710339773
"t88",-0.245692414937123
"t89",-0.086971903184309
"t69",-1.20803790201094
"t70",-1.56964319339211
"t111",-1.16452640873471
"t112",-0.821406483708841
"t108",-1.05955665378359
"t109",0.155514613520542
"t110",0.291992648417269
"t58",NA
"t36",NA
"t28",-0.954876704109335
"t29",-0.749656497271594
"t84",-0.863396274065507
"t85",-0.591626126549242
"t27",-0.64956364767523
"t30",-0.522394686412524
"t31",0.338363965605506
"t15",-0.15710215982117
"t76",-0.458660368888408
"t99",0.621393766451758
"t100",0.64965093646549
"t140",NA
"t141",0.384644234689478
"t103",-1.49329701506735
"t104",-1.38335680769214
"t119",-1.34442559886904
"t120",-1.52705642050062
"t37",-0.86993166888693
"t38",-1.2149567784129
"t135",-1.22560722621111
"t136",-1.1196477280502
"t128",-1.02169125599145
"t49",-1.06795829825959
"t41",NA
"t67",-0.860762113761892
"t79",-1.21085445683917
"t80",-1.70954284559679
"t83",-1.27966457983909
"t93",-0.720004848481222
"t137",-0.905970411019267
"t138",-1.08581749443903
"t107",NA
"t86",-1.23378942400213
"t87",-1.03749647113959
"t50",-1.28454161283399
"t51",-1.39861209619981
"t131",-0.537082040546161
"t132",-0.445651097447611
"t105",NA
"t106",-1.15665729498671
"t71",-0.951197486613779
"t72",-0.566535565850389
"t11",0.557604120507989
"t12",NA
"t113",-0.538536240699222
"t114",-0.661286639150394
"t82",-1.10855041630337
"t96",NA
"t97",-0.715395659729029
"t63",0.433590783793992
"t64",0.231473147424976
"t62",-0.355701137311368
"t68",1.38092631094873
"t139",-0.287258503857699
"t142",-0.184949920001823
"t143",-0.273207447122973
"t129",-0.500979106729729
"t130",-0.0939347624899685
"t123",-0.44134257218796
"t117",NA
"t118",-0.438253649441346
"t59",-0.931450503507137
"t33",-0.28296783095458
"t18",NA
"t25",-1.61677036114089
"t53",-1.58245434358662
"t54",0.188608050185766
"t8",-1.61344874287042
"t1",0.742019453828652
"t3",0.365361424095862
"t4",0.298907145060819
"t9",1.63473122599901
"t94",1.22236747385152
"t95",0.846206041040355
"t98",0.523673218585208
"t133",1.16685378422666
"t134",1.18186057042785
"t39",0.831651144895156
"t40",0.902146056139375
"t52",-0.190426295395226
"t60",0.561849539088249
"t61",0.616698289584776
"t26",0.164398325890901
"t90",0.475296658738956
"t91",0.309854227744279
"t75",0.894516769222756
"t32",NA
"t24",NA
"t19",0.302106732801901
"t81",1.50469918877711
"t115",0.832735174803072
"t116",1.03778152101814
"t45",0.21527324479907
"t46",0.619408854875045
"t17",0.335564980929505
"t73",-0.0527786985024438
"t74",-0.506315053165363
"t101",-0.489717734799459
"t102",-0.548900124439129
"t43",0.650326021374164
"t34",1.34989277218839
"t35",1.07119936522125
"t23",1.20798257596198
"t20",0.526447653094984
"t14",1.13393598191013
"t65",0.859094428512585
"t92",2.20328522386081
"t124",2.26403777802609
"t125",2.28016607779764
"t66",1.57456610173584
"t47",1.50070088448461
"t48",1.28131985874686
"t121",1.132294834541
"t122",0.825619436657273
"t21",0.950248844223323
"t22",0.436049227999917
"t77",1.91747112165025
"t78",1.29863604753042
"t55",1.81005202409434
"t16",1.19060949571961
"t126",1.36621516655709
"t127",1.20501992468969
"t13",NA
"t56",NA
"t57",0.734695598711
"t44",-0.0732061591961422
"t10",1.64467304899567
