"accepted_species","trait_EB_scaled"
"t44",NA
"t52",NA
"t91",-0.59887548268592
"t92",-0.26481419622501
"t34",1.24895232362065
"t53",1.13212169625863
"t54",NA
"t43",1.36752629983646
"t47",1.8667582196728
"t48",0.991376198752559
"t29",NA
"t30",1.47528633328431
"t77",NA
"t78",NA
"t27",-1.04460119149536
"t28",-1.44917524506172
"t40",-1.05672873812453
"t93",-1.31331438738114
"t94",NA
"t84",-1.48966087604447
"t5",-1.25482050895098
"t61",-1.53801786009072
"t62",-1.68470175426101
"t25",-2.27065993805445
"t4",0.36249371490504
"t85",NA
"t86",-0.400801143098074
"t59",NA
"t60",-0.686233978233317
"t41",-0.5168730457042
"t42",NA
"t70",-0.180167910784767
"t82",0.53693381657657
"t83",0.0882382598292568
"t16",-0.770752648891746
"t17",-0.798969096450578
"t99",-1.55133237603078
"t100",-1.56212484853304
"t12",-0.464870126391272
"t38",0.346534080779292
"t39",-0.113760176239351
"t24",-0.595575083986407
"t87",0.982506413250538
"t88",0.930225192234405
"t35",1.67681510201764
"t11",2.00624993380889
"t63",0.783143985556325
"t64",0.186162623852312
"t65",1.16979963283271
"t66",0.660078780244234
"t6",1.80632138122288
"t79",1.34545925764979
"t80",1.44950704321267
"t75",1.58499141585597
"t76",1.06739316368836
"t58",1.14071803146782
"t19",1.44681761802464
"t10",0.589623009864256
"t2",0.195011944803549
"t22",-1.33673868335101
"t51",-0.320904662006758
"t73",-0.258860007770016
"t74",-0.625667438333859
"t9",-1.62905290029187
"t3",1.18551883738069
"t20",-0.96006358848655
"t21",-0.319265297038658
"t14",-1.40079542214762
"t13",0.664316523925386
"t18",0.464773831595558
"t56",0.116285521983576
"t57",-0.0413907333470728
"t89",0.275283843029744
"t90",0.611271453214673
"t55",0.0552048876191241
"t33",0.217504030513947
"t71",0.866698660716783
"t72",1.00331949595049
"t1",0.0431797241064669
"t31",-0.862817977312262
"t32",-1.49208231302739
"t26",-0.889038843494866
"t36",-0.822537742174561
"t37",-0.497597392808056
"t23",-1.26213785257873
"t8",-0.713290898847722
"t49",0.371646656103824
"t50",0.584549482720014
"t45",-0.0689201505104408
"t46",0.375312610500216
"t7",0.305170496746692
"t15",0.171418605550188
"t95",0.660312378815435
"t96",0.61632902672508
"t67",0.803431083434114
"t68",0.685765836213209
"t69",0.87237893077355
"t81",-0.444981158823507
"t97",-0.971277777231567
"t98",-0.993316529214963
