,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,-1.1878926,31.360178,0.6294574,17.892073,7.4805036,17.104996,3.5846758,-0.34422094,3.0095503,16.07846,-2.0075214,9.467736,-0.9500311,2.0575044
t122,-0.50653875,57.495823,-0.57609254,36.787212,14.2613735,33.886627,10.942781,-0.090748265,7.286606,28.842987,-3.8890405,19.76459,-0.67694396,14.573145
t123,-0.46932045,57.600533,-0.57130855,36.863415,14.233278,33.867027,10.820058,-0.10965963,7.274158,28.895933,-3.8996499,19.72331,-0.67663926,14.513306
t56,-0.061363686,51.673553,-0.6434971,33.55294,12.757705,30.017563,10.069198,0.58381724,7.143826,25.685976,-3.5699265,18.040209,-0.464636,14.074698
t57,-0.084085695,52.488853,-0.6485025,34.06007,12.930331,30.422262,10.171457,0.5256021,7.231884,26.022278,-3.6267586,18.343958,-0.4763082,14.125603
t53,-0.42197067,57.828796,-0.74502337,37.009525,13.874386,33.80426,10.959355,0.08207011,7.7880874,28.589275,-4.115873,19.738066,-0.58880985,14.192612
t142,-0.3173889,57.31428,-0.6325222,37.138416,14.844316,33.725178,11.218272,-0.012999201,7.3208227,28.944471,-3.8333714,20.155327,-0.63359237,14.731534
t143,-0.3169106,57.32437,-0.63176197,37.148277,14.84331,33.71979,11.209755,-0.014886904,7.322706,28.94569,-3.8349063,20.169611,-0.633483,14.723678
t30,-0.68060035,57.70349,-0.4067463,37.50999,14.08635,33.971264,10.17331,-0.15556264,7.747073,29.671833,-3.74143,19.599415,-0.9350529,12.541518
t31,-0.35954082,50.609505,-0.3705906,33.30115,12.224854,30.232557,9.70161,-0.049954083,7.1881495,25.82464,-3.3385422,17.617102,-0.7755797,11.526567
t59,-0.18793891,56.76713,-0.22079316,38.89581,12.877797,36.1392,8.952992,-0.2843987,7.084989,31.641869,-3.6092763,19.719893,-1.157971,9.985917
t60,-0.11011473,55.90339,-0.26544532,38.15968,12.849829,35.655834,8.953304,-0.25575662,7.2003756,31.297705,-3.5439262,19.554493,-1.1630939,10.243041
t43,-0.20881844,53.675697,-0.18855248,36.671383,12.132145,34.350323,8.674832,-0.08561426,6.6337185,30.076923,-3.3390381,18.586105,-1.1373045,9.794689
t7,-0.20533882,42.979362,-0.14680979,29.655546,10.073439,27.079193,7.657707,-0.016285373,5.317529,23.730991,-2.6570313,15.319736,-0.77730507,9.333914
t126,-0.83923495,57.001846,0.013276996,38.173843,12.982357,35.8145,9.35259,-0.1712584,7.228462,31.45,-3.5503597,19.663824,-1.1893777,10.079509
t127,-0.82009554,57.00205,0.0009536166,38.1816,12.982054,35.865852,9.390858,-0.15478806,7.260926,31.47937,-3.5456617,19.6562,-1.1893348,10.120079
t107,-0.19957665,57.189842,-0.35653764,38.942307,12.871315,35.26798,8.874118,-0.70951736,7.3558626,31.467075,-3.8565748,20.267553,-0.9916959,10.424333
t108,-0.2093412,57.242516,-0.35414696,38.935955,12.834736,35.272964,8.820845,-0.7307765,7.31834,31.49759,-3.8595548,20.243408,-0.99397755,10.345625
t32,-0.34526047,50.962708,-0.19502889,34.959995,11.704775,31.169424,8.301194,-0.41888967,6.3127,28.029537,-3.3010025,18.06833,-0.8638512,9.688219
t5,-0.12392012,38.94671,-0.04752923,27.179155,9.252456,24.15294,7.139846,-0.03604131,5.140692,21.551317,-2.3637547,14.16198,-0.6814701,8.954042
t6,-0.7435438,57.565216,-0.09700777,38.44653,13.043632,35.246113,9.781099,-0.243607,7.732041,30.816483,-3.6818573,19.56767,-1.1160408,10.071449
t26,-2.3333883,53.215977,-0.18078043,35.716534,12.752493,37.68299,14.22795,0.54231334,-0.08312451,30.365519,-3.758375,17.912827,-1.0645069,0.3295561
t89,-2.156986,49.500973,-0.40071487,34.713593,12.089927,36.797165,16.270962,0.17586303,-0.12531053,28.851284,-3.5630932,17.916939,-0.5968687,-0.023756338
t90,-2.2624013,51.768337,-0.41091082,35.95924,12.58189,38.159767,16.572292,-0.022467852,-0.07344016,30.096003,-3.7437692,18.686668,-0.65155876,-0.02114165
t73,-2.2136488,51.57361,-0.45228767,35.891586,12.558048,38.16042,16.569218,0.0019433517,-0.058871686,30.041298,-3.7643106,18.176254,-0.6294994,0.32070553
t98,-2.2267988,51.503082,-0.40049133,36.188915,12.747078,38.043175,16.642796,-0.10977121,-0.10043484,29.997963,-3.7574291,18.458532,-0.6281373,-0.021183899
t99,-2.2368515,51.446922,-0.39147606,36.29427,12.739242,37.959305,16.676922,-0.10344281,-0.10832733,29.983059,-3.7447975,18.498934,-0.6018643,0.017653339
t88,-2.1255295,49.468468,-0.39046097,35.007954,12.162017,36.8155,16.236988,-0.038098764,-0.13865063,28.947475,-3.6088827,17.793972,-0.5779642,-0.011491276
t10,-2.4864023,42.023796,4.6134167,27.800766,8.593136,33.15436,9.274077,6.8229866,-0.30359894,24.173927,-2.1755993,14.555951,-1.8680533,0.6533073
t36,-3.1848862,46.005417,7.4549675,30.522718,9.022088,39.40445,10.574279,11.0506525,-0.8293298,26.86739,-2.0939558,16.654293,-2.464177,-0.024714233
t102,-4.008437,52.078983,9.288768,34.851925,9.741207,45.258156,11.819744,13.108553,-1.0501204,30.030615,-2.2511423,19.332022,-2.8768015,-0.085833624
t105,-4.0429792,52.14156,9.3655205,34.90018,9.794982,45.256264,11.899098,13.199333,-1.0603626,30.051521,-2.2465496,19.35355,-2.8761656,-0.099459104
t106,-4.0314326,52.23787,9.35746,34.88698,9.839099,45.202667,11.895976,13.100174,-1.0555518,30.006464,-2.2531524,19.385555,-2.8793123,-0.09811685
t124,-4.0527587,52.188164,9.4263525,34.882275,9.846947,45.211372,11.853421,13.162806,-1.0745515,30.01157,-2.2353714,19.363783,-2.8819616,-0.08857234
t125,-4.049373,52.142998,9.454372,34.887634,9.768366,45.223454,11.813552,13.175592,-1.0723203,30.005886,-2.2403765,19.328512,-2.8797538,-0.08788993
t86,-3.9338186,52.19841,8.911259,34.639393,10.006842,45.06473,11.717538,12.774796,-1.0054646,30.28683,-2.2812827,19.14736,-2.865138,-0.06342056
t79,-3.295757,52.87657,7.797262,34.517204,10.279495,44.50689,11.532347,11.84701,-0.74198884,30.521112,-2.413864,19.096178,-2.8509696,-0.01921332
t81,-3.2562206,52.789005,7.5031624,34.49484,10.221721,44.57551,11.724839,12.075634,-0.71614903,30.363651,-2.4003847,19.138773,-2.799679,0.28432524
t82,-3.160253,49.53988,7.642066,32.64651,9.559832,42.4952,11.273381,12.035769,-0.78662056,28.73012,-2.1879203,18.102642,-2.707782,0.047328345
t95,-3.0694664,51.254654,5.428628,25.721132,17.1018,21.773043,1.4065465,-1.2874703,2.2962692,29.099869,-2.588002,11.047489,-2.0461607,-0.0074009197
t96,-3.0837483,51.146484,5.4381514,25.690865,17.00731,21.7296,1.4449776,-1.2694172,2.3635566,29.056362,-2.5736594,11.000891,-2.0430923,0.06651532
t83,-2.8043633,51.21072,5.474702,25.003817,17.86626,21.152695,1.6626843,-1.4028338,2.4500597,28.8754,-2.5871134,10.684184,-2.0457227,-0.027281404
t136,-2.804364,51.05196,5.85065,25.035591,18.017818,20.992329,1.8726319,-1.3916177,2.7122703,28.852169,-2.5057867,11.019325,-2.0739462,-0.017197587
t137,-2.8071868,51.064377,5.863985,25.051315,18.01818,21.000954,1.8802384,-1.3894557,2.7339482,28.85772,-2.5037954,11.036704,-2.0754383,-0.013598754
t27,-3.0346,46.205193,5.6896744,22.321424,16.037003,18.278551,1.2732867,-1.215361,3.0374725,26.272352,-2.3203497,9.314683,-1.9834002,0.16762912
t14,-2.8206968,45.93732,5.013218,22.445675,15.317929,18.799013,0.90259546,-1.2520599,3.0173304,25.426958,-2.320216,9.317005,-1.9897045,-0.024326159
t22,-2.409414,38.09044,6.0483437,18.11885,15.523516,13.412322,-0.035844628,-1.0212051,1.995346,21.81365,-1.6461687,6.2947464,-1.8558043,-0.22430575
t41,-2.665219,42.952866,6.743117,20.85278,17.685692,15.817105,0.04157631,-1.075244,1.5583581,24.629585,-1.8840878,7.0089517,-2.0718849,-0.32855275
t49,-3.0833604,51.097565,6.982302,25.3208,19.960333,20.465399,0.7348117,-1.2044172,1.7451584,29.091423,-2.3851564,9.352186,-2.3272657,-0.29694745
t50,-2.9147716,50.936703,6.5096054,25.280193,19.783812,20.2587,0.86062425,-1.1799061,1.9540453,28.401854,-2.4021754,9.216221,-2.2807589,-0.35743755
t44,-3.043364,50.92757,6.683546,24.845945,20.062685,20.339167,0.9041957,-1.1968466,1.7038916,28.559513,-2.4235303,8.975574,-2.3413887,-0.32579035
t45,-3.1216912,50.786423,7.188451,25.46777,20.04116,20.256067,1.1011542,-1.2419187,1.9979209,28.568192,-2.3793433,9.48267,-2.3562114,-0.3953695
t51,-2.8050115,47.26727,6.596457,23.460808,17.896784,18.627892,0.692234,-1.1012931,2.936547,26.76981,-2.110706,9.051049,-2.2580588,-0.26759169
t52,-2.7550151,45.17261,6.4089193,22.213326,17.43515,17.331274,0.5169706,-1.1178731,2.8322027,25.622482,-1.9840422,8.416527,-2.180803,-0.2817662
t13,-3.180088,51.56754,5.5871277,25.815275,18.107464,22.286676,1.4266919,-1.2789582,3.4154873,28.829994,-2.7423391,10.802328,-2.2962983,0.047601096
t8,-2.4827745,41.471947,4.6564674,19.706871,14.56468,15.722602,0.2498521,-1.2453204,3.066653,22.675087,-2.1999328,7.8564734,-1.8025591,-0.1877433
t3,-2.6733472,55.83003,1.9734573,27.594763,14.380955,25.674437,2.549633,-1.295102,6.752891,27.718224,-3.769713,14.816313,-1.8977076,1.0433817
t4,-2.1227558,40.3247,1.5167084,18.72425,10.363188,17.284262,0.7430219,-1.2312111,4.3971233,19.762508,-2.7760584,10.09583,-1.4407988,-0.06444526
