"","t1","t16","t34","t60","t148","t149","t57","t87","t115","t116","t108","t109","t92","t93","t83","t71","t154","t155","t135","t52","t96","t138","t139","t68","t20","t37","t88","t101","t102","t67","t169","t170","t19","t36","t136","t137","t90","t91","t69","t17","t124","t125","t45","t18","t15","t11","t51","t111","t112","t49","t106","t107","t152","t153","t75","t76","t44","t41","t42","t77","t79","t105","t131","t132","t46","t47","t143","t144","t70","t10","t31","t43","t133","t134","t62","t84","t85","t39","t21","t7","t6","t22","t28","t163","t164","t117","t66","t99","t100","t73","t173","t174","t50","t23","t24","t25","t29","t38","t65","t127","t128","t120","t53","t147","t150","t151","t140","t103","t104","t86","t141","t142","t165","t166","t156","t159","t160","t126","t97","t98","t54","t55","t33","t26","t8","t9","t30","t59","t118","t119","t58","t72","t113","t114","t110","t78","t64","t35","t61","t171","t172","t48","t40","t12","t13","t14","t63","t94","t95","t56","t157","t158","t167","t168","t32","t80","t81","t161","t162","t145","t146","t123","t129","t130","t82","t74","t121","t122","t89","t27","t2","t3","t4","t5"
"t1",0,5.1168726559,6.12572462141,8.34662523996,8.34662523976,8.34662523976,8.34662523999,8.34662523971,8.34662523971,8.34662523971,8.34662523969,8.34662523969,7.80764505431,8.34662523971,8.34662523969,8.09310472659,8.34662523972,8.34662523972,8.34662523969,6.95876159219,8.28917131379,8.34662523979,8.34662523979,8.34662524009,6.45844212587,8.34662523987,8.22067692447,8.34662523957,8.34662523957,8.34662523977,8.346625239157,8.346625239157,4.70355346071,6.7342286774,8.3466252399,8.3466252399,8.3466252398,7.6840047699,7.19458827487,4.96961850884,8.34662523916,8.34662523916,8.34662523976,5.19971050566,6.7845766314,4.3323952297,7.2734913861,8.3466252401,8.2240354867,8.2494431195,8.34662523938,8.18346542238,8.34662523963,8.34662523963,8.3466252393,8.3466252393,7.7403341868,6.91405126154,7.66371879884,8.34662523984,7.66898059511,7.85368147187,8.34662523971,8.34662523971,6.86408260574,6.95458847634,8.3152794432,8.3466252398,8.3466252402,3.6837419385,6.3826689567,6.6790830444,8.34662523932,8.34662523932,8.34662523922,7.49154745497,7.54019133168,6.478394307,4.81298069815,2.9911830391,2.16056858348,5.22158864626,5.56376856336,8.34662523895,8.34662523895,8.34662523899,7.17054833225,8.34662523899,7.89146543129,8.34662523919,8.3466252392469,8.3466252392469,8.34662523879,5.54109184096,5.55939010825,5.53295151735,5.69099059336,6.62831168786,8.34662523876,8.34662523896,8.095117323235,8.34662523896,6.96262777866,8.34662524039,8.27803360081,8.34662524039,8.34662524046,8.34662523986,8.34662523986,8.34662523986,8.34662523996,8.34662523996,8.34662524038,8.34662524038,8.34662524029,8.3466252403,8.3466252403,8.34662524031,8.34662524041,8.34662524041,7.01715827821,7.17558663001,6.02502729151,5.55803146456,3.58411334016,4.75845081466,5.55827466395,8.34662523988,8.34662523958,8.34662523958,8.34662523978,8.34662523918,8.34472079879,8.34662523959,8.34662523958,8.34662523928,8.34662523948,6.32487386838,8.34662523948,8.346625239719,8.346625239719,8.03310395558,8.22230141618,4.33661072688,4.31155666108,4.6834783871,7.1367671525,8.3466252398,8.3466252398,8.3466252402,8.34662523962,8.34662523962,8.34662524,8.34662524,5.7520678264,7.6020113412,8.34662523931,8.34662523935,8.34662523935,8.3466252399,8.3466252399,8.3466252399,8.3466252399,8.13805156526,8.3466252399,8.34662523947,8.34662523997,8.21345290177,8.34662523997,5.6403827351,1.8125849198,1.8051161588,2.0818667609,2.1167020152
"t16",5.1168726559,0,2.56472240491,4.78562302346,4.78562302326,4.78562302326,4.78562302349,4.78562302321,4.78562302321,4.78562302321,4.78562302319,4.78562302319,4.24664283781,4.78562302321,4.78562302319,4.53210251009,4.78562302322,4.78562302322,4.78562302319,3.39775937569,4.72816909729,4.78562302329,4.78562302329,4.78562302359,2.89743990937,4.78562302337,4.65967470797,4.78562302307,4.78562302307,4.78562302327,4.785623022657,4.785623022657,1.14255124421,5.0051956977,6.6175922602,6.6175922602,6.6175922601,5.9549717902,5.46555529517,3.24058552914,6.61759225946,6.61759225946,6.61759226006,3.47067752596,5.0555436517,2.60336225,5.5444584064,6.6175922604,6.495002507,6.5204101398,6.61759225968,6.45443244268,6.61759225993,6.61759225993,6.6175922596,6.6175922596,6.0113012071,5.18501828184,5.93468581914,6.61759226014,5.93994761541,6.12464849217,6.61759226001,6.61759226001,5.13504962604,5.22555549664,6.5862464635,6.6175922601,6.6175922605,2.5639552852,5.2628823034,5.5592963911,7.22683858602,7.22683858602,7.22683858592,6.37176080167,6.42040467838,5.3586076537,3.69319404485,3.5825725352,4.30898198858,7.37000205136,7.71218196846,10.49503864405,10.49503864405,10.49503864409,9.31896173735,10.49503864409,10.03987883639,10.49503864429,10.4950386443469,10.4950386443469,10.49503864389,7.68950524606,7.70780351335,7.68136492245,7.83940399846,8.77672509296,10.49503864386,10.49503864406,10.243530728335,10.49503864406,9.11104118376,10.49503864549,10.42644700591,10.49503864549,10.49503864556,10.49503864496,10.49503864496,10.49503864496,10.49503864506,10.49503864506,10.49503864548,10.49503864548,10.49503864539,10.4950386454,10.4950386454,10.49503864541,10.49503864551,10.49503864551,9.16557168331,9.32400003511,8.17344069661,7.70644486966,5.73252674526,6.90686421976,7.70668806905,10.49503864498,10.49503864468,10.49503864468,10.49503864488,10.49503864428,10.49313420389,10.49503864469,10.49503864468,10.49503864438,10.49503864458,8.47328727348,10.49503864458,10.495038644819,10.495038644819,10.18151736068,10.37071482128,6.48502413198,6.45997006618,6.8318917922,9.2851805576,10.4950386449,10.4950386449,10.4950386453,10.49503864472,10.49503864472,10.4950386451,10.4950386451,7.9004812315,9.7504247463,10.49503864441,10.49503864445,10.49503864445,10.495038645,10.495038645,10.495038645,10.495038645,10.28646497036,10.495038645,10.49503864457,10.49503864507,10.36186630687,10.49503864507,7.7887961402,4.8240685149,5.0598596023,5.3366102044,5.3714454587
"t34",6.12572462141,2.56472240491,0,2.96506656115,2.96506656095,2.96506656095,2.96506656118,2.9650665609,2.9650665609,2.9650665609,2.96506656088,2.96506656088,2.4260863755,2.9650665609,2.96506656088,2.71154604778,2.96506656091,2.96506656091,2.96506656088,1.57720291338,2.90761263498,2.96506656098,2.96506656098,2.96506656128,3.71208398906,5.60026710306,5.47431878766,5.60026710276,5.60026710276,5.60026710296,5.600267102347,5.600267102347,1.9571953239,6.01404766321,7.62644422571,7.62644422571,7.62644422561,6.96382375571,6.47440726068,4.24943749465,7.62644422497,7.62644422497,7.62644422557,4.47952949147,6.06439561721,3.61221421551,6.55331037191,7.62644422591,7.50385447251,7.52926210531,7.62644422519,7.46328440819,7.62644422544,7.62644422544,7.62644422511,7.62644422511,7.02015317261,6.19387024735,6.94353778465,7.62644422565,6.94879958092,7.13350045768,7.62644422552,7.62644422552,6.14390159155,6.23440746215,7.59509842901,7.62644422561,7.62644422601,3.57280725071,6.27173426891,6.56814835661,8.23569055153,8.23569055153,8.23569055143,7.38061276718,7.42925664389,6.36745961921,4.70204601036,4.59142450071,5.31783395409,8.37885401687,8.72103393397,11.50389060956,11.50389060956,11.5038906096,10.32781370286,11.5038906096,11.0487308019,11.5038906098,11.5038906098569,11.5038906098569,11.5038906094,8.69835721157,8.71665547886,8.69021688796,8.84825596397,9.78557705847,11.50389060937,11.50389060957,11.252382693845,11.50389060957,10.11989314927,11.503890611,11.43529897142,11.503890611,11.50389061107,11.50389061047,11.50389061047,11.50389061047,11.50389061057,11.50389061057,11.50389061099,11.50389061099,11.5038906109,11.50389061091,11.50389061091,11.50389061092,11.50389061102,11.50389061102,10.17442364882,10.33285200062,9.18229266212,8.71529683517,6.74137871077,7.91571618527,8.71554003456,11.50389061049,11.50389061019,11.50389061019,11.50389061039,11.50389060979,11.5019861694,11.5038906102,11.50389061019,11.50389060989,11.50389061009,9.48213923899,11.50389061009,11.503890610329,11.503890610329,11.19036932619,11.37956678679,7.49387609749,7.46882203169,7.84074375771,10.29403252311,11.50389061041,11.50389061041,11.50389061081,11.50389061023,11.50389061023,11.50389061061,11.50389061061,8.90933319701,10.75927671181,11.50389060992,11.50389060996,11.50389060996,11.50389061051,11.50389061051,11.50389061051,11.50389061051,11.29531693587,11.50389061051,11.50389061008,11.50389061058,11.37071827238,11.50389061058,8.79764810571,5.83292048041,6.06871156781,6.34546216991,6.38029742421
"t60",8.34662523996,4.78562302346,2.96506656115,0,2.8216630418,2.8216630418,2.92947367597,3.33454300829,3.33454300829,3.33454300829,3.33454300827,3.33454300827,2.79556282289,3.33454300829,3.33454300827,3.08102249517,3.3345430083,3.3345430083,3.33454300827,1.99244592353,3.32285564513,3.38030957113,3.38030957113,3.38030957143,5.93298460761,7.82116772161,7.69521940621,7.82116772131,7.82116772131,7.82116772151,7.821167720897,7.821167720897,4.17809594245,8.23494828176,9.84734484426,9.84734484426,9.84734484416,9.18472437426,8.69530787923,6.4703381132,9.84734484352,9.84734484352,9.84734484412,6.70043011002,8.28529623576,5.83311483406,8.77421099046,9.84734484446,9.72475509106,9.75016272386,9.84734484374,9.68418502674,9.84734484399,9.84734484399,9.84734484366,9.84734484366,9.24105379116,8.4147708659,9.1644384032,9.8473448442,9.16970019947,9.35440107623,9.84734484407,9.84734484407,8.3648022101,8.4553080807,9.81599904756,9.84734484416,9.84734484456,5.79370786926,8.49263488746,8.78904897516,10.45659117008,10.45659117008,10.45659116998,9.60151338573,9.65015726244,8.58836023776,6.92294662891,6.81232511926,7.53873457264,10.59975463542,10.94193455252,13.72479122811,13.72479122811,13.72479122815,12.54871432141,13.72479122815,13.26963142045,13.72479122835,13.7247912284069,13.7247912284069,13.72479122795,10.91925783012,10.93755609741,10.91111750651,11.06915658252,12.00647767702,13.72479122792,13.72479122812,13.473283312395,13.72479122812,12.34079376782,13.72479122955,13.65619958997,13.72479122955,13.72479122962,13.72479122902,13.72479122902,13.72479122902,13.72479122912,13.72479122912,13.72479122954,13.72479122954,13.72479122945,13.72479122946,13.72479122946,13.72479122947,13.72479122957,13.72479122957,12.39532426737,12.55375261917,11.40319328067,10.93619745372,8.96227932932,10.13661680382,10.93644065311,13.72479122904,13.72479122874,13.72479122874,13.72479122894,13.72479122834,13.72288678795,13.72479122875,13.72479122874,13.72479122844,13.72479122864,11.70303985754,13.72479122864,13.724791228879,13.724791228879,13.41126994474,13.60046740534,9.71477671604,9.68972265024,10.06164437626,12.51493314166,13.72479122896,13.72479122896,13.72479122936,13.72479122878,13.72479122878,13.72479122916,13.72479122916,11.13023381556,12.98017733036,13.72479122847,13.72479122851,13.72479122851,13.72479122906,13.72479122906,13.72479122906,13.72479122906,13.51621755442,13.72479122906,13.72479122863,13.72479122913,13.59161889093,13.72479122913,11.01854872426,8.05382109896,8.28961218636,8.56636278846,8.60119804276
"t148",8.34662523976,4.78562302326,2.96506656095,2.8216630418,0,0.2290762136,2.92947367577,3.33454300809,3.33454300809,3.33454300809,3.33454300807,3.33454300807,2.79556282269,3.33454300809,3.33454300807,3.08102249497,3.3345430081,3.3345430081,3.33454300807,1.99244592333,3.32285564493,3.38030957093,3.38030957093,3.38030957123,5.93298460741,7.82116772141,7.69521940601,7.82116772111,7.82116772111,7.82116772131,7.821167720697,7.821167720697,4.17809594225,8.23494828156,9.84734484406,9.84734484406,9.84734484396,9.18472437406,8.69530787903,6.470338113,9.84734484332,9.84734484332,9.84734484392,6.70043010982,8.28529623556,5.83311483386,8.77421099026,9.84734484426,9.72475509086,9.75016272366,9.84734484354,9.68418502654,9.84734484379,9.84734484379,9.84734484346,9.84734484346,9.24105379096,8.4147708657,9.164438403,9.847344844,9.16970019927,9.35440107603,9.84734484387,9.84734484387,8.3648022099,8.4553080805,9.81599904736,9.84734484396,9.84734484436,5.79370786906,8.49263488726,8.78904897496,10.45659116988,10.45659116988,10.45659116978,9.60151338553,9.65015726224,8.58836023756,6.92294662871,6.81232511906,7.53873457244,10.59975463522,10.94193455232,13.72479122791,13.72479122791,13.72479122795,12.54871432121,13.72479122795,13.26963142025,13.72479122815,13.7247912282069,13.7247912282069,13.72479122775,10.91925782992,10.93755609721,10.91111750631,11.06915658232,12.00647767682,13.72479122772,13.72479122792,13.473283312195,13.72479122792,12.34079376762,13.72479122935,13.65619958977,13.72479122935,13.72479122942,13.72479122882,13.72479122882,13.72479122882,13.72479122892,13.72479122892,13.72479122934,13.72479122934,13.72479122925,13.72479122926,13.72479122926,13.72479122927,13.72479122937,13.72479122937,12.39532426717,12.55375261897,11.40319328047,10.93619745352,8.96227932912,10.13661680362,10.93644065291,13.72479122884,13.72479122854,13.72479122854,13.72479122874,13.72479122814,13.72288678775,13.72479122855,13.72479122854,13.72479122824,13.72479122844,11.70303985734,13.72479122844,13.724791228679,13.724791228679,13.41126994454,13.60046740514,9.71477671584,9.68972265004,10.06164437606,12.51493314146,13.72479122876,13.72479122876,13.72479122916,13.72479122858,13.72479122858,13.72479122896,13.72479122896,11.13023381536,12.98017733016,13.72479122827,13.72479122831,13.72479122831,13.72479122886,13.72479122886,13.72479122886,13.72479122886,13.51621755422,13.72479122886,13.72479122843,13.72479122893,13.59161889073,13.72479122893,11.01854872406,8.05382109876,8.28961218616,8.56636278826,8.60119804256
"t149",8.34662523976,4.78562302326,2.96506656095,2.8216630418,0.2290762136,0,2.92947367577,3.33454300809,3.33454300809,3.33454300809,3.33454300807,3.33454300807,2.79556282269,3.33454300809,3.33454300807,3.08102249497,3.3345430081,3.3345430081,3.33454300807,1.99244592333,3.32285564493,3.38030957093,3.38030957093,3.38030957123,5.93298460741,7.82116772141,7.69521940601,7.82116772111,7.82116772111,7.82116772131,7.821167720697,7.821167720697,4.17809594225,8.23494828156,9.84734484406,9.84734484406,9.84734484396,9.18472437406,8.69530787903,6.470338113,9.84734484332,9.84734484332,9.84734484392,6.70043010982,8.28529623556,5.83311483386,8.77421099026,9.84734484426,9.72475509086,9.75016272366,9.84734484354,9.68418502654,9.84734484379,9.84734484379,9.84734484346,9.84734484346,9.24105379096,8.4147708657,9.164438403,9.847344844,9.16970019927,9.35440107603,9.84734484387,9.84734484387,8.3648022099,8.4553080805,9.81599904736,9.84734484396,9.84734484436,5.79370786906,8.49263488726,8.78904897496,10.45659116988,10.45659116988,10.45659116978,9.60151338553,9.65015726224,8.58836023756,6.92294662871,6.81232511906,7.53873457244,10.59975463522,10.94193455232,13.72479122791,13.72479122791,13.72479122795,12.54871432121,13.72479122795,13.26963142025,13.72479122815,13.7247912282069,13.7247912282069,13.72479122775,10.91925782992,10.93755609721,10.91111750631,11.06915658232,12.00647767682,13.72479122772,13.72479122792,13.473283312195,13.72479122792,12.34079376762,13.72479122935,13.65619958977,13.72479122935,13.72479122942,13.72479122882,13.72479122882,13.72479122882,13.72479122892,13.72479122892,13.72479122934,13.72479122934,13.72479122925,13.72479122926,13.72479122926,13.72479122927,13.72479122937,13.72479122937,12.39532426717,12.55375261897,11.40319328047,10.93619745352,8.96227932912,10.13661680362,10.93644065291,13.72479122884,13.72479122854,13.72479122854,13.72479122874,13.72479122814,13.72288678775,13.72479122855,13.72479122854,13.72479122824,13.72479122844,11.70303985734,13.72479122844,13.724791228679,13.724791228679,13.41126994454,13.60046740514,9.71477671584,9.68972265004,10.06164437606,12.51493314146,13.72479122876,13.72479122876,13.72479122916,13.72479122858,13.72479122858,13.72479122896,13.72479122896,11.13023381536,12.98017733016,13.72479122827,13.72479122831,13.72479122831,13.72479122886,13.72479122886,13.72479122886,13.72479122886,13.51621755422,13.72479122886,13.72479122843,13.72479122893,13.59161889073,13.72479122893,11.01854872406,8.05382109876,8.28961218616,8.56636278826,8.60119804256
"t57",8.34662523999,4.78562302349,2.96506656118,2.92947367597,2.92947367577,2.92947367577,0,3.33454300832,3.33454300832,3.33454300832,3.3345430083,3.3345430083,2.79556282292,3.33454300832,3.3345430083,3.0810224952,3.33454300833,3.33454300833,3.3345430083,1.99244592356,3.32285564516,3.38030957116,3.38030957116,3.38030957146,5.93298460764,7.82116772164,7.69521940624,7.82116772134,7.82116772134,7.82116772154,7.821167720927,7.821167720927,4.17809594248,8.23494828179,9.84734484429,9.84734484429,9.84734484419,9.18472437429,8.69530787926,6.47033811323,9.84734484355,9.84734484355,9.84734484415,6.70043011005,8.28529623579,5.83311483409,8.77421099049,9.84734484449,9.72475509109,9.75016272389,9.84734484377,9.68418502677,9.84734484402,9.84734484402,9.84734484369,9.84734484369,9.24105379119,8.41477086593,9.16443840323,9.84734484423,9.1697001995,9.35440107626,9.8473448441,9.8473448441,8.36480221013,8.45530808073,9.81599904759,9.84734484419,9.84734484459,5.79370786929,8.49263488749,8.78904897519,10.45659117011,10.45659117011,10.45659117001,9.60151338576,9.65015726247,8.58836023779,6.92294662894,6.81232511929,7.53873457267,10.59975463545,10.94193455255,13.72479122814,13.72479122814,13.72479122818,12.54871432144,13.72479122818,13.26963142048,13.72479122838,13.7247912284369,13.7247912284369,13.72479122798,10.91925783015,10.93755609744,10.91111750654,11.06915658255,12.00647767705,13.72479122795,13.72479122815,13.473283312425,13.72479122815,12.34079376785,13.72479122958,13.65619959,13.72479122958,13.72479122965,13.72479122905,13.72479122905,13.72479122905,13.72479122915,13.72479122915,13.72479122957,13.72479122957,13.72479122948,13.72479122949,13.72479122949,13.7247912295,13.7247912296,13.7247912296,12.3953242674,12.5537526192,11.4031932807,10.93619745375,8.96227932935,10.13661680385,10.93644065314,13.72479122907,13.72479122877,13.72479122877,13.72479122897,13.72479122837,13.72288678798,13.72479122878,13.72479122877,13.72479122847,13.72479122867,11.70303985757,13.72479122867,13.724791228909,13.724791228909,13.41126994477,13.60046740537,9.71477671607,9.68972265027,10.06164437629,12.51493314169,13.72479122899,13.72479122899,13.72479122939,13.72479122881,13.72479122881,13.72479122919,13.72479122919,11.13023381559,12.98017733039,13.7247912285,13.72479122854,13.72479122854,13.72479122909,13.72479122909,13.72479122909,13.72479122909,13.51621755445,13.72479122909,13.72479122866,13.72479122916,13.59161889096,13.72479122916,11.01854872429,8.05382109899,8.28961218639,8.56636278849,8.60119804279
"t87",8.34662523971,4.78562302321,2.9650665609,3.33454300829,3.33454300809,3.33454300809,3.33454300832,0,1.7131071884,1.7131071884,1.76093118282,1.76093118282,1.83732448084,2.37630466624,2.37630466622,2.59960307912,2.85312359225,2.85312359225,2.85312359222,1.99244592328,3.32285564488,3.38030957088,3.38030957088,3.38030957118,5.93298460736,7.82116772136,7.69521940596,7.82116772106,7.82116772106,7.82116772126,7.821167720647,7.821167720647,4.1780959422,8.23494828151,9.84734484401,9.84734484401,9.84734484391,9.18472437401,8.69530787898,6.47033811295,9.84734484327,9.84734484327,9.84734484387,6.70043010977,8.28529623551,5.83311483381,8.77421099021,9.84734484421,9.72475509081,9.75016272361,9.84734484349,9.68418502649,9.84734484374,9.84734484374,9.84734484341,9.84734484341,9.24105379091,8.41477086565,9.16443840295,9.84734484395,9.16970019922,9.35440107598,9.84734484382,9.84734484382,8.36480220985,8.45530808045,9.81599904731,9.84734484391,9.84734484431,5.79370786901,8.49263488721,8.78904897491,10.45659116983,10.45659116983,10.45659116973,9.60151338548,9.65015726219,8.58836023751,6.92294662866,6.81232511901,7.53873457239,10.59975463517,10.94193455227,13.72479122786,13.72479122786,13.7247912279,12.54871432116,13.7247912279,13.2696314202,13.7247912281,13.7247912281569,13.7247912281569,13.7247912277,10.91925782987,10.93755609716,10.91111750626,11.06915658227,12.00647767677,13.72479122767,13.72479122787,13.473283312145,13.72479122787,12.34079376757,13.7247912293,13.65619958972,13.7247912293,13.72479122937,13.72479122877,13.72479122877,13.72479122877,13.72479122887,13.72479122887,13.72479122929,13.72479122929,13.7247912292,13.72479122921,13.72479122921,13.72479122922,13.72479122932,13.72479122932,12.39532426712,12.55375261892,11.40319328042,10.93619745347,8.96227932907,10.13661680357,10.93644065286,13.72479122879,13.72479122849,13.72479122849,13.72479122869,13.72479122809,13.7228867877,13.7247912285,13.72479122849,13.72479122819,13.72479122839,11.70303985729,13.72479122839,13.724791228629,13.724791228629,13.41126994449,13.60046740509,9.71477671579,9.68972264999,10.06164437601,12.51493314141,13.72479122871,13.72479122871,13.72479122911,13.72479122853,13.72479122853,13.72479122891,13.72479122891,11.13023381531,12.98017733011,13.72479122822,13.72479122826,13.72479122826,13.72479122881,13.72479122881,13.72479122881,13.72479122881,13.51621755417,13.72479122881,13.72479122838,13.72479122888,13.59161889068,13.72479122888,11.01854872401,8.05382109871,8.28961218611,8.56636278821,8.60119804251
"t115",8.34662523971,4.78562302321,2.9650665609,3.33454300829,3.33454300809,3.33454300809,3.33454300832,1.7131071884,0,0.934901145,1.76093118282,1.76093118282,1.83732448084,2.37630466624,2.37630466622,2.59960307912,2.85312359225,2.85312359225,2.85312359222,1.99244592328,3.32285564488,3.38030957088,3.38030957088,3.38030957118,5.93298460736,7.82116772136,7.69521940596,7.82116772106,7.82116772106,7.82116772126,7.821167720647,7.821167720647,4.1780959422,8.23494828151,9.84734484401,9.84734484401,9.84734484391,9.18472437401,8.69530787898,6.47033811295,9.84734484327,9.84734484327,9.84734484387,6.70043010977,8.28529623551,5.83311483381,8.77421099021,9.84734484421,9.72475509081,9.75016272361,9.84734484349,9.68418502649,9.84734484374,9.84734484374,9.84734484341,9.84734484341,9.24105379091,8.41477086565,9.16443840295,9.84734484395,9.16970019922,9.35440107598,9.84734484382,9.84734484382,8.36480220985,8.45530808045,9.81599904731,9.84734484391,9.84734484431,5.79370786901,8.49263488721,8.78904897491,10.45659116983,10.45659116983,10.45659116973,9.60151338548,9.65015726219,8.58836023751,6.92294662866,6.81232511901,7.53873457239,10.59975463517,10.94193455227,13.72479122786,13.72479122786,13.7247912279,12.54871432116,13.7247912279,13.2696314202,13.7247912281,13.7247912281569,13.7247912281569,13.7247912277,10.91925782987,10.93755609716,10.91111750626,11.06915658227,12.00647767677,13.72479122767,13.72479122787,13.473283312145,13.72479122787,12.34079376757,13.7247912293,13.65619958972,13.7247912293,13.72479122937,13.72479122877,13.72479122877,13.72479122877,13.72479122887,13.72479122887,13.72479122929,13.72479122929,13.7247912292,13.72479122921,13.72479122921,13.72479122922,13.72479122932,13.72479122932,12.39532426712,12.55375261892,11.40319328042,10.93619745347,8.96227932907,10.13661680357,10.93644065286,13.72479122879,13.72479122849,13.72479122849,13.72479122869,13.72479122809,13.7228867877,13.7247912285,13.72479122849,13.72479122819,13.72479122839,11.70303985729,13.72479122839,13.724791228629,13.724791228629,13.41126994449,13.60046740509,9.71477671579,9.68972264999,10.06164437601,12.51493314141,13.72479122871,13.72479122871,13.72479122911,13.72479122853,13.72479122853,13.72479122891,13.72479122891,11.13023381531,12.98017733011,13.72479122822,13.72479122826,13.72479122826,13.72479122881,13.72479122881,13.72479122881,13.72479122881,13.51621755417,13.72479122881,13.72479122838,13.72479122888,13.59161889068,13.72479122888,11.01854872401,8.05382109871,8.28961218611,8.56636278821,8.60119804251
"t116",8.34662523971,4.78562302321,2.9650665609,3.33454300829,3.33454300809,3.33454300809,3.33454300832,1.7131071884,0.934901145,0,1.76093118282,1.76093118282,1.83732448084,2.37630466624,2.37630466622,2.59960307912,2.85312359225,2.85312359225,2.85312359222,1.99244592328,3.32285564488,3.38030957088,3.38030957088,3.38030957118,5.93298460736,7.82116772136,7.69521940596,7.82116772106,7.82116772106,7.82116772126,7.821167720647,7.821167720647,4.1780959422,8.23494828151,9.84734484401,9.84734484401,9.84734484391,9.18472437401,8.69530787898,6.47033811295,9.84734484327,9.84734484327,9.84734484387,6.70043010977,8.28529623551,5.83311483381,8.77421099021,9.84734484421,9.72475509081,9.75016272361,9.84734484349,9.68418502649,9.84734484374,9.84734484374,9.84734484341,9.84734484341,9.24105379091,8.41477086565,9.16443840295,9.84734484395,9.16970019922,9.35440107598,9.84734484382,9.84734484382,8.36480220985,8.45530808045,9.81599904731,9.84734484391,9.84734484431,5.79370786901,8.49263488721,8.78904897491,10.45659116983,10.45659116983,10.45659116973,9.60151338548,9.65015726219,8.58836023751,6.92294662866,6.81232511901,7.53873457239,10.59975463517,10.94193455227,13.72479122786,13.72479122786,13.7247912279,12.54871432116,13.7247912279,13.2696314202,13.7247912281,13.7247912281569,13.7247912281569,13.7247912277,10.91925782987,10.93755609716,10.91111750626,11.06915658227,12.00647767677,13.72479122767,13.72479122787,13.473283312145,13.72479122787,12.34079376757,13.7247912293,13.65619958972,13.7247912293,13.72479122937,13.72479122877,13.72479122877,13.72479122877,13.72479122887,13.72479122887,13.72479122929,13.72479122929,13.7247912292,13.72479122921,13.72479122921,13.72479122922,13.72479122932,13.72479122932,12.39532426712,12.55375261892,11.40319328042,10.93619745347,8.96227932907,10.13661680357,10.93644065286,13.72479122879,13.72479122849,13.72479122849,13.72479122869,13.72479122809,13.7228867877,13.7247912285,13.72479122849,13.72479122819,13.72479122839,11.70303985729,13.72479122839,13.724791228629,13.724791228629,13.41126994449,13.60046740509,9.71477671579,9.68972264999,10.06164437601,12.51493314141,13.72479122871,13.72479122871,13.72479122911,13.72479122853,13.72479122853,13.72479122891,13.72479122891,11.13023381531,12.98017733011,13.72479122822,13.72479122826,13.72479122826,13.72479122881,13.72479122881,13.72479122881,13.72479122881,13.51621755417,13.72479122881,13.72479122838,13.72479122888,13.59161889068,13.72479122888,11.01854872401,8.05382109871,8.28961218611,8.56636278821,8.60119804251
