,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,-3.667813,16.389069,13.642294,-7.8803277,-2.9207351,19.260065,-7.0260544,19.152985,-7.1006064,50.455963,-4.8009543,9.229603,22.026602,43.40673,57.207375
t4,-2.0877254,18.114086,14.905064,-6.3669395,-3.1826293,11.529462,-6.7432985,8.636269,-5.5445952,49.144146,-3.3990898,-0.09007599,17.218264,28.681978,45.14456
t48,-1.8507603,25.332611,16.653921,-8.792619,-4.9471602,11.291623,-9.12698,9.708173,-7.6533237,67.20509,-3.5700567,-0.37057918,20.632803,35.569344,60.786205
t151,-1.8827456,25.44785,17.399258,-8.750679,-4.9652843,10.877663,-9.056679,9.703854,-7.773172,67.315605,-3.6936631,-0.50436306,21.20166,35.740467,60.70838
t152,-1.8828646,25.447203,17.398638,-8.750779,-4.965205,10.877477,-9.0566435,9.703547,-7.773233,67.31565,-3.6936474,-0.5044481,21.201159,35.74067,60.70794
t114,-1.8498563,25.542654,17.290949,-8.7722,-4.9384127,10.888889,-9.107351,9.968694,-7.7593093,67.486694,-3.765265,-0.5280902,21.541498,35.63066,60.95373
t115,-1.861426,25.527437,17.38098,-8.7541685,-4.9565125,10.833296,-9.098667,9.968555,-7.7382746,67.40577,-3.7627351,-0.51106304,21.508316,35.696785,60.96939
t15,-0.48987156,22.773043,12.618042,-8.059047,-4.6263433,5.9546337,-9.485621,2.692299,-6.4181976,70.001526,-1.8473501,-1.930645,17.115656,19.143677,45.944687
t38,-0.045875713,21.349157,10.947313,-7.9263353,-5.1169667,0.6559466,-9.957194,1.0886728,-6.3362775,71.82626,-1.4338979,-2.5631828,18.106396,14.962599,41.846222
t76,-0.19796121,22.527617,11.727585,-8.764598,-5.606912,0.7138051,-10.854596,2.880421,-7.0545554,77.57171,-1.7239373,-2.4842536,20.757757,17.585377,46.22185
t77,-0.18102892,22.396824,11.726862,-8.764419,-5.6107597,0.830531,-10.867925,2.9158814,-7.010181,77.52211,-1.690835,-2.4404418,20.779943,17.368683,46.120735
t129,-0.23380907,22.090437,12.228806,-8.813957,-5.678107,0.39179692,-10.852051,2.4962583,-7.087087,78.20422,-1.737389,-2.5077703,20.818134,17.068544,45.92674
t130,-0.21808031,22.120134,12.233581,-8.827003,-5.6911445,0.35974392,-10.868296,2.4733372,-7.0988946,78.26324,-1.741156,-2.5111225,20.89965,17.035954,45.904335
t141,-0.2195423,22.063951,12.310036,-8.824695,-5.6940336,0.3986729,-10.86358,2.5064435,-7.102697,78.276505,-1.7368847,-2.4903982,20.909632,16.97564,45.909374
t142,-0.21716039,22.069048,12.304208,-8.822078,-5.691423,0.39918408,-10.861255,2.4873562,-7.1065025,78.29927,-1.738867,-2.4959054,20.902868,16.944635,45.890003
t57,-0.35829696,22.504341,12.2251,-8.829104,-5.602038,1.6034716,-10.832692,2.976489,-7.0826735,77.8697,-1.7415955,-2.4579847,20.389473,18.18271,47.22029
t116,-0.27051714,22.552135,11.681383,-8.83438,-5.659741,0.5501336,-11.04531,2.4513106,-7.0277185,77.666534,-1.5460569,-2.6868222,20.040794,17.845278,46.270386
t134,-0.26129815,22.700716,11.652094,-8.838884,-5.672786,0.63914955,-11.066773,2.480796,-7.0246835,77.65501,-1.536806,-2.7143912,20.086042,17.87361,46.3785
t135,-0.26483077,22.66004,11.649819,-8.833756,-5.6613913,0.5951785,-11.056892,2.44025,-7.0225253,77.60095,-1.5408027,-2.71703,20.073536,17.886015,46.325237
t70,-0.028545925,22.100023,11.321085,-8.306312,-5.3851914,0.6248101,-10.399765,1.8205072,-6.5849276,74.63852,-1.4749578,-2.6695774,19.332731,15.583452,43.76259
t71,-0.22930506,23.30579,12.073309,-8.794027,-5.5994654,1.755452,-10.888672,3.084841,-7.0059395,78.017,-1.7358818,-2.6192477,20.771406,18.050467,47.31084
t65,-0.24125174,22.95096,12.168163,-8.757006,-5.610454,1.6716775,-10.834267,3.0807037,-7.0211167,77.83636,-1.6922735,-2.5020432,20.453518,17.953932,47.1083
t47,-0.2992811,23.053553,11.67377,-8.817989,-5.490125,2.4949453,-10.893504,3.0719652,-7.0651207,77.040565,-1.7567799,-2.5185246,20.499302,17.911667,47.018982
t102,-0.17763098,23.597532,11.341072,-8.833111,-5.4644694,2.2000482,-10.8001995,3.2841544,-7.086937,77.70924,-1.644294,-2.669115,20.331104,18.095037,47.849766
t149,-0.18380944,23.504686,11.41805,-8.805781,-5.4899983,2.078739,-10.827143,3.360073,-7.075023,77.65619,-1.6381918,-2.6658719,20.421291,18.020512,47.71942
t150,-0.18267496,23.507763,11.408165,-8.806024,-5.4886045,2.0839393,-10.82643,3.3707454,-7.0728846,77.656586,-1.637291,-2.66547,20.417847,18.021896,47.72827
t83,-0.2183092,23.612076,11.507846,-8.877726,-5.4555507,2.2180011,-10.826304,3.5491426,-7.0797844,77.7348,-1.6975079,-2.6176813,20.453943,18.344082,48.18543
t84,-0.1915838,23.625935,11.632002,-8.857151,-5.484671,2.1192234,-10.837269,3.4790697,-7.070769,77.54329,-1.6629944,-2.6121602,20.387695,18.196724,48.040253
t75,-0.25914857,23.726969,11.557643,-8.909839,-5.468389,2.519488,-10.819384,3.3101902,-7.073587,77.487915,-1.6807324,-2.5910168,20.191538,18.5179,48.271812
t21,-0.2873493,20.982199,11.965511,-7.014062,-3.620384,7.2715015,-7.854538,-0.401401,-5.4116926,61.84052,-1.391437,-1.9302334,11.267965,13.802828,38.085
t45,-1.0733896,24.534187,14.880688,-8.856064,-4.220392,11.545333,-9.449023,1.9387537,-7.123924,73.99973,-2.1899672,-1.6148703,15.062586,22.28262,50.21057
t46,-0.5554235,22.673937,13.108716,-7.8283577,-3.8255832,9.390302,-8.471977,-0.19207582,-6.0825796,67.10636,-1.5861466,-1.8815873,12.126953,16.736952,42.83852
t110,-1.0537328,24.813814,14.552004,-9.029127,-4.2596226,11.739168,-9.448929,1.8539683,-7.126096,74.93743,-2.075896,-1.761,14.700235,22.398453,50.81291
t111,-0.9854204,24.584131,14.352722,-8.894543,-4.2043896,11.503097,-9.337488,1.530913,-7.0135384,74.004684,-2.0190961,-1.7742693,14.436624,21.699114,49.84807
t90,-1.0232394,25.211262,14.9015,-9.112818,-4.1837134,12.922248,-9.492459,1.0118214,-7.144053,75.51034,-2.0390022,-1.7210162,13.98654,21.544973,50.956
t91,-1.0176868,25.249462,15.112352,-9.060504,-4.193048,12.80947,-9.469915,0.83881,-7.085981,75.154144,-2.032132,-1.7395306,13.942669,21.433271,50.78896
t94,-1.0504494,24.951351,14.750912,-9.156103,-4.1422963,12.514275,-9.469456,1.2156616,-7.2289886,75.53232,-2.0034807,-1.7579075,13.760545,21.826939,50.973587
t125,-1.0488701,24.972857,15.012617,-9.147867,-4.1801434,12.538066,-9.5354595,1.1392375,-7.2261977,75.491714,-1.9990889,-1.7564198,13.919374,21.667559,50.921795
t126,-1.0496073,24.985136,14.927606,-9.164299,-4.1638746,12.59755,-9.535918,1.1628262,-7.225338,75.491,-2.01004,-1.7508469,13.969513,21.725412,50.93179
t88,-1.021747,25.151552,15.011702,-9.177501,-4.1355886,12.964458,-9.503294,1.2264014,-7.154954,75.421326,-2.0043797,-1.7173951,14.001198,21.531527,51.01863
t89,-1.0173243,25.215494,14.96917,-9.157531,-4.150871,12.846943,-9.502861,1.2411877,-7.173936,75.435394,-1.9875767,-1.7553313,13.935863,21.547014,51.05858
t55,-1.0065209,25.141441,15.511436,-8.939221,-4.4909177,11.315311,-9.559516,2.9959488,-7.0049005,74.47813,-2.3947237,-1.552509,16.705656,23.241604,51.77282
t56,-1.0741615,25.020956,15.220457,-9.010421,-4.428291,11.602477,-9.61541,2.8502374,-7.0483127,74.44842,-2.3804946,-1.519437,16.603842,23.295242,51.699265
t132,-1.0526081,25.094696,15.364423,-8.981071,-4.5533414,11.732005,-9.693683,2.628961,-6.9691668,75.246704,-2.2031798,-1.6549597,15.998863,22.69838,51.825478
t133,-1.0545857,25.079464,15.366556,-8.986342,-4.556485,11.702123,-9.699913,2.6377015,-6.971677,75.2297,-2.1990802,-1.65317,16.032448,22.718142,51.809467
t62,-1.0662873,24.89602,14.932091,-8.9577265,-4.4599204,11.478534,-9.629416,2.6129298,-6.903072,74.804596,-2.1689088,-1.6445776,15.612255,22.792952,51.504387
t60,-1.1304979,24.834457,15.119509,-8.939745,-4.4881716,11.468324,-9.611717,3.0244408,-6.9516234,74.832146,-2.2007556,-1.620333,15.633806,23.276789,51.960426
t92,-1.0726975,25.202902,15.03277,-8.887742,-4.5838904,10.965602,-9.691661,2.2561245,-6.944609,74.922714,-2.2054746,-1.8868474,15.934977,22.960835,51.477947
