"accepted_species","trait_BM_trend_scaled"
"t1",0
"t4",0
"t48",0
"t151",0
"t152",0
"t114",0
"t115",0
"t15",0
"t38",0
"t76",0
"t77",0
"t129",0
"t130",1
"t141",1
"t142",0
"t57",0
"t116",0
"t134",1
"t135",0
"t70",0
"t71",0
"t65",0
"t47",0
"t102",0
"t149",0
"t150",0
"t83",0
"t84",0
"t75",0
"t21",0
"t45",0
"t46",0
"t110",0
"t111",0
"t90",0
"t91",0
"t94",0
"t125",0
"t126",0
"t88",0
"t89",0
"t55",0
"t56",0
"t132",0
"t133",0
"t62",0
"t60",0
"t92",0
"t93",0
"t27",0
"t14",0
"t40",0
"t86",0
"t87",0
"t72",0
"t30",0
"t31",0
"t13",0
"t11",0
"t16",0
"t108",0
"t109",0
"t28",0
"t6",0
"t9",0
"t32",0
"t39",0
"t54",0
"t119",1
"t120",1
"t19",0
"t12",0
"t53",0
"t100",1
"t101",0
"t63",0
"t68",0
"t69",0
"t23",0
"t24",0
"t10",0
"t5",0
"t43",1
"t44",1
"t66",1
"t67",1
"t29",1
"t41",1
"t42",1
"t73",1
"t105",1
"t106",1
"t78",1
"t147",1
"t148",1
"t37",1
"t22",1
"t34",0
"t35",0
"t33",0
"t103",1
"t131",1
"t138",1
"t139",1
"t74",1
"t61",1
"t112",1
"t113",1
"t97",1
"t117",1
"t118",1
"t140",1
"t143",1
"t144",1
"t104",1
"t85",1
"t20",0
"t64",0
"t123",0
"t124",0
"t51",0
"t52",0
"t50",1
"t107",0
"t145",0
"t146",0
"t58",0
"t59",0
"t121",0
"t122",0
"t49",1
"t81",0
"t95",0
"t96",0
"t25",0
"t79",0
"t80",0
"t17",0
"t18",0
"t26",0
"t136",0
"t137",0
"t127",0
"t128",0
"t82",0
"t98",0
"t99",0
"t36",0
"t8",0
"t7",0
"t2",0
"t3",0
