,0,1,2,3,4,5,6,7,8,9,10,11,12
t3,2.3322685,-0.5003775,1.6986763,9.998669,5.072432,5.9711556,3.5638075,6.3308525,6.3605413,-0.31733564,3.571209,5.4643393,3.2434187
t26,2.4373655,0.47176936,-0.63977987,8.308253,4.9732394,6.0073476,2.0799694,4.938959,4.4876895,-2.4259586,3.1959293,5.944678,3.0833817
t71,2.5077531,0.6701256,-0.51850545,8.368118,4.9360094,5.911801,2.2955,4.712603,4.429136,-2.6189036,3.2796235,6.0148654,3.0281227
t96,2.563379,0.65079844,-0.47959885,8.366709,4.9270477,5.8345385,2.2318752,4.742488,4.4343395,-2.6226213,3.331182,6.061167,3.045593
t97,2.6005075,0.5988307,-0.46631122,8.36309,4.915921,5.8430533,2.2520564,4.7464595,4.4519286,-2.5854301,3.358214,6.040238,3.0404317
t33,2.4566493,0.5218271,-0.6194707,8.32624,4.952468,5.8983417,2.2175343,4.894541,4.4326735,-2.4102101,3.2453165,6.056826,3.0481591
t81,2.3880153,0.60813814,-0.58097076,8.264523,4.8727036,5.6731553,2.2160513,4.932455,4.3302145,-2.4354331,3.2502942,6.279734,3.0828326
t82,2.4134517,0.5270883,-0.64519763,8.328082,4.928089,5.752723,2.282657,4.9414215,4.3638496,-2.3271227,3.2406447,6.203697,3.049846
t76,2.53708,0.6651749,-0.4770452,8.336976,4.9113183,5.8278775,2.0998623,4.9725976,4.3789124,-2.4315712,3.315765,6.066809,2.996186
t86,2.440217,0.6758697,-0.5252887,8.289981,4.8842807,5.7032313,2.082187,4.8817425,4.413223,-2.545834,3.2669048,6.219462,3.1298094
t87,2.403359,0.5292322,-0.6485195,8.343147,4.9723854,5.871789,2.074316,4.960022,4.344595,-2.4040043,3.182884,6.071467,2.9893656
t31,2.6070614,0.5808695,-0.62608695,8.436095,5.069533,5.888966,2.166658,4.7081876,4.5193105,-2.6767418,3.3572176,6.0629363,3.1107738
t32,2.5462952,0.60934806,-0.49996632,8.3012295,4.9040527,5.786685,2.1462684,4.8386455,4.5210867,-2.5395064,3.3471742,6.1352634,3.1601663
t104,2.5184627,-0.66804916,1.7512392,9.664518,4.7905545,6.063657,3.6499953,6.035684,6.2065883,-0.27419326,3.92466,5.292462,3.1429663
t105,2.557439,-0.7457283,1.7316546,9.536026,4.7178264,6.017411,3.6612413,5.942154,6.217655,-0.3057497,4.049204,5.2247066,3.0594726
t67,2.4965413,-0.66078085,1.7764497,9.691838,4.8126726,6.0585613,3.646223,6.041637,6.220631,-0.25784013,3.9068747,5.2936897,3.1428232
t111,2.6957066,-0.59636897,1.6147574,9.644546,4.6615357,6.114622,3.7819057,6.139537,6.014811,-0.1581369,4.1003876,5.3065357,3.2710998
t112,2.6773336,-0.72011524,1.5369134,9.53893,4.650574,6.052718,3.8518999,6.17008,6.054521,-0.055651546,4.022697,5.3723965,3.1897962
t113,2.7212613,-0.6653053,1.5727179,9.611717,4.563213,6.1198664,3.7968166,6.1508727,6.022762,-0.09849895,4.0126934,5.3466887,3.2505271
t123,2.7806334,-0.65596056,1.6130345,9.543836,4.5386868,5.979583,3.851622,6.082089,5.979587,-0.11264928,4.2544675,5.3497453,3.1877532
t128,2.743182,-0.6613085,1.6295966,9.485463,4.572112,5.9172707,3.8685055,6.007187,5.9113054,-0.16862984,4.2576213,5.404419,3.0991583
t129,2.8367345,-0.7263773,1.6603482,9.5594225,4.4881544,5.845458,3.846563,6.057011,6.0369816,-0.13496652,4.3245816,5.399344,3.0784936
t108,2.6882524,-0.5960615,1.6614854,9.472911,4.6393137,5.9510813,3.8760326,5.997862,5.8638954,-0.21752793,4.2691703,5.372941,3.1243725
t83,2.7047524,-0.5762032,1.6836822,9.545393,4.6246696,6.0350723,3.8268492,6.0004983,5.913206,-0.20670508,4.2587953,5.317929,3.205428
t21,2.6018348,-0.5868244,1.5898415,9.751605,4.760593,6.1181912,3.7477908,6.2517586,6.1121826,-0.13324073,3.85303,5.3767905,3.2945287
t36,2.21044,-0.50484633,1.6433789,10.080111,5.2116184,5.8426414,3.5504384,6.496899,6.430253,-0.40621072,3.5235462,5.592027,3.2438874
t100,2.1290267,-0.38741627,1.7825177,10.19393,5.349002,6.0523033,3.4955075,6.423627,6.4066257,-0.34842032,3.4348104,5.40633,3.4081233
t126,2.1431136,-0.46372825,1.6682417,10.179897,5.3467884,5.923073,3.4988449,6.5329466,6.518982,-0.32568276,3.4156046,5.4858923,3.346648
t127,2.113292,-0.4319817,1.7080535,10.171881,5.355762,5.9601693,3.5014412,6.50201,6.4844723,-0.35767993,3.4382484,5.4728756,3.3748791
t12,2.241677,-0.62056565,1.4356277,10.069151,5.287659,5.743604,3.5578854,6.64643,6.511631,-0.29780784,3.4383166,5.646222,3.2530465
t121,2.278696,-0.565928,1.4245214,10.148627,5.2973704,5.7338853,3.5396328,6.646554,6.705223,-0.20874912,3.403844,5.500945,3.2998736
t122,2.3016398,-0.62206703,1.4223858,10.137067,5.2036967,5.619648,3.641669,6.696769,6.639896,-0.20031205,3.3613684,5.6218457,3.160985
t78,2.3151665,-0.6780903,1.2732351,10.108821,5.390157,5.7223396,3.6137428,6.758297,6.656305,-0.18404478,3.3549051,5.6173387,3.3419702
