,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t16,11.656158,8.087707,3.681861,9.442828,5.9041567,4.2345953,8.162717,5.88416,4.483005,4.0411277,5.0279307,4.214017,2.1784627,9.048547
t61,11.099237,7.291083,1.6332167,8.623082,5.154697,3.527596,7.506478,6.074201,4.94291,4.6869783,5.0291467,4.85437,2.660717,8.338969
t132,11.133006,7.208221,1.5025785,8.541848,5.0843573,3.406186,7.426446,6.0806026,4.917926,4.787937,5.105091,4.932721,2.6252923,8.260406
t133,11.085699,7.1588597,1.428591,8.492696,5.083716,3.4448285,7.364599,6.017941,4.988555,4.799634,5.031877,4.997309,2.6703253,8.194977
t137,11.112398,7.2593346,1.525117,8.592487,5.056108,3.418314,7.513509,6.1383905,4.94655,4.767034,5.0863156,4.852956,2.6476502,8.339658
t138,11.058826,7.206656,1.454069,8.542029,5.0437307,3.4508405,7.406657,6.073096,4.9667273,4.769231,5.056268,4.9635825,2.6988208,8.22996
t128,11.124847,7.2452235,1.5440288,8.579893,5.1325245,3.4485137,7.384293,6.088392,4.8840375,4.73786,5.1232057,5.0128784,2.6351557,8.178566
t129,11.049372,7.212972,1.418881,8.550826,5.05862,3.4971397,7.4272833,6.062726,5.0444503,4.736159,4.974617,4.9490156,2.7068033,8.246263
t79,11.1427765,7.2397194,1.5825646,8.571444,5.1659284,3.4636908,7.4922113,6.0681,4.921851,4.7467732,5.07008,4.8495297,2.6167495,8.343442
t78,11.643008,7.3901796,4.0673037,9.456907,6.190569,4.8837447,8.408916,6.428707,4.5198984,4.0323067,5.2862506,3.5134397,2.1605594,10.15599
t97,11.694778,7.3426013,4.048,9.429657,6.251347,4.8740277,8.411341,6.4138207,4.5710583,3.9800162,5.2714367,3.4625869,2.157159,10.136028
t98,11.597666,7.4343,4.1510053,9.52665,6.1528535,4.8637657,8.315964,6.4987426,4.482644,4.072385,5.3593135,3.5642004,2.091326,10.210707
t56,11.623769,7.421356,4.038173,9.4567,6.176932,4.8696003,8.425125,6.40705,4.5002136,4.0513225,5.253282,3.5447793,2.1652334,10.119027
t20,12.040191,7.3483987,4.091795,9.560858,6.4810343,4.656941,8.083561,6.2843924,4.706568,3.724322,5.2301197,3.2325737,2.0214834,9.965822
t35,12.016786,7.469102,4.127453,9.625452,6.405703,4.5677314,8.089746,6.251692,4.650072,3.7730677,5.2105436,3.398781,2.1628,9.856084
t36,12.013861,7.4758005,4.134792,9.638253,6.4105163,4.5800114,8.085428,6.2573314,4.6690836,3.791574,5.206252,3.3906496,2.1342783,9.8773575
t95,11.922255,7.34489,4.044186,9.489507,6.4320908,4.683838,8.217255,6.31285,4.6866794,3.8012745,5.216053,3.3708603,2.066744,9.977013
t112,11.818613,7.2778163,4.029516,9.441088,6.419508,4.781926,8.294956,6.384063,4.703728,3.8709264,5.236113,3.3848512,2.043664,10.0779295
t113,11.8562565,7.307385,3.9604151,9.384404,6.4162173,4.7217665,8.299839,6.3203998,4.6840115,3.808582,5.199025,3.4176543,2.0600522,10.006515
t57,11.92175,7.3865185,4.1212096,9.555469,6.37057,4.7269354,8.195371,6.3627086,4.666413,3.8377566,5.302749,3.349008,2.074633,10.037594
t34,11.786105,7.6786957,3.9087043,9.466501,6.2232137,4.5044856,8.235378,6.131743,4.6083274,3.891976,5.097738,3.7646503,2.1282563,9.575689
t62,11.805462,7.521981,3.961954,9.46595,6.305791,4.611109,8.250171,6.2324553,4.648536,3.8703585,5.1435027,3.6261978,2.1230812,9.764317
t139,11.872505,7.5016003,4.045926,9.546162,6.327314,4.625191,8.220001,6.269665,4.646064,3.8620777,5.1864223,3.5172691,2.1168299,9.863121
t140,11.88404,7.5551662,4.0482273,9.540134,6.2818427,4.559009,8.322416,6.2576017,4.5734773,3.8756256,5.130168,3.5317507,2.0595918,9.815971
t134,11.92409,7.547435,4.001287,9.548569,6.318138,4.5691404,8.186608,6.2031016,4.7074757,3.8475587,5.1562386,3.4862225,2.0145974,9.82951
t10,11.717953,7.9563174,3.828291,9.481161,6.0391016,4.363275,8.206894,5.9763,4.5140924,3.9726486,5.057807,4.0226965,2.146062,9.275223
t7,10.898094,10.681194,4.9298086,9.649031,5.782624,4.0470276,9.2118,4.5808287,4.4842014,3.7013013,4.1109476,6.312573,3.1896515,7.725891
t14,10.980693,10.575613,4.869875,9.665952,5.7075562,4.047418,9.152474,4.6422796,4.4305325,3.7797801,4.202188,6.1864133,3.0992856,7.7349133
t114,12.418426,10.019608,4.251482,10.490101,5.005989,3.8811164,7.9720955,5.300703,2.7876174,4.46205,5.9720354,4.682125,1.080919,7.6281767
t115,12.485167,9.94229,4.2015667,10.369132,4.9532747,3.7724488,7.8998895,5.2959766,2.6415963,4.596947,5.939802,4.509769,0.98090893,7.6365094
t102,12.475794,10.01487,4.2400346,10.475562,4.988371,3.8458486,7.9202266,5.2878785,2.7237375,4.5141835,5.9816036,4.639891,1.0349561,7.63308
t96,12.472816,10.086127,4.300059,10.480738,4.928745,3.8429677,7.960107,5.2896123,2.676038,4.4967866,6.027956,4.560226,0.9254688,7.559639
t59,12.494236,10.01788,4.2451816,10.417673,4.9433756,3.8087087,7.9229145,5.291487,2.6614401,4.546613,5.9921665,4.5238214,0.97298914,7.602112
t23,12.326407,9.830256,4.1436763,10.308876,5.141118,3.9258442,7.9819818,5.216367,2.9886663,4.39564,5.7464485,4.7015967,1.3170732,7.74566
t21,12.377746,9.85304,4.0621815,10.383798,4.9251094,3.7676764,7.9425716,5.2248774,2.6555076,4.513958,5.840285,4.390042,1.0384561,7.4748697
t66,12.31063,9.776668,3.9293928,10.434467,4.860368,3.7801025,7.9370623,5.183252,2.6851752,4.5850086,5.775702,4.514497,1.218712,7.5979548
t108,12.436037,9.850543,3.984001,10.424031,4.8420124,3.7067382,7.88176,5.1652837,2.5509808,4.5742025,5.8177967,4.3442287,1.0011318,7.4810567
t109,12.362646,9.777124,3.9338577,10.419161,4.8844285,3.8097286,7.9082294,5.136324,2.6896605,4.510943,5.7598643,4.4270406,1.1504432,7.534763
t93,12.41769,9.827407,4.0444274,10.589377,4.830137,3.7345474,7.990291,5.317487,2.65437,4.507893,5.9453006,4.542863,1.0948315,7.346117
t94,12.408878,9.79615,4.0415587,10.444081,4.82481,3.7013335,8.003213,5.2990313,2.5879292,4.532221,5.9048243,4.3553905,1.0033383,7.350821
t53,12.423565,9.813661,4.0623155,10.503962,4.8723493,3.7341924,7.978732,5.3122053,2.6521335,4.5157795,5.928081,4.45652,1.0447359,7.3582606
