accepted_species,estimate
t68,1.0979422
t35,1.3680193
t110,0.3309342
t26,1.1696745
t39,0.8925557
t82,-0.21519274
t72,0.28656113
t50,-0.8360059
t101,-1.3711159
t115,-1.5260947
t148,-0.39820582
t91,-0.6530827
t134,-0.8633677
t20,-0.7658304
t6,-1.5768569
