"","t3","t4","t9","t132","t133","t7","t40","t41","t125","t126","t82","t77","t112","t113","t109","t2","t27","t61","t62","t26","t35","t94","t95","t79","t80","t78","t44","t88","t89","t32","t118","t119","t96","t97","t100","t101","t56","t57","t130","t131","t47","t10","t84","t85","t50","t134","t135","t117","t83","t68","t67","t127","t136","t137","t34","t121","t122","t114","t104","t81","t31","t38","t39","t11","t28","t120","t123","t124","t1","t13","t14","t8","t58","t59","t33","t65","t66","t70","t98","t99","t63","t29","t15","t22","t45","t53","t54","t16","t74","t75","t69","t21","t64","t90","t91","t24","t25","t30","t128","t129","t55","t72","t73","t42","t43","t20","t110","t111","t87","t51","t52","t6","t5","t18","t19","t76","t92","t93","t36","t37","t23","t12","t17","t71","t107","t108","t60","t115","t116","t102","t103","t86","t48","t49","t46","t105","t106"
"t3",0,2.6259263666,4.22316230697,4.22316230678,4.22316230678,1.80617745538,4.22316230737,3.587485734974,4.223162307224,4.223162307224,4.223162307174,4.223162307174,4.223162307164,4.223162307164,4.223162307174,6.18549014507,5.26783438557,6.18549014557,6.18549014557,4.81203741854,6.18549014497,6.18549014547,6.18549014547,6.18549014541,6.18549014541,6.18549014547,5.79810308477,6.18549014557,6.18549014557,6.18549014497,6.18549014537,6.18549014537,6.18549014536,6.18549014536,6.18549014536,6.18549014536,5.87295880042,5.48832102461,6.18549014545,6.18549014545,6.18549014546,5.14534797716,6.18549014508,6.18549014508,6.18549014548,6.18549014549,6.18549014549,6.18549014548,6.18549014548,6.18549014548,6.18549014545,6.18549014543,6.185490145426,6.185490145426,6.18549014545,6.18549014572,6.18549014572,6.18549014568,6.18549014568,6.18549014578,6.18549014588,5.95658685798,6.18549014548,4.69963736807,4.93163405935,6.18549014571,6.18549014571,6.14111284089,2.58801164847,4.79820378464,5.23607634974,4.17348882004,6.24559442904,6.24559442904,6.24559442964,5.90861489264,5.68539459453,6.2455944294,6.2455944295,6.2455944295,6.24559442944,6.24559442944,6.24559442984,6.24559442991,5.75765869331,5.54977694741,5.76223192891,5.31034757917,6.24559442943,6.24559442943,6.00549296511,6.24559442991,5.87744927003,6.24559442953,6.24559442953,5.40205820161,6.24559442931,6.2455944292,6.24559442958,6.24559442958,5.521670057,6.0881207659,6.2455944295,5.2982281171,5.5960799123,5.1525126383,6.2455944295,6.2455944295,6.2455944295,6.24559442981,6.24559442981,6.24559442901,3.86753490913,5.19171207814,6.24559442954,6.24559442994,6.24559442994,6.24559442994,6.24559442964,5.34738504644,6.24559442934,4.58878959244,5.30240874414,6.24559442974,6.24559442964,6.24559442964,6.24559442974,6.24559442974,6.24559442974,6.24559442974,6.24559442974,6.24559442974,6.24559442984,6.24559442984,6.24559442974,6.24559442984,6.24559442984
"t4",2.6259263666,0,5.54777464237,5.54777464218,5.54777464218,3.13078979078,5.54777464277,4.912098070374,5.547774642624,5.547774642624,5.547774642574,5.547774642574,5.547774642564,5.547774642564,5.547774642574,7.51010248047,6.59244672097,7.51010248097,7.51010248097,6.13664975394,7.51010248037,7.51010248087,7.51010248087,7.51010248081,7.51010248081,7.51010248087,7.12271542017,7.51010248097,7.51010248097,7.51010248037,7.51010248077,7.51010248077,7.51010248076,7.51010248076,7.51010248076,7.51010248076,7.19757113582,6.81293336001,7.51010248085,7.51010248085,7.51010248086,6.46996031256,7.51010248048,7.51010248048,7.51010248088,7.51010248089,7.51010248089,7.51010248088,7.51010248088,7.51010248088,7.51010248085,7.51010248083,7.510102480826,7.510102480826,7.51010248085,7.51010248112,7.51010248112,7.51010248108,7.51010248108,7.51010248118,7.51010248128,7.28119919338,7.51010248088,6.02424970347,6.25624639475,7.51010248111,7.51010248111,7.46572517629,3.91262398387,6.12281612004,6.56068868514,5.49810115544,7.57020676444,7.57020676444,7.57020676504,7.23322722804,7.01000692993,7.5702067648,7.5702067649,7.5702067649,7.57020676484,7.57020676484,7.57020676524,7.57020676531,7.08227102871,6.87438928281,7.08684426431,6.63495991457,7.57020676483,7.57020676483,7.33010530051,7.57020676531,7.20206160543,7.57020676493,7.57020676493,6.72667053701,7.57020676471,7.5702067646,7.57020676498,7.57020676498,6.8462823924,7.4127331013,7.5702067649,6.6228404525,6.9206922477,6.4771249737,7.5702067649,7.5702067649,7.5702067649,7.57020676521,7.57020676521,7.57020676441,5.19214724453,6.51632441354,7.57020676494,7.57020676534,7.57020676534,7.57020676534,7.57020676504,6.67199738184,7.57020676474,5.91340192784,6.62702107954,7.57020676514,7.57020676504,7.57020676504,7.57020676514,7.57020676514,7.57020676514,7.57020676514,7.57020676514,7.57020676514,7.57020676524,7.57020676524,7.57020676514,7.57020676524,7.57020676524
"t9",4.22316230697,5.54777464237,0,4.04538570581,4.04538570581,4.19570162841,6.6126864804,5.977009908004,6.612686480254,6.612686480254,6.612686480204,6.612686480204,6.612686480194,6.612686480194,6.612686480204,9.0510120443,8.1333562848,9.0510120448,9.0510120448,7.67755931777,9.0510120442,9.0510120447,9.0510120447,9.05101204464,9.05101204464,9.0510120447,8.663624984,9.0510120448,9.0510120448,9.0510120442,9.0510120446,9.0510120446,9.05101204459,9.05101204459,9.05101204459,9.05101204459,8.73848069965,8.35384292384,9.05101204468,9.05101204468,9.05101204469,8.01086987639,9.05101204431,9.05101204431,9.05101204471,9.05101204472,9.05101204472,9.05101204471,9.05101204471,9.05101204471,9.05101204468,9.05101204466,9.051012044656,9.051012044656,9.05101204468,9.05101204495,9.05101204495,9.05101204491,9.05101204491,9.05101204501,9.05101204511,8.82210875721,9.05101204471,7.5651592673,7.79715595858,9.05101204494,9.05101204494,9.00663474012,5.4535335477,7.66372568387,8.10159824897,7.03901071927,9.11111632827,9.11111632827,9.11111632887,8.77413679187,8.55091649376,9.11111632863,9.11111632873,9.11111632873,9.11111632867,9.11111632867,9.11111632907,9.11111632914,8.62318059254,8.41529884664,8.62775382814,8.1758694784,9.11111632866,9.11111632866,8.87101486434,9.11111632914,8.74297116926,9.11111632876,9.11111632876,8.26758010084,9.11111632854,9.11111632843,9.11111632881,9.11111632881,8.38719195623,8.95364266513,9.11111632873,8.16375001633,8.46160181153,8.01803453753,9.11111632873,9.11111632873,9.11111632873,9.11111632904,9.11111632904,9.11111632824,6.73305680836,8.05723397737,9.11111632877,9.11111632917,9.11111632917,9.11111632917,9.11111632887,8.21290694567,9.11111632857,7.45431149167,8.16793064337,9.11111632897,9.11111632887,9.11111632887,9.11111632897,9.11111632897,9.11111632897,9.11111632897,9.11111632897,9.11111632897,9.11111632907,9.11111632907,9.11111632897,9.11111632907,9.11111632907
"t132",4.22316230678,5.54777464218,4.04538570581,0,0.05252544562,4.19570162822,6.61268648021,5.977009907814,6.612686480064,6.612686480064,6.612686480014,6.612686480014,6.612686480004,6.612686480004,6.612686480014,9.05101204411,8.13335628461,9.05101204461,9.05101204461,7.67755931758,9.05101204401,9.05101204451,9.05101204451,9.05101204445,9.05101204445,9.05101204451,8.66362498381,9.05101204461,9.05101204461,9.05101204401,9.05101204441,9.05101204441,9.0510120444,9.0510120444,9.0510120444,9.0510120444,8.73848069946,8.35384292365,9.05101204449,9.05101204449,9.0510120445,8.0108698762,9.05101204412,9.05101204412,9.05101204452,9.05101204453,9.05101204453,9.05101204452,9.05101204452,9.05101204452,9.05101204449,9.05101204447,9.051012044466,9.051012044466,9.05101204449,9.05101204476,9.05101204476,9.05101204472,9.05101204472,9.05101204482,9.05101204492,8.82210875702,9.05101204452,7.56515926711,7.79715595839,9.05101204475,9.05101204475,9.00663473993,5.45353354751,7.66372568368,8.10159824878,7.03901071908,9.11111632808,9.11111632808,9.11111632868,8.77413679168,8.55091649357,9.11111632844,9.11111632854,9.11111632854,9.11111632848,9.11111632848,9.11111632888,9.11111632895,8.62318059235,8.41529884645,8.62775382795,8.17586947821,9.11111632847,9.11111632847,8.87101486415,9.11111632895,8.74297116907,9.11111632857,9.11111632857,8.26758010065,9.11111632835,9.11111632824,9.11111632862,9.11111632862,8.38719195604,8.95364266494,9.11111632854,8.16375001614,8.46160181134,8.01803453734,9.11111632854,9.11111632854,9.11111632854,9.11111632885,9.11111632885,9.11111632805,6.73305680817,8.05723397718,9.11111632858,9.11111632898,9.11111632898,9.11111632898,9.11111632868,8.21290694548,9.11111632838,7.45431149148,8.16793064318,9.11111632878,9.11111632868,9.11111632868,9.11111632878,9.11111632878,9.11111632878,9.11111632878,9.11111632878,9.11111632878,9.11111632888,9.11111632888,9.11111632878,9.11111632888,9.11111632888
"t133",4.22316230678,5.54777464218,4.04538570581,0.05252544562,0,4.19570162822,6.61268648021,5.977009907814,6.612686480064,6.612686480064,6.612686480014,6.612686480014,6.612686480004,6.612686480004,6.612686480014,9.05101204411,8.13335628461,9.05101204461,9.05101204461,7.67755931758,9.05101204401,9.05101204451,9.05101204451,9.05101204445,9.05101204445,9.05101204451,8.66362498381,9.05101204461,9.05101204461,9.05101204401,9.05101204441,9.05101204441,9.0510120444,9.0510120444,9.0510120444,9.0510120444,8.73848069946,8.35384292365,9.05101204449,9.05101204449,9.0510120445,8.0108698762,9.05101204412,9.05101204412,9.05101204452,9.05101204453,9.05101204453,9.05101204452,9.05101204452,9.05101204452,9.05101204449,9.05101204447,9.051012044466,9.051012044466,9.05101204449,9.05101204476,9.05101204476,9.05101204472,9.05101204472,9.05101204482,9.05101204492,8.82210875702,9.05101204452,7.56515926711,7.79715595839,9.05101204475,9.05101204475,9.00663473993,5.45353354751,7.66372568368,8.10159824878,7.03901071908,9.11111632808,9.11111632808,9.11111632868,8.77413679168,8.55091649357,9.11111632844,9.11111632854,9.11111632854,9.11111632848,9.11111632848,9.11111632888,9.11111632895,8.62318059235,8.41529884645,8.62775382795,8.17586947821,9.11111632847,9.11111632847,8.87101486415,9.11111632895,8.74297116907,9.11111632857,9.11111632857,8.26758010065,9.11111632835,9.11111632824,9.11111632862,9.11111632862,8.38719195604,8.95364266494,9.11111632854,8.16375001614,8.46160181134,8.01803453734,9.11111632854,9.11111632854,9.11111632854,9.11111632885,9.11111632885,9.11111632805,6.73305680817,8.05723397718,9.11111632858,9.11111632898,9.11111632898,9.11111632898,9.11111632868,8.21290694548,9.11111632838,7.45431149148,8.16793064318,9.11111632878,9.11111632868,9.11111632868,9.11111632878,9.11111632878,9.11111632878,9.11111632878,9.11111632878,9.11111632878,9.11111632888,9.11111632888,9.11111632878,9.11111632888,9.11111632888
"t7",1.80617745538,3.13078979078,4.19570162841,4.19570162822,4.19570162822,0,2.53637079801,1.900694225614,2.536370797864,2.536370797864,2.536370797814,2.536370797814,2.536370797804,2.536370797804,2.536370797814,6.63402719271,5.71637143321,6.63402719321,6.63402719321,5.26057446618,6.63402719261,6.63402719311,6.63402719311,6.63402719305,6.63402719305,6.63402719311,6.24664013241,6.63402719321,6.63402719321,6.63402719261,6.63402719301,6.63402719301,6.634027193,6.634027193,6.634027193,6.634027193,6.32149584806,5.93685807225,6.63402719309,6.63402719309,6.6340271931,5.5938850248,6.63402719272,6.63402719272,6.63402719312,6.63402719313,6.63402719313,6.63402719312,6.63402719312,6.63402719312,6.63402719309,6.63402719307,6.634027193066,6.634027193066,6.63402719309,6.63402719336,6.63402719336,6.63402719332,6.63402719332,6.63402719342,6.63402719352,6.40512390562,6.63402719312,5.14817441571,5.38017110699,6.63402719335,6.63402719335,6.58964988853,3.03654869611,5.24674083228,5.68461339738,4.62202586768,6.69413147668,6.69413147668,6.69413147728,6.35715194028,6.13393164217,6.69413147704,6.69413147714,6.69413147714,6.69413147708,6.69413147708,6.69413147748,6.69413147755,6.20619574095,5.99831399505,6.21076897655,5.75888462681,6.69413147707,6.69413147707,6.45403001275,6.69413147755,6.32598631767,6.69413147717,6.69413147717,5.85059524925,6.69413147695,6.69413147684,6.69413147722,6.69413147722,5.97020710464,6.53665781354,6.69413147714,5.74676516474,6.04461695994,5.60104968594,6.69413147714,6.69413147714,6.69413147714,6.69413147745,6.69413147745,6.69413147665,4.31607195677,5.64024912578,6.69413147718,6.69413147758,6.69413147758,6.69413147758,6.69413147728,5.79592209408,6.69413147698,5.03732664008,5.75094579178,6.69413147738,6.69413147728,6.69413147728,6.69413147738,6.69413147738,6.69413147738,6.69413147738,6.69413147738,6.69413147738,6.69413147748,6.69413147748,6.69413147738,6.69413147748,6.69413147748
"t40",4.22316230737,5.54777464277,6.6126864804,6.61268648021,6.61268648021,2.53637079801,0,1.431327263604,2.067003835854,2.067003835854,2.067003835804,2.067003835804,2.067003835794,2.067003835794,2.067003835804,9.0510120447,8.1333562852,9.0510120452,9.0510120452,7.67755931817,9.0510120446,9.0510120451,9.0510120451,9.05101204504,9.05101204504,9.0510120451,8.6636249844,9.0510120452,9.0510120452,9.0510120446,9.051012045,9.051012045,9.05101204499,9.05101204499,9.05101204499,9.05101204499,8.73848070005,8.35384292424,9.05101204508,9.05101204508,9.05101204509,8.01086987679,9.05101204471,9.05101204471,9.05101204511,9.05101204512,9.05101204512,9.05101204511,9.05101204511,9.05101204511,9.05101204508,9.05101204506,9.051012045056,9.051012045056,9.05101204508,9.05101204535,9.05101204535,9.05101204531,9.05101204531,9.05101204541,9.05101204551,8.82210875761,9.05101204511,7.5651592677,7.79715595898,9.05101204534,9.05101204534,9.00663474052,5.4535335481,7.66372568427,8.10159824937,7.03901071967,9.11111632867,9.11111632867,9.11111632927,8.77413679227,8.55091649416,9.11111632903,9.11111632913,9.11111632913,9.11111632907,9.11111632907,9.11111632947,9.11111632954,8.62318059294,8.41529884704,8.62775382854,8.1758694788,9.11111632906,9.11111632906,8.87101486474,9.11111632954,8.74297116966,9.11111632916,9.11111632916,8.26758010124,9.11111632894,9.11111632883,9.11111632921,9.11111632921,8.38719195663,8.95364266553,9.11111632913,8.16375001673,8.46160181193,8.01803453793,9.11111632913,9.11111632913,9.11111632913,9.11111632944,9.11111632944,9.11111632864,6.73305680876,8.05723397777,9.11111632917,9.11111632957,9.11111632957,9.11111632957,9.11111632927,8.21290694607,9.11111632897,7.45431149207,8.16793064377,9.11111632937,9.11111632927,9.11111632927,9.11111632937,9.11111632937,9.11111632937,9.11111632937,9.11111632937,9.11111632937,9.11111632947,9.11111632947,9.11111632937,9.11111632947,9.11111632947
"t41",3.587485734974,4.912098070374,5.977009908004,5.977009907814,5.977009907814,1.900694225614,1.431327263604,0,1.41894982025,1.41894982025,1.4189498202,1.4189498202,1.41894982019,1.41894982019,1.4189498202,8.415335472304,7.497679712804,8.415335472804,8.415335472804,7.041882745774,8.415335472204,8.415335472704,8.415335472704,8.415335472644,8.415335472644,8.415335472704,8.027948412004,8.415335472804,8.415335472804,8.415335472204,8.415335472604,8.415335472604,8.415335472594,8.415335472594,8.415335472594,8.415335472594,8.102804127654,7.718166351844,8.415335472684,8.415335472684,8.415335472694,7.375193304394,8.415335472314,8.415335472314,8.415335472714,8.415335472724,8.415335472724,8.415335472714,8.415335472714,8.415335472714,8.415335472684,8.415335472664,8.41533547266,8.41533547266,8.415335472684,8.415335472954,8.415335472954,8.415335472914,8.415335472914,8.415335473014,8.415335473114,8.186432185214,8.415335472714,6.929482695304,7.161479386584,8.415335472944,8.415335472944,8.370958168124,4.817856975704,7.028049111874,7.465921676974,6.403334147274,8.475439756274,8.475439756274,8.475439756874,8.138460219874,7.915239921764,8.475439756634,8.475439756734,8.475439756734,8.475439756674,8.475439756674,8.475439757074,8.475439757144,7.987504020544,7.779622274644,7.992077256144,7.540192906404,8.475439756664,8.475439756664,8.235338292344,8.475439757144,8.107294597264,8.475439756764,8.475439756764,7.631903528844,8.475439756544,8.475439756434,8.475439756814,8.475439756814,7.751515384234,8.317966093134,8.475439756734,7.528073444334,7.825925239534,7.382357965534,8.475439756734,8.475439756734,8.475439756734,8.475439757044,8.475439757044,8.475439756244,6.097380236364,7.421557405374,8.475439756774,8.475439757174,8.475439757174,8.475439757174,8.475439756874,7.577230373674,8.475439756574,6.818634919674,7.532254071374,8.475439756974,8.475439756874,8.475439756874,8.475439756974,8.475439756974,8.475439756974,8.475439756974,8.475439756974,8.475439756974,8.475439757074,8.475439757074,8.475439756974,8.475439757074,8.475439757074
"t125",4.223162307224,5.547774642624,6.612686480254,6.612686480064,6.612686480064,2.536370797864,2.067003835854,1.41894982025,0,0.1254717255,0.81220037425,1.63026973145,1.63026973144,1.63026973144,1.63026973145,9.051012044554,8.133356285054,9.051012045054,9.051012045054,7.677559318024,9.051012044454,9.051012044954,9.051012044954,9.051012044894,9.051012044894,9.051012044954,8.663624984254,9.051012045054,9.051012045054,9.051012044454,9.051012044854,9.051012044854,9.051012044844,9.051012044844,9.051012044844,9.051012044844,8.738480699904,8.353842924094,9.051012044934,9.051012044934,9.051012044944,8.010869876644,9.051012044564,9.051012044564,9.051012044964,9.051012044974,9.051012044974,9.051012044964,9.051012044964,9.051012044964,9.051012044934,9.051012044914,9.05101204491,9.05101204491,9.051012044934,9.051012045204,9.051012045204,9.051012045164,9.051012045164,9.051012045264,9.051012045364,8.822108757464,9.051012044964,7.565159267554,7.797155958834,9.051012045194,9.051012045194,9.006634740374,5.453533547954,7.663725684124,8.101598249224,7.039010719524,9.111116328524,9.111116328524,9.111116329124,8.774136792124,8.550916494014,9.111116328884,9.111116328984,9.111116328984,9.111116328924,9.111116328924,9.111116329324,9.111116329394,8.623180592794,8.415298846894,8.627753828394,8.175869478654,9.111116328914,9.111116328914,8.871014864594,9.111116329394,8.742971169514,9.111116329014,9.111116329014,8.267580101094,9.111116328794,9.111116328684,9.111116329064,9.111116329064,8.387191956484,8.953642665384,9.111116328984,8.163750016584,8.461601811784,8.018034537784,9.111116328984,9.111116328984,9.111116328984,9.111116329294,9.111116329294,9.111116328494,6.733056808614,8.057233977624,9.111116329024,9.111116329424,9.111116329424,9.111116329424,9.111116329124,8.212906945924,9.111116328824,7.454311491924,8.167930643624,9.111116329224,9.111116329124,9.111116329124,9.111116329224,9.111116329224,9.111116329224,9.111116329224,9.111116329224,9.111116329224,9.111116329324,9.111116329324,9.111116329224,9.111116329324,9.111116329324
"t126",4.223162307224,5.547774642624,6.612686480254,6.612686480064,6.612686480064,2.536370797864,2.067003835854,1.41894982025,0.1254717255,0,0.81220037425,1.63026973145,1.63026973144,1.63026973144,1.63026973145,9.051012044554,8.133356285054,9.051012045054,9.051012045054,7.677559318024,9.051012044454,9.051012044954,9.051012044954,9.051012044894,9.051012044894,9.051012044954,8.663624984254,9.051012045054,9.051012045054,9.051012044454,9.051012044854,9.051012044854,9.051012044844,9.051012044844,9.051012044844,9.051012044844,8.738480699904,8.353842924094,9.051012044934,9.051012044934,9.051012044944,8.010869876644,9.051012044564,9.051012044564,9.051012044964,9.051012044974,9.051012044974,9.051012044964,9.051012044964,9.051012044964,9.051012044934,9.051012044914,9.05101204491,9.05101204491,9.051012044934,9.051012045204,9.051012045204,9.051012045164,9.051012045164,9.051012045264,9.051012045364,8.822108757464,9.051012044964,7.565159267554,7.797155958834,9.051012045194,9.051012045194,9.006634740374,5.453533547954,7.663725684124,8.101598249224,7.039010719524,9.111116328524,9.111116328524,9.111116329124,8.774136792124,8.550916494014,9.111116328884,9.111116328984,9.111116328984,9.111116328924,9.111116328924,9.111116329324,9.111116329394,8.623180592794,8.415298846894,8.627753828394,8.175869478654,9.111116328914,9.111116328914,8.871014864594,9.111116329394,8.742971169514,9.111116329014,9.111116329014,8.267580101094,9.111116328794,9.111116328684,9.111116329064,9.111116329064,8.387191956484,8.953642665384,9.111116328984,8.163750016584,8.461601811784,8.018034537784,9.111116328984,9.111116328984,9.111116328984,9.111116329294,9.111116329294,9.111116328494,6.733056808614,8.057233977624,9.111116329024,9.111116329424,9.111116329424,9.111116329424,9.111116329124,8.212906945924,9.111116328824,7.454311491924,8.167930643624,9.111116329224,9.111116329124,9.111116329124,9.111116329224,9.111116329224,9.111116329224,9.111116329224,9.111116329224,9.111116329224,9.111116329324,9.111116329324,9.111116329224,9.111116329324,9.111116329324
