accepted_species,estimate
t55,-1.4293059819898235
t56,-1.36521926067764
t50,-1.5818798347109206
t75,-1.4140448590766042
t87,-1.2594299477013324
t88,-1.1516883931427233
t58,-1.5688415306628722
t71,-1.7398341811200413
t18,-1.382404445595701
t33,-1.4989443530956486
