,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t13,-4.281589,-6.54143,27.211218,10.079555,18.761452,15.051352,-3.2757134,33.702324,-1.8077986,18.65141,-0.9738577,-0.20145164,-1.420055,-1.0892698
t22,-4.9713087,-7.4511485,29.355623,12.153088,21.382181,17.637152,-3.6279168,38.322468,-1.9395651,21.539303,-0.9576351,-0.17841698,-1.4772109,-1.1831144
t61,-6.0861654,-8.828871,33.085976,13.514054,25.011662,21.431383,-4.1053023,45.69063,-2.2011735,25.66022,-0.96020955,-0.22046475,-1.5644282,-1.3001456
t62,-6.1212435,-8.815316,32.949814,13.579937,25.282513,21.220945,-4.1202974,45.670673,-2.1770117,25.427402,-0.93197167,-0.21005912,-1.6130813,-1.3270153
t50,-5.3942037,-7.9685984,30.803093,13.61995,22.535873,18.761278,-3.8260987,40.714405,-2.0916038,23.106842,-1.0184816,-0.16441485,-1.5105612,-1.1418495
t37,-5.8078656,-8.533698,32.40524,13.574609,24.343431,20.526587,-3.9817128,43.98456,-2.1165054,24.689945,-0.9600399,-0.17151706,-1.6320597,-1.3834298
t130,-6.073808,-8.742651,32.13757,14.80498,25.75469,21.026262,-4.2359614,45.796093,-2.1124518,25.789608,-0.9406557,-0.101203315,-1.6405678,-1.3505839
t131,-6.063182,-8.745727,32.083294,14.779218,25.705616,21.060501,-4.2208815,45.755054,-2.1060214,25.765163,-0.93095744,-0.09863764,-1.6338809,-1.3618555
t136,-6.0509257,-8.778878,32.032837,14.6542635,25.600704,20.932722,-4.258911,45.62369,-2.132922,25.699184,-0.9179789,-0.09025561,-1.5968083,-1.390491
t137,-6.0548086,-8.782011,32.01386,14.650051,25.603947,20.943937,-4.2598205,45.618946,-2.1344397,25.693705,-0.91888124,-0.090268195,-1.5925115,-1.394531
t9,-3.8531895,-6.0290747,25.893526,7.9022064,17.421246,13.687483,-3.0504284,31.184246,-1.6873137,16.812805,-0.9226927,-0.26253325,-1.4135847,-1.1205478
t54,-4.619467,-8.276781,30.528467,11.145935,24.470484,19.313532,-3.7067955,42.05702,-1.7499851,23.72761,-1.2349912,-0.062009968,-2.4937205,-3.073745
t87,-5.0471473,-8.86774,32.069458,11.28684,26.45066,21.119692,-3.9815738,45.587193,-1.8110684,25.613522,-1.1873827,-0.12476613,-2.6258948,-3.3289883
t125,-5.0562453,-8.80606,31.91023,11.271011,26.491089,21.041965,-3.979612,45.420853,-1.7633952,25.626068,-1.1950676,-0.15661627,-2.6473472,-3.308632
t126,-5.070458,-8.811538,31.820032,11.340944,26.514019,21.076702,-3.9796941,45.397854,-1.7543257,25.628496,-1.1993908,-0.14395224,-2.6405408,-3.319252
t57,-5.096681,-8.844821,31.985163,11.15592,26.67829,21.04982,-3.9559476,45.66699,-1.7786483,25.475037,-1.1883315,-0.07549721,-2.6458888,-3.3403358
t101,-5.314072,-8.895508,32.356716,11.619724,26.652702,21.334688,-3.746618,44.638294,-1.5325412,24.85522,-0.8526642,-0.06686808,-2.6049547,-3.3454418
t102,-5.3028975,-8.911353,32.218357,11.750126,26.656979,21.306963,-3.7277665,44.701458,-1.5175489,24.929686,-0.8605345,-0.043653067,-2.6258056,-3.3758028
t121,-5.2877073,-8.90061,32.281185,11.452064,26.751057,21.31751,-3.72822,44.609837,-1.533162,24.876068,-0.8079586,-0.07512003,-2.636082,-3.363089
t122,-5.2941856,-8.910429,32.31573,11.425105,26.783913,21.393286,-3.7207305,44.63805,-1.5345907,24.908936,-0.8175109,-0.06325861,-2.6372275,-3.3741167
t16,-4.0378814,-7.0292697,27.957745,9.765301,20.664621,16.269793,-3.212851,35.363735,-1.5777229,19.779469,-1.0656672,-0.07974869,-2.0832815,-2.4058201
t11,-5.5443654,-8.8782015,33.097694,4.144154,26.50963,22.242579,-3.7408714,46.66235,-1.9185728,23.954994,-0.58447117,-0.45605275,-2.0349975,-2.3457048
t12,-4.177812,-6.853227,27.45012,5.1761403,20.461159,16.132437,-3.1853478,35.53792,-1.6931103,18.467554,-0.8062607,-0.33748317,-1.7036822,-1.637481
t56,-4.6686797,-9.144595,38.89019,-0.34612986,16.085983,16.653364,-3.1841905,55.781025,-1.9942766,21.431118,-0.5086688,1.537636,-2.1609468,-3.269275
