"","t13","t22","t61","t62","t50","t37","t130","t131","t136","t137","t9","t54","t87","t125","t126","t57","t101","t102","t121","t122","t16","t11","t12","t56","t142","t143","t119","t120","t53","t63","t105","t106","t82","t83","t73","t138","t139","t97","t98","t23","t67","t117","t118","t109","t79","t14","t55","t140","t141","t84","t85","t58","t26","t24","t25","t99","t100","t115","t116","t78","t134","t135","t114","t28","t31","t40","t66","t127","t128","t107","t86","t112","t113","t7","t44","t91","t92","t30","t27","t18","t21","t29","t71","t72","t46","t47","t51","t52","t132","t133","t129","t108","t77","t144","t145","t42","t43","t19","t45","t123","t124","t38","t39","t3","t95","t96","t49","t15","t48","t88","t110","t111","t68","t32","t89","t90","t64","t65","t75","t76","t60","t17","t6","t5","t8","t74","t146","t147","t59","t20","t33","t34","t36","t69","t70","t35","t93","t94","t41","t10","t4","t80","t81","t103","t104","t2","t1"
"t13",0,0.96420186155,2.36365034205,2.36365034205,1.44179372124,2.02504138705,2.36365034205,2.36365034205,2.36365034197,2.36365034197,0.69101644453,4.280758629659,4.922679653159,4.922679653159,4.922679653159,4.922679653159,4.922679653159,4.922679653159,4.922679653059,4.922679653059,3.010720435959,4.922679652159,2.930618969359,4.922679652529,4.922679652429,4.922679652429,4.922679652529,4.922679652529,4.841843281229,4.741560501629,4.922679652569,4.922679652569,4.922679652539,4.922679652539,4.922679652569,4.922679652549,4.922679652549,4.922679652529,4.679630806399,3.397875674129,4.922679652829,4.922679652889,4.922679652889,4.922679652929,4.922679652929,3.48568005706,5.56038240506,5.56038240509,5.56038240509,5.56038240516,5.56038240516,5.56038240506,4.43897625966,4.02565951476,3.84045027627,5.560382405653,5.560382405653,5.560382405653,5.560382405653,5.560382405593,5.54250586455,5.56038240566,5.56038240566,5.56038240586,5.56038240556,5.23233358946,5.56038240526,5.56038240523,5.56038240523,5.56038240525,5.30465449775,5.56038240526,5.56038240526,5.05930547875,4.53762848529,5.56712948959,5.56712948959,4.46842602769,5.06418096639,3.64776831689,5.56712948989,5.51326853499,5.5671294894,5.5671294894,4.615947024583,5.117046969493,5.567129489393,5.567129489393,5.56712948947,5.56712948947,5.56712948945,5.56712948949,5.56712948949,5.567129489425,5.567129489425,4.74919565457,5.56712948897,4.26408435177,5.34612482869,5.56712948899,5.56712948899,5.56712948979,5.56712948979,5.63514799118,8.56451925848,8.56451925848,7.71203695588,6.48642274936,8.56451925925,8.56451925915,8.56451925915,8.56451925915,8.56451925915,8.56451925885,8.56451925918,8.56451925918,8.56451925928,8.27286838288,8.56451925908,8.56451925908,8.56451925908,7.06180756348,5.76327716568,5.70685986798,6.36446251568,8.56451925947,8.564519259434,8.564519259434,8.56451925948,6.93431811538,7.95684998609,8.17113365839,8.56451925891,8.56451925921,8.41957124031,8.56451925918,8.56451925918,8.56451925918,8.56451925958,8.03277245078,5.71749348978,8.5281992078,8.56451926,8.5645192599,8.5645192599,3.9358100489,4.28442836299
"t22",0.96420186155,0,2.3058542283,2.3058542283,1.38399760749,1.9672452733,2.3058542283,2.3058542283,2.30585422822,2.30585422822,1.62952593978,5.219268124909,5.861189148409,5.861189148409,5.861189148409,5.861189148409,5.861189148409,5.861189148409,5.861189148309,5.861189148309,3.949229931209,5.861189147409,3.869128464609,5.861189147779,5.861189147679,5.861189147679,5.861189147779,5.861189147779,5.780352776479,5.680069996879,5.861189147819,5.861189147819,5.861189147789,5.861189147789,5.861189147819,5.861189147799,5.861189147799,5.861189147779,5.618140301649,4.336385169379,5.861189148079,5.861189148139,5.861189148139,5.861189148179,5.861189148179,4.42418955231,6.49889190031,6.49889190034,6.49889190034,6.49889190041,6.49889190041,6.49889190031,5.37748575491,4.96416901001,4.77895977152,6.498891900903,6.498891900903,6.498891900903,6.498891900903,6.498891900843,6.4810153598,6.49889190091,6.49889190091,6.49889190111,6.49889190081,6.17084308471,6.49889190051,6.49889190048,6.49889190048,6.4988919005,6.243163993,6.49889190051,6.49889190051,5.997814974,5.47613798054,6.50563898484,6.50563898484,5.40693552294,6.00269046164,4.58627781214,6.50563898514,6.45177803024,6.50563898465,6.50563898465,5.554456519833,6.055556464743,6.505638984643,6.505638984643,6.50563898472,6.50563898472,6.5056389847,6.50563898474,6.50563898474,6.505638984675,6.505638984675,5.68770514982,6.50563898422,5.20259384702,6.28463432394,6.50563898424,6.50563898424,6.50563898504,6.50563898504,6.57365748643,9.50302875373,9.50302875373,8.65054645113,7.42493224461,9.5030287545,9.5030287544,9.5030287544,9.5030287544,9.5030287544,9.5030287541,9.50302875443,9.50302875443,9.50302875453,9.21137787813,9.50302875433,9.50302875433,9.50302875433,8.00031705873,6.70178666093,6.64536936323,7.30297201093,9.50302875472,9.503028754684,9.503028754684,9.50302875473,7.87282761063,8.89535948134,9.10964315364,9.50302875416,9.50302875446,9.35808073556,9.50302875443,9.50302875443,9.50302875443,9.50302875483,8.97128194603,6.65600298503,9.46670870305,9.50302875525,9.50302875515,9.50302875515,4.87431954415,5.22293785824
"t61",2.36365034205,2.3058542283,0,1.3379358392,0.97801011039,2.160107595,3.0707290736,3.0707290736,3.07072907352,3.07072907352,3.02897442028,6.618716605409,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628809,7.260637628809,5.348678411709,7.260637627909,5.268576945109,7.260637628279,7.260637628179,7.260637628179,7.260637628279,7.260637628279,7.179801256979,7.079518477379,7.260637628319,7.260637628319,7.260637628289,7.260637628289,7.260637628319,7.260637628299,7.260637628299,7.260637628279,7.017588782149,5.735833649879,7.260637628579,7.260637628639,7.260637628639,7.260637628679,7.260637628679,5.82363803281,7.89834038081,7.89834038084,7.89834038084,7.89834038091,7.89834038091,7.89834038081,6.77693423541,6.36361749051,6.17840825202,7.898340381403,7.898340381403,7.898340381403,7.898340381403,7.898340381343,7.8804638403,7.89834038141,7.89834038141,7.89834038161,7.89834038131,7.57029156521,7.89834038101,7.89834038098,7.89834038098,7.898340381,7.6426124735,7.89834038101,7.89834038101,7.3972634545,6.87558646104,7.90508746534,7.90508746534,6.80638400344,7.40213894214,5.98572629264,7.90508746564,7.85122651074,7.90508746515,7.90508746515,6.953905000333,7.455004945243,7.905087465143,7.905087465143,7.90508746522,7.90508746522,7.9050874652,7.90508746524,7.90508746524,7.905087465175,7.905087465175,7.08715363032,7.90508746472,6.60204232752,7.68408280444,7.90508746474,7.90508746474,7.90508746554,7.90508746554,7.97310596693,10.90247723423,10.90247723423,10.04999493163,8.82438072511,10.902477235,10.9024772349,10.9024772349,10.9024772349,10.9024772349,10.9024772346,10.90247723493,10.90247723493,10.90247723503,10.61082635863,10.90247723483,10.90247723483,10.90247723483,9.39976553923,8.10123514143,8.04481784373,8.70242049143,10.90247723522,10.902477235184,10.902477235184,10.90247723523,9.27227609113,10.29480796184,10.50909163414,10.90247723466,10.90247723496,10.75752921606,10.90247723493,10.90247723493,10.90247723493,10.90247723533,10.37073042653,8.05545146553,10.86615718355,10.90247723575,10.90247723565,10.90247723565,6.27376802465,6.62238633874
"t62",2.36365034205,2.3058542283,1.3379358392,0,0.97801011039,2.160107595,3.0707290736,3.0707290736,3.07072907352,3.07072907352,3.02897442028,6.618716605409,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628809,7.260637628809,5.348678411709,7.260637627909,5.268576945109,7.260637628279,7.260637628179,7.260637628179,7.260637628279,7.260637628279,7.179801256979,7.079518477379,7.260637628319,7.260637628319,7.260637628289,7.260637628289,7.260637628319,7.260637628299,7.260637628299,7.260637628279,7.017588782149,5.735833649879,7.260637628579,7.260637628639,7.260637628639,7.260637628679,7.260637628679,5.82363803281,7.89834038081,7.89834038084,7.89834038084,7.89834038091,7.89834038091,7.89834038081,6.77693423541,6.36361749051,6.17840825202,7.898340381403,7.898340381403,7.898340381403,7.898340381403,7.898340381343,7.8804638403,7.89834038141,7.89834038141,7.89834038161,7.89834038131,7.57029156521,7.89834038101,7.89834038098,7.89834038098,7.898340381,7.6426124735,7.89834038101,7.89834038101,7.3972634545,6.87558646104,7.90508746534,7.90508746534,6.80638400344,7.40213894214,5.98572629264,7.90508746564,7.85122651074,7.90508746515,7.90508746515,6.953905000333,7.455004945243,7.905087465143,7.905087465143,7.90508746522,7.90508746522,7.9050874652,7.90508746524,7.90508746524,7.905087465175,7.905087465175,7.08715363032,7.90508746472,6.60204232752,7.68408280444,7.90508746474,7.90508746474,7.90508746554,7.90508746554,7.97310596693,10.90247723423,10.90247723423,10.04999493163,8.82438072511,10.902477235,10.9024772349,10.9024772349,10.9024772349,10.9024772349,10.9024772346,10.90247723493,10.90247723493,10.90247723503,10.61082635863,10.90247723483,10.90247723483,10.90247723483,9.39976553923,8.10123514143,8.04481784373,8.70242049143,10.90247723522,10.902477235184,10.902477235184,10.90247723523,9.27227609113,10.29480796184,10.50909163414,10.90247723466,10.90247723496,10.75752921606,10.90247723493,10.90247723493,10.90247723493,10.90247723533,10.37073042653,8.05545146553,10.86615718355,10.90247723575,10.90247723565,10.90247723565,6.27376802465,6.62238633874
"t50",1.44179372124,1.38399760749,0.97801011039,0.97801011039,0,1.23825097419,2.14887245279,2.14887245279,2.14887245271,2.14887245271,2.10711779947,5.696859984599,6.338781008099,6.338781008099,6.338781008099,6.338781008099,6.338781008099,6.338781008099,6.338781007999,6.338781007999,4.426821790899,6.338781007099,4.346720324299,6.338781007469,6.338781007369,6.338781007369,6.338781007469,6.338781007469,6.257944636169,6.157661856569,6.338781007509,6.338781007509,6.338781007479,6.338781007479,6.338781007509,6.338781007489,6.338781007489,6.338781007469,6.095732161339,4.813977029069,6.338781007769,6.338781007829,6.338781007829,6.338781007869,6.338781007869,4.901781412,6.97648376,6.97648376003,6.97648376003,6.9764837601,6.9764837601,6.97648376,5.8550776146,5.4417608697,5.25655163121,6.976483760593,6.976483760593,6.976483760593,6.976483760593,6.976483760533,6.95860721949,6.9764837606,6.9764837606,6.9764837608,6.9764837605,6.6484349444,6.9764837602,6.97648376017,6.97648376017,6.97648376019,6.72075585269,6.9764837602,6.9764837602,6.47540683369,5.95372984023,6.98323084453,6.98323084453,5.88452738263,6.48028232133,5.06386967183,6.98323084483,6.92936988993,6.98323084434,6.98323084434,6.032048379523,6.533148324433,6.983230844333,6.983230844333,6.98323084441,6.98323084441,6.98323084439,6.98323084443,6.98323084443,6.983230844365,6.983230844365,6.16529700951,6.98323084391,5.68018570671,6.76222618363,6.98323084393,6.98323084393,6.98323084473,6.98323084473,7.05124934612,9.98062061342,9.98062061342,9.12813831082,7.9025241043,9.98062061419,9.98062061409,9.98062061409,9.98062061409,9.98062061409,9.98062061379,9.98062061412,9.98062061412,9.98062061422,9.68896973782,9.98062061402,9.98062061402,9.98062061402,8.47790891842,7.17937852062,7.12296122292,7.78056387062,9.98062061441,9.980620614374,9.980620614374,9.98062061442,8.35041947032,9.37295134103,9.58723501333,9.98062061385,9.98062061415,9.83567259525,9.98062061412,9.98062061412,9.98062061412,9.98062061452,9.44887380572,7.13359484472,9.94430056274,9.98062061494,9.98062061484,9.98062061484,5.35191140384,5.70052971793
"t37",2.02504138705,1.9672452733,2.160107595,2.160107595,1.23825097419,0,2.7321201186,2.7321201186,2.73212011852,2.73212011852,2.69036546528,6.280107650409,6.922028673909,6.922028673909,6.922028673909,6.922028673909,6.922028673909,6.922028673909,6.922028673809,6.922028673809,5.010069456709,6.922028672909,4.929967990109,6.922028673279,6.922028673179,6.922028673179,6.922028673279,6.922028673279,6.841192301979,6.740909522379,6.922028673319,6.922028673319,6.922028673289,6.922028673289,6.922028673319,6.922028673299,6.922028673299,6.922028673279,6.678979827149,5.397224694879,6.922028673579,6.922028673639,6.922028673639,6.922028673679,6.922028673679,5.48502907781,7.55973142581,7.55973142584,7.55973142584,7.55973142591,7.55973142591,7.55973142581,6.43832528041,6.02500853551,5.83979929702,7.559731426403,7.559731426403,7.559731426403,7.559731426403,7.559731426343,7.5418548853,7.55973142641,7.55973142641,7.55973142661,7.55973142631,7.23168261021,7.55973142601,7.55973142598,7.55973142598,7.559731426,7.3040035185,7.55973142601,7.55973142601,7.0586544995,6.53697750604,7.56647851034,7.56647851034,6.46777504844,7.06352998714,5.64711733764,7.56647851064,7.51261755574,7.56647851015,7.56647851015,6.615296045333,7.116395990243,7.566478510143,7.566478510143,7.56647851022,7.56647851022,7.5664785102,7.56647851024,7.56647851024,7.566478510175,7.566478510175,6.74854467532,7.56647850972,6.26343337252,7.34547384944,7.56647850974,7.56647850974,7.56647851054,7.56647851054,7.63449701193,10.56386827923,10.56386827923,9.71138597663,8.48577177011,10.56386828,10.5638682799,10.5638682799,10.5638682799,10.5638682799,10.5638682796,10.56386827993,10.56386827993,10.56386828003,10.27221740363,10.56386827983,10.56386827983,10.56386827983,9.06115658423,7.76262618643,7.70620888873,8.36381153643,10.56386828022,10.563868280184,10.563868280184,10.56386828023,8.93366713613,9.95619900684,10.17048267914,10.56386827966,10.56386827996,10.41892026106,10.56386827993,10.56386827993,10.56386827993,10.56386828033,10.03212147153,7.71684251053,10.52754822855,10.56386828075,10.56386828065,10.56386828065,5.93515906965,6.28377738374
"t130",2.36365034205,2.3058542283,3.0707290736,3.0707290736,2.14887245279,2.7321201186,0,0.2066235176,1.27848032172,1.27848032172,3.02897442028,6.618716605409,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628809,7.260637628809,5.348678411709,7.260637627909,5.268576945109,7.260637628279,7.260637628179,7.260637628179,7.260637628279,7.260637628279,7.179801256979,7.079518477379,7.260637628319,7.260637628319,7.260637628289,7.260637628289,7.260637628319,7.260637628299,7.260637628299,7.260637628279,7.017588782149,5.735833649879,7.260637628579,7.260637628639,7.260637628639,7.260637628679,7.260637628679,5.82363803281,7.89834038081,7.89834038084,7.89834038084,7.89834038091,7.89834038091,7.89834038081,6.77693423541,6.36361749051,6.17840825202,7.898340381403,7.898340381403,7.898340381403,7.898340381403,7.898340381343,7.8804638403,7.89834038141,7.89834038141,7.89834038161,7.89834038131,7.57029156521,7.89834038101,7.89834038098,7.89834038098,7.898340381,7.6426124735,7.89834038101,7.89834038101,7.3972634545,6.87558646104,7.90508746534,7.90508746534,6.80638400344,7.40213894214,5.98572629264,7.90508746564,7.85122651074,7.90508746515,7.90508746515,6.953905000333,7.455004945243,7.905087465143,7.905087465143,7.90508746522,7.90508746522,7.9050874652,7.90508746524,7.90508746524,7.905087465175,7.905087465175,7.08715363032,7.90508746472,6.60204232752,7.68408280444,7.90508746474,7.90508746474,7.90508746554,7.90508746554,7.97310596693,10.90247723423,10.90247723423,10.04999493163,8.82438072511,10.902477235,10.9024772349,10.9024772349,10.9024772349,10.9024772349,10.9024772346,10.90247723493,10.90247723493,10.90247723503,10.61082635863,10.90247723483,10.90247723483,10.90247723483,9.39976553923,8.10123514143,8.04481784373,8.70242049143,10.90247723522,10.902477235184,10.902477235184,10.90247723523,9.27227609113,10.29480796184,10.50909163414,10.90247723466,10.90247723496,10.75752921606,10.90247723493,10.90247723493,10.90247723493,10.90247723533,10.37073042653,8.05545146553,10.86615718355,10.90247723575,10.90247723565,10.90247723565,6.27376802465,6.62238633874
"t131",2.36365034205,2.3058542283,3.0707290736,3.0707290736,2.14887245279,2.7321201186,0.2066235176,0,1.27848032172,1.27848032172,3.02897442028,6.618716605409,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628909,7.260637628809,7.260637628809,5.348678411709,7.260637627909,5.268576945109,7.260637628279,7.260637628179,7.260637628179,7.260637628279,7.260637628279,7.179801256979,7.079518477379,7.260637628319,7.260637628319,7.260637628289,7.260637628289,7.260637628319,7.260637628299,7.260637628299,7.260637628279,7.017588782149,5.735833649879,7.260637628579,7.260637628639,7.260637628639,7.260637628679,7.260637628679,5.82363803281,7.89834038081,7.89834038084,7.89834038084,7.89834038091,7.89834038091,7.89834038081,6.77693423541,6.36361749051,6.17840825202,7.898340381403,7.898340381403,7.898340381403,7.898340381403,7.898340381343,7.8804638403,7.89834038141,7.89834038141,7.89834038161,7.89834038131,7.57029156521,7.89834038101,7.89834038098,7.89834038098,7.898340381,7.6426124735,7.89834038101,7.89834038101,7.3972634545,6.87558646104,7.90508746534,7.90508746534,6.80638400344,7.40213894214,5.98572629264,7.90508746564,7.85122651074,7.90508746515,7.90508746515,6.953905000333,7.455004945243,7.905087465143,7.905087465143,7.90508746522,7.90508746522,7.9050874652,7.90508746524,7.90508746524,7.905087465175,7.905087465175,7.08715363032,7.90508746472,6.60204232752,7.68408280444,7.90508746474,7.90508746474,7.90508746554,7.90508746554,7.97310596693,10.90247723423,10.90247723423,10.04999493163,8.82438072511,10.902477235,10.9024772349,10.9024772349,10.9024772349,10.9024772349,10.9024772346,10.90247723493,10.90247723493,10.90247723503,10.61082635863,10.90247723483,10.90247723483,10.90247723483,9.39976553923,8.10123514143,8.04481784373,8.70242049143,10.90247723522,10.902477235184,10.902477235184,10.90247723523,9.27227609113,10.29480796184,10.50909163414,10.90247723466,10.90247723496,10.75752921606,10.90247723493,10.90247723493,10.90247723493,10.90247723533,10.37073042653,8.05545146553,10.86615718355,10.90247723575,10.90247723565,10.90247723565,6.27376802465,6.62238633874
"t136",2.36365034197,2.30585422822,3.07072907352,3.07072907352,2.14887245271,2.73212011852,1.27848032172,1.27848032172,0,0.09823435224,3.0289744202,6.618716605329,7.260637628829,7.260637628829,7.260637628829,7.260637628829,7.260637628829,7.260637628829,7.260637628729,7.260637628729,5.348678411629,7.260637627829,5.268576945029,7.260637628199,7.260637628099,7.260637628099,7.260637628199,7.260637628199,7.179801256899,7.079518477299,7.260637628239,7.260637628239,7.260637628209,7.260637628209,7.260637628239,7.260637628219,7.260637628219,7.260637628199,7.017588782069,5.735833649799,7.260637628499,7.260637628559,7.260637628559,7.260637628599,7.260637628599,5.82363803273,7.89834038073,7.89834038076,7.89834038076,7.89834038083,7.89834038083,7.89834038073,6.77693423533,6.36361749043,6.17840825194,7.898340381323,7.898340381323,7.898340381323,7.898340381323,7.898340381263,7.88046384022,7.89834038133,7.89834038133,7.89834038153,7.89834038123,7.57029156513,7.89834038093,7.8983403809,7.8983403809,7.89834038092,7.64261247342,7.89834038093,7.89834038093,7.39726345442,6.87558646096,7.90508746526,7.90508746526,6.80638400336,7.40213894206,5.98572629256,7.90508746556,7.85122651066,7.90508746507,7.90508746507,6.953905000253,7.455004945163,7.905087465063,7.905087465063,7.90508746514,7.90508746514,7.90508746512,7.90508746516,7.90508746516,7.905087465095,7.905087465095,7.08715363024,7.90508746464,6.60204232744,7.68408280436,7.90508746466,7.90508746466,7.90508746546,7.90508746546,7.97310596685,10.90247723415,10.90247723415,10.04999493155,8.82438072503,10.90247723492,10.90247723482,10.90247723482,10.90247723482,10.90247723482,10.90247723452,10.90247723485,10.90247723485,10.90247723495,10.61082635855,10.90247723475,10.90247723475,10.90247723475,9.39976553915,8.10123514135,8.04481784365,8.70242049135,10.90247723514,10.902477235104,10.902477235104,10.90247723515,9.27227609105,10.29480796176,10.50909163406,10.90247723458,10.90247723488,10.75752921598,10.90247723485,10.90247723485,10.90247723485,10.90247723525,10.37073042645,8.05545146545,10.86615718347,10.90247723567,10.90247723557,10.90247723557,6.27376802457,6.62238633866
"t137",2.36365034197,2.30585422822,3.07072907352,3.07072907352,2.14887245271,2.73212011852,1.27848032172,1.27848032172,0.09823435224,0,3.0289744202,6.618716605329,7.260637628829,7.260637628829,7.260637628829,7.260637628829,7.260637628829,7.260637628829,7.260637628729,7.260637628729,5.348678411629,7.260637627829,5.268576945029,7.260637628199,7.260637628099,7.260637628099,7.260637628199,7.260637628199,7.179801256899,7.079518477299,7.260637628239,7.260637628239,7.260637628209,7.260637628209,7.260637628239,7.260637628219,7.260637628219,7.260637628199,7.017588782069,5.735833649799,7.260637628499,7.260637628559,7.260637628559,7.260637628599,7.260637628599,5.82363803273,7.89834038073,7.89834038076,7.89834038076,7.89834038083,7.89834038083,7.89834038073,6.77693423533,6.36361749043,6.17840825194,7.898340381323,7.898340381323,7.898340381323,7.898340381323,7.898340381263,7.88046384022,7.89834038133,7.89834038133,7.89834038153,7.89834038123,7.57029156513,7.89834038093,7.8983403809,7.8983403809,7.89834038092,7.64261247342,7.89834038093,7.89834038093,7.39726345442,6.87558646096,7.90508746526,7.90508746526,6.80638400336,7.40213894206,5.98572629256,7.90508746556,7.85122651066,7.90508746507,7.90508746507,6.953905000253,7.455004945163,7.905087465063,7.905087465063,7.90508746514,7.90508746514,7.90508746512,7.90508746516,7.90508746516,7.905087465095,7.905087465095,7.08715363024,7.90508746464,6.60204232744,7.68408280436,7.90508746466,7.90508746466,7.90508746546,7.90508746546,7.97310596685,10.90247723415,10.90247723415,10.04999493155,8.82438072503,10.90247723492,10.90247723482,10.90247723482,10.90247723482,10.90247723482,10.90247723452,10.90247723485,10.90247723485,10.90247723495,10.61082635855,10.90247723475,10.90247723475,10.90247723475,9.39976553915,8.10123514135,8.04481784365,8.70242049135,10.90247723514,10.902477235104,10.902477235104,10.90247723515,9.27227609105,10.29480796176,10.50909163406,10.90247723458,10.90247723488,10.75752921598,10.90247723485,10.90247723485,10.90247723485,10.90247723525,10.37073042645,8.05545146545,10.86615718347,10.90247723567,10.90247723557,10.90247723557,6.27376802457,6.62238633866
