"","Stachyarrhena_duckei","Tortuella_abietifolia","Pseudopyxis_heterophylla","Bobea_sandwicensis","Exallage_pachycarpa","Vangueriella_georgesii","Tournefortiopsis_hirsuta","Galium_brenanii","Galium_maritimum","Galium_bourgaeanum","Galium_correllii","Rubia_alaica","Paederia_taolagnarensis","Mycetia_rodgeri","Mycetia_hirta","Argostemma_korthalsii","Coprosma_brunnea","Coprosma_wallii","Hedyotis_bambusetorum","Scleromitrion_verticillatum","Neanotis_urophylla","Hexasepalum_gardneri","Hexasepalum_mello-barretoi","Bouvardia_obovata","Psychotria_dermatophylla","Psychotria_moonii","Psychotria_loefgrenii","Psychotria_usambarensis","Psychotria_prainii","Rudgea_sclerocalyx","Palicourea_amorimii","Palicourea_hazenii","Gaertnera_leucothyrsa","Craterispermum_microdon","Declieuxia_gracilis","Lasianthus_oblanceolatus","Ophiorrhiza_rufa","Ophiorrhiza_crassifolia","Ophiorrhiza_affinis","Ophiorrhiza_deflexa","Ophiorrhiza_angkae","Tarenna_ciliolata","Oxyanthus_setosus","Atractocarpus_aragoensis","Benkara_evenosa","Benkara_pierrei","Randia_mollifolia","Ridsdalea_kampucheana","Coffea_neobridsoniae","Bertiera_sinoensis","Rytigynia_ruwenzoriensis","Ixora_killipii","Sabicea_ndjoleensis","Mussaenda_lanata","Mussaenda_rufinervia","Steenisia_pterosepala","Corynanthe_paniculata","Guettarda_frangulifolia","Timonius_carstensensis","Chiococca_nitida","Bikkia_longicarpa","Ferdinandusa_duckei","Dolicholobium_forbesii","Simira_paraensis","Microplumeria_anomala","Phaeostemma_riedelii","Echidnopsis_socotrana","Larryleachia_tirasmontana","Jasminanthes_maingayi","Metastelma_broadwayi","Oxypetalum_nanum","Oxypetalum_dombeyanum","Oxypetalum_fiebrigii","Oxypetalum_brachystemma","Oxypetalum_minarum","Diplolepis_descolei","Vincetoxicum_iphisia","Asclepias_crassinervis","Xysmalobium_gramineum","Aspidoglossum_difficile","Cynanchum_obovatum","Ceropegia_macrantha","Ceropegia_tourana","Ceropegia_seshachalamensis","Hoya_ambrosiae","Dischidia_atropurpurea","Gymnema_spirei","Gymnema_foetidum","Parsonsia_grandiflora","Echites_speciosissimus","Urogentias_ulugurensis","Sebaea_pleurostigmatosa","Zeltnera_breviflora","Gentianella_asyneumoides","Halenia_elata","Halenia_alata","Gentiana_×_curtisii","Gentiana_bicentenaria","Macrocarpaea_gravabilis","Logania_sylvicola"
"Hexasepalum_mello-barretoi",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,25.247694,25.247694,25.247694,6.470225,0,18.780078,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Bouvardia_obovata",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,44.275704,25.247694,25.247694,25.247694,18.780078,18.780078,0,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_dermatophylla",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,0,16.968232,16.968232,16.968232,16.968232,30.11448,30.11448,30.11448,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_moonii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,0,16.968232,16.968232,16.968232,30.11448,30.11448,30.11448,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_loefgrenii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,0,16.968232,16.968232,30.11448,30.11448,30.11448,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_usambarensis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,0,16.968232,30.11448,30.11448,30.11448,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_prainii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,0,30.11448,30.11448,30.11448,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Rudgea_sclerocalyx",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,0,22.114484,22.114484,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_amorimii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,0,10.770022,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_hazenii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,22.114484,10.770022,0,34.637442,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Gaertnera_leucothyrsa",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,0,34.775232,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Craterispermum_microdon",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,0,48.51106,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Declieuxia_gracilis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,0,67.782866,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Lasianthus_oblanceolatus",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,67.782866,0,70.409422,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_rufa",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,0,7.766714,7.766714,7.766714,7.766714,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_crassifolia",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,7.766714,0,7.766714,7.766714,7.766714,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_affinis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,7.766714,7.766714,0,7.766714,7.766714,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_deflexa",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,7.766714,7.766714,7.766714,0,7.766714,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_angkae",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,7.766714,7.766714,7.766714,7.766714,0,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Tarenna_ciliolata",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,0,12.997276,13.251474,13.251474,13.251474,13.251474,13.251474,14.155212,14.155212,30.381932,30.381932,46.272018,46.272018,46.272018,48.395282,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Oxyanthus_setosus",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,12.997276,0,13.251474,13.251474,13.251474,13.251474,13.251474,14.155212,14.155212,30.381932,30.381932,46.272018,46.272018,46.272018,48.395282,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Atractocarpus_aragoensis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,0,3.93357,3.93357,4.131612,5.647626,14.155212,14.155212,30.381932,30.381932,46.272018,46.272018,46.272018,48.395282,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Benkara_evenosa",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,3.93357,0,2.58926,4.131612,5.647626,14.155212,14.155212,30.381932,30.381932,46.272018,46.272018,46.272018,48.395282,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Benkara_pierrei",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,3.93357,2.58926,0,4.131612,5.647626,14.155212,14.155212,30.381932,30.381932,46.272018,46.272018,46.272018,48.395282,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Randia_mollifolia",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,4.131612,4.131612,4.131612,0,5.647626,14.155212,14.155212,30.381932,30.381932,46.272018,46.272018,46.272018,48.395282,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
