,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,9.200773,-4.2203674,7.460457,6.4864984,7.6133413,5.27534,1.9009013,5.161743,3.351853,3.0529683,7.836172,7.571383,3.2106986,0.14126948
t10,9.293282,-4.1566157,7.362519,6.513058,7.6965394,5.0946107,1.881448,5.2285986,3.5422807,3.0253832,7.6676316,7.4802885,3.215291,0.007473744
t11,9.218457,-4.201856,7.4456882,6.4929576,7.566487,5.3092628,1.7645396,5.0725207,3.2828295,3.2810931,7.808685,7.566163,3.2613132,-0.11985537
t123,9.473558,-4.255231,7.0871124,6.3674326,7.9061394,4.864026,1.9751033,5.3580275,3.7744658,2.889347,7.3249497,7.2901254,3.2994406,-0.29689214
t124,9.444992,-4.2435923,7.063736,6.3525476,7.9246,4.817204,1.9809067,5.3539996,3.764716,2.9226885,7.329115,7.257605,3.2536042,-0.31298918
t60,9.425118,-4.2327795,7.1005983,6.3820677,7.8656945,4.847638,1.9492345,5.3151197,3.7343988,2.872127,7.368569,7.256574,3.2533526,-0.23850392
t34,9.33587,-4.3456416,7.162482,6.336678,7.8973875,4.949823,2.0671253,5.4263835,3.679135,2.923945,7.4557505,7.3488207,3.30309,-0.21486372
t8,9.237617,-4.1533318,7.4190807,6.489334,7.6442223,5.1927357,1.842297,5.194243,3.3614168,3.1533718,7.770255,7.5647197,3.2718506,-0.014491883
t139,9.348462,-3.8863778,6.7791743,5.9162636,8.450538,4.2311893,1.8193932,5.053143,3.721589,3.5215921,7.1761236,6.859673,2.4495704,-1.3498522
t140,9.358888,-3.896353,6.7777042,5.8924937,8.434013,4.2704344,1.8135858,5.0135784,3.7742875,3.605901,7.107652,6.895322,2.443535,-1.4342011
t78,9.282577,-3.9463954,6.863007,5.8938866,8.503044,4.2223544,1.8925225,5.006709,3.826306,3.6348557,7.1638255,6.868743,2.4131534,-1.4378619
t52,9.418048,-3.906429,6.823279,5.908715,8.28123,4.4120607,1.6951889,4.95367,3.6614294,3.6917248,7.053064,7.0238075,2.4738088,-1.4043536
t38,9.439357,-3.9271257,6.8312163,5.9823594,8.23773,4.4825597,1.7277436,5.0458345,3.6621227,3.5972173,7.1346893,7.060006,2.623548,-1.3082998
t17,9.406623,-4.0093927,6.766686,5.984166,8.384375,4.3832326,1.9305581,5.1315947,3.8117867,3.365702,7.143895,6.8917236,2.694384,-1.2369227
t23,9.414207,-4.0364604,6.7784843,6.026534,8.343523,4.4049683,1.9255646,5.1890764,3.7859123,3.295802,7.207311,6.9305887,2.780187,-1.1496098
t103,9.366694,-3.919252,6.7561345,6.0282273,8.512857,4.2209964,1.9301012,5.261071,3.8163424,3.3388743,7.330456,6.8195934,2.6381845,-1.2315943
t107,9.302011,-3.935567,6.7480335,5.925065,8.462063,4.089824,1.8614621,5.2941527,3.8202157,3.3623269,7.2909904,6.848257,2.544852,-1.2514238
t119,9.322463,-3.9383948,6.7976575,6.0698566,8.524656,4.245499,1.9572171,5.319671,3.7870626,3.2898252,7.3847566,6.8081098,2.6765394,-1.1779599
t120,9.347159,-3.8798947,6.722118,5.9674153,8.534052,4.171813,1.8999254,5.2012925,3.773057,3.4200351,7.281649,6.768817,2.5701604,-1.3155246
t129,9.507564,-3.869799,6.7316804,6.0525746,8.468099,4.2257032,1.785134,5.2716417,3.861097,3.6111333,7.2374663,6.922638,2.658226,-1.5831819
t135,9.549843,-3.7348151,6.633932,6.0824285,8.470696,4.263343,1.8041946,5.399023,3.7926886,3.5162601,7.320605,6.8341866,2.7238286,-1.573645
t136,9.607634,-3.817039,6.6842594,6.1197586,8.435071,4.26753,1.7020204,5.2764544,3.8865325,3.6359375,7.232945,6.9440293,2.770592,-1.6342494
t47,9.570747,-3.8629084,6.7127814,6.066402,8.329101,4.375911,1.7338129,5.278181,3.7934837,3.570172,7.205325,6.991013,2.769582,-1.5237339
t15,9.495062,-4.087189,6.7723384,6.0498056,8.244455,4.51419,1.9064987,5.2336006,3.8331785,3.3059635,7.131217,7.0347943,2.9338167,-1.2105557
t19,9.479002,-3.9779873,6.9341016,6.120266,8.053649,4.7057476,1.7081375,5.1360445,3.6115897,3.5613685,7.244417,7.230301,2.8518956,-1.1597036
t121,9.569251,-4.1006684,6.828754,6.07457,8.090368,4.66281,1.8012397,5.254221,3.8209195,3.478623,7.067887,7.222211,2.964252,-1.442621
