"","t1","t56","t57","t30","t31","t22","t76","t77","t101","t102","t103","t104","t21","t70","t71","t74","t75","t15","t16","t109","t110","t121","t122","t89","t90","t35","t36","t37","t10","t8","t11","t29","t38","t44","t45","t54","t117","t118","t43","t47","t48","t9","t32","t119","t120","t78","t91","t92","t27","t23","t5","t105","t106","t60","t61","t68","t69","t2","t24","t129","t130","t65","t18","t19","t55","t113","t114","t20","t111","t112","t33","t62","t87","t88","t107","t108","t82","t12","t3","t58","t59","t80","t81","t28","t63","t64","t25","t66","t67","t26","t50","t51","t52","t53","t6","t4","t123","t124","t46","t13","t14","t39","t40","t41","t49","t127","t128","t85","t86","t99","t100","t42","t125","t126","t93","t94","t97","t98","t7","t115","t116","t17","t72","t73","t34","t83","t84","t95","t96","t79"
"t1",0,6.06622405816,6.06622405816,6.06622405811,6.06622405811,5.44429281422,5.96465863398,6.06622405818,6.06622405817,6.06622405817,6.0662240584,6.0662240584,6.06622405806,6.06622405806,5.84456907826,6.06622405816,6.00794795826,6.06622405803,5.52374388293,6.06622405849,6.06622405849,6.0662240585,6.0662240585,6.06622405809,6.06622405809,6.06622405809,6.06622405804,6.06622405804,5.74525377527,4.5371539789,4.6810757191,6.06622405802,6.06622405802,6.06622405799,5.83493457659,6.066224058,6.06622405806,6.06622405806,6.066224058,6.066224057963,6.066224057963,6.0662240583,5.4217835749,6.06622405864,6.06622405864,6.0662240587,6.0662240587,6.0662240587,6.0662240587,6.0662240585,4.5174703228,6.06622405801,6.06622405801,6.0662240581,6.88835710702,6.888357107,6.492605787443,4.13837996738,6.03474685623,6.888357107448,6.888357107448,6.88835710743,6.88835710793,6.25415331603,6.88835710763,6.88835710762,6.88835710762,6.33362703233,6.88835710758,6.88835710758,6.88835710757,6.88835710757,6.88835710747,6.88835710747,6.88835710744,6.88835710744,6.66111452076,5.53524958293,5.60650102403,6.88835710753,6.45814198536,6.88835710753,6.88835710753,6.08301347452,6.88835710749,6.88835710749,6.38358243563,6.88835710753,6.88835710753,6.06653125163,6.888357107814,6.888357107814,6.888357107814,6.888357107814,5.24210582953,6.88835710768,6.88835710748,6.88835710748,6.56151451238,6.30755899838,5.92581629938,6.88835710758,6.888357107607,6.888357107607,6.88835710758,6.888357107492,6.888357107492,6.88835710748,6.88835710748,6.88835710748,6.88835710748,6.88835710748,6.88835710751,6.88835710751,6.88835710758,6.88835710758,6.8883571076,6.8883571076,5.4546040289,6.88835710727,6.88835710727,5.92588597561,6.88835710771,6.557985675031,6.88835710761,6.88835710771,6.88835710771,6.88835710771,6.88835710771,6.88835710771
"t56",6.06622405816,0,1.0475268238,1.69398726935,1.69398726935,1.53601390086,2.05637972062,2.15794514482,2.15794514481,2.15794514481,2.63177319124,2.63177319124,2.6317731909,2.6317731909,2.4101182111,2.631773191,2.5734970911,2.71400252699,2.17152235189,3.41756535865,3.41756535865,3.41756535866,3.41756535866,3.41756535825,3.41756535825,3.41756535825,3.4175653582,3.4175653582,3.09659507543,2.61062775566,2.75454949586,4.13969783478,4.13969783478,4.13969783475,3.90840835335,4.13969783476,4.13969783482,4.13969783482,4.13969783476,4.139697834723,4.139697834723,4.13969783506,4.63547167286,5.2799121566,5.2799121566,5.27991215666,5.27991215666,5.27991215666,5.27991215666,5.27991215646,3.73115842076,5.27991215597,5.27991215597,5.27991215606,6.88835710718,6.88835710716,6.492605787603,4.13837996754,6.03474685639,6.888357107608,6.888357107608,6.88835710759,6.88835710809,6.25415331619,6.88835710779,6.88835710778,6.88835710778,6.33362703249,6.88835710774,6.88835710774,6.88835710773,6.88835710773,6.88835710763,6.88835710763,6.8883571076,6.8883571076,6.66111452092,5.53524958309,5.60650102419,6.88835710769,6.45814198552,6.88835710769,6.88835710769,6.08301347468,6.88835710765,6.88835710765,6.38358243579,6.88835710769,6.88835710769,6.06653125179,6.888357107974,6.888357107974,6.888357107974,6.888357107974,5.24210582969,6.88835710784,6.88835710764,6.88835710764,6.56151451254,6.30755899854,5.92581629954,6.88835710774,6.888357107767,6.888357107767,6.88835710774,6.888357107652,6.888357107652,6.88835710764,6.88835710764,6.88835710764,6.88835710764,6.88835710764,6.88835710767,6.88835710767,6.88835710774,6.88835710774,6.88835710776,6.88835710776,5.45460402906,6.88835710743,6.88835710743,5.92588597577,6.88835710787,6.557985675191,6.88835710777,6.88835710787,6.88835710787,6.88835710787,6.88835710787,6.88835710787
"t57",6.06622405816,1.0475268238,0,1.69398726935,1.69398726935,1.53601390086,2.05637972062,2.15794514482,2.15794514481,2.15794514481,2.63177319124,2.63177319124,2.6317731909,2.6317731909,2.4101182111,2.631773191,2.5734970911,2.71400252699,2.17152235189,3.41756535865,3.41756535865,3.41756535866,3.41756535866,3.41756535825,3.41756535825,3.41756535825,3.4175653582,3.4175653582,3.09659507543,2.61062775566,2.75454949586,4.13969783478,4.13969783478,4.13969783475,3.90840835335,4.13969783476,4.13969783482,4.13969783482,4.13969783476,4.139697834723,4.139697834723,4.13969783506,4.63547167286,5.2799121566,5.2799121566,5.27991215666,5.27991215666,5.27991215666,5.27991215666,5.27991215646,3.73115842076,5.27991215597,5.27991215597,5.27991215606,6.88835710718,6.88835710716,6.492605787603,4.13837996754,6.03474685639,6.888357107608,6.888357107608,6.88835710759,6.88835710809,6.25415331619,6.88835710779,6.88835710778,6.88835710778,6.33362703249,6.88835710774,6.88835710774,6.88835710773,6.88835710773,6.88835710763,6.88835710763,6.8883571076,6.8883571076,6.66111452092,5.53524958309,5.60650102419,6.88835710769,6.45814198552,6.88835710769,6.88835710769,6.08301347468,6.88835710765,6.88835710765,6.38358243579,6.88835710769,6.88835710769,6.06653125179,6.888357107974,6.888357107974,6.888357107974,6.888357107974,5.24210582969,6.88835710784,6.88835710764,6.88835710764,6.56151451254,6.30755899854,5.92581629954,6.88835710774,6.888357107767,6.888357107767,6.88835710774,6.888357107652,6.888357107652,6.88835710764,6.88835710764,6.88835710764,6.88835710764,6.88835710764,6.88835710767,6.88835710767,6.88835710774,6.88835710774,6.88835710776,6.88835710776,5.45460402906,6.88835710743,6.88835710743,5.92588597577,6.88835710787,6.557985675191,6.88835710777,6.88835710787,6.88835710787,6.88835710787,6.88835710787,6.88835710787
"t30",6.06622405811,1.69398726935,1.69398726935,0,1.6172329602,1.53601390081,2.05637972057,2.15794514477,2.15794514476,2.15794514476,2.63177319119,2.63177319119,2.63177319085,2.63177319085,2.41011821105,2.63177319095,2.57349709105,2.71400252694,2.17152235184,3.4175653586,3.4175653586,3.41756535861,3.41756535861,3.4175653582,3.4175653582,3.4175653582,3.41756535815,3.41756535815,3.09659507538,2.61062775561,2.75454949581,4.13969783473,4.13969783473,4.1396978347,3.9084083533,4.13969783471,4.13969783477,4.13969783477,4.13969783471,4.139697834673,4.139697834673,4.13969783501,4.63547167281,5.27991215655,5.27991215655,5.27991215661,5.27991215661,5.27991215661,5.27991215661,5.27991215641,3.73115842071,5.27991215592,5.27991215592,5.27991215601,6.88835710713,6.88835710711,6.492605787553,4.13837996749,6.03474685634,6.888357107558,6.888357107558,6.88835710754,6.88835710804,6.25415331614,6.88835710774,6.88835710773,6.88835710773,6.33362703244,6.88835710769,6.88835710769,6.88835710768,6.88835710768,6.88835710758,6.88835710758,6.88835710755,6.88835710755,6.66111452087,5.53524958304,5.60650102414,6.88835710764,6.45814198547,6.88835710764,6.88835710764,6.08301347463,6.8883571076,6.8883571076,6.38358243574,6.88835710764,6.88835710764,6.06653125174,6.888357107924,6.888357107924,6.888357107924,6.888357107924,5.24210582964,6.88835710779,6.88835710759,6.88835710759,6.56151451249,6.30755899849,5.92581629949,6.88835710769,6.888357107717,6.888357107717,6.88835710769,6.888357107602,6.888357107602,6.88835710759,6.88835710759,6.88835710759,6.88835710759,6.88835710759,6.88835710762,6.88835710762,6.88835710769,6.88835710769,6.88835710771,6.88835710771,5.45460402901,6.88835710738,6.88835710738,5.92588597572,6.88835710782,6.557985675141,6.88835710772,6.88835710782,6.88835710782,6.88835710782,6.88835710782,6.88835710782
"t31",6.06622405811,1.69398726935,1.69398726935,1.6172329602,0,1.53601390081,2.05637972057,2.15794514477,2.15794514476,2.15794514476,2.63177319119,2.63177319119,2.63177319085,2.63177319085,2.41011821105,2.63177319095,2.57349709105,2.71400252694,2.17152235184,3.4175653586,3.4175653586,3.41756535861,3.41756535861,3.4175653582,3.4175653582,3.4175653582,3.41756535815,3.41756535815,3.09659507538,2.61062775561,2.75454949581,4.13969783473,4.13969783473,4.1396978347,3.9084083533,4.13969783471,4.13969783477,4.13969783477,4.13969783471,4.139697834673,4.139697834673,4.13969783501,4.63547167281,5.27991215655,5.27991215655,5.27991215661,5.27991215661,5.27991215661,5.27991215661,5.27991215641,3.73115842071,5.27991215592,5.27991215592,5.27991215601,6.88835710713,6.88835710711,6.492605787553,4.13837996749,6.03474685634,6.888357107558,6.888357107558,6.88835710754,6.88835710804,6.25415331614,6.88835710774,6.88835710773,6.88835710773,6.33362703244,6.88835710769,6.88835710769,6.88835710768,6.88835710768,6.88835710758,6.88835710758,6.88835710755,6.88835710755,6.66111452087,5.53524958304,5.60650102414,6.88835710764,6.45814198547,6.88835710764,6.88835710764,6.08301347463,6.8883571076,6.8883571076,6.38358243574,6.88835710764,6.88835710764,6.06653125174,6.888357107924,6.888357107924,6.888357107924,6.888357107924,5.24210582964,6.88835710779,6.88835710759,6.88835710759,6.56151451249,6.30755899849,5.92581629949,6.88835710769,6.888357107717,6.888357107717,6.88835710769,6.888357107602,6.888357107602,6.88835710759,6.88835710759,6.88835710759,6.88835710759,6.88835710759,6.88835710762,6.88835710762,6.88835710769,6.88835710769,6.88835710771,6.88835710771,5.45460402901,6.88835710738,6.88835710738,5.92588597572,6.88835710782,6.557985675141,6.88835710772,6.88835710782,6.88835710782,6.88835710782,6.88835710782,6.88835710782
"t22",5.44429281422,1.53601390086,1.53601390086,1.53601390081,1.53601390081,0,1.34831609576,1.44988151996,1.44988151995,1.44988151995,2.0098419473,2.0098419473,2.00984194696,2.00984194696,1.78818696716,2.00984194706,1.95156584716,2.09207128305,1.54959110795,2.79563411471,2.79563411471,2.79563411472,2.79563411472,2.79563411431,2.79563411431,2.79563411431,2.79563411426,2.79563411426,2.47466383149,1.98869651172,2.13261825192,3.51776659084,3.51776659084,3.51776659081,3.28647710941,3.51776659082,3.51776659088,3.51776659088,3.51776659082,3.517766590783,3.517766590783,3.51776659112,4.01354042892,4.65798091266,4.65798091266,4.65798091272,4.65798091272,4.65798091272,4.65798091272,4.65798091252,3.10922717682,4.65798091203,4.65798091203,4.65798091212,6.26642586324,6.26642586322,5.870674543663,3.5164487236,5.41281561245,6.266425863668,6.266425863668,6.26642586365,6.26642586415,5.63222207225,6.26642586385,6.26642586384,6.26642586384,5.71169578855,6.2664258638,6.2664258638,6.26642586379,6.26642586379,6.26642586369,6.26642586369,6.26642586366,6.26642586366,6.03918327698,4.91331833915,4.98456978025,6.26642586375,5.83621074158,6.26642586375,6.26642586375,5.46108223074,6.26642586371,6.26642586371,5.76165119185,6.26642586375,6.26642586375,5.44460000785,6.266425864034,6.266425864034,6.266425864034,6.266425864034,4.62017458575,6.2664258639,6.2664258637,6.2664258637,5.9395832686,5.6856277546,5.3038850556,6.2664258638,6.266425863827,6.266425863827,6.2664258638,6.266425863712,6.266425863712,6.2664258637,6.2664258637,6.2664258637,6.2664258637,6.2664258637,6.26642586373,6.26642586373,6.2664258638,6.2664258638,6.26642586382,6.26642586382,4.83267278512,6.26642586349,6.26642586349,5.30395473183,6.26642586393,5.936054431251,6.26642586383,6.26642586393,6.26642586393,6.26642586393,6.26642586393,6.26642586393
"t76",5.96465863398,2.05637972062,2.05637972062,2.05637972057,2.05637972057,1.34831609576,0,0.5175377402,0.54652429911,0.54652429911,2.53020776706,2.53020776706,2.53020776672,2.53020776672,2.30855278692,2.53020776682,2.47193166692,2.61243710281,2.06995692771,3.31599993447,3.31599993447,3.31599993448,3.31599993448,3.31599993407,3.31599993407,3.31599993407,3.31599993402,3.31599993402,2.99502965125,2.50906233148,2.65298407168,4.0381324106,4.0381324106,4.03813241057,3.80684292917,4.03813241058,4.03813241064,4.03813241064,4.03813241058,4.038132410543,4.038132410543,4.03813241088,4.53390624868,5.17834673242,5.17834673242,5.17834673248,5.17834673248,5.17834673248,5.17834673248,5.17834673228,3.62959299658,5.17834673179,5.17834673179,5.17834673188,6.786791683,6.78679168298,6.391040363423,4.03681454336,5.93318143221,6.786791683428,6.786791683428,6.78679168341,6.78679168391,6.15258789201,6.78679168361,6.7867916836,6.7867916836,6.23206160831,6.78679168356,6.78679168356,6.78679168355,6.78679168355,6.78679168345,6.78679168345,6.78679168342,6.78679168342,6.55954909674,5.43368415891,5.50493560001,6.78679168351,6.35657656134,6.78679168351,6.78679168351,5.9814480505,6.78679168347,6.78679168347,6.28201701161,6.78679168351,6.78679168351,5.96496582761,6.786791683794,6.786791683794,6.786791683794,6.786791683794,5.14054040551,6.78679168366,6.78679168346,6.78679168346,6.45994908836,6.20599357436,5.82425087536,6.78679168356,6.786791683587,6.786791683587,6.78679168356,6.786791683472,6.786791683472,6.78679168346,6.78679168346,6.78679168346,6.78679168346,6.78679168346,6.78679168349,6.78679168349,6.78679168356,6.78679168356,6.78679168358,6.78679168358,5.35303860488,6.78679168325,6.78679168325,5.82432055159,6.78679168369,6.456420251011,6.78679168359,6.78679168369,6.78679168369,6.78679168369,6.78679168369,6.78679168369
"t77",6.06622405818,2.15794514482,2.15794514482,2.15794514477,2.15794514477,1.44988151996,0.5175377402,0,0.64808972331,0.64808972331,2.63177319126,2.63177319126,2.63177319092,2.63177319092,2.41011821112,2.63177319102,2.57349709112,2.71400252701,2.17152235191,3.41756535867,3.41756535867,3.41756535868,3.41756535868,3.41756535827,3.41756535827,3.41756535827,3.41756535822,3.41756535822,3.09659507545,2.61062775568,2.75454949588,4.1396978348,4.1396978348,4.13969783477,3.90840835337,4.13969783478,4.13969783484,4.13969783484,4.13969783478,4.139697834743,4.139697834743,4.13969783508,4.63547167288,5.27991215662,5.27991215662,5.27991215668,5.27991215668,5.27991215668,5.27991215668,5.27991215648,3.73115842078,5.27991215599,5.27991215599,5.27991215608,6.8883571072,6.88835710718,6.492605787623,4.13837996756,6.03474685641,6.888357107628,6.888357107628,6.88835710761,6.88835710811,6.25415331621,6.88835710781,6.8883571078,6.8883571078,6.33362703251,6.88835710776,6.88835710776,6.88835710775,6.88835710775,6.88835710765,6.88835710765,6.88835710762,6.88835710762,6.66111452094,5.53524958311,5.60650102421,6.88835710771,6.45814198554,6.88835710771,6.88835710771,6.0830134747,6.88835710767,6.88835710767,6.38358243581,6.88835710771,6.88835710771,6.06653125181,6.888357107994,6.888357107994,6.888357107994,6.888357107994,5.24210582971,6.88835710786,6.88835710766,6.88835710766,6.56151451256,6.30755899856,5.92581629956,6.88835710776,6.888357107787,6.888357107787,6.88835710776,6.888357107672,6.888357107672,6.88835710766,6.88835710766,6.88835710766,6.88835710766,6.88835710766,6.88835710769,6.88835710769,6.88835710776,6.88835710776,6.88835710778,6.88835710778,5.45460402908,6.88835710745,6.88835710745,5.92588597579,6.88835710789,6.557985675211,6.88835710779,6.88835710789,6.88835710789,6.88835710789,6.88835710789,6.88835710789
"t101",6.06622405817,2.15794514481,2.15794514481,2.15794514476,2.15794514476,1.44988151995,0.54652429911,0.64808972331,0,0.1875251149,2.63177319125,2.63177319125,2.63177319091,2.63177319091,2.41011821111,2.63177319101,2.57349709111,2.714002527,2.1715223519,3.41756535866,3.41756535866,3.41756535867,3.41756535867,3.41756535826,3.41756535826,3.41756535826,3.41756535821,3.41756535821,3.09659507544,2.61062775567,2.75454949587,4.13969783479,4.13969783479,4.13969783476,3.90840835336,4.13969783477,4.13969783483,4.13969783483,4.13969783477,4.139697834733,4.139697834733,4.13969783507,4.63547167287,5.27991215661,5.27991215661,5.27991215667,5.27991215667,5.27991215667,5.27991215667,5.27991215647,3.73115842077,5.27991215598,5.27991215598,5.27991215607,6.88835710719,6.88835710717,6.492605787613,4.13837996755,6.0347468564,6.888357107618,6.888357107618,6.8883571076,6.8883571081,6.2541533162,6.8883571078,6.88835710779,6.88835710779,6.3336270325,6.88835710775,6.88835710775,6.88835710774,6.88835710774,6.88835710764,6.88835710764,6.88835710761,6.88835710761,6.66111452093,5.5352495831,5.6065010242,6.8883571077,6.45814198553,6.8883571077,6.8883571077,6.08301347469,6.88835710766,6.88835710766,6.3835824358,6.8883571077,6.8883571077,6.0665312518,6.888357107984,6.888357107984,6.888357107984,6.888357107984,5.2421058297,6.88835710785,6.88835710765,6.88835710765,6.56151451255,6.30755899855,5.92581629955,6.88835710775,6.888357107777,6.888357107777,6.88835710775,6.888357107662,6.888357107662,6.88835710765,6.88835710765,6.88835710765,6.88835710765,6.88835710765,6.88835710768,6.88835710768,6.88835710775,6.88835710775,6.88835710777,6.88835710777,5.45460402907,6.88835710744,6.88835710744,5.92588597578,6.88835710788,6.557985675201,6.88835710778,6.88835710788,6.88835710788,6.88835710788,6.88835710788,6.88835710788
"t102",6.06622405817,2.15794514481,2.15794514481,2.15794514476,2.15794514476,1.44988151995,0.54652429911,0.64808972331,0.1875251149,0,2.63177319125,2.63177319125,2.63177319091,2.63177319091,2.41011821111,2.63177319101,2.57349709111,2.714002527,2.1715223519,3.41756535866,3.41756535866,3.41756535867,3.41756535867,3.41756535826,3.41756535826,3.41756535826,3.41756535821,3.41756535821,3.09659507544,2.61062775567,2.75454949587,4.13969783479,4.13969783479,4.13969783476,3.90840835336,4.13969783477,4.13969783483,4.13969783483,4.13969783477,4.139697834733,4.139697834733,4.13969783507,4.63547167287,5.27991215661,5.27991215661,5.27991215667,5.27991215667,5.27991215667,5.27991215667,5.27991215647,3.73115842077,5.27991215598,5.27991215598,5.27991215607,6.88835710719,6.88835710717,6.492605787613,4.13837996755,6.0347468564,6.888357107618,6.888357107618,6.8883571076,6.8883571081,6.2541533162,6.8883571078,6.88835710779,6.88835710779,6.3336270325,6.88835710775,6.88835710775,6.88835710774,6.88835710774,6.88835710764,6.88835710764,6.88835710761,6.88835710761,6.66111452093,5.5352495831,5.6065010242,6.8883571077,6.45814198553,6.8883571077,6.8883571077,6.08301347469,6.88835710766,6.88835710766,6.3835824358,6.8883571077,6.8883571077,6.0665312518,6.888357107984,6.888357107984,6.888357107984,6.888357107984,5.2421058297,6.88835710785,6.88835710765,6.88835710765,6.56151451255,6.30755899855,5.92581629955,6.88835710775,6.888357107777,6.888357107777,6.88835710775,6.888357107662,6.888357107662,6.88835710765,6.88835710765,6.88835710765,6.88835710765,6.88835710765,6.88835710768,6.88835710768,6.88835710775,6.88835710775,6.88835710777,6.88835710777,5.45460402907,6.88835710744,6.88835710744,5.92588597578,6.88835710788,6.557985675201,6.88835710778,6.88835710788,6.88835710788,6.88835710788,6.88835710788,6.88835710788
