"accepted_species","Medicinal"
"Ceropegia_mairei",1
"Ditassa_longicaulis",0
"Rennellia_condensa",0
"Molongum_laxum",0
"Eumachia_paupertina",0
"Randia_altiscandens",0
"Psychotria_berizokae",0
"Aspidoglossum_flanaganii",0
"Kuepferia_damyonensis",0
"Leptopetalum_pachyphyllum",0
"Baissea_subsessilis",0
"Timonius_sessilis",0
"Timonius_ridleyi",0
"Kutchubaea_urophylla",0
"Matelea_ekmanii",0
"Keetia_molundensis",0
"Palicourea_rosacea",0
"Gynochthodes_litseifolia",0
"Hindsia_longiflora",0
"Galium_ruwenzoriense",0
"Neonauclea_gigantea",0
"Mandevilla_riparia",0
"Cynanchica_borbasiana",0
"Heterophyllaea_lycioides",0
"Cynanchum_ethiopicum",1
"Ceropegia_breviflora",0
"Gentianella_magellanica",1
"Scleromitrion_laceyi",0
"Palicourea_odorata",0
"Mycetia_mindanaensis",0
"Rytigynia_flavida",0
"Symbolanthus_alboarenicola",0
"Neanotis_lancifolia",0
"Scyphostelma_confusum",0
"Ophiorrhiza_longanensis",0
"Mycetia_siamensis",0
"Oxypetalum_rojasianum",0
"Rubia_falciformis",0
"Marsdenia_leiocarpa",0
"Strychnos_gossweileri",1
"Metastelma_gracile",0
"Strychnos_lanata",0
"Asclepias_pellucida",0
"Tangshuia_pitouchaoensis",0
"Notopleura_altsonii",0
"Mitrasacme_troglodytica",0
"Mitrasacme_neglecta",0
"Psychotria_weberbaueri",0
"Psychotria_krukovii",0
"Galium_pilosum",0
"Psychotria_hamiltoniana",0
"Psychotria_greeneana",0
"Psychotria_tutcheri",1
"Galium_radulifolium",0
"Psychotria_asterogramma",0
"Galium_asparagifolium",0
"Manettia_lindenii",0
"Manettia_badilloi",0
"Asperula_trichodes",0
"Asperula_minima",0
"Ixora_roemeri",0
"Ixora_tenelliflora",0
"Ixora_guillotii",0
"Huernia_similis",0
"Alyxia_loeseneriana",0
"Ixora_mucronata",0
"Ixora_aggregata",0
"Hoya_boycei",0
"Hedyotis_cheniana",0
"Mussaenda_garrettii",0
"Gentianopsis_barbata",1
"Matelea_petiolaris",0
"Coffea_vohemarensis",0
"Chimarrhis_gentryana",0
"Cuviera_subuliflora",0
"Palicourea_gracilenta",0
"Macrocarpaea_stenophylla",0
"Macrocarpaea_schultesii",0
"Fadogia_fragrans",0
"Pauridiantha_coalescens",0
"Hoffmannia_stenocarpa",0
"Spermacoce_everistiana",0
"Cruckshanksia_montiana",0
"Cruckshanksia_macrantha",0
"Gonolobus_dorothyanus",0
"Streblosa_chlamydantha",0
"Pavetta_membranacea",0
"Pavetta_viridiloba",0
"Philibertia_tactila",0
"Rogiera_amoena",0
"Rudgea_trianae",0
"Gymnema_hainanense",0
"Gentianella_glossocarpa",0
"Remijia_hirsuta",0
"Argostemma_pumilum",0
"Argostemma_macrosepalum",0
"Argostemma_brevicaule",0
"Gentiana_altorum",0
"Arachnothryx_lineolata",0
"Eustegia_macropetala",0
