,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t3,9.110842,6.7018423,4.82576,6.986485,6.0291333,6.146093,4.90428,3.4256384,5.9693933,5.0037313,5.0773225,5.4792876,4.8500857,4.4243765,4.6912713,4.5937514
t4,9.088085,6.6190453,4.7535534,6.9393983,6.0142264,6.214126,4.891994,3.5045738,6.026336,5.0382543,5.033609,5.5703707,4.929113,4.46052,4.6680503,4.569456
t5,9.121772,6.505963,4.713132,6.84211,5.996712,6.257735,4.9097443,3.583224,6.056519,5.03886,4.95774,5.694926,4.9973617,4.5437045,4.7192607,4.529832
t91,12.150578,4.084786,5.47736,4.755257,5.3757377,4.1575093,3.7213037,4.077726,8.419945,6.6399226,6.886941,7.1770396,1.1592541,8.854352,7.8088565,7.179611
t138,12.1983795,4.0464954,5.429638,4.7082415,5.330238,4.110636,3.7608464,4.0398326,8.382584,6.6025043,6.934612,7.126737,1.1965154,8.904271,7.8515325,7.23014
t139,12.140703,4.1004963,5.4871964,4.7662735,5.3878746,4.169046,3.7055902,4.09351,8.435599,6.6556253,6.8763685,7.1844864,1.1436388,8.846015,7.793572,7.1722083
t134,12.22183,4.019913,5.406272,4.684446,5.306193,4.0866,3.786705,4.013507,8.356249,6.575699,6.9583006,7.10376,1.2234509,8.927765,7.876354,7.2532887
t135,12.106622,4.1406493,5.5201874,4.801618,5.4236293,4.2049603,3.665031,4.133687,8.475756,6.6956406,6.8419952,7.2133236,1.103555,8.816034,7.7526855,7.1448607
t35,9.595003,5.920348,4.566737,6.4881425,6.3410683,6.540809,4.5325923,4.0347357,6.3878927,5.4445367,4.6563554,6.048948,5.035425,5.11223,5.2684474,4.1017437
t38,10.226502,3.4768553,7.4702415,6.8362846,7.2802305,6.3516645,3.5740993,3.4371445,7.3794894,5.7270403,4.7831855,9.612716,2.3005579,6.4524455,6.1365976,4.66719
t45,10.183364,3.428189,7.471786,6.8639574,7.276983,6.3412523,3.5532827,3.3979957,7.400076,5.702148,4.8237333,9.631584,2.3216913,6.4774413,6.1474047,4.7086825
t46,10.164378,3.3953936,7.476936,6.854156,7.309984,6.319731,3.5451756,3.3811347,7.4397106,5.663306,4.862658,9.623645,2.3492289,6.512993,6.1881037,4.749816
t31,9.653981,5.5545235,4.6995444,6.382972,6.405098,6.599113,4.5527906,4.1260185,6.341621,5.415983,4.7673764,6.211921,5.010752,5.296993,5.3306055,3.975958
t47,9.625298,5.6565533,4.615625,6.3458033,6.346207,6.5875583,4.5410743,4.173969,6.3624997,5.5028353,4.747244,6.142325,5.0078497,5.2443113,5.3428006,4.057773
t48,9.640583,5.661195,4.5814514,6.3800855,6.330779,6.5271983,4.526779,4.137856,6.3912697,5.4876747,4.7223387,6.0924377,5.066451,5.223291,5.3433075,4.081968
t161,10.007078,3.4645875,7.829226,6.726904,7.263295,5.9847198,3.8272064,3.7353032,7.5151353,5.499497,4.64526,9.62507,2.6168895,6.4990687,6.3698535,4.577282
t162,9.95713,3.4249353,7.7723136,6.578721,7.257349,5.8617835,3.8758705,3.7389562,7.598728,5.455114,4.712653,9.599808,2.7547307,6.553143,6.482897,4.6781073
t57,10.005637,3.478256,7.7650385,6.6427174,7.1961236,5.9630747,3.862778,3.7216713,7.5567746,5.5265765,4.627437,9.544428,2.6727407,6.5187845,6.4274616,4.5922213
t58,9.982474,3.5759075,7.6245537,6.710288,7.2552133,5.9800777,3.8426526,3.7601492,7.44214,5.412881,4.728029,9.424142,2.8015027,6.4413247,6.357739,4.6193094
t140,9.971597,3.5135353,7.7641597,6.7787294,7.175624,6.031931,3.82762,3.715226,7.4551764,5.441005,4.622149,9.438896,2.7152169,6.4849367,6.379242,4.658689
t141,9.998558,3.4472847,7.9076905,6.8143454,7.2077384,6.013062,3.8556502,3.776056,7.4604964,5.493667,4.5671153,9.629747,2.5855076,6.5162516,6.3583403,4.5380893
t63,10.106733,3.5756047,7.5845294,6.7170115,7.386506,6.035191,3.750521,3.7468905,7.442132,5.4811296,4.8055596,9.4412155,2.7408133,6.4571877,6.3042593,4.641572
t64,10.174462,3.4936643,7.7289157,6.679995,7.2862873,6.111451,3.7510893,3.7322068,7.5078077,5.6047587,4.6669507,9.528303,2.5486562,6.5321007,6.336068,4.5972104
t66,10.152136,3.444831,7.6905675,6.612891,7.308715,6.0590053,3.8411841,3.814498,7.468341,5.594884,4.780968,9.623412,2.619815,6.5408325,6.3864613,4.573932
t142,10.187408,3.4418902,7.7935815,6.539497,7.387463,5.9758053,3.9132214,3.9049237,7.507415,5.651064,4.7653365,9.670048,2.6641548,6.5729046,6.390969,4.5242352
t143,10.148468,3.4395528,7.733222,6.578481,7.3561187,6.0062795,3.8785646,3.8556204,7.487864,5.6109066,4.7877793,9.6495695,2.651048,6.551019,6.383745,4.5687714
t97,10.18605,3.428802,7.7392983,6.545389,7.3684373,6.0220747,3.883033,3.8850613,7.5015883,5.6509037,4.7928843,9.653857,2.6301982,6.568026,6.3755813,4.583942
t36,9.643161,5.8165865,4.59144,6.5181956,6.3683186,6.502254,4.4790845,4.002695,6.455637,5.409686,4.625276,6.0801444,5.0981445,5.159214,5.3200636,4.064366
t37,9.735925,5.7295384,4.478145,6.4424143,6.4332085,6.577526,4.4875073,4.0840287,6.443295,5.5050216,4.534945,6.092958,5.112824,5.215725,5.333614,3.9756742
t39,9.669414,5.7053294,4.654703,6.4806232,6.4377484,6.519469,4.4930587,4.040835,6.430685,5.4067855,4.637183,6.1819243,5.0808654,5.254127,5.353567,3.9603837
t92,9.9167595,3.2846723,7.6637716,6.8742504,7.15802,6.0141983,3.7023256,3.3509257,7.468835,5.365982,4.8235836,9.672445,2.545488,6.637326,6.463926,4.811867
t93,9.94466,3.3745883,7.828583,6.832575,7.1315002,6.088381,3.724097,3.4369557,7.4935474,5.433845,4.723762,9.714023,2.461403,6.535177,6.412007,4.7415657
t150,10.040656,3.4349942,7.670265,6.8963075,7.275198,6.0607724,3.6563094,3.469573,7.4240875,5.3812957,4.7836075,9.577196,2.5965974,6.5485716,6.381375,4.6985383
t151,9.920942,3.2895873,7.574819,6.901158,7.1339684,6.077425,3.6569326,3.2975113,7.507902,5.413751,4.753103,9.628811,2.5131614,6.56976,6.4579606,4.796742
t114,9.881167,3.4143515,7.5950456,6.7715774,7.1116056,6.01378,3.767398,3.4534063,7.483534,5.3216743,4.75617,9.539822,2.6892917,6.4973645,6.50565,4.7863593
t115,9.933006,3.3085735,7.6381726,6.71304,7.227059,6.0423756,3.7182946,3.4545403,7.473722,5.362571,4.930602,9.637698,2.5848074,6.635816,6.402121,4.889312
t42,9.966476,3.3226895,7.649944,6.783999,7.1975775,6.0968328,3.6957982,3.413512,7.492506,5.4495625,4.8241167,9.670076,2.4945576,6.5705423,6.399588,4.824525
