"","t6","t81","t96","t97","t20","t29","t57","t63","t118","t119","t12","t2","t1","t10","t15","t16","t99","t100","t73","t132","t133","t107","t120","t121","t103","t104","t61","t101","t102","t82","t77","t84","t85","t130","t131","t40","t41","t45","t46","t17","t14","t22","t25","t86","t87","t62","t79","t80","t49","t44","t42","t92","t94","t95","t54","t108","t109","t112","t113","t51","t30","t31","t24","t13","t66","t67","t43","t36","t11","t134","t135","t78","t146","t147","t23","t7","t28","t59","t117","t148","t149","t140","t141","t122","t123","t124","t125","t98","t128","t129","t64","t60","t9","t126","t127","t70","t71","t47","t48","t115","t116","t93","t55","t56","t74","t75","t136","t137","t114","t105","t106","t68","t144","t145","t65","t50","t18","t19","t138","t139","t33","t34","t38","t39","t110","t111","t4","t5","t8","t69","t72","t88","t89","t76","t58","t52","t53","t26","t90","t91","t32","t27","t21","t35","t37","t142","t143","t83","t3"
"t6",0,4.7647035781,4.7647035781,4.7647035781,4.764703578,4.7647035776,4.7647035776,4.4979231054,4.7647035781,4.65759412612,4.764703578,2.1810087528,2.20177817809,3.83510193448,4.83082191508,4.33838731591,6.44650508168,6.10301511417,6.44650508168,6.44650508218,6.44650508218,6.44650508218,6.44650508208,6.44650508208,6.44650508208,6.44650508208,5.62587902018,6.44650508208,6.44650508208,6.02720273678,6.44650508208,6.19336096048,6.44650508218,6.44650508198,6.44650508198,5.52448398393,6.44650508153,6.44650508183,5.96415982723,5.44832272955,5.69486928318,4.73668736138,4.97524243888,6.44650508193,6.44650508193,5.81333919033,6.44650508193,6.18665890283,6.44650508216,6.44650508241,6.44650508228,6.16105275088,6.24387966581,6.44650508201,5.88163170808,6.44650508198,6.44650508198,6.44650508198,6.44650508198,6.44650508158,6.44650508162,5.07660079241,4.89592874182,4.61102063282,6.44650508212,5.65772384289,6.44650508222,5.29635668092,4.50412584442,6.44650508219,6.44650508219,6.44650508219,6.44650508221,6.44650508221,6.44650508199,3.33637181949,6.44650508209,5.71512347669,6.44650508198,6.44650508191,6.44650508191,6.44650508195,6.44650508195,6.44650508199,6.44650508199,6.44650508199,6.44650508199,6.44650508199,6.44650508199,6.44650508199,5.79937828749,5.92365483819,5.18035791319,6.73058701489,6.73058701489,6.73058701469,6.73058701469,6.73058701454,6.62191860154,6.73058701479,6.73058701479,6.73058701479,6.73058701459,6.03396995459,6.73058701459,6.10097255899,6.73058701461,6.73058701461,6.73058701469,6.730587014632,6.730587014632,6.730587014632,6.73058701465,6.71274624206,6.73058701458,6.73058701429,5.81614393779,5.39357544489,7.07791116671,7.07791116671,7.65570222589,7.65570222589,7.65570222559,6.81402379939,7.65570222629,7.37132842981,5.49084641009,5.23145734819,6.19173270119,8.29183631169,8.29183631167,8.29183631164,8.29183631164,7.62112519438,8.29183631119,8.29183631139,7.31554980299,8.29183631129,8.29183631114,8.29183631114,8.29183631154,8.29183631124,8.29183631079,8.29183631099,7.41772917208,8.29183631111,8.29183631111,8.29183631118,5.09301335369
"t81",4.7647035781,0,1.1855870622,1.1855870622,3.9117108621,4.0378343905,4.0378343905,3.7710539183,4.037834391,3.93072493902,4.4960209901,4.0823279469,4.10309737219,5.73642112858,6.73214110918,6.23970651001,8.34782427578,8.00433430827,8.34782427578,8.34782427628,8.34782427628,8.34782427628,8.34782427618,8.34782427618,8.34782427618,8.34782427618,7.52719821428,8.34782427618,8.34782427618,7.92852193088,8.34782427618,8.09468015458,8.34782427628,8.34782427608,8.34782427608,7.42580317803,8.34782427563,8.34782427593,7.86547902133,7.34964192365,7.59618847728,6.63800655548,6.87656163298,8.34782427603,8.34782427603,7.71465838443,8.34782427603,8.08797809693,8.34782427626,8.34782427651,8.34782427638,8.06237194498,8.14519885991,8.34782427611,7.78295090218,8.34782427608,8.34782427608,8.34782427608,8.34782427608,8.34782427568,8.34782427572,6.97791998651,6.79724793592,6.51233982692,8.34782427622,7.55904303699,8.34782427632,7.19767587502,6.40544503852,8.34782427629,8.34782427629,8.34782427629,8.34782427631,8.34782427631,8.34782427609,5.23769101359,8.34782427619,7.61644267079,8.34782427608,8.34782427601,8.34782427601,8.34782427605,8.34782427605,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,7.70069748159,7.82497403229,7.08167710729,8.63190620899,8.63190620899,8.63190620879,8.63190620879,8.63190620864,8.52323779564,8.63190620889,8.63190620889,8.63190620889,8.63190620869,7.93528914869,8.63190620869,8.00229175309,8.63190620871,8.63190620871,8.63190620879,8.631906208732,8.631906208732,8.631906208732,8.63190620875,8.61406543616,8.63190620868,8.63190620839,7.71746313189,7.29489463899,8.97923036081,8.97923036081,9.55702141999,9.55702141999,9.55702141969,8.71534299349,9.55702142039,9.27264762391,7.39216560419,7.13277654229,8.09305189529,10.19315550579,10.19315550577,10.19315550574,10.19315550574,9.52244438848,10.19315550529,10.19315550549,9.21686899709,10.19315550539,10.19315550524,10.19315550524,10.19315550564,10.19315550534,10.19315550489,10.19315550509,9.31904836618,10.19315550521,10.19315550521,10.19315550528,6.99433254779
"t96",4.7647035781,1.1855870622,0,0.7670354542,3.9117108621,4.0378343905,4.0378343905,3.7710539183,4.037834391,3.93072493902,4.4960209901,4.0823279469,4.10309737219,5.73642112858,6.73214110918,6.23970651001,8.34782427578,8.00433430827,8.34782427578,8.34782427628,8.34782427628,8.34782427628,8.34782427618,8.34782427618,8.34782427618,8.34782427618,7.52719821428,8.34782427618,8.34782427618,7.92852193088,8.34782427618,8.09468015458,8.34782427628,8.34782427608,8.34782427608,7.42580317803,8.34782427563,8.34782427593,7.86547902133,7.34964192365,7.59618847728,6.63800655548,6.87656163298,8.34782427603,8.34782427603,7.71465838443,8.34782427603,8.08797809693,8.34782427626,8.34782427651,8.34782427638,8.06237194498,8.14519885991,8.34782427611,7.78295090218,8.34782427608,8.34782427608,8.34782427608,8.34782427608,8.34782427568,8.34782427572,6.97791998651,6.79724793592,6.51233982692,8.34782427622,7.55904303699,8.34782427632,7.19767587502,6.40544503852,8.34782427629,8.34782427629,8.34782427629,8.34782427631,8.34782427631,8.34782427609,5.23769101359,8.34782427619,7.61644267079,8.34782427608,8.34782427601,8.34782427601,8.34782427605,8.34782427605,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,7.70069748159,7.82497403229,7.08167710729,8.63190620899,8.63190620899,8.63190620879,8.63190620879,8.63190620864,8.52323779564,8.63190620889,8.63190620889,8.63190620889,8.63190620869,7.93528914869,8.63190620869,8.00229175309,8.63190620871,8.63190620871,8.63190620879,8.631906208732,8.631906208732,8.631906208732,8.63190620875,8.61406543616,8.63190620868,8.63190620839,7.71746313189,7.29489463899,8.97923036081,8.97923036081,9.55702141999,9.55702141999,9.55702141969,8.71534299349,9.55702142039,9.27264762391,7.39216560419,7.13277654229,8.09305189529,10.19315550579,10.19315550577,10.19315550574,10.19315550574,9.52244438848,10.19315550529,10.19315550549,9.21686899709,10.19315550539,10.19315550524,10.19315550524,10.19315550564,10.19315550534,10.19315550489,10.19315550509,9.31904836618,10.19315550521,10.19315550521,10.19315550528,6.99433254779
"t97",4.7647035781,1.1855870622,0.7670354542,0,3.9117108621,4.0378343905,4.0378343905,3.7710539183,4.037834391,3.93072493902,4.4960209901,4.0823279469,4.10309737219,5.73642112858,6.73214110918,6.23970651001,8.34782427578,8.00433430827,8.34782427578,8.34782427628,8.34782427628,8.34782427628,8.34782427618,8.34782427618,8.34782427618,8.34782427618,7.52719821428,8.34782427618,8.34782427618,7.92852193088,8.34782427618,8.09468015458,8.34782427628,8.34782427608,8.34782427608,7.42580317803,8.34782427563,8.34782427593,7.86547902133,7.34964192365,7.59618847728,6.63800655548,6.87656163298,8.34782427603,8.34782427603,7.71465838443,8.34782427603,8.08797809693,8.34782427626,8.34782427651,8.34782427638,8.06237194498,8.14519885991,8.34782427611,7.78295090218,8.34782427608,8.34782427608,8.34782427608,8.34782427608,8.34782427568,8.34782427572,6.97791998651,6.79724793592,6.51233982692,8.34782427622,7.55904303699,8.34782427632,7.19767587502,6.40544503852,8.34782427629,8.34782427629,8.34782427629,8.34782427631,8.34782427631,8.34782427609,5.23769101359,8.34782427619,7.61644267079,8.34782427608,8.34782427601,8.34782427601,8.34782427605,8.34782427605,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,7.70069748159,7.82497403229,7.08167710729,8.63190620899,8.63190620899,8.63190620879,8.63190620879,8.63190620864,8.52323779564,8.63190620889,8.63190620889,8.63190620889,8.63190620869,7.93528914869,8.63190620869,8.00229175309,8.63190620871,8.63190620871,8.63190620879,8.631906208732,8.631906208732,8.631906208732,8.63190620875,8.61406543616,8.63190620868,8.63190620839,7.71746313189,7.29489463899,8.97923036081,8.97923036081,9.55702141999,9.55702141999,9.55702141969,8.71534299349,9.55702142039,9.27264762391,7.39216560419,7.13277654229,8.09305189529,10.19315550579,10.19315550577,10.19315550574,10.19315550574,9.52244438848,10.19315550529,10.19315550549,9.21686899709,10.19315550539,10.19315550524,10.19315550524,10.19315550564,10.19315550534,10.19315550489,10.19315550509,9.31904836618,10.19315550521,10.19315550521,10.19315550528,6.99433254779
"t20",4.764703578,3.9117108621,3.9117108621,3.9117108621,0,4.0378343904,4.0378343904,3.7710539182,4.0378343909,3.93072493892,4.49602099,4.0823279468,4.10309737209,5.73642112848,6.73214110908,6.23970650991,8.34782427568,8.00433430817,8.34782427568,8.34782427618,8.34782427618,8.34782427618,8.34782427608,8.34782427608,8.34782427608,8.34782427608,7.52719821418,8.34782427608,8.34782427608,7.92852193078,8.34782427608,8.09468015448,8.34782427618,8.34782427598,8.34782427598,7.42580317793,8.34782427553,8.34782427583,7.86547902123,7.34964192355,7.59618847718,6.63800655538,6.87656163288,8.34782427593,8.34782427593,7.71465838433,8.34782427593,8.08797809683,8.34782427616,8.34782427641,8.34782427628,8.06237194488,8.14519885981,8.34782427601,7.78295090208,8.34782427598,8.34782427598,8.34782427598,8.34782427598,8.34782427558,8.34782427562,6.97791998641,6.79724793582,6.51233982682,8.34782427612,7.55904303689,8.34782427622,7.19767587492,6.40544503842,8.34782427619,8.34782427619,8.34782427619,8.34782427621,8.34782427621,8.34782427599,5.23769101349,8.34782427609,7.61644267069,8.34782427598,8.34782427591,8.34782427591,8.34782427595,8.34782427595,8.34782427599,8.34782427599,8.34782427599,8.34782427599,8.34782427599,8.34782427599,8.34782427599,7.70069748149,7.82497403219,7.08167710719,8.63190620889,8.63190620889,8.63190620869,8.63190620869,8.63190620854,8.52323779554,8.63190620879,8.63190620879,8.63190620879,8.63190620859,7.93528914859,8.63190620859,8.00229175299,8.63190620861,8.63190620861,8.63190620869,8.631906208632,8.631906208632,8.631906208632,8.63190620865,8.61406543606,8.63190620858,8.63190620829,7.71746313179,7.29489463889,8.97923036071,8.97923036071,9.55702141989,9.55702141989,9.55702141959,8.71534299339,9.55702142029,9.27264762381,7.39216560409,7.13277654219,8.09305189519,10.19315550569,10.19315550567,10.19315550564,10.19315550564,9.52244438838,10.19315550519,10.19315550539,9.21686899699,10.19315550529,10.19315550514,10.19315550514,10.19315550554,10.19315550524,10.19315550479,10.19315550499,9.31904836608,10.19315550511,10.19315550511,10.19315550518,6.99433254769
"t29",4.7647035776,4.0378343905,4.0378343905,4.0378343905,4.0378343904,0,2.918552834,2.6517723618,2.9185528345,2.81144338252,4.4960209896,4.0823279464,4.10309737169,5.73642112808,6.73214110868,6.23970650951,8.34782427528,8.00433430777,8.34782427528,8.34782427578,8.34782427578,8.34782427578,8.34782427568,8.34782427568,8.34782427568,8.34782427568,7.52719821378,8.34782427568,8.34782427568,7.92852193038,8.34782427568,8.09468015408,8.34782427578,8.34782427558,8.34782427558,7.42580317753,8.34782427513,8.34782427543,7.86547902083,7.34964192315,7.59618847678,6.63800655498,6.87656163248,8.34782427553,8.34782427553,7.71465838393,8.34782427553,8.08797809643,8.34782427576,8.34782427601,8.34782427588,8.06237194448,8.14519885941,8.34782427561,7.78295090168,8.34782427558,8.34782427558,8.34782427558,8.34782427558,8.34782427518,8.34782427522,6.97791998601,6.79724793542,6.51233982642,8.34782427572,7.55904303649,8.34782427582,7.19767587452,6.40544503802,8.34782427579,8.34782427579,8.34782427579,8.34782427581,8.34782427581,8.34782427559,5.23769101309,8.34782427569,7.61644267029,8.34782427558,8.34782427551,8.34782427551,8.34782427555,8.34782427555,8.34782427559,8.34782427559,8.34782427559,8.34782427559,8.34782427559,8.34782427559,8.34782427559,7.70069748109,7.82497403179,7.08167710679,8.63190620849,8.63190620849,8.63190620829,8.63190620829,8.63190620814,8.52323779514,8.63190620839,8.63190620839,8.63190620839,8.63190620819,7.93528914819,8.63190620819,8.00229175259,8.63190620821,8.63190620821,8.63190620829,8.631906208232,8.631906208232,8.631906208232,8.63190620825,8.61406543566,8.63190620818,8.63190620789,7.71746313139,7.29489463849,8.97923036031,8.97923036031,9.55702141949,9.55702141949,9.55702141919,8.71534299299,9.55702141989,9.27264762341,7.39216560369,7.13277654179,8.09305189479,10.19315550529,10.19315550527,10.19315550524,10.19315550524,9.52244438798,10.19315550479,10.19315550499,9.21686899659,10.19315550489,10.19315550474,10.19315550474,10.19315550514,10.19315550484,10.19315550439,10.19315550459,9.31904836568,10.19315550471,10.19315550471,10.19315550478,6.99433254729
"t57",4.7647035776,4.0378343905,4.0378343905,4.0378343905,4.0378343904,2.918552834,0,1.8340272958,2.1008077685,1.99369831652,4.4960209896,4.0823279464,4.10309737169,5.73642112808,6.73214110868,6.23970650951,8.34782427528,8.00433430777,8.34782427528,8.34782427578,8.34782427578,8.34782427578,8.34782427568,8.34782427568,8.34782427568,8.34782427568,7.52719821378,8.34782427568,8.34782427568,7.92852193038,8.34782427568,8.09468015408,8.34782427578,8.34782427558,8.34782427558,7.42580317753,8.34782427513,8.34782427543,7.86547902083,7.34964192315,7.59618847678,6.63800655498,6.87656163248,8.34782427553,8.34782427553,7.71465838393,8.34782427553,8.08797809643,8.34782427576,8.34782427601,8.34782427588,8.06237194448,8.14519885941,8.34782427561,7.78295090168,8.34782427558,8.34782427558,8.34782427558,8.34782427558,8.34782427518,8.34782427522,6.97791998601,6.79724793542,6.51233982642,8.34782427572,7.55904303649,8.34782427582,7.19767587452,6.40544503802,8.34782427579,8.34782427579,8.34782427579,8.34782427581,8.34782427581,8.34782427559,5.23769101309,8.34782427569,7.61644267029,8.34782427558,8.34782427551,8.34782427551,8.34782427555,8.34782427555,8.34782427559,8.34782427559,8.34782427559,8.34782427559,8.34782427559,8.34782427559,8.34782427559,7.70069748109,7.82497403179,7.08167710679,8.63190620849,8.63190620849,8.63190620829,8.63190620829,8.63190620814,8.52323779514,8.63190620839,8.63190620839,8.63190620839,8.63190620819,7.93528914819,8.63190620819,8.00229175259,8.63190620821,8.63190620821,8.63190620829,8.631906208232,8.631906208232,8.631906208232,8.63190620825,8.61406543566,8.63190620818,8.63190620789,7.71746313139,7.29489463849,8.97923036031,8.97923036031,9.55702141949,9.55702141949,9.55702141919,8.71534299299,9.55702141989,9.27264762341,7.39216560369,7.13277654179,8.09305189479,10.19315550529,10.19315550527,10.19315550524,10.19315550524,9.52244438798,10.19315550479,10.19315550499,9.21686899659,10.19315550489,10.19315550474,10.19315550474,10.19315550514,10.19315550484,10.19315550439,10.19315550459,9.31904836568,10.19315550471,10.19315550471,10.19315550478,6.99433254729
"t63",4.4979231054,3.7710539183,3.7710539183,3.7710539183,3.7710539182,2.6517723618,1.8340272958,0,1.5542457553,1.44713630332,4.2292405174,3.8155474742,3.83631689949,5.46964065588,6.46536063648,5.97292603731,8.08104380308,7.73755383557,8.08104380308,8.08104380358,8.08104380358,8.08104380358,8.08104380348,8.08104380348,8.08104380348,8.08104380348,7.26041774158,8.08104380348,8.08104380348,7.66174145818,8.08104380348,7.82789968188,8.08104380358,8.08104380338,8.08104380338,7.15902270533,8.08104380293,8.08104380323,7.59869854863,7.08286145095,7.32940800458,6.37122608278,6.60978116028,8.08104380333,8.08104380333,7.44787791173,8.08104380333,7.82119762423,8.08104380356,8.08104380381,8.08104380368,7.79559147228,7.87841838721,8.08104380341,7.51617042948,8.08104380338,8.08104380338,8.08104380338,8.08104380338,8.08104380298,8.08104380302,6.71113951381,6.53046746322,6.24555935422,8.08104380352,7.29226256429,8.08104380362,6.93089540232,6.13866456582,8.08104380359,8.08104380359,8.08104380359,8.08104380361,8.08104380361,8.08104380339,4.97091054089,8.08104380349,7.34966219809,8.08104380338,8.08104380331,8.08104380331,8.08104380335,8.08104380335,8.08104380339,8.08104380339,8.08104380339,8.08104380339,8.08104380339,8.08104380339,8.08104380339,7.43391700889,7.55819355959,6.81489663459,8.36512573629,8.36512573629,8.36512573609,8.36512573609,8.36512573594,8.25645732294,8.36512573619,8.36512573619,8.36512573619,8.36512573599,7.66850867599,8.36512573599,7.73551128039,8.36512573601,8.36512573601,8.36512573609,8.365125736032,8.365125736032,8.365125736032,8.36512573605,8.34728496346,8.36512573598,8.36512573569,7.45068265919,7.02811416629,8.71244988811,8.71244988811,9.29024094729,9.29024094729,9.29024094699,8.44856252079,9.29024094769,9.00586715121,7.12538513149,6.86599606959,7.82627142259,9.92637503309,9.92637503307,9.92637503304,9.92637503304,9.25566391578,9.92637503259,9.92637503279,8.95008852439,9.92637503269,9.92637503254,9.92637503254,9.92637503294,9.92637503264,9.92637503219,9.92637503239,9.05226789348,9.92637503251,9.92637503251,9.92637503258,6.72755207509
"t118",4.7647035781,4.037834391,4.037834391,4.037834391,4.0378343909,2.9185528345,2.1008077685,1.5542457553,0,0.27985321642,4.4960209901,4.0823279469,4.10309737219,5.73642112858,6.73214110918,6.23970651001,8.34782427578,8.00433430827,8.34782427578,8.34782427628,8.34782427628,8.34782427628,8.34782427618,8.34782427618,8.34782427618,8.34782427618,7.52719821428,8.34782427618,8.34782427618,7.92852193088,8.34782427618,8.09468015458,8.34782427628,8.34782427608,8.34782427608,7.42580317803,8.34782427563,8.34782427593,7.86547902133,7.34964192365,7.59618847728,6.63800655548,6.87656163298,8.34782427603,8.34782427603,7.71465838443,8.34782427603,8.08797809693,8.34782427626,8.34782427651,8.34782427638,8.06237194498,8.14519885991,8.34782427611,7.78295090218,8.34782427608,8.34782427608,8.34782427608,8.34782427608,8.34782427568,8.34782427572,6.97791998651,6.79724793592,6.51233982692,8.34782427622,7.55904303699,8.34782427632,7.19767587502,6.40544503852,8.34782427629,8.34782427629,8.34782427629,8.34782427631,8.34782427631,8.34782427609,5.23769101359,8.34782427619,7.61644267079,8.34782427608,8.34782427601,8.34782427601,8.34782427605,8.34782427605,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,8.34782427609,7.70069748159,7.82497403229,7.08167710729,8.63190620899,8.63190620899,8.63190620879,8.63190620879,8.63190620864,8.52323779564,8.63190620889,8.63190620889,8.63190620889,8.63190620869,7.93528914869,8.63190620869,8.00229175309,8.63190620871,8.63190620871,8.63190620879,8.631906208732,8.631906208732,8.631906208732,8.63190620875,8.61406543616,8.63190620868,8.63190620839,7.71746313189,7.29489463899,8.97923036081,8.97923036081,9.55702141999,9.55702141999,9.55702141969,8.71534299349,9.55702142039,9.27264762391,7.39216560419,7.13277654229,8.09305189529,10.19315550579,10.19315550577,10.19315550574,10.19315550574,9.52244438848,10.19315550529,10.19315550549,9.21686899709,10.19315550539,10.19315550524,10.19315550524,10.19315550564,10.19315550534,10.19315550489,10.19315550509,9.31904836618,10.19315550521,10.19315550521,10.19315550528,6.99433254779
"t119",4.65759412612,3.93072493902,3.93072493902,3.93072493902,3.93072493892,2.81144338252,1.99369831652,1.44713630332,0.27985321642,0,4.38891153812,3.97521849492,3.99598792021,5.6293116766,6.6250316572,6.13259705803,8.2407148238,7.89722485629,8.2407148238,8.2407148243,8.2407148243,8.2407148243,8.2407148242,8.2407148242,8.2407148242,8.2407148242,7.4200887623,8.2407148242,8.2407148242,7.8214124789,8.2407148242,7.9875707026,8.2407148243,8.2407148241,8.2407148241,7.31869372605,8.24071482365,8.24071482395,7.75836956935,7.24253247167,7.4890790253,6.5308971035,6.769452181,8.24071482405,8.24071482405,7.60754893245,8.24071482405,7.98086864495,8.24071482428,8.24071482453,8.2407148244,7.955262493,8.03808940793,8.24071482413,7.6758414502,8.2407148241,8.2407148241,8.2407148241,8.2407148241,8.2407148237,8.24071482374,6.87081053453,6.69013848394,6.40523037494,8.24071482424,7.45193358501,8.24071482434,7.09056642304,6.29833558654,8.24071482431,8.24071482431,8.24071482431,8.24071482433,8.24071482433,8.24071482411,5.13058156161,8.24071482421,7.50933321881,8.2407148241,8.24071482403,8.24071482403,8.24071482407,8.24071482407,8.24071482411,8.24071482411,8.24071482411,8.24071482411,8.24071482411,8.24071482411,8.24071482411,7.59358802961,7.71786458031,6.97456765531,8.52479675701,8.52479675701,8.52479675681,8.52479675681,8.52479675666,8.41612834366,8.52479675691,8.52479675691,8.52479675691,8.52479675671,7.82817969671,8.52479675671,7.89518230111,8.52479675673,8.52479675673,8.52479675681,8.524796756752,8.524796756752,8.524796756752,8.52479675677,8.50695598418,8.5247967567,8.52479675641,7.61035367991,7.18778518701,8.87212090883,8.87212090883,9.44991196801,9.44991196801,9.44991196771,8.60823354151,9.44991196841,9.16553817193,7.28505615221,7.02566709031,7.98594244331,10.08604605381,10.08604605379,10.08604605376,10.08604605376,9.4153349365,10.08604605331,10.08604605351,9.10975954511,10.08604605341,10.08604605326,10.08604605326,10.08604605366,10.08604605336,10.08604605291,10.08604605311,9.2119389142,10.08604605323,10.08604605323,10.0860460533,6.88722309581
