"accepted_species","trait_BM_trend_scaled"
"t6",0
"t81",0
"t96",0
"t97",0
"t20",0
"t29",0
"t57",1
"t63",0
"t118",0
"t119",0
"t12",0
"t2",0
"t1",0
"t10",0
"t15",0
"t16",0
"t99",0
"t100",0
"t73",0
"t132",1
"t133",1
"t107",1
"t120",1
"t121",1
"t103",1
"t104",1
"t61",1
"t101",1
"t102",0
"t82",0
"t77",1
"t84",1
"t85",1
"t130",1
"t131",1
"t40",0
"t41",0
"t45",0
"t46",0
"t17",0
"t14",0
"t22",1
"t25",1
"t86",0
"t87",0
"t62",1
"t79",1
"t80",1
"t49",1
"t44",1
"t42",1
"t92",1
"t94",1
"t95",1
"t54",1
"t108",0
"t109",0
"t112",1
"t113",0
"t51",0
"t30",0
"t31",0
"t24",0
"t13",0
"t66",0
"t67",0
"t43",0
"t36",0
"t11",0
"t134",0
"t135",0
"t78",0
"t146",1
"t147",0
"t23",0
"t7",0
"t28",0
"t59",0
"t117",0
"t148",0
"t149",0
"t140",0
"t141",0
"t122",0
"t123",0
"t124",0
"t125",1
"t98",1
"t128",0
"t129",0
"t64",0
"t60",0
"t9",0
"t126",1
"t127",1
"t70",1
"t71",1
"t47",1
"t48",1
"t115",1
"t116",1
"t93",1
"t55",0
"t56",1
"t74",0
"t75",0
"t136",0
"t137",0
"t114",0
"t105",0
"t106",0
"t68",0
"t144",0
"t145",0
"t65",0
"t50",0
"t18",1
"t19",1
"t138",1
"t139",1
"t33",1
"t34",1
"t38",1
"t39",1
"t110",1
"t111",1
"t4",0
"t5",0
"t8",NA
"t69",1
"t72",1
"t88",NA
"t89",NA
"t76",1
"t58",1
"t52",NA
"t53",NA
"t26",NA
"t90",NA
"t91",NA
"t32",NA
"t27",NA
"t21",NA
"t35",NA
"t37",NA
"t142",1
"t143",NA
"t83",1
"t3",0
