"","t1","t2","t28","t29","t9","t15","t59","t60","t58","t84","t85","t135","t136","t31","t8","t18","t72","t91","t109","t110","t86","t87","t71","t30","t14","t45","t46","t32","t33","t40","t57","t104","t137","t138","t27","t43","t78","t79","t65","t66","t39","t131","t132","t92","t93","t23","t47","t96","t114","t129","t130","t95","t52","t55","t56","t22","t53","t54","t99","t100","t67","t16","t11","t38","t76","t77","t17","t21","t61","t62","t123","t124","t37","t73","t74","t125","t126","t70","t25","t19","t4","t44","t50","t51","t97","t98","t80","t81","t111","t112","t101","t83","t24","t26","t34","t35","t41","t42","t69","t119","t120","t113","t139","t140","t48","t49","t20","t89","t90","t121","t122","t115","t116","t88","t102","t103","t36","t82","t133","t134","t117","t118","t68","t12","t13","t10","t7","t75","t105","t106","t94","t107","t108","t127","t128","t63","t64","t5","t6","t3"
"t1",0,1.210685213,4.938170441592,4.938170441592,3.407872971292,3.702123818992,4.938170442292,4.938170442292,4.531211016592,4.938170441992,4.877424659892,4.938170442022,4.938170442022,4.938170441992,3.4641890153,4.938170442,4.9381704419,4.9381704419,4.9381704419,4.9381704419,4.9381704418,4.9381704418,4.9381704419,4.1222262941,3.7113494668,4.8658156891,4.6091206972,4.9381704419,4.8127359077,4.689594579,4.6968016272,4.9381704418,4.93817044184,4.93817044184,4.9381704419,4.9381704419,4.9381704419,4.9381704419,4.9381704416,4.9381704416,4.9381704419,4.9381704419,4.9381704419,4.9381704419,4.9381704419,4.4209914793,4.9381704421,4.86604180383,4.93817044209,4.93817044211,4.93817044211,4.8961352962,5.5490978086,5.9244756368,5.9244756368,4.74653607217,5.5201901429,5.9244756368,5.9244756368,5.9244756368,5.9244756368,5.9244756373,4.29659016898,6.10241527888,6.10241527888,5.79857795721,5.29845541718,5.95536996138,6.10241527898,6.10241527898,6.10241527895,6.10241527895,6.09181358828,6.10241527888,6.10241527888,6.10241527882,6.10241527882,6.10241527888,6.10241527848,4.79983392916,3.78878456008,6.10241527872,6.10241527876,6.10241527876,6.10241527877,6.10241527877,6.10241527877,6.10241527877,6.10241527843,6.10241527843,6.10241527847,6.10241527847,5.96737503487,5.36029325986,6.10241527886,5.65020989936,6.10241527879,6.10241527878,6.10241527878,6.10241527882,6.10241527882,6.10241527877,6.10241527882,6.10241527882,6.10241527879,6.10241527879,6.10241527839,6.10241527884,6.10241527884,6.10241527877,6.10241527877,6.06065133843,6.10241527874,6.01326854864,6.0837575204,6.1024152788,6.10241527874,6.10241527885,6.10241527882,6.10241527882,6.10241527885,6.10241527885,5.84315954055,6.10241527902,4.35420800432,5.01641106057,5.25784299347,6.1024152789,6.1024152788,6.1024152788,6.1024152788,6.10241527881,6.10241527881,6.1024152788,6.1024152788,6.10241527887,6.10241527887,3.93599945217,3.78354261014,4.53112102307
"t2",1.210685213,0,4.708742021192,4.708742021192,3.178444550892,3.472695398592,4.708742021892,4.708742021892,4.301782596192,4.708742021592,4.647996239492,4.708742021622,4.708742021622,4.708742021592,3.2347605949,4.7087420216,4.7087420215,4.7087420215,4.7087420215,4.7087420215,4.7087420214,4.7087420214,4.7087420215,3.8927978737,3.4819210464,4.6363872687,4.3796922768,4.7087420215,4.5833074873,4.4601661586,4.4673732068,4.7087420214,4.70874202144,4.70874202144,4.7087420215,4.7087420215,4.7087420215,4.7087420215,4.7087420212,4.7087420212,4.7087420215,4.7087420215,4.7087420215,4.7087420215,4.7087420215,4.1915630589,4.7087420217,4.63661338343,4.70874202169,4.70874202171,4.70874202171,4.6667068758,5.3196693882,5.6950472164,5.6950472164,4.51710765177,5.2907617225,5.6950472164,5.6950472164,5.6950472164,5.6950472164,5.6950472169,4.06716174858,5.87298685848,5.87298685848,5.56914953681,5.06902699678,5.72594154098,5.87298685858,5.87298685858,5.87298685855,5.87298685855,5.86238516788,5.87298685848,5.87298685848,5.87298685842,5.87298685842,5.87298685848,5.87298685808,4.57040550876,3.55935613968,5.87298685832,5.87298685836,5.87298685836,5.87298685837,5.87298685837,5.87298685837,5.87298685837,5.87298685803,5.87298685803,5.87298685807,5.87298685807,5.73794661447,5.13086483946,5.87298685846,5.42078147896,5.87298685839,5.87298685838,5.87298685838,5.87298685842,5.87298685842,5.87298685837,5.87298685842,5.87298685842,5.87298685839,5.87298685839,5.87298685799,5.87298685844,5.87298685844,5.87298685837,5.87298685837,5.83122291803,5.87298685834,5.78384012824,5.8543291,5.8729868584,5.87298685834,5.87298685845,5.87298685842,5.87298685842,5.87298685845,5.87298685845,5.61373112015,5.87298685862,4.12477958392,4.78698264017,5.02841457307,5.8729868585,5.8729868584,5.8729868584,5.8729868584,5.87298685841,5.87298685841,5.8729868584,5.8729868584,5.87298685847,5.87298685847,3.70657103177,3.55411418974,4.30169260267
"t28",4.938170441592,4.708742021192,0,2.056256586,3.1786009557,3.4728518034,4.7088984267,4.7088984267,4.301939001,4.7088984264,4.6481526443,4.70889842643,4.70889842643,4.7088984264,3.243739752692,5.585137645392,5.585137645292,5.585137645292,5.585137645292,5.585137645292,5.585137645192,5.585137645192,5.585137645292,4.769193497492,4.358316670192,5.512782892492,5.256087900592,5.585137645292,5.459703111092,5.336561782392,5.343768830592,5.585137645192,5.585137645232,5.585137645232,5.585137645292,5.585137645292,5.585137645292,5.585137645292,6.072964636992,6.072964636992,6.072964637292,6.072964637292,6.072964637292,6.072964637292,6.072964637292,5.555785674692,6.072964637492,6.000835999222,6.072964637482,6.072964637502,6.072964637502,6.030929491592,7.957224430392,8.332602258592,8.332602258592,7.154662693962,7.928316764692,8.332602258592,8.332602258592,8.332602258592,8.332602258592,8.332602259092,6.704716790772,8.510541900672,8.510541900672,8.206704579002,7.706582038972,8.363496583172,8.510541900772,8.510541900772,8.510541900742,8.510541900742,8.499940210072,8.510541900672,8.510541900672,8.510541900612,8.510541900612,8.510541900672,8.510541900272,7.207960550952,6.196911181872,8.510541900512,8.510541900552,8.510541900552,8.510541900562,8.510541900562,8.510541900562,8.510541900562,8.510541900222,8.510541900222,8.510541900262,8.510541900262,8.375501656662,7.768419881652,8.510541900652,8.058336521152,8.510541900582,8.510541900572,8.510541900572,8.510541900612,8.510541900612,8.510541900562,8.510541900612,8.510541900612,8.510541900582,8.510541900582,8.510541900182,8.510541900632,8.510541900632,8.510541900562,8.510541900562,8.468777960222,8.510541900532,8.421395170432,8.491884142192,8.510541900592,8.510541900532,8.510541900642,8.510541900612,8.510541900612,8.510541900642,8.510541900642,8.251286162342,8.510541900812,6.762334626112,7.424537682362,7.665969615262,8.510541900692,8.510541900592,8.510541900592,8.510541900592,8.510541900602,8.510541900602,8.510541900592,8.510541900592,8.510541900662,8.510541900662,6.344126073962,6.191669231932,6.939247644862
"t29",4.938170441592,4.708742021192,2.056256586,0,3.1786009557,3.4728518034,4.7088984267,4.7088984267,4.301939001,4.7088984264,4.6481526443,4.70889842643,4.70889842643,4.7088984264,3.243739752692,5.585137645392,5.585137645292,5.585137645292,5.585137645292,5.585137645292,5.585137645192,5.585137645192,5.585137645292,4.769193497492,4.358316670192,5.512782892492,5.256087900592,5.585137645292,5.459703111092,5.336561782392,5.343768830592,5.585137645192,5.585137645232,5.585137645232,5.585137645292,5.585137645292,5.585137645292,5.585137645292,6.072964636992,6.072964636992,6.072964637292,6.072964637292,6.072964637292,6.072964637292,6.072964637292,5.555785674692,6.072964637492,6.000835999222,6.072964637482,6.072964637502,6.072964637502,6.030929491592,7.957224430392,8.332602258592,8.332602258592,7.154662693962,7.928316764692,8.332602258592,8.332602258592,8.332602258592,8.332602258592,8.332602259092,6.704716790772,8.510541900672,8.510541900672,8.206704579002,7.706582038972,8.363496583172,8.510541900772,8.510541900772,8.510541900742,8.510541900742,8.499940210072,8.510541900672,8.510541900672,8.510541900612,8.510541900612,8.510541900672,8.510541900272,7.207960550952,6.196911181872,8.510541900512,8.510541900552,8.510541900552,8.510541900562,8.510541900562,8.510541900562,8.510541900562,8.510541900222,8.510541900222,8.510541900262,8.510541900262,8.375501656662,7.768419881652,8.510541900652,8.058336521152,8.510541900582,8.510541900572,8.510541900572,8.510541900612,8.510541900612,8.510541900562,8.510541900612,8.510541900612,8.510541900582,8.510541900582,8.510541900182,8.510541900632,8.510541900632,8.510541900562,8.510541900562,8.468777960222,8.510541900532,8.421395170432,8.491884142192,8.510541900592,8.510541900532,8.510541900642,8.510541900612,8.510541900612,8.510541900642,8.510541900642,8.251286162342,8.510541900812,6.762334626112,7.424537682362,7.665969615262,8.510541900692,8.510541900592,8.510541900592,8.510541900592,8.510541900602,8.510541900602,8.510541900592,8.510541900592,8.510541900662,8.510541900662,6.344126073962,6.191669231932,6.939247644862
"t9",3.407872971292,3.178444550892,3.1786009557,3.1786009557,0,1.5694670517,2.805513675,2.805513675,2.3985542493,2.8055136747,2.7447678926,2.80551367473,2.80551367473,2.8055136747,1.713442282392,4.054840175092,4.054840174992,4.054840174992,4.054840174992,4.054840174992,4.054840174892,4.054840174892,4.054840174992,3.238896027192,2.828019199892,3.982485422192,3.725790430292,4.054840174992,3.929405640792,3.806264312092,3.813471360292,4.054840174892,4.054840174932,4.054840174932,4.054840174992,4.054840174992,4.054840174992,4.054840174992,4.542667166692,4.542667166692,4.542667166992,4.542667166992,4.542667166992,4.542667166992,4.542667166992,4.025488204392,4.542667167192,4.470538528922,4.542667167182,4.542667167202,4.542667167202,4.500632021292,6.426926960092,6.802304788292,6.802304788292,5.624365223662,6.398019294392,6.802304788292,6.802304788292,6.802304788292,6.802304788292,6.802304788792,5.174419320472,6.980244430372,6.980244430372,6.676407108702,6.176284568672,6.833199112872,6.980244430472,6.980244430472,6.980244430442,6.980244430442,6.969642739772,6.980244430372,6.980244430372,6.980244430312,6.980244430312,6.980244430372,6.980244429972,5.677663080652,4.666613711572,6.980244430212,6.980244430252,6.980244430252,6.980244430262,6.980244430262,6.980244430262,6.980244430262,6.980244429922,6.980244429922,6.980244429962,6.980244429962,6.845204186362,6.238122411352,6.980244430352,6.528039050852,6.980244430282,6.980244430272,6.980244430272,6.980244430312,6.980244430312,6.980244430262,6.980244430312,6.980244430312,6.980244430282,6.980244430282,6.980244429882,6.980244430332,6.980244430332,6.980244430262,6.980244430262,6.938480489922,6.980244430232,6.891097700132,6.961586671892,6.980244430292,6.980244430232,6.980244430342,6.980244430312,6.980244430312,6.980244430342,6.980244430342,6.720988692042,6.980244430512,5.232037155812,5.894240212062,6.135672144962,6.980244430392,6.980244430292,6.980244430292,6.980244430292,6.980244430302,6.980244430302,6.980244430292,6.980244430292,6.980244430362,6.980244430362,4.813828603662,4.661371761632,5.408950174562
"t15",3.702123818992,3.472695398592,3.4728518034,3.4728518034,1.5694670517,0,1.7936953419,1.7936953419,2.2441117742,2.6510711996,2.5903254175,2.65107119963,2.65107119963,2.6510711996,2.007693130092,4.349091022792,4.349091022692,4.349091022692,4.349091022692,4.349091022692,4.349091022592,4.349091022592,4.349091022692,3.533146874892,3.122270047592,4.276736269892,4.020041277992,4.349091022692,4.223656488492,4.100515159792,4.107722207992,4.349091022592,4.349091022632,4.349091022632,4.349091022692,4.349091022692,4.349091022692,4.349091022692,4.836918014392,4.836918014392,4.836918014692,4.836918014692,4.836918014692,4.836918014692,4.836918014692,4.319739052092,4.836918014892,4.764789376622,4.836918014882,4.836918014902,4.836918014902,4.794882868992,6.721177807792,7.096555635992,7.096555635992,5.918616071362,6.692270142092,7.096555635992,7.096555635992,7.096555635992,7.096555635992,7.096555636492,5.468670168172,7.274495278072,7.274495278072,6.970657956402,6.470535416372,7.127449960572,7.274495278172,7.274495278172,7.274495278142,7.274495278142,7.263893587472,7.274495278072,7.274495278072,7.274495278012,7.274495278012,7.274495278072,7.274495277672,5.971913928352,4.960864559272,7.274495277912,7.274495277952,7.274495277952,7.274495277962,7.274495277962,7.274495277962,7.274495277962,7.274495277622,7.274495277622,7.274495277662,7.274495277662,7.139455034062,6.532373259052,7.274495278052,6.822289898552,7.274495277982,7.274495277972,7.274495277972,7.274495278012,7.274495278012,7.274495277962,7.274495278012,7.274495278012,7.274495277982,7.274495277982,7.274495277582,7.274495278032,7.274495278032,7.274495277962,7.274495277962,7.232731337622,7.274495277932,7.185348547832,7.255837519592,7.274495277992,7.274495277932,7.274495278042,7.274495278012,7.274495278012,7.274495278042,7.274495278042,7.015239539742,7.274495278212,5.526288003512,6.188491059762,6.429922992662,7.274495278092,7.274495277992,7.274495277992,7.274495277992,7.274495278002,7.274495278002,7.274495277992,7.274495277992,7.274495278062,7.274495278062,5.108079451362,4.955622609332,5.703201022262
"t59",4.938170442292,4.708742021892,4.7088984267,4.7088984267,2.805513675,1.7936953419,0,0.9568963352,3.4801583975,3.8871178229,3.8263720408,3.88711782293,3.88711782293,3.8871178229,3.243739753392,5.585137646092,5.585137645992,5.585137645992,5.585137645992,5.585137645992,5.585137645892,5.585137645892,5.585137645992,4.769193498192,4.358316670892,5.512782893192,5.256087901292,5.585137645992,5.459703111792,5.336561783092,5.343768831292,5.585137645892,5.585137645932,5.585137645932,5.585137645992,5.585137645992,5.585137645992,5.585137645992,6.072964637692,6.072964637692,6.072964637992,6.072964637992,6.072964637992,6.072964637992,6.072964637992,5.555785675392,6.072964638192,6.000835999922,6.072964638182,6.072964638202,6.072964638202,6.030929492292,7.957224431092,8.332602259292,8.332602259292,7.154662694662,7.928316765392,8.332602259292,8.332602259292,8.332602259292,8.332602259292,8.332602259792,6.704716791472,8.510541901372,8.510541901372,8.206704579702,7.706582039672,8.363496583872,8.510541901472,8.510541901472,8.510541901442,8.510541901442,8.499940210772,8.510541901372,8.510541901372,8.510541901312,8.510541901312,8.510541901372,8.510541900972,7.207960551652,6.196911182572,8.510541901212,8.510541901252,8.510541901252,8.510541901262,8.510541901262,8.510541901262,8.510541901262,8.510541900922,8.510541900922,8.510541900962,8.510541900962,8.375501657362,7.768419882352,8.510541901352,8.058336521852,8.510541901282,8.510541901272,8.510541901272,8.510541901312,8.510541901312,8.510541901262,8.510541901312,8.510541901312,8.510541901282,8.510541901282,8.510541900882,8.510541901332,8.510541901332,8.510541901262,8.510541901262,8.468777960922,8.510541901232,8.421395171132,8.491884142892,8.510541901292,8.510541901232,8.510541901342,8.510541901312,8.510541901312,8.510541901342,8.510541901342,8.251286163042,8.510541901512,6.762334626812,7.424537683062,7.665969615962,8.510541901392,8.510541901292,8.510541901292,8.510541901292,8.510541901302,8.510541901302,8.510541901292,8.510541901292,8.510541901362,8.510541901362,6.344126074662,6.191669232632,6.939247645562
"t60",4.938170442292,4.708742021892,4.7088984267,4.7088984267,2.805513675,1.7936953419,0.9568963352,0,3.4801583975,3.8871178229,3.8263720408,3.88711782293,3.88711782293,3.8871178229,3.243739753392,5.585137646092,5.585137645992,5.585137645992,5.585137645992,5.585137645992,5.585137645892,5.585137645892,5.585137645992,4.769193498192,4.358316670892,5.512782893192,5.256087901292,5.585137645992,5.459703111792,5.336561783092,5.343768831292,5.585137645892,5.585137645932,5.585137645932,5.585137645992,5.585137645992,5.585137645992,5.585137645992,6.072964637692,6.072964637692,6.072964637992,6.072964637992,6.072964637992,6.072964637992,6.072964637992,5.555785675392,6.072964638192,6.000835999922,6.072964638182,6.072964638202,6.072964638202,6.030929492292,7.957224431092,8.332602259292,8.332602259292,7.154662694662,7.928316765392,8.332602259292,8.332602259292,8.332602259292,8.332602259292,8.332602259792,6.704716791472,8.510541901372,8.510541901372,8.206704579702,7.706582039672,8.363496583872,8.510541901472,8.510541901472,8.510541901442,8.510541901442,8.499940210772,8.510541901372,8.510541901372,8.510541901312,8.510541901312,8.510541901372,8.510541900972,7.207960551652,6.196911182572,8.510541901212,8.510541901252,8.510541901252,8.510541901262,8.510541901262,8.510541901262,8.510541901262,8.510541900922,8.510541900922,8.510541900962,8.510541900962,8.375501657362,7.768419882352,8.510541901352,8.058336521852,8.510541901282,8.510541901272,8.510541901272,8.510541901312,8.510541901312,8.510541901262,8.510541901312,8.510541901312,8.510541901282,8.510541901282,8.510541900882,8.510541901332,8.510541901332,8.510541901262,8.510541901262,8.468777960922,8.510541901232,8.421395171132,8.491884142892,8.510541901292,8.510541901232,8.510541901342,8.510541901312,8.510541901312,8.510541901342,8.510541901342,8.251286163042,8.510541901512,6.762334626812,7.424537683062,7.665969615962,8.510541901392,8.510541901292,8.510541901292,8.510541901292,8.510541901302,8.510541901302,8.510541901292,8.510541901292,8.510541901362,8.510541901362,6.344126074662,6.191669232632,6.939247645562
"t58",4.531211016592,4.301782596192,4.301939001,4.301939001,2.3985542493,2.2441117742,3.4801583975,3.4801583975,0,0.583664671,0.5229188889,1.80806050943,1.80806050943,1.8080605094,2.836780327692,5.178178220392,5.178178220292,5.178178220292,5.178178220292,5.178178220292,5.178178220192,5.178178220192,5.178178220292,4.362234072492,3.951357245192,5.105823467492,4.849128475592,5.178178220292,5.052743686092,4.929602357392,4.936809405592,5.178178220192,5.178178220232,5.178178220232,5.178178220292,5.178178220292,5.178178220292,5.178178220292,5.666005211992,5.666005211992,5.666005212292,5.666005212292,5.666005212292,5.666005212292,5.666005212292,5.148826249692,5.666005212492,5.593876574222,5.666005212482,5.666005212502,5.666005212502,5.623970066592,7.550265005392,7.925642833592,7.925642833592,6.747703268962,7.521357339692,7.925642833592,7.925642833592,7.925642833592,7.925642833592,7.925642834092,6.297757365772,8.103582475672,8.103582475672,7.799745154002,7.299622613972,7.956537158172,8.103582475772,8.103582475772,8.103582475742,8.103582475742,8.092980785072,8.103582475672,8.103582475672,8.103582475612,8.103582475612,8.103582475672,8.103582475272,6.801001125952,5.789951756872,8.103582475512,8.103582475552,8.103582475552,8.103582475562,8.103582475562,8.103582475562,8.103582475562,8.103582475222,8.103582475222,8.103582475262,8.103582475262,7.968542231662,7.361460456652,8.103582475652,7.651377096152,8.103582475582,8.103582475572,8.103582475572,8.103582475612,8.103582475612,8.103582475562,8.103582475612,8.103582475612,8.103582475582,8.103582475582,8.103582475182,8.103582475632,8.103582475632,8.103582475562,8.103582475562,8.061818535222,8.103582475532,8.014435745432,8.084924717192,8.103582475592,8.103582475532,8.103582475642,8.103582475612,8.103582475612,8.103582475642,8.103582475642,7.844326737342,8.103582475812,6.355375201112,7.017578257362,7.259010190262,8.103582475692,8.103582475592,8.103582475592,8.103582475592,8.103582475602,8.103582475602,8.103582475592,8.103582475592,8.103582475662,8.103582475662,5.937166648962,5.784709806932,6.532288219862
"t84",4.938170441992,4.708742021592,4.7088984264,4.7088984264,2.8055136747,2.6510711996,3.8871178229,3.8871178229,0.583664671,0,0.5628279665,2.21501993483,2.21501993483,2.2150199348,3.243739753092,5.585137645792,5.585137645692,5.585137645692,5.585137645692,5.585137645692,5.585137645592,5.585137645592,5.585137645692,4.769193497892,4.358316670592,5.512782892892,5.256087900992,5.585137645692,5.459703111492,5.336561782792,5.343768830992,5.585137645592,5.585137645632,5.585137645632,5.585137645692,5.585137645692,5.585137645692,5.585137645692,6.072964637392,6.072964637392,6.072964637692,6.072964637692,6.072964637692,6.072964637692,6.072964637692,5.555785675092,6.072964637892,6.000835999622,6.072964637882,6.072964637902,6.072964637902,6.030929491992,7.957224430792,8.332602258992,8.332602258992,7.154662694362,7.928316765092,8.332602258992,8.332602258992,8.332602258992,8.332602258992,8.332602259492,6.704716791172,8.510541901072,8.510541901072,8.206704579402,7.706582039372,8.363496583572,8.510541901172,8.510541901172,8.510541901142,8.510541901142,8.499940210472,8.510541901072,8.510541901072,8.510541901012,8.510541901012,8.510541901072,8.510541900672,7.207960551352,6.196911182272,8.510541900912,8.510541900952,8.510541900952,8.510541900962,8.510541900962,8.510541900962,8.510541900962,8.510541900622,8.510541900622,8.510541900662,8.510541900662,8.375501657062,7.768419882052,8.510541901052,8.058336521552,8.510541900982,8.510541900972,8.510541900972,8.510541901012,8.510541901012,8.510541900962,8.510541901012,8.510541901012,8.510541900982,8.510541900982,8.510541900582,8.510541901032,8.510541901032,8.510541900962,8.510541900962,8.468777960622,8.510541900932,8.421395170832,8.491884142592,8.510541900992,8.510541900932,8.510541901042,8.510541901012,8.510541901012,8.510541901042,8.510541901042,8.251286162742,8.510541901212,6.762334626512,7.424537682762,7.665969615662,8.510541901092,8.510541900992,8.510541900992,8.510541900992,8.510541901002,8.510541901002,8.510541900992,8.510541900992,8.510541901062,8.510541901062,6.344126074362,6.191669232332,6.939247645262
