"","t2","t10","t11","t109","t134","t135","t92","t7","t3","t136","t137","t111","t32","t20","t5","t25","t53","t90","t91","t9","t23","t54","t55","t52","t93","t94","t38","t31","t59","t112","t113","t95","t126","t127","t68","t45","t46","t48","t77","t78","t19","t82","t83","t56","t86","t87","t88","t79","t80","t36","t118","t119","t69","t99","t100","t47","t15","t114","t115","t41","t42","t138","t139","t21","t22","t74","t101","t102","t66","t107","t108","t70","t71","t58","t43","t44","t61","t62","t63","t120","t121","t76","t33","t50","t81","t122","t123","t124","t125","t51","t35","t8","t16","t84","t85","t67","t72","t73","t110","t128","t129","t57","t34","t13","t6","t27","t130","t131","t60","t37","t12","t39","t40","t29","t30","t28","t24","t14","t4","t89","t103","t104","t96","t132","t133","t97","t98","t49","t17","t18","t116","t117","t75","t64","t65","t26","t105","t106","t1"
"t2",0,3.374080460643,3.58584905383,5.3221513139,5.32215131384,5.32215131384,5.11359552096,3.8632491051,1.4730042534,5.3221513134375,5.3221513134375,5.3221513135,5.322151313,4.4579948885,3.2507807815,5.3221513134,4.8798223552,5.0978318975,5.3221513133,4.4181343623,5.3221513135,5.322151313511,5.322151313511,5.3221513136,5.3221513135,5.3221513135,4.6494630205,4.9339298449,5.3221513134,5.32215131337,5.32215131337,5.32215131337,5.32215131331,5.32215131331,5.0018782899,5.3221513135,5.3221513135,5.3221513135,5.3221513135,5.3221513135,5.3221513138,5.3221513135,4.922673459569,5.3221513135,5.3221513135,5.32215131353064,5.32215131353064,5.3221513135,5.3221513135,5.19850750471,5.32215131351,5.32215131351,5.32215131351,5.3221513135,5.3221513135,5.2664092183,5.3221513133,5.3221513132,5.3221513132,5.2451526557,5.3221513134,5.3221513130547,5.3221513130547,4.08506227863,5.32215131323,5.32215131344,5.32215131334,5.32215131334,5.32215131343,5.23494640066,5.32215131337,5.32215131347,4.89774345405,5.32215131347,5.1674168308,5.3221513134,5.32215131345,5.32215131345,5.04103987935,5.32215131335,5.32215131335,5.17946443015,5.09611627695,5.322151313424,4.939449081314,5.322151313364,5.3221513133996,5.3221513133596,5.3221513133596,5.322151313364,5.205505828224,3.81378324885,3.88186564433,5.32215131343,5.32215131343,5.32215131341,5.32215131338,5.32215131338,5.32215131343,5.32215131341,5.32215131341,5.32215131343,5.32215131353,3.97684730003,2.8379232046,4.6719709831,5.32215131333,5.32215131333,5.3221513133,5.3221513137,3.62450737543,4.98170094023,5.32215131333,5.32215131296,5.32215131296,5.32215131325,5.32215131303,5.32215131383,2.070795069,5.322151313241,5.322151313241,5.322151313241,5.322151313241,5.322151313281,5.322151313281,5.322151312941,5.322151312941,5.322151312941,5.322151313,5.32215131294,5.3221513132,5.3221513132,4.9559056837,5.2828681420159,5.3221513132159,5.30095421281,5.32215131321,5.32215131321,0.79111958578
"t10",3.374080460643,0,0.225810600213,2.101641116143,2.101641116083,2.101641116083,1.893085323203,1.227132672543,3.269578270843,7.1187253308805,7.1187253308805,7.118725330943,7.118725330443,6.254568905943,5.047354798943,7.118725330843,6.676396372643,6.894405914943,7.118725330743,6.214708379743,7.118725330943,7.118725330954,7.118725330954,7.118725331043,7.118725330943,7.118725330943,6.446037037943,6.730503862343,7.118725330843,7.118725330813,7.118725330813,7.118725330813,7.118725330753,7.118725330753,6.798452307343,7.118725330943,7.118725330943,7.118725330943,7.118725330943,7.118725330943,7.118725331243,7.118725330943,6.719247477012,7.118725330943,7.118725330943,7.11872533097364,7.11872533097364,7.118725330943,7.118725330943,6.995081522153,7.118725330953,7.118725330953,7.118725330953,7.118725330943,7.118725330943,7.062983235743,7.118725330743,7.118725330643,7.118725330643,7.041726673143,7.118725330843,7.1187253304977,7.1187253304977,5.881636296073,7.118725330673,7.118725330883,7.118725330783,7.118725330783,7.118725330873,7.031520418103,7.118725330813,7.118725330913,6.694317471493,7.118725330913,6.963990848243,7.118725330843,7.118725330893,7.118725330893,6.837613896793,7.118725330793,7.118725330793,6.976038447593,6.892690294393,7.118725330867,6.736023098757,7.118725330807,7.1187253308426,7.1187253308026,7.1187253308026,7.118725330807,7.002079845667,5.610357266293,5.678439661773,7.118725330873,7.118725330873,7.118725330853,7.118725330823,7.118725330823,7.118725330873,7.118725330853,7.118725330853,7.118725330873,7.118725330973,5.773421317473,4.634497222043,6.468545000543,7.118725330773,7.118725330773,7.118725330743,7.118725331143,5.421081392873,6.778274957673,7.118725330773,7.118725330403,7.118725330403,7.118725330693,7.118725330473,7.118725331273,3.867369086443,7.118725330684,7.118725330684,7.118725330684,7.118725330684,7.118725330724,7.118725330724,7.118725330384,7.118725330384,7.118725330384,7.118725330443,7.118725330383,7.118725330643,7.118725330643,6.752479701143,7.0794421594589,7.1187253306589,7.097528230253,7.118725330653,7.118725330653,3.167943800223
"t11",3.58584905383,0.225810600213,0,2.31340970933,2.31340970927,2.31340970927,2.10485391639,1.43890126573,3.48134686403,7.3304939240675,7.3304939240675,7.33049392413,7.33049392363,6.46633749913,5.25912339213,7.33049392403,6.88816496583,7.10617450813,7.33049392393,6.42647697293,7.33049392413,7.330493924141,7.330493924141,7.33049392423,7.33049392413,7.33049392413,6.65780563113,6.94227245553,7.33049392403,7.330493924,7.330493924,7.330493924,7.33049392394,7.33049392394,7.01022090053,7.33049392413,7.33049392413,7.33049392413,7.33049392413,7.33049392413,7.33049392443,7.33049392413,6.931016070199,7.33049392413,7.33049392413,7.33049392416064,7.33049392416064,7.33049392413,7.33049392413,7.20685011534,7.33049392414,7.33049392414,7.33049392414,7.33049392413,7.33049392413,7.27475182893,7.33049392393,7.33049392383,7.33049392383,7.25349526633,7.33049392403,7.3304939236847,7.3304939236847,6.09340488926,7.33049392386,7.33049392407,7.33049392397,7.33049392397,7.33049392406,7.24328901129,7.330493924,7.3304939241,6.90608606468,7.3304939241,7.17575944143,7.33049392403,7.33049392408,7.33049392408,7.04938248998,7.33049392398,7.33049392398,7.18780704078,7.10445888758,7.330493924054,6.947791691944,7.330493923994,7.3304939240296,7.3304939239896,7.3304939239896,7.330493923994,7.213848438854,5.82212585948,5.89020825496,7.33049392406,7.33049392406,7.33049392404,7.33049392401,7.33049392401,7.33049392406,7.33049392404,7.33049392404,7.33049392406,7.33049392416,5.98518991066,4.84626581523,6.68031359373,7.33049392396,7.33049392396,7.33049392393,7.33049392433,5.63284998606,6.99004355086,7.33049392396,7.33049392359,7.33049392359,7.33049392388,7.33049392366,7.33049392446,4.07913767963,7.330493923871,7.330493923871,7.330493923871,7.330493923871,7.330493923911,7.330493923911,7.330493923571,7.330493923571,7.330493923571,7.33049392363,7.33049392357,7.33049392383,7.33049392383,6.96424829433,7.2912107526459,7.3304939238459,7.30929682344,7.33049392384,7.33049392384,3.37971239341
"t109",5.3221513139,2.101641116143,2.31340970933,0,0.30803281974,0.30803281974,0.33243281046,3.1752035258,5.2176491241,9.0667961841375,9.0667961841375,9.0667961842,9.0667961837,8.2026397592,6.9954256522,9.0667961841,8.6244672259,8.8424767682,9.066796184,8.162779233,9.0667961842,9.066796184211,9.066796184211,9.0667961843,9.0667961842,9.0667961842,8.3941078912,8.6785747156,9.0667961841,9.06679618407,9.06679618407,9.06679618407,9.06679618401,9.06679618401,8.7465231606,9.0667961842,9.0667961842,9.0667961842,9.0667961842,9.0667961842,9.0667961845,9.0667961842,8.667318330269,9.0667961842,9.0667961842,9.06679618423065,9.06679618423065,9.0667961842,9.0667961842,8.94315237541,9.06679618421,9.06679618421,9.06679618421,9.0667961842,9.0667961842,9.011054089,9.066796184,9.0667961839,9.0667961839,8.9897975264,9.0667961841,9.0667961837547,9.0667961837547,7.82970714933,9.06679618393,9.06679618414,9.06679618404,9.06679618404,9.06679618413,8.97959127136,9.06679618407,9.06679618417,8.64238832475,9.06679618417,8.9120617015,9.0667961841,9.06679618415,9.06679618415,8.78568475005,9.06679618405,9.06679618405,8.92410930085,8.84076114765,9.066796184124,8.684093952014,9.066796184064,9.0667961840996,9.0667961840596,9.0667961840596,9.066796184064,8.950150698924,7.55842811955,7.62651051503,9.06679618413,9.06679618413,9.06679618411,9.06679618408,9.06679618408,9.06679618413,9.06679618411,9.06679618411,9.06679618413,9.06679618423,7.72149217073,6.5825680753,8.4166158538,9.06679618403,9.06679618403,9.066796184,9.0667961844,7.36915224613,8.72634581093,9.06679618403,9.06679618366,9.06679618366,9.06679618395,9.06679618373,9.06679618453,5.8154399397,9.066796183941,9.066796183941,9.066796183941,9.066796183941,9.066796183981,9.066796183981,9.066796183641,9.066796183641,9.066796183641,9.0667961837,9.06679618364,9.0667961839,9.0667961839,8.7005505544,9.0275130127159,9.0667961839159,9.04559908351,9.06679618391,9.06679618391,5.11601465348
"t134",5.32215131384,2.101641116083,2.31340970927,0.30803281974,0,0.02200704348,0.3324328104,3.17520352574,5.21764912404,9.0667961840775,9.0667961840775,9.06679618414,9.06679618364,8.20263975914,6.99542565214,9.06679618404,8.62446722584,8.84247676814,9.06679618394,8.16277923294,9.06679618414,9.066796184151,9.066796184151,9.06679618424,9.06679618414,9.06679618414,8.39410789114,8.67857471554,9.06679618404,9.06679618401,9.06679618401,9.06679618401,9.06679618395,9.06679618395,8.74652316054,9.06679618414,9.06679618414,9.06679618414,9.06679618414,9.06679618414,9.06679618444,9.06679618414,8.667318330209,9.06679618414,9.06679618414,9.06679618417065,9.06679618417065,9.06679618414,9.06679618414,8.94315237535,9.06679618415,9.06679618415,9.06679618415,9.06679618414,9.06679618414,9.01105408894,9.06679618394,9.06679618384,9.06679618384,8.98979752634,9.06679618404,9.0667961836947,9.0667961836947,7.82970714927,9.06679618387,9.06679618408,9.06679618398,9.06679618398,9.06679618407,8.9795912713,9.06679618401,9.06679618411,8.64238832469,9.06679618411,8.91206170144,9.06679618404,9.06679618409,9.06679618409,8.78568474999,9.06679618399,9.06679618399,8.92410930079,8.84076114759,9.066796184064,8.684093951954,9.066796184004,9.0667961840396,9.0667961839996,9.0667961839996,9.066796184004,8.950150698864,7.55842811949,7.62651051497,9.06679618407,9.06679618407,9.06679618405,9.06679618402,9.06679618402,9.06679618407,9.06679618405,9.06679618405,9.06679618407,9.06679618417,7.72149217067,6.58256807524,8.41661585374,9.06679618397,9.06679618397,9.06679618394,9.06679618434,7.36915224607,8.72634581087,9.06679618397,9.0667961836,9.0667961836,9.06679618389,9.06679618367,9.06679618447,5.81543993964,9.066796183881,9.066796183881,9.066796183881,9.066796183881,9.066796183921,9.066796183921,9.066796183581,9.066796183581,9.066796183581,9.06679618364,9.06679618358,9.06679618384,9.06679618384,8.70055055434,9.0275130126559,9.0667961838559,9.04559908345,9.06679618385,9.06679618385,5.11601465342
"t135",5.32215131384,2.101641116083,2.31340970927,0.30803281974,0.02200704348,0,0.3324328104,3.17520352574,5.21764912404,9.0667961840775,9.0667961840775,9.06679618414,9.06679618364,8.20263975914,6.99542565214,9.06679618404,8.62446722584,8.84247676814,9.06679618394,8.16277923294,9.06679618414,9.066796184151,9.066796184151,9.06679618424,9.06679618414,9.06679618414,8.39410789114,8.67857471554,9.06679618404,9.06679618401,9.06679618401,9.06679618401,9.06679618395,9.06679618395,8.74652316054,9.06679618414,9.06679618414,9.06679618414,9.06679618414,9.06679618414,9.06679618444,9.06679618414,8.667318330209,9.06679618414,9.06679618414,9.06679618417065,9.06679618417065,9.06679618414,9.06679618414,8.94315237535,9.06679618415,9.06679618415,9.06679618415,9.06679618414,9.06679618414,9.01105408894,9.06679618394,9.06679618384,9.06679618384,8.98979752634,9.06679618404,9.0667961836947,9.0667961836947,7.82970714927,9.06679618387,9.06679618408,9.06679618398,9.06679618398,9.06679618407,8.9795912713,9.06679618401,9.06679618411,8.64238832469,9.06679618411,8.91206170144,9.06679618404,9.06679618409,9.06679618409,8.78568474999,9.06679618399,9.06679618399,8.92410930079,8.84076114759,9.066796184064,8.684093951954,9.066796184004,9.0667961840396,9.0667961839996,9.0667961839996,9.066796184004,8.950150698864,7.55842811949,7.62651051497,9.06679618407,9.06679618407,9.06679618405,9.06679618402,9.06679618402,9.06679618407,9.06679618405,9.06679618405,9.06679618407,9.06679618417,7.72149217067,6.58256807524,8.41661585374,9.06679618397,9.06679618397,9.06679618394,9.06679618434,7.36915224607,8.72634581087,9.06679618397,9.0667961836,9.0667961836,9.06679618389,9.06679618367,9.06679618447,5.81543993964,9.066796183881,9.066796183881,9.066796183881,9.066796183881,9.066796183921,9.066796183921,9.066796183581,9.066796183581,9.066796183581,9.06679618364,9.06679618358,9.06679618384,9.06679618384,8.70055055434,9.0275130126559,9.0667961838559,9.04559908345,9.06679618385,9.06679618385,5.11601465342
"t92",5.11359552096,1.893085323203,2.10485391639,0.33243281046,0.3324328104,0.3324328104,0,2.96664773286,5.00909333116,8.8582403911975,8.8582403911975,8.85824039126,8.85824039076,7.99408396626,6.78686985926,8.85824039116,8.41591143296,8.63392097526,8.85824039106,7.95422344006,8.85824039126,8.858240391271,8.858240391271,8.85824039136,8.85824039126,8.85824039126,8.18555209826,8.47001892266,8.85824039116,8.85824039113,8.85824039113,8.85824039113,8.85824039107,8.85824039107,8.53796736766,8.85824039126,8.85824039126,8.85824039126,8.85824039126,8.85824039126,8.85824039156,8.85824039126,8.458762537329,8.85824039126,8.85824039126,8.85824039129065,8.85824039129065,8.85824039126,8.85824039126,8.73459658247,8.85824039127,8.85824039127,8.85824039127,8.85824039126,8.85824039126,8.80249829606,8.85824039106,8.85824039096,8.85824039096,8.78124173346,8.85824039116,8.8582403908147,8.8582403908147,7.62115135639,8.85824039099,8.8582403912,8.8582403911,8.8582403911,8.85824039119,8.77103547842,8.85824039113,8.85824039123,8.43383253181,8.85824039123,8.70350590856,8.85824039116,8.85824039121,8.85824039121,8.57712895711,8.85824039111,8.85824039111,8.71555350791,8.63220535471,8.858240391184,8.475538159074,8.858240391124,8.8582403911596,8.8582403911196,8.8582403911196,8.858240391124,8.741594905984,7.34987232661,7.41795472209,8.85824039119,8.85824039119,8.85824039117,8.85824039114,8.85824039114,8.85824039119,8.85824039117,8.85824039117,8.85824039119,8.85824039129,7.51293637779,6.37401228236,8.20806006086,8.85824039109,8.85824039109,8.85824039106,8.85824039146,7.16059645319,8.51779001799,8.85824039109,8.85824039072,8.85824039072,8.85824039101,8.85824039079,8.85824039159,5.60688414676,8.858240391001,8.858240391001,8.858240391001,8.858240391001,8.858240391041,8.858240391041,8.858240390701,8.858240390701,8.858240390701,8.85824039076,8.8582403907,8.85824039096,8.85824039096,8.49199476146,8.8189572197759,8.8582403909759,8.83704329057,8.85824039097,8.85824039097,4.90745886054
"t7",3.8632491051,1.227132672543,1.43890126573,3.1752035258,3.17520352574,3.17520352574,2.96664773286,0,3.7587469153,7.6078939753375,7.6078939753375,7.6078939754,7.6078939749,6.7437375504,5.5365234434,7.6078939753,7.1655650171,7.3835745594,7.6078939752,6.7038770242,7.6078939754,7.607893975411,7.607893975411,7.6078939755,7.6078939754,7.6078939754,6.9352056824,7.2196725068,7.6078939753,7.60789397527,7.60789397527,7.60789397527,7.60789397521,7.60789397521,7.2876209518,7.6078939754,7.6078939754,7.6078939754,7.6078939754,7.6078939754,7.6078939757,7.6078939754,7.208416121469,7.6078939754,7.6078939754,7.60789397543065,7.60789397543065,7.6078939754,7.6078939754,7.48425016661,7.60789397541,7.60789397541,7.60789397541,7.6078939754,7.6078939754,7.5521518802,7.6078939752,7.6078939751,7.6078939751,7.5308953176,7.6078939753,7.6078939749547,7.6078939749547,6.37080494053,7.60789397513,7.60789397534,7.60789397524,7.60789397524,7.60789397533,7.52068906256,7.60789397527,7.60789397537,7.18348611595,7.60789397537,7.4531594927,7.6078939753,7.60789397535,7.60789397535,7.32678254125,7.60789397525,7.60789397525,7.46520709205,7.38185893885,7.607893975324,7.225191743214,7.607893975264,7.6078939752996,7.6078939752596,7.6078939752596,7.607893975264,7.491248490124,6.09952591075,6.16760830623,7.60789397533,7.60789397533,7.60789397531,7.60789397528,7.60789397528,7.60789397533,7.60789397531,7.60789397531,7.60789397533,7.60789397543,6.26258996193,5.1236658665,6.957713645,7.60789397523,7.60789397523,7.6078939752,7.6078939756,5.91025003733,7.26744360213,7.60789397523,7.60789397486,7.60789397486,7.60789397515,7.60789397493,7.60789397573,4.3565377309,7.607893975141,7.607893975141,7.607893975141,7.607893975141,7.607893975181,7.607893975181,7.607893974841,7.607893974841,7.607893974841,7.6078939749,7.60789397484,7.6078939751,7.6078939751,7.2416483456,7.5686108039159,7.6078939751159,7.58669687471,7.60789397511,7.60789397511,3.65711244468
"t3",1.4730042534,3.269578270843,3.48134686403,5.2176491241,5.21764912404,5.21764912404,5.00909333116,3.7587469153,0,4.7695409358375,4.7695409358375,4.7695409359,4.7695409354,3.9053845109,2.6981704039,4.7695409358,4.3272119776,4.5452215199,4.7695409357,3.8655239847,4.7695409359,4.769540935911,4.769540935911,4.769540936,4.7695409359,4.7695409359,4.0968526429,4.3813194673,4.7695409358,4.76954093577,4.76954093577,4.76954093577,4.76954093571,4.76954093571,4.4492679123,4.7695409359,4.7695409359,4.7695409359,4.7695409359,4.7695409359,4.7695409362,4.7695409359,4.370063081969,4.7695409359,4.7695409359,4.76954093593064,4.76954093593064,4.7695409359,4.7695409359,4.64589712711,4.76954093591,4.76954093591,4.76954093591,4.7695409359,4.7695409359,4.7137988407,4.7695409357,4.7695409356,4.7695409356,4.6925422781,4.7695409358,4.7695409354547,4.7695409354547,3.53245190103,4.76954093563,4.76954093584,4.76954093574,4.76954093574,4.76954093583,4.68233602306,4.76954093577,4.76954093587,4.34513307645,4.76954093587,4.6148064532,4.7695409358,4.76954093585,4.76954093585,4.48842950175,4.76954093575,4.76954093575,4.62685405255,4.54350589935,4.769540935824,4.386838703714,4.769540935764,4.7695409357996,4.7695409357596,4.7695409357596,4.769540935764,4.652895450624,3.26117287125,3.32925526673,4.76954093583,4.76954093583,4.76954093581,4.76954093578,4.76954093578,4.76954093583,4.76954093581,4.76954093581,4.76954093583,4.76954093593,3.42423692243,2.285312827,4.1193606055,4.76954093573,4.76954093573,4.7695409357,4.7695409361,3.07189699783,4.42909056263,4.76954093573,4.76954093536,4.76954093536,4.76954093565,4.76954093543,4.76954093623,1.5181846914,4.769540935641,4.769540935641,4.769540935641,4.769540935641,4.769540935681,4.769540935681,4.769540935341,4.769540935341,4.769540935341,4.7695409354,4.76954093534,4.7695409356,4.7695409356,4.4032953061,4.7302577644159,4.7695409356159,4.74834383521,4.76954093561,4.76954093561,1.26686759298
"t136",5.3221513134375,7.1187253308805,7.3304939240675,9.0667961841375,9.0667961840775,9.0667961840775,8.8582403911975,7.6078939753375,4.7695409358375,0,0.000892870875,0.3021020489375,2.3121421004375,2.0318816277375,3.5569278507375,7.2840753808375,6.8417464226375,7.0597559649375,7.2840753807375,6.3800584297375,7.2840753809375,7.2840753809485,7.2840753809485,7.2840753810375,7.2840753809375,7.2840753809375,6.6113870879375,6.8958539123375,7.2840753808375,7.2840753808075,7.2840753808075,7.2840753808075,7.2840753807475,7.2840753807475,6.9638023573375,7.2840753809375,7.2840753809375,7.2840753809375,7.2840753809375,7.2840753809375,7.2840753812375,7.2840753809375,6.8845975270065,7.2840753809375,7.2840753809375,7.28407538096814,7.28407538096814,7.2840753809375,7.2840753809375,7.1604315721475,7.2840753809475,7.2840753809475,7.2840753809475,7.2840753809375,7.2840753809375,7.2283332857375,7.2840753807375,7.2840753806375,7.2840753806375,7.2070767231375,7.2840753808375,7.2840753804922,7.2840753804922,6.6793879662675,7.9164770008675,7.9164770010775,7.9164770009775,7.9164770009775,7.9164770010675,7.8292720882975,7.9164770010075,7.9164770011075,7.4920691416875,7.9164770011075,7.7617425184375,7.9164770010375,7.9164770010875,7.9164770010875,7.6353655669875,7.9164770009875,7.9164770009875,7.7737901177875,7.6904419645875,7.9164770010615,7.5337747689515,7.9164770010015,7.9164770010371,7.9164770009971,7.9164770009971,7.9164770010015,7.7998315158615,6.4081089364875,6.4761913319675,7.9164770010675,7.9164770010675,7.9164770010475,7.9164770010175,7.9164770010175,7.9164770010675,7.9164770010475,7.9164770010475,7.9164770010675,7.9164770011675,6.5711729876675,5.4322488922375,7.2662966707375,7.9164770009675,7.9164770009675,7.9164770009375,7.9164770013375,6.2188330630675,7.5760266278675,7.9164770009675,7.9164770005975,7.9164770005975,7.9164770008875,7.9164770006675,7.9164770014675,4.8315508108375,8.0829070550785,8.0829070550785,8.0829070550785,8.0829070550785,8.0829070551185,8.0829070551185,8.0829070547785,8.0829070547785,8.0829070547785,8.0829070548375,8.0829070547775,8.0829070550375,8.0829070550375,7.7166614255375,8.0436238838534,8.0829070550534,8.0617099546475,8.0829070550475,8.0829070550475,5.1160146530175
