"accepted_species","trait_BM_trend_scaled"
"t21",-0.0491780303893256
"t78",-0.0710249301030245
"t79",0.0034440190479625
"t2",0.0293357857737604
"t88",-0.414571283735979
"t97",-1.15986998517018
"t98",-1.04215175111583
"t38",-0.741255853001892
"t54",0.215190821210334
"t55",-0.528715674554437
"t34",-0.0250281200101961
"t51",-0.801259966708703
"t52",0.0649104051399319
"t89",-0.610350118323965
"t90",-1.21576050213514
"t45",-1.7489082743693
"t46",-1.611903507294
"t59",-0.230672527681262
"t60",-0.690020850847007
"t35",-1.437503095511
"t36",-0.637760928448818
"t31",-0.989473012113558
"t32",0.0564367077094803
"t40",-1.45467132857144
"t41",-0.785207980039147
"t70",-0.114927857145413
"t71",-0.500449812170068
"t10",1.07671540487277
"t11",-1.75616544332701
"t91",0.482998273077414
"t92",0.222978383777858
"t15",-0.908953162465921
"t26",-0.0319671712171685
"t47",-0.928336035634368
"t48",-1.08717943677176
"t39",-1.66413959460029
"t23",-0.780811650942166
"t62",-1.39083317277255
"t63",-0.951313887452819
"t13",-1.25898305572573
"t14",-1.23521275860598
"t12",-0.0522979032366548
"t80",-1.49554656019024
"t81",-1.709874523374
"t44",-0.908818910272938
"t9",-0.472220956812372
"t18",1.83294351128581
"t19",1.27657716415249
"t20",2.83632319377091
"t5",0.868008930178859
"t6",1.2060362474741
"t1",0.676062380196579
"t42",2.33684919981266
"t43",1.42879283402583
"t3",2.19134444025266
"t61",-0.589064217599213
"t68",0.308901908653755
"t69",-0.183755569472911
"t49",-0.529389887614236
"t50",-1.12286049859847
"t24",-0.890843881693723
"t25",0.0740426464069673
"t27",0.922575568374923
"t82",1.01311638275978
"t83",1.34846797703788
"t33",0.275964121176115
"t57",-0.50368008780129
"t58",0.0770221141336029
"t53",0.736678891996094
"t86",1.11673566089319
"t87",1.47875945178897
"t65",-1.26410959589364
"t66",-0.509819050879804
"t37",0.742730231670119
"t74",3.04209062691116e-05
"t75",-0.233280423248824
"t72",0.214991615608285
"t73",0.411277317262211
"t99",0.35008652802543
"t100",0.170005924704628
"t67",0.0898401342255339
"t4",0.259787889601571
"t7",0.59129079952328
"t95",0.169908602618748
"t96",0.00294050938717653
"t56",0.972646104398762
"t16",1.25266196546513
"t17",0.830160407691474
"t28",0.684309778886429
"t29",0.88928709270589
"t84",0.286448987465342
"t85",0.0530935913416046
"t64",0.274186072827735
"t93",0.360787220509455
"t94",0.461167915761966
"t22",1.25789362089781
"t76",1.61823011571756
"t77",2.01185195975554
"t30",1.43508938467534
"t8",-0.227793790970188
