"accepted_species","I1.1/1"
"t44","0"
"t13","0"
"t9","0"
"t36","0"
"t37","0"
"t10","0"
"t30","0"
"t32","0"
"t33","0"
"t85","0"
"t86","0"
"t77","0"
"t62","0"
"t63","0"
"t52","0"
"t27","0"
"t28","0"
"t3","0"
"t65","0"
"t93","0"
"t94","0"
"t42","0"
"t99","0"
"t100","0"
"t71","0"
"t68","0"
"t80","0"
"t89","0"
"t90","0"
"t87","0"
"t88","0"
"t24","0"
"t64","0"
"t81","0"
"t82","0"
"t20","1"
"t21","1"
"t57","1"
"t58","1"
"t72","1"
"t73","1"
"t7","1"
"t91","1"
"t92","1"
"t95","1"
"t96","1"
"t50","1"
"t29","1"
"t4","1"
"t18","1"
"t66","1"
"t67","1"
"t61","1"
"t15","1"
"t16","1"
"t8","1"
"t6","1"
"t45","1"
"t97","1"
"t98","1"
"t25","1"
"t26","1"
"t69","1"
"t70","1"
"t19","1"
"t1","1"
"t2","1"
"t17","1"
"t55","1"
"t56","1"
"t38","1"
"t47","1"
"t48","1"
"t11","1"
"t12","1"
"t34","1"
"t35","1"
"t14","1"
"t22","1"
"t23","1"
"t49","1"
"t74","1"
"t75","1"
"t78",NA
"t79","1"
"t51",NA
"t39",NA
"t43","1"
"t83",NA
"t84",NA
"t76","1"
"t31",NA
"t53",NA
"t54","1"
"t5",NA
"t40",NA
"t41",NA
"t59","1"
"t60","1"
"t46","1"
