"","nbr_traits","class","model","states","correlation","uncorr_traits","fraction_uncorr_traits","lambda","kappa","highCor","manTrait"
"1",1,"ordinal","SYM",2,"1",1,0,0.714529359713197,0.441480061272159,0,0
