"accepted_species","I1.1/1"
"t5","1"
"t73","1"
"t99","1"
"t100","0"
"t49","1"
"t11","1"
"t12","1"
"t79","0"
"t80","0"
"t61","1"
"t62","1"
"t10","1"
"t91","0"
"t92","0"
"t57","0"
"t30","1"
"t26","1"
"t38","1"
"t39","1"
"t8","1"
"t81","1"
"t82","1"
"t31",NA
"t47","0"
"t48","0"
"t23","0"
"t68","1"
"t77","1"
"t78",NA
"t7","0"
"t21","1"
"t22","0"
"t15","1"
"t16","0"
"t37","1"
"t55","1"
"t56","1"
"t51","1"
"t36","1"
"t89","1"
"t90","1"
"t18","1"
"t25","0"
"t27","1"
"t42","1"
"t43",NA
"t13","1"
"t2",NA
"t24","0"
"t74","0"
"t75","0"
"t66","0"
"t67","0"
"t35","0"
"t19","0"
"t20","0"
"t32","0"
"t95","0"
"t96","0"
"t65","0"
"t59","0"
"t60","0"
"t1","0"
"t28","0"
"t29","0"
"t3","0"
"t4","0"
"t50","1"
"t52","1"
"t53","1"
"t71","0"
"t72","0"
"t63",NA
"t64","0"
"t83",NA
"t84","0"
"t54","0"
"t45","0"
"t46",NA
"t87","0"
"t88","0"
"t76","0"
"t33","0"
"t14","0"
"t9",NA
"t58","0"
"t69","1"
"t70","1"
"t17","0"
"t93",NA
"t94","0"
"t6","0"
"t97","0"
"t98","0"
"t44","0"
"t40",NA
"t41","0"
"t34","0"
"t85","1"
"t86","1"
