accepted_species,estimate
t20,-2.241475966613697
t75,0.07060598276773469
t60,0.07731032012602795
t23,0.2554655719040604
t55,0.020042462711565553
t99,0.4803413141765527
t6,0.314539322499007
t66,-0.3555826394185897
t21,-0.28820179521312866
t84,0.9825793253867567
