,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t68,4.6299424,-0.34801385,-1.2877322,6.797176,1.9299349,6.625249,8.414551,10.222915,-1.6204906,10.6262865,6.4770317,3.4020221,6.8907776,7.415897,0.22815019
t69,4.6003475,-0.39526722,-1.3146721,6.757973,1.9081649,6.5986433,8.365391,10.216107,-1.5422244,10.699401,6.401822,3.3362985,6.8863173,7.3441257,0.27151528
t35,4.641147,-0.34991685,-1.2548525,6.8204684,1.9533181,6.584947,8.372205,10.262658,-1.6413575,10.580457,6.5108027,3.4512115,6.9122095,7.4497943,0.19813746
t58,4.642293,-0.3769087,-1.299759,6.833542,1.98122,6.509989,8.317666,10.289378,-1.5799903,10.635433,6.4617667,3.391026,6.8903832,7.3978343,0.23502408
t100,4.631952,-0.44850776,-1.2415286,6.8011985,1.9009762,6.4788036,8.250017,10.235083,-1.6100395,10.587548,6.4901805,3.4497988,6.949035,7.43335,0.26303887
t111,4.595809,-0.5199004,-1.1963739,6.74311,1.8864177,6.5057697,8.286066,10.218276,-1.455294,10.596972,6.449214,3.4610724,7.0188518,7.3433495,0.26865926
t112,4.581226,-0.4381211,-1.3384932,6.7599144,1.915039,6.4771595,8.230883,10.288803,-1.516018,10.700988,6.385268,3.3318505,6.8729644,7.3330226,0.22415167
t14,4.557939,-0.60064787,-1.0582664,6.7119794,1.8583493,6.5756187,8.322713,10.012135,-1.4683131,10.643567,6.4751205,3.5077927,7.107024,7.3132453,0.4809616
t24,4.6888175,-0.52839863,-1.1413869,6.7953568,1.879634,6.566806,8.369033,10.103756,-1.6062269,10.604895,6.4725757,3.4599814,7.093402,7.4257774,0.45476452
t98,4.595835,-0.48761085,-1.1085913,6.7811794,1.8375937,6.635058,8.437949,10.047618,-1.5466894,10.600249,6.5516524,3.5146964,7.042811,7.37202,0.3688685
t99,4.5979075,-0.5182325,-1.2393578,6.6753855,1.818801,6.698531,8.426624,10.08254,-1.5087202,10.701679,6.377674,3.3704312,7.0132613,7.317819,0.41660476
t19,4.658486,-0.59764034,-1.1172645,6.7210455,1.7283833,6.6089115,8.372334,10.037318,-1.4875696,10.661033,6.4358444,3.4359138,7.0778213,7.327548,0.5169035
