"","t68","t69","t35","t58","t100","t111","t112","t14","t24","t98","t99","t19","t23","t40","t144","t145","t88","t64","t103","t110","t124","t125","t94","t95","t26","t54","t67","t146","t147","t119","t31","t37","t38","t39","t128","t129","t140","t141","t18","t3","t85","t114","t120","t121","t15","t13","t9","t51","t52","t32","t106","t107","t87","t92","t93","t57","t117","t118","t113","t126","t127","t86","t65","t66","t108","t109","t53","t59","t60","t150","t151","t96","t41","t42","t79","t135","t136","t137","t132","t142","t143","t82","t47","t48","t11","t10","t55","t56","t7","t4","t83","t84","t72","t17","t122","t123","t36","t73","t74","t46","t49","t50","t80","t81","t63","t33","t34","t21","t22","t70","t71","t61","t102","t104","t105","t138","t139","t101","t115","t116","t43","t27","t28","t16","t148","t149","t97","t76","t90","t91","t75","t89","t133","t134","t130","t131","t12","t29","t30","t20","t8","t6","t5","t62","t77","t78","t25","t44","t45","t1","t2"
"t68",0,1.365351352,2.8667456083,2.8667456081,2.68984547106,2.8358826071,2.8667456081,2.6407315061,3.76746477,4.29635220934,4.37241394605,3.0898196691,6.63607829487,7.89818354674,8.23158112697,8.23158112697,8.23158112694,8.23158112694,8.23158112704,8.23158112705,8.23158112707,8.23158112707,8.23158112707,8.23158112707,7.64375835057,8.23158112697,8.23158112697,8.23158112693,8.23158112693,8.23158112697,7.45845138877,8.23158112665,7.20600413349,8.23158112719,8.23158112697,8.23158112697,8.23158112691,8.23158112691,6.8304819532,5.3337738932,8.92664574354,9.19076395454,9.19076395454,9.19076395454,9.19076395524,9.19076395509,7.647194068334,9.009058830234,9.190763954834,9.190763955134,9.190763954904,9.190763954904,9.190763954904,9.190763954884,9.190763954884,9.190763954984,9.110481817384,9.190763955014,9.190763955014,9.190763954994,9.190763954994,9.190763954914,8.890855860114,9.190763954924,9.190763954924,9.190763954924,8.694175896784,9.190763954974,8.986362825574,9.190763954838,9.190763954838,8.972920955034,9.190763954924,8.282293926636,9.190763954936,9.190763954966,9.190763954967,9.190763954967,9.190763954924,9.190763954914,9.190763954914,9.190763954824,9.190763954824,9.190763954824,7.546014160734,6.97185394517,9.19076395483,8.40755291252,9.190763955,5.8894626162,9.0026645158,9.1907639551,9.1907639552,9.1907639545,9.19076395551,9.19076395551,9.19076395551,8.58512696608,9.19076395522,9.19076395552,8.29334602151,8.66196490661,9.19076395518,9.19076395518,9.19076395518,8.01483704141,8.2683153964,9.1907639549,9.1907639549,9.11410827082,9.19076395532,9.19076395492,9.04496882878,9.190763954986,9.190763954986,9.19076395496,9.19076395496,9.19076395495,9.19076395495,9.19076395495,8.74840787972,9.19076395542,7.800100726,8.14310043302,9.19076395516,9.19076395516,9.19076395522,8.87166736092,9.19076395452,9.19076395452,9.1907639545,9.1907639545,9.1907639545,9.1907639545,9.19076395453,9.19076395453,7.65139861512,7.82580532877,8.30551128132,7.60614748802,8.50382581822,6.91841688972,6.29485151515,9.19076395505,8.77492686785,9.19076395505,8.05835523335,8.99651073415,9.19076395525,5.80285566762,6.3514434918
"t69",1.365351352,0,2.8667456083,2.8667456081,2.68984547106,2.8358826071,2.8667456081,2.6407315061,3.76746477,4.29635220934,4.37241394605,3.0898196691,6.63607829487,7.89818354674,8.23158112697,8.23158112697,8.23158112694,8.23158112694,8.23158112704,8.23158112705,8.23158112707,8.23158112707,8.23158112707,8.23158112707,7.64375835057,8.23158112697,8.23158112697,8.23158112693,8.23158112693,8.23158112697,7.45845138877,8.23158112665,7.20600413349,8.23158112719,8.23158112697,8.23158112697,8.23158112691,8.23158112691,6.8304819532,5.3337738932,8.92664574354,9.19076395454,9.19076395454,9.19076395454,9.19076395524,9.19076395509,7.647194068334,9.009058830234,9.190763954834,9.190763955134,9.190763954904,9.190763954904,9.190763954904,9.190763954884,9.190763954884,9.190763954984,9.110481817384,9.190763955014,9.190763955014,9.190763954994,9.190763954994,9.190763954914,8.890855860114,9.190763954924,9.190763954924,9.190763954924,8.694175896784,9.190763954974,8.986362825574,9.190763954838,9.190763954838,8.972920955034,9.190763954924,8.282293926636,9.190763954936,9.190763954966,9.190763954967,9.190763954967,9.190763954924,9.190763954914,9.190763954914,9.190763954824,9.190763954824,9.190763954824,7.546014160734,6.97185394517,9.19076395483,8.40755291252,9.190763955,5.8894626162,9.0026645158,9.1907639551,9.1907639552,9.1907639545,9.19076395551,9.19076395551,9.19076395551,8.58512696608,9.19076395522,9.19076395552,8.29334602151,8.66196490661,9.19076395518,9.19076395518,9.19076395518,8.01483704141,8.2683153964,9.1907639549,9.1907639549,9.11410827082,9.19076395532,9.19076395492,9.04496882878,9.190763954986,9.190763954986,9.19076395496,9.19076395496,9.19076395495,9.19076395495,9.19076395495,8.74840787972,9.19076395542,7.800100726,8.14310043302,9.19076395516,9.19076395516,9.19076395522,8.87166736092,9.19076395452,9.19076395452,9.1907639545,9.1907639545,9.1907639545,9.1907639545,9.19076395453,9.19076395453,7.65139861512,7.82580532877,8.30551128132,7.60614748802,8.50382581822,6.91841688972,6.29485151515,9.19076395505,8.77492686785,9.19076395505,8.05835523335,8.99651073415,9.19076395525,5.80285566762,6.3514434918
"t35",2.8667456083,2.8667456083,0,2.5051138118,2.32821367476,2.4742508108,2.5051138118,2.6407315064,3.7674647703,4.29635220964,4.37241394635,3.0898196694,6.63607829517,7.89818354704,8.23158112727,8.23158112727,8.23158112724,8.23158112724,8.23158112734,8.23158112735,8.23158112737,8.23158112737,8.23158112737,8.23158112737,7.64375835087,8.23158112727,8.23158112727,8.23158112723,8.23158112723,8.23158112727,7.45845138907,8.23158112695,7.20600413379,8.23158112749,8.23158112727,8.23158112727,8.23158112721,8.23158112721,6.8304819535,5.3337738935,8.92664574384,9.19076395484,9.19076395484,9.19076395484,9.19076395554,9.19076395539,7.647194068634,9.009058830534,9.190763955134,9.190763955434,9.190763955204,9.190763955204,9.190763955204,9.190763955184,9.190763955184,9.190763955284,9.110481817684,9.190763955314,9.190763955314,9.190763955294,9.190763955294,9.190763955214,8.890855860414,9.190763955224,9.190763955224,9.190763955224,8.694175897084,9.190763955274,8.986362825874,9.190763955138,9.190763955138,8.972920955334,9.190763955224,8.282293926936,9.190763955236,9.190763955266,9.190763955267,9.190763955267,9.190763955224,9.190763955214,9.190763955214,9.190763955124,9.190763955124,9.190763955124,7.546014161034,6.97185394547,9.19076395513,8.40755291282,9.1907639553,5.8894626165,9.0026645161,9.1907639554,9.1907639555,9.1907639548,9.19076395581,9.19076395581,9.19076395581,8.58512696638,9.19076395552,9.19076395582,8.29334602181,8.66196490691,9.19076395548,9.19076395548,9.19076395548,8.01483704171,8.2683153967,9.1907639552,9.1907639552,9.11410827112,9.19076395562,9.19076395522,9.04496882908,9.190763955286,9.190763955286,9.19076395526,9.19076395526,9.19076395525,9.19076395525,9.19076395525,8.74840788002,9.19076395572,7.8001007263,8.14310043332,9.19076395546,9.19076395546,9.19076395552,8.87166736122,9.19076395482,9.19076395482,9.1907639548,9.1907639548,9.1907639548,9.1907639548,9.19076395483,9.19076395483,7.65139861542,7.82580532907,8.30551128162,7.60614748832,8.50382581852,6.91841689002,6.29485151545,9.19076395535,8.77492686815,9.19076395535,8.05835523365,8.99651073445,9.19076395555,5.80285566792,6.3514434921
"t58",2.8667456081,2.8667456081,2.5051138118,0,1.51729033316,1.6633274692,1.6941904702,2.6407315062,3.7674647701,4.29635220944,4.37241394615,3.0898196692,6.63607829497,7.89818354684,8.23158112707,8.23158112707,8.23158112704,8.23158112704,8.23158112714,8.23158112715,8.23158112717,8.23158112717,8.23158112717,8.23158112717,7.64375835067,8.23158112707,8.23158112707,8.23158112703,8.23158112703,8.23158112707,7.45845138887,8.23158112675,7.20600413359,8.23158112729,8.23158112707,8.23158112707,8.23158112701,8.23158112701,6.8304819533,5.3337738933,8.92664574364,9.19076395464,9.19076395464,9.19076395464,9.19076395534,9.19076395519,7.647194068434,9.009058830334,9.190763954934,9.190763955234,9.190763955004,9.190763955004,9.190763955004,9.190763954984,9.190763954984,9.190763955084,9.110481817484,9.190763955114,9.190763955114,9.190763955094,9.190763955094,9.190763955014,8.890855860214,9.190763955024,9.190763955024,9.190763955024,8.694175896884,9.190763955074,8.986362825674,9.190763954938,9.190763954938,8.972920955134,9.190763955024,8.282293926736,9.190763955036,9.190763955066,9.190763955067,9.190763955067,9.190763955024,9.190763955014,9.190763955014,9.190763954924,9.190763954924,9.190763954924,7.546014160834,6.97185394527,9.19076395493,8.40755291262,9.1907639551,5.8894626163,9.0026645159,9.1907639552,9.1907639553,9.1907639546,9.19076395561,9.19076395561,9.19076395561,8.58512696618,9.19076395532,9.19076395562,8.29334602161,8.66196490671,9.19076395528,9.19076395528,9.19076395528,8.01483704151,8.2683153965,9.190763955,9.190763955,9.11410827092,9.19076395542,9.19076395502,9.04496882888,9.190763955086,9.190763955086,9.19076395506,9.19076395506,9.19076395505,9.19076395505,9.19076395505,8.74840787982,9.19076395552,7.8001007261,8.14310043312,9.19076395526,9.19076395526,9.19076395532,8.87166736102,9.19076395462,9.19076395462,9.1907639546,9.1907639546,9.1907639546,9.1907639546,9.19076395463,9.19076395463,7.65139861522,7.82580532887,8.30551128142,7.60614748812,8.50382581832,6.91841688982,6.29485151525,9.19076395515,8.77492686795,9.19076395515,8.05835523345,8.99651073425,9.19076395535,5.80285566772,6.3514434919
"t100",2.68984547106,2.68984547106,2.32821367476,1.51729033316,0,0.34192590036,0.37278890136,2.46383136916,3.59056463306,4.1194520724,4.19551380911,2.91291953216,6.45917815793,7.7212834098,8.05468099003,8.05468099003,8.05468099,8.05468099,8.0546809901,8.05468099011,8.05468099013,8.05468099013,8.05468099013,8.05468099013,7.46685821363,8.05468099003,8.05468099003,8.05468098999,8.05468098999,8.05468099003,7.28155125183,8.05468098971,7.02910399655,8.05468099025,8.05468099003,8.05468099003,8.05468098997,8.05468098997,6.65358181626,5.15687375626,8.7497456066,9.0138638176,9.0138638176,9.0138638176,9.0138638183,9.01386381815,7.470293931394,8.832158693294,9.013863817894,9.013863818194,9.013863817964,9.013863817964,9.013863817964,9.013863817944,9.013863817944,9.013863818044,8.933581680444,9.013863818074,9.013863818074,9.013863818054,9.013863818054,9.013863817974,8.713955723174,9.013863817984,9.013863817984,9.013863817984,8.517275759844,9.013863818034,8.809462688634,9.013863817898,9.013863817898,8.796020818094,9.013863817984,8.105393789696,9.013863817996,9.013863818026,9.013863818027,9.013863818027,9.013863817984,9.013863817974,9.013863817974,9.013863817884,9.013863817884,9.013863817884,7.369114023794,6.79495380823,9.01386381789,8.23065277558,9.01386381806,5.71256247926,8.82576437886,9.01386381816,9.01386381826,9.01386381756,9.01386381857,9.01386381857,9.01386381857,8.40822682914,9.01386381828,9.01386381858,8.11644588457,8.48506476967,9.01386381824,9.01386381824,9.01386381824,7.83793690447,8.09141525946,9.01386381796,9.01386381796,8.93720813388,9.01386381838,9.01386381798,8.86806869184,9.013863818046,9.013863818046,9.01386381802,9.01386381802,9.01386381801,9.01386381801,9.01386381801,8.57150774278,9.01386381848,7.62320058906,7.96620029608,9.01386381822,9.01386381822,9.01386381828,8.69476722398,9.01386381758,9.01386381758,9.01386381756,9.01386381756,9.01386381756,9.01386381756,9.01386381759,9.01386381759,7.47449847818,7.64890519183,8.12861114438,7.42924735108,8.32692568128,6.74151675278,6.11795137821,9.01386381811,8.59802673091,9.01386381811,7.88145509641,8.81961059721,9.01386381831,5.62595553068,6.17454335486
"t111",2.8358826071,2.8358826071,2.4742508108,1.6633274692,0.34192590036,0,0.306130576,2.6098685052,3.7366017691,4.26548920844,4.34155094515,3.0589566682,6.60521529397,7.86732054584,8.20071812607,8.20071812607,8.20071812604,8.20071812604,8.20071812614,8.20071812615,8.20071812617,8.20071812617,8.20071812617,8.20071812617,7.61289534967,8.20071812607,8.20071812607,8.20071812603,8.20071812603,8.20071812607,7.42758838787,8.20071812575,7.17514113259,8.20071812629,8.20071812607,8.20071812607,8.20071812601,8.20071812601,6.7996189523,5.3029108923,8.89578274264,9.15990095364,9.15990095364,9.15990095364,9.15990095434,9.15990095419,7.616331067434,8.978195829334,9.159900953934,9.159900954234,9.159900954004,9.159900954004,9.159900954004,9.159900953984,9.159900953984,9.159900954084,9.079618816484,9.159900954114,9.159900954114,9.159900954094,9.159900954094,9.159900954014,8.859992859214,9.159900954024,9.159900954024,9.159900954024,8.663312895884,9.159900954074,8.955499824674,9.159900953938,9.159900953938,8.942057954134,9.159900954024,8.251430925736,9.159900954036,9.159900954066,9.159900954067,9.159900954067,9.159900954024,9.159900954014,9.159900954014,9.159900953924,9.159900953924,9.159900953924,7.515151159834,6.94099094427,9.15990095393,8.37668991162,9.1599009541,5.8585996153,8.9718015149,9.1599009542,9.1599009543,9.1599009536,9.15990095461,9.15990095461,9.15990095461,8.55426396518,9.15990095432,9.15990095462,8.26248302061,8.63110190571,9.15990095428,9.15990095428,9.15990095428,7.98397404051,8.2374523955,9.159900954,9.159900954,9.08324526992,9.15990095442,9.15990095402,9.01410582788,9.159900954086,9.159900954086,9.15990095406,9.15990095406,9.15990095405,9.15990095405,9.15990095405,8.71754487882,9.15990095452,7.7692377251,8.11223743212,9.15990095426,9.15990095426,9.15990095432,8.84080436002,9.15990095362,9.15990095362,9.1599009536,9.1599009536,9.1599009536,9.1599009536,9.15990095363,9.15990095363,7.62053561422,7.79494232787,8.27464828042,7.57528448712,8.47296281732,6.88755388882,6.26398851425,9.15990095415,8.74406386695,9.15990095415,8.02749223245,8.96564773325,9.15990095435,5.77199266672,6.3205804909
"t112",2.8667456081,2.8667456081,2.5051138118,1.6941904702,0.37278890136,0.306130576,0,2.6407315062,3.7674647701,4.29635220944,4.37241394615,3.0898196692,6.63607829497,7.89818354684,8.23158112707,8.23158112707,8.23158112704,8.23158112704,8.23158112714,8.23158112715,8.23158112717,8.23158112717,8.23158112717,8.23158112717,7.64375835067,8.23158112707,8.23158112707,8.23158112703,8.23158112703,8.23158112707,7.45845138887,8.23158112675,7.20600413359,8.23158112729,8.23158112707,8.23158112707,8.23158112701,8.23158112701,6.8304819533,5.3337738933,8.92664574364,9.19076395464,9.19076395464,9.19076395464,9.19076395534,9.19076395519,7.647194068434,9.009058830334,9.190763954934,9.190763955234,9.190763955004,9.190763955004,9.190763955004,9.190763954984,9.190763954984,9.190763955084,9.110481817484,9.190763955114,9.190763955114,9.190763955094,9.190763955094,9.190763955014,8.890855860214,9.190763955024,9.190763955024,9.190763955024,8.694175896884,9.190763955074,8.986362825674,9.190763954938,9.190763954938,8.972920955134,9.190763955024,8.282293926736,9.190763955036,9.190763955066,9.190763955067,9.190763955067,9.190763955024,9.190763955014,9.190763955014,9.190763954924,9.190763954924,9.190763954924,7.546014160834,6.97185394527,9.19076395493,8.40755291262,9.1907639551,5.8894626163,9.0026645159,9.1907639552,9.1907639553,9.1907639546,9.19076395561,9.19076395561,9.19076395561,8.58512696618,9.19076395532,9.19076395562,8.29334602161,8.66196490671,9.19076395528,9.19076395528,9.19076395528,8.01483704151,8.2683153965,9.190763955,9.190763955,9.11410827092,9.19076395542,9.19076395502,9.04496882888,9.190763955086,9.190763955086,9.19076395506,9.19076395506,9.19076395505,9.19076395505,9.19076395505,8.74840787982,9.19076395552,7.8001007261,8.14310043312,9.19076395526,9.19076395526,9.19076395532,8.87166736102,9.19076395462,9.19076395462,9.1907639546,9.1907639546,9.1907639546,9.1907639546,9.19076395463,9.19076395463,7.65139861522,7.82580532887,8.30551128142,7.60614748812,8.50382581832,6.91841688982,6.29485151525,9.19076395515,8.77492686795,9.19076395515,8.05835523345,8.99651073425,9.19076395535,5.80285566772,6.3514434919
"t14",2.6407315061,2.6407315061,2.6407315064,2.6407315062,2.46383136916,2.6098685052,2.6407315062,0,1.5642774701,2.09316490944,2.16922664615,0.8866323692,4.72374424957,5.98584950144,6.31924708167,6.31924708167,6.31924708164,6.31924708164,6.31924708174,6.31924708175,6.31924708177,6.31924708177,6.31924708177,6.31924708177,5.73142430527,6.31924708167,6.31924708167,6.31924708163,6.31924708163,6.31924708167,5.54611734347,6.31924708135,5.29367008819,6.31924708189,6.31924708167,6.31924708167,6.31924708161,6.31924708161,4.9181479079,3.4214398479,7.01431169824,7.27842990924,7.27842990924,7.27842990924,7.27842990994,7.27842990979,5.734860023034,7.096724784934,7.278429909534,7.278429909834,7.278429909604,7.278429909604,7.278429909604,7.278429909584,7.278429909584,7.278429909684,7.198147772084,7.278429909714,7.278429909714,7.278429909694,7.278429909694,7.278429909614,6.978521814814,7.278429909624,7.278429909624,7.278429909624,6.781841851484,7.278429909674,7.074028780274,7.278429909538,7.278429909538,7.060586909734,7.278429909624,6.369959881336,7.278429909636,7.278429909666,7.278429909667,7.278429909667,7.278429909624,7.278429909614,7.278429909614,7.278429909524,7.278429909524,7.278429909524,5.633680115434,5.05951989987,7.27842990953,6.49521886722,7.2784299097,3.9771285709,7.0903304705,7.2784299098,7.2784299099,7.2784299092,7.27842991021,7.27842991021,7.27842991021,6.67279292078,7.27842990992,7.27842991022,6.38101197621,6.74963086131,7.27842990988,7.27842990988,7.27842990988,6.10250299611,6.3559813511,7.2784299096,7.2784299096,7.20177422552,7.27842991002,7.27842990962,7.13263478348,7.278429909686,7.278429909686,7.27842990966,7.27842990966,7.27842990965,7.27842990965,7.27842990965,6.83607383442,7.27842991012,5.8877666807,6.23076638772,7.27842990986,7.27842990986,7.27842990992,6.95933331562,7.27842990922,7.27842990922,7.2784299092,7.2784299092,7.2784299092,7.2784299092,7.27842990923,7.27842990923,5.73906456982,5.91347128347,6.39317723602,5.69381344272,6.59149177292,5.00608284442,4.38251746985,7.27842990975,6.86259282255,7.27842990975,6.14602118805,7.08417668885,7.27842990995,3.89052162232,4.4391094465
"t24",3.76746477,3.76746477,3.7674647703,3.7674647701,3.59056463306,3.7366017691,3.7674647701,1.5642774701,0,2.11523150074,2.19129323745,1.4571284521,5.85047751347,7.11258276534,7.44598034557,7.44598034557,7.44598034554,7.44598034554,7.44598034564,7.44598034565,7.44598034567,7.44598034567,7.44598034567,7.44598034567,6.85815756917,7.44598034557,7.44598034557,7.44598034553,7.44598034553,7.44598034557,6.67285060737,7.44598034525,6.42040335209,7.44598034579,7.44598034557,7.44598034557,7.44598034551,7.44598034551,6.0448811718,4.5481731118,8.14104496214,8.40516317314,8.40516317314,8.40516317314,8.40516317384,8.40516317369,6.861593286934,8.223458048834,8.405163173434,8.405163173734,8.405163173504,8.405163173504,8.405163173504,8.405163173484,8.405163173484,8.405163173584,8.324881035984,8.405163173614,8.405163173614,8.405163173594,8.405163173594,8.405163173514,8.105255078714,8.405163173524,8.405163173524,8.405163173524,7.908575115384,8.405163173574,8.200762044174,8.405163173438,8.405163173438,8.187320173634,8.405163173524,7.496693145236,8.405163173536,8.405163173566,8.405163173567,8.405163173567,8.405163173524,8.405163173514,8.405163173514,8.405163173424,8.405163173424,8.405163173424,6.760413379334,6.18625316377,8.40516317343,7.62195213112,8.4051631736,5.1038618348,8.2170637344,8.4051631737,8.4051631738,8.4051631731,8.40516317411,8.40516317411,8.40516317411,7.79952618468,8.40516317382,8.40516317412,7.50774524011,7.87636412521,8.40516317378,8.40516317378,8.40516317378,7.22923626001,7.482714615,8.4051631735,8.4051631735,8.32850748942,8.40516317392,8.40516317352,8.25936804738,8.405163173586,8.405163173586,8.40516317356,8.40516317356,8.40516317355,8.40516317355,8.40516317355,7.96280709832,8.40516317402,7.0144999446,7.35749965162,8.40516317376,8.40516317376,8.40516317382,8.08606657952,8.40516317312,8.40516317312,8.4051631731,8.4051631731,8.4051631731,8.4051631731,8.40516317313,8.40516317313,6.86579783372,7.04020454737,7.51991049992,6.82054670662,7.71822503682,6.13281610832,5.50925073375,8.40516317365,7.98932608645,8.40516317365,7.27275445195,8.21090995275,8.40516317385,5.01725488622,5.5658427104
"t98",4.29635220934,4.29635220934,4.29635220964,4.29635220944,4.1194520724,4.26548920844,4.29635220944,2.09316490944,2.11523150074,0,0.11442046479,1.98601589144,6.37936495281,7.64147020468,7.97486778491,7.97486778491,7.97486778488,7.97486778488,7.97486778498,7.97486778499,7.97486778501,7.97486778501,7.97486778501,7.97486778501,7.38704500851,7.97486778491,7.97486778491,7.97486778487,7.97486778487,7.97486778491,7.20173804671,7.97486778459,6.94929079143,7.97486778513,7.97486778491,7.97486778491,7.97486778485,7.97486778485,6.57376861114,5.07706055114,8.66993240148,8.93405061248,8.93405061248,8.93405061248,8.93405061318,8.93405061303,7.390480726274,8.752345488174,8.934050612774,8.934050613074,8.934050612844,8.934050612844,8.934050612844,8.934050612824,8.934050612824,8.934050612924,8.853768475324,8.934050612954,8.934050612954,8.934050612934,8.934050612934,8.934050612854,8.634142518054,8.934050612864,8.934050612864,8.934050612864,8.437462554724,8.934050612914,8.729649483514,8.934050612778,8.934050612778,8.716207612974,8.934050612864,8.025580584576,8.934050612876,8.934050612906,8.934050612907,8.934050612907,8.934050612864,8.934050612854,8.934050612854,8.934050612764,8.934050612764,8.934050612764,7.289300818674,6.71514060311,8.93405061277,8.15083957046,8.93405061294,5.63274927414,8.74595117374,8.93405061304,8.93405061314,8.93405061244,8.93405061345,8.93405061345,8.93405061345,8.32841362402,8.93405061316,8.93405061346,8.03663267945,8.40525156455,8.93405061312,8.93405061312,8.93405061312,7.75812369935,8.01160205434,8.93405061284,8.93405061284,8.85739492876,8.93405061326,8.93405061286,8.78825548672,8.934050612926,8.934050612926,8.9340506129,8.9340506129,8.93405061289,8.93405061289,8.93405061289,8.49169453766,8.93405061336,7.54338738394,7.88638709096,8.9340506131,8.9340506131,8.93405061316,8.61495401886,8.93405061246,8.93405061246,8.93405061244,8.93405061244,8.93405061244,8.93405061244,8.93405061247,8.93405061247,7.39468527306,7.56909198671,8.04879793926,7.34943414596,8.24711247616,6.66170354766,6.03813817309,8.93405061299,8.51821352579,8.93405061299,7.80164189129,8.73979739209,8.93405061319,5.54614232556,6.09473014974
